User,Team #,Rookie Year,Likes Recieved,Likes Given,Topics,Replies,Viewed,Read,Visits,Elo
Brandon_Hjelstrom,987,2012,234,170,5,49,1501,20253,310,1821
kl26436,4206,None,36,103,1,53,975,15211,310,1490
Ts2011,3504,None,0,0,0,0,867,10976,310,1544
Ernst,1732,2011,11,6,0,10,951,15485,309,1729
EveryLittleBit,2702,2016,825,1110,2,232,3645,60029,309,1618
GKrotkov,1712,2014,29,35,0,8,782,13582,309,1678
tkdberger,3494,2016,62,76,0,44,398,6437,309,1600
mray190,6800,2009,61,131,1,29,943,12344,309,1567
rjtbob,0,2010,12,8,0,12,869,27195,309,
Drewit,0,2005,5,4,1,0,700,10374,308,
LiamSnow,5104,2018,36,6,1,7,1315,14794,307,1596
ebmonon36,1018,2003,0,3,0,0,1587,23736,307,1577
sthump,5205,2016,90,16,20,62,1485,21601,307,1639
Electronica1,401,2004,298,83,1,37,1244,21605,307,1676
Ryan_Foley,0,2001,0,0,0,0,885,17410,306,
sbpena01,2067,2017,31,17,2,3,1611,21505,306,1641
Pat_Fairbank,254,2001,210,87,1,4,1106,19321,305,1869
Dan_Karol,131,2004,99,79,3,64,2125,30008,305,1560
Noudvanbrunscho,4481,2012,61,200,0,10,1334,22558,304,1696
nconforti,1058,2016,103,51,0,24,2023,35555,304,1612
jquander,3847,2017,7,10,0,7,1110,11913,303,1726
railroad890,190,2014,16,7,0,18,3774,47210,303,1648
TachyonicTalker,4013,,0,1,0,0,1206,19631,302,1514
Niklas701,148,2015,133,357,1,120,1846,37882,302,1838
sviera88,88,2007,0,10,0,0,1074,22685,302,1697
scottgoering,,2001,41,19,0,27,1164,18535,302,
samuel_seo,1746,2018,23,106,1,10,1770,14196,301,1605
cnepo,3100,2006,7,4,1,1,798,9047,301,1586
Torrance,254,2011,256,12,0,28,714,7829,301,1869
Jake177,177,2001,74,57,0,27,1177,36775,301,1704
Justin_Foss,4481,2003,41,51,0,9,1043,19540,301,1696
tpc,623,2006,11,17,0,8,1444,22245,300,1555
robofail,None,None,0,1,0,0,833,21860,300,
Attention,4499,2015,285,1595,0,365,3325,48172,300,1682
CEF,5607,2015,175,21,13,151,1319,15287,300,1490
CMathews22,5181,2017,0,1,0,0,872,11496,300,1609
Aboudy_Dairi,1768,2015,2,104,0,1,1451,17810,299,1666
derp,,2017,44,158,0,71,1515,27938,298,
ashwing5511,5511,2017,0,52,0,0,1317,17589,298,1611
2501Programmer,None,None,42,96,3,20,1006,15766,298,
Nips,1241/1285/2056,2013,9,1,0,7,596,8079,298,
Travis_Hoffman,48,2001,355,306,9,94,1107,21218,298,1582
TheRealJamesOo,107,2018,425,606,5,530,1200,23398,297,1719
adias,670,2018,14,6,0,9,1723,30491,297,1557
calebmech,2056,2012,0,0,0,0,1051,21136,297,1950
Pat61,948,,8,0,0,4,1033,22528,297,1680
mrwright,4522,2013,8,53,0,3,1399,24494,297,1620
Ian_McTavish,4152,2012,43,15,6,27,1237,12510,297,1612
Scott_England,341,1998,0,0,0,0,673,12260,296,1598
emalzone,4362,,6,217,0,2,1720,24841,296,1707
Dan_Lavoie,2877,2007,1,0,0,0,1216,16509,296,1633
yarden.saa,3339,2009,71,3,8,38,983,12474,296,1607
SuperZ,2481,None,0,10,0,0,1027,16897,295,1802
Allen_B,973,2009,1,0,0,0,1655,23189,295,1836
jpk,7498,2009,53,39,0,31,661,13224,295,1672
Jono37,4739,2015,140,25,0,33,1606,19229,294,1450
rjoshi1,3958,2011,16,83,1,11,1437,19331,294,1607
oscarfonloz,6377,2010,19,19,0,82,814,7891,294,1671
Matthew_Levis,1727,2013,154,437,2,214,688,13073,294,1610
BJC,,2009,21,2,0,2,638,15845,294,
OpticalIlyushin,6619,2017,0,1,0,0,1674,20816,293,1396
VaSIMR200,7561,2019,71,596,2,120,1614,27358,293,1466
vkoutha,11,2017,32,235,5,39,3150,29699,293,1591
Chief_Hedgehog,4607,2012,203,192,4,84,1104,15399,293,1658
J_rod,4159,2017,0,1,0,2,690,7350,293,1497
Engineerette,2472,2008,25,9,0,3,732,24241,293,1508
Alpha_Beta,1986,2007,3,4,0,3,1192,25193,292,1769
AnthonyDV,1678,2010,11,20,0,3,906,17957,292,1887
plusorminus5,6618,2017,0,1,0,0,1633,16649,292,1595
DRow,148,2009,508,79,3,15,1037,18460,292,1838
rahilm,668,2007,15,0,0,16,1197,20383,291,1443
euph2137,FRC 2137,2017,120,16,1,55,918,12557,291,
Nemo1,967,2009,66,14,2,16,547,13523,291,1685
Clayton_Yocom,27,2011,259,51,0,59,2884,57261,291,1736
badinkajink,395,2015,2,53,1,4,2000,35575,291,1469
Koko_Ed,191,2002,170,17,1,53,270,4753,291,1569
Jen_Lawrie,1466,2015,98,274,0,39,2266,31918,291,1526
ChopinWood,4362,2007,65,117,0,24,1179,23995,290,1707
Joy4201,4201,2016,162,90,4,39,679,12860,290,1650
sgeckler,4926,2009,123,124,6,68,1187,19913,290,1605
Laaba_80,1714,2001,27,5,1,17,662,17073,290,1487
Waz,6843,2009,107,50,1,97,2680,44194,290,1472
Timebomb,4682,2008,320,1617,3,138,1615,30435,290,1461
Landon_K,6090,2016,11,33,0,12,1922,25130,289,1667
MARS_James,179,2006,303,8,3,68,1254,22368,289,1848
tmpoles,4476,2012,613,669,9,607,824,19729,289,1589
brandn03,6802,2011 FTC 2018 FRC,1789,1209,3,2412,1773,52622,289,1601
chadr03,2582,2010,39,5,2,41,1833,29168,289,1656
Shreykv,3229,2019,119,88,6,61,1656,28614,289,1582
Benny,2481,2008,5,8,0,40,1242,22756,289,1802
carbotaniuman,4639,,77,10,2,70,1068,14437,289,1493
caleby,2147,2016,41,336,0,33,1346,24771,288,1741
Darre,2655,2017,35,26,0,164,1386,30698,288,1643
Brandon_Martus,,1998,424,48,6,75,966,10025,288,
bleudata,3082,2018,0,0,0,0,893,16487,288,1533
minimattct,4572,2017,88,484,3,81,2208,28846,288,1489
Whatever,2502,,241,20,2,180,1106,25875,288,1616
Intamints,,,25,31,1,1,1144,18785,287,
HighlandersFRC,4499,2013,39,10,0,2,869,15354,287,1682
aaronfang,3863,2016,320,94,1,77,1475,22041,287,1543
electroken,230,2012,125,117,1,56,1220,20066,287,1729
oslek,1305,,2,7,0,1,1448,17915,287,1678
Jamory,5687,,15,1,1,1,868,14491,286,1821
MrMARVINMan,461,2014,19,0,1,1,611,8404,286,1687
Agrayan_Gupta,868,2015,0,1,0,0,837,12461,286,1666
itsYoshi,4253,2017,106,9,1,23,956,10305,286,1631
fishing_cat,5460,2015,3,11,0,1,1058,16437,286,1871
JamesCH95,95,2001,2124,345,1,479,1150,21301,286,1641
SJaladi,1923,2013,82,26,1,25,2169,39898,286,1692
scaryone,58,2007,3,42,0,7,964,12618,286,1629
TLamp,2834,,51,34,1,19,1558,17120,285,1747
Logan_Byers,0,2003,0,21,0,0,805,19194,285,
Clevkev,1086,,0,9,0,0,1119,13858,285,1503
Kristian_Calhoun,25,2006,10,12,0,3,491,11581,285,1655
SomeNinjineer,125,2017,0,1,0,0,1035,15041,285,1733
valence,955,2018-2019,10,1,0,21,1579,20762,284,1457
TJP123,503,2012,1,19,0,2,992,31988,284,1598
dkerschbaum,4327,2014,59,446,0,55,1036,9402,284,1574
vikesrock777,238,2009,0,1,0,0,2651,59677,284,1683
areebot,5940,2019,0,0,0,0,1457,21426,283,1556
gear,3324,2018,42,1,0,11,2557,30023,283,1665
NatsirtD,2412,2019,61,139,0,80,2307,36738,283,1614
Ocfrc126,126,2018,258,2075,0,263,1960,28246,282,1674
Mink,2412,2018,256,278,0,272,1738,56542,282,1614
Jett-Kim,2928,2017,196,353,0,157,1527,26729,281,1662
WBCSaint,4488,2013,12,10,0,9,739,13209,281,1784
NightTrain,3288,2007,2,0,0,2,362,9941,281,1441
FerMtz,4403,,2,66,1,4,895,13371,281,1559
stefenacepcion,3161,2017,61,19,2,21,1441,17902,280,1492
sier1072,1072,2018,3,314,0,2,807,20976,280,1505
Kevin_Leonard,3467,2011,191,501,2,47,1434,33738,280,1593
sumig254,254,2017,376,71,2,27,961,9209,280,1869
GregBilletdeaux,930,2007,107,13,0,33,1357,22255,280,1753
tcjinaz,3853,2011,0,0,0,0,329,5039,279,1459
nbetik,,2016,0,3,0,0,1094,17947,279,
camcage,2485,2017,118,1755,0,69,1592,30425,279,1591
fiona.crush1011,1011,2010,0,17,0,0,655,11376,279,1633
VPanyam,503,2011,0,153,0,0,954,10397,279,1598
Jared_Russell,254,2001,1626,38,0,77,1055,18080,279,1869
TheWolf,1922,2012,8,19,0,2,886,22017,279,1601
Kowalski,2168,2016,0,0,0,1,1522,27320,279,1779
benjierex,5987,2017,91,26,5,49,787,9905,279,1507
Nitay,1574,2010,8,17,0,10,1185,14128,279,1580
robinsonz,1540,2017,49,130,0,34,2757,41206,279,1773
rzfeng,,2015,0,132,0,0,824,12621,278,
aidangoettsch,4099,,138,302,1,112,6173,96345,277,1566
MrRoboSteve,3081,2011,202,7,5,57,734,14962,277,1497
AdamStockton,1507,2006,5,0,1,2,219,3683,277,1697
captainredbeard,3880,2018,8,9,1,1,703,10632,277,1502
Pink_Ink,233,2015,8,119,0,7,734,10986,277,1613
Jon_Jack,0,2005,326,39,0,52,1216,22217,277,
Cam_Som,834,2015,17,164,0,6,577,8542,277,1597
Matt_Davidson,5039,2004,0,0,0,0,705,16652,277,1583
Bpk9p4,1756,2010,3,2,0,6,717,9000,277,1652
connellsensational,342,2020,72,200,0,19,1331,15067,277,1678
PrathikM,226,2017,3,50,0,3,1294,24419,276,1679
5kite17,2062,2017,56,35,2,16,543,6801,276,1656
Eddie_Liao,949,,80,150,3,54,4035,58809,276,1426
Casey_Gormley,1086,2018,110,114,3,8,2119,30995,276,1503
MoistRobot,832,2007,11,76,0,11,1288,25498,276,1557
tntsengouras,5842,2018,4,4,1,2,3113,45466,275,1513
icemannie,2194,2011,3,1,1,7,1428,10573,275,1653
smanrobotics,971,2010,50,0,0,5,119,2364,275,1853
billbo911,2073,2005,248,41,3,107,1064,11308,275,1724
Rangel,,2009,2,4,0,2,661,18074,275,
EmileH,3467,2011,51,64,0,12,1100,14543,275,1593
bdaroz,5881,2016,184,30,3,33,971,15809,275,1414
botscott,,1998,8,0,0,5,719,11653,275,
SergeantSpork5853,1405,2019,885,2533,13,1237,2376,47620,274,1598
Greg_Needel,2714,2002,486,14,2,56,1059,17068,274,1593
C4_4505,4505,2017,105,9,0,25,1051,17735,274,1544
KH987,987, 2605,2013,7,45,0,3,898,12242,274,
Cbrosch0,1369,FLL 2013 FRC/FTC 2019,55,60,1,135,874,14067,274,1646
cpastyrn3357,3357,2012,0,18,0,1,2932,44702,273,1696
MatthewP34,2415,2018,59,22,0,7,1281,14606,273,1494
zach_boyer,175,2012,1,2,0,1,1720,24619,273,1576
Stelar,2383,2016,9,8,0,8,1388,18192,273,1728
West_Coast,1671,2019,0,4,0,0,5322,30852,273,1633
timswagwalker,7539,2017,6,1,1,30,969,10228,273,1501
devinrobotics,3452,2018,1,28,2,2,808,12742,273,1754
Dcai169,5735,,62,202,5,73,1590,20877,273,1509
tntony865,2393,None,0,7,1,0,1220,14928,272,1580
prensing,2877,2014,95,25,5,100,1458,22056,272,1633
RogerR,3844,2001,8,23,0,10,947,17234,272,1517
JesseK,1885,2005,722,397,2,302,1068,18573,272,1681
Tsuji_T,1318,2018,25,112,0,15,873,8568,272,1666
RoboLion,114,,12,13,2,7,2412,22565,271,1641
solomondg,2898,2016,226,62,0,90,1126,7373,271,1511
aidanl78,78,2014,0,3,0,0,1786,20535,271,1841
jkuhlmann,3476,2015,13,45,0,0,1074,22250,271,1619
bigbeezy,0,2005,7,4,0,9,578,6982,271,
cmathisenPHS,5126,2018,7,988,1,3,2487,37548,270,1557
mpirringer,1989,2007,344,36,43,251,405,4060,270,1457
Matt_G,4039,2009,281,853,0,53,2660,58147,270,1680
Peterg,3648,2010,5,0,0,7,980,13706,270,1471
Aren_Hill,971,2005,90,18,0,13,389,6709,270,1853
Ricky_Q,148,2002,0,0,0,0,896,19205,270,1838
SaltisVonWaltis,2262,2017,124,1010,1,55,2839,41893,269,1512
Varun_Rajesh,226,2017,105,81,3,52,3097,45990,269,1679
_AD,548,2014,12,4,1,2,938,14335,269,1692
Monochron,4561,2002,119,53,0,60,1244,21057,269,1634
snowmaninblack,4561,2018,104,306,0,169,1021,21095,269,1634
MiloB,2733,2018,48,343,2,6,2833,50891,269,1683
jeser_1772,4613,2006,37,7,0,13,559,8788,269,1707
Liu346,346,2012,57,91,1,42,668,8962,269,1810
RoboTigers1796,1796,2008,0,13,0,0,1503,21786,268,1810
Marc_P,0,1999,0,0,0,0,523,9635,268,
abhiprasad,1747,2014,0,1,0,0,237,3819,268,1675
mdraear,None,None,152,4,2,5,640,14641,267,
OroArmor,2412,,419,1440,1,901,1553,36262,267,1614
DohertyBilly,4096,2013,21,21,0,7,424,5768,267,1550
bsimmons,4537,2014,141,733,1,184,1511,21558,267,1527
ACrazyChipmunk,1899,2018,64,498,8,33,3595,47306,267,1508
davepowers,6328,1999,1181,501,2,161,1095,15109,267,1473
Kmw0481,7443,,29,4,6,13,1671,21177,266,1506
Ryguy7824,818,2011,11,153,0,7,2640,33675,266,1543
MooreteP,571,1998,100,165,4,32,693,16776,266,1646
arjunanand23,33,2016,4,11,0,3,780,11383,266,1817
WillNess,4944,2014,304,162,3,41,635,7773,266,1667
Juniormunk,3539,2017,67,171,8,116,1808,16171,266,1589
briansmist,,2009,2,3,0,2,430,8574,265,
Roboshant,226,2015,156,3,0,7,1066,16984,265,1679
nathanko,1937,2018,8,9,0,4,693,6152,265,1677
Kaboomboom3,2910,2016,19,34,0,7,2255,33076,264,1944
Mr.wow,2102,2019,75,144,5,32,1145,13626,264,1700
vatanaksoytezer,7285,2019,20,284,1,11,2284,30345,264,
franklima260,2714,2006,98,209,0,20,1450,28901,264,1593
CalkinsGarrett,3200,2016,284,115,2,98,1169,23424,264,1508
Arbib,1577,2017,0,21,0,1,879,9918,264,1650
Luke_A_GPD,5813,2007,118,132,1,55,1134,19202,264,1575
Anthony_Mendoza,2659,2017,50,124,1,7,1169,19172,264,1634
snichols,668,2012,202,233,1,119,1181,22334,263,1443
Tom_Boehm_329,329,2006,83,67,0,20,940,15982,263,1650
Stuart,1745,2004,123,101,2,26,1242,14907,263,1483
Mondkurry,840,2019,75,260,2,69,1725,23852,263,1401
Cory,254,2001,531,67,0,52,575,10725,263,1869
AlexZ,None,None,33,50,0,20,705,12325,263,
Josh_Murphy,51,2004,0,0,0,0,666,14246,262,1661
ndp,190,2012,91,302,0,20,539,9905,262,1648
Sohaib,5036,2013,27,49,1,22,2555,40103,262,1609
slickvic2252,2252,2010,77,2,2,25,1319,24798,262,1555
Chadfrom7226,7226,2011,318,122,5,228,1636,18632,262,1535
waialua359,359,2000,734,203,1,250,680,15102,262,1746
JFlynn,1706,2015,5,0,0,10,913,23344,262,1521
Mark_Sheridan,254,2002,87,117,1,6,938,16596,262,1869
brunoUC,1156,2011,8,8,1,1,1822,26633,261,1543
Jams,3630,2017,2,9,1,1,1954,25925,261,1621
xForceDee,4239,2012,18,44,3,14,1403,20173,261,1550
CartValet,931,2018,0,22,0,1,931,12618,261,1522
Mika_Sund,0,2016,0,1,0,0,1043,18330,261,
s1900ahon,2468,2008,0,0,0,0,410,4819,261,1744
Jacob_Banooni,2834,2016,67,18,1,13,1273,12257,260,1747
Larry_Lewis,1511,2005,1,9,1,0,102,1499,260,1641
burde1jb,4327,2012,18,7,2,16,753,10008,260,1574
Deadbananas,,,352,548,6,1587,1716,32660,260,
rstockton429,118,2016,116,307,1,23,1055,19264,260,1765
derekhohos,677,2014,195,82,3,25,1160,11248,260,1493
Ilan,,,2,4,0,3,546,6446,259,
KWise.PHR,4855,2013,0,1,0,1,729,13274,259,1648
alron0901,181,2018,26,24,0,9,1175,11661,258,1589
mschwab013,5740,2007,1,2,0,3,837,10403,258,1544
Thedlodius,2200,None,16,84,0,5,581,11382,258,1754
Everett33,5660,2009,23,3,0,17,1183,19058,257,1525
jakeamusprime,None,2019,1,116,0,4,1531,17332,257,
grstex,0,,50,7,0,18,531,10293,257,
GValley,4931,2017,0,57,1,1,1101,15384,257,1618
sheridan,5160,2017,0,52,0,0,1106,17330,257,1508
jpeadebo,2046,2017,58,33,3,56,761,6630,256,1852
darth_tabor,,2018,537,435,1,927,600,30011,256,
noah.olson,93,2017,52,16,4,71,3568,40316,256,1568
Antiony_Schmidt,4702,2018,18,6,0,7,1550,19063,256,1444
CurtisB42,313,2016,94,64,0,222,684,13957,256,1468
K_W,299,None,0,16,0,0,2756,51788,256,1442
Freddy123136,5662,2015,22,18,0,4,1504,15998,255,1426
E_Wood,836,2005,8,2,0,3,1296,21613,255,1729
cmot,117,2019,63,125,11,49,1368,21689,255,1497
petergra,4905,2015,0,0,0,0,838,17600,254,1602
NustinJewton,2046,,75,64,20,150,1477,15621,254,1852
Marcus_Q,6135,2012,279,69,0,31,765,10127,254,1621
arduinokid55,5275,2013,3,52,0,5,1527,24050,254,1390
Matt3538,3538 ,2018,6,15,0,2,1082,15305,254,
BigTanBuilding,1817,2013,1,24,0,4,715,9537,254,1631
Ambrose,None,None,137,127,36,110,2026,23709,254,
anthonyttu,5417,2008,4,24,0,9,1203,16379,253,1519
Mark1153,1153,2004,0,0,0,0,1012,21058,253,1646
yamaan93,,,282,27,2,63,459,9613,253,
dyanoshak,2714,2007,210,24,2,111,1013,13878,253,1593
Tomminator5460,5460,2017,1,12,0,0,802,8743,253,1871
BENL,190,2014,11,9,0,8,1879,26007,253,1648
jaunvie,5090,2015,148,36,4,120,709,12078,253,1465
RobotNerd1,1533,2017,134,1387,0,45,1999,40261,252,1631
Erik2175,2175,2017,1323,461,9,983,1497,29741,252,1665
lucuszha,948,,19,14,1,10,799,16247,252,1680
hpeyerl,4627,2016,115,16,1,70,745,17155,251,1642
BryceHanson,6814,2017,365,119,7,106,1119,16256,251,1527
owenl,1351,,24,17,1,13,1842,23289,251,1482
Donut,2662,2004,188,1174,0,132,1968,38061,250,1454
tweirtx,5052,2014,76,6,0,107,590,6199,250,1541
AndrewMcb,469,2011,53,122,0,51,2065,26911,250,1509
ajrleyva,498,2016,14,14,1,3,974,15163,250,1625
andrew-5678,5678,2016,20,202,3,107,1226,14074,249,1460
CurseofDragon33,48,2003,2,2,0,4,106,1850,249,1582
CalTran,2410,2010,299,206,0,98,698,11789,249,1686
microbuns,4917,2014,33,31,0,2,664,8949,249,1697
Brian_Selle,3310,2012,14,2,0,5,855,15894,249,1762
grant952,2549,2016,4,5,0,9,1586,22256,249,1614
MatthewS,5460,2013,84,41,1,8,1249,20672,249,1871
Haxo,3647,2017,27,21,0,17,1422,20863,249,1719
lbassett_21,4557,2017,107,85,6,57,1543,18472,248,1609
benblo,3374,2019,20,24,0,35,1904,25831,248,1538
Brian_Sherman,708,2004,0,0,0,0,415,6726,248,1590
JustJoshin13,2506,2007,50,19,0,10,2599,51707,248,1492
Ethan_Reed,118,2014,541,404,1,49,1797,33080,248,1765
cj3958,4909,2012,0,0,0,0,459,6273,248,1659
sgilbert2k,308, 7178,,3,16,0,8,659,9902,248,
pntbll1313,2052,2007,130,23,2,23,1109,23620,248,1715
Tulkas,3145,2017,9,1,0,8,744,10103,248,1499
AustinH,4918,2013,2,1,0,2,694,9528,247,1575
mr.roboto2826,148,2009,0,4,0,1,1231,18402,247,1838
bcampbell,294,2003,48,5,0,28,1297,24116,247,1718
Turo22,4635,None,0,21,0,0,814,8664,247,1571
AveryP,1540,,60,8,2,10,1436,19624,246,1773
topgun,2846,2008,15,3,5,5,833,13122,246,1488
Jefferson,16,2010,167,2,1,21,537,7829,246,1724
Plugh,2910,2018,51,165,0,4,626,12773,246,1944
Francis-134,190,2003,113,36,3,17,412,5018,246,1648
bbensel,1533,2015,4,60,0,6,1191,10584,246,1631
ZachG,2823,,20,18,2,5,633,14444,246,1568
iallergic,2534,2018,21,6,0,7,1336,21492,245,1724
sstew,3928,2016,12,257,1,11,2429,47475,245,1611
DRandhawa,6574,2007,421,449,1,184,2645,33785,245,1577
johncooper,6072,2016,15,1,4,23,1508,32141,245,1527
a_cool_username,1720,2018,596,485,4,168,2542,41083,245,1718
Amicus1,None,None,445,140,7,477,8235,100347,244,
Adam,4265,2018,1,17,1,2,1294,16613,244,1587
pietroglyph,4915,2014,149,102,3,71,914,13590,244,1564
Pi_Fighter,1718,2009,2,0,0,1,720,12025,244,1702
Carl_Csaposs,1678,2018,70,5,1,10,477,6325,244,1887
Anthony4004,4004,2012,114,99,2,85,1261,15343,244,1582
anihtA,2910,2012,122,94,1,7,871,20575,244,1944
Aiden,2207,2019,49,6,0,39,2361,42637,243,1425
Brian_Gray,5256,,458,220,5,124,1337,17146,243,1533
Cattypaws,1506,2018,80,84,3,96,249,4190,243,1685
Nessie,2702,2012,858,329,0,315,2613,47215,243,1618
MysterE,3337,2011,166,5,16,21,535,8182,243,1470
James1902,1902,2005,105,35,1,11,282,3832,243,1599
Osby,5675,2016,208,17,5,178,1950,39486,243,1632
Wayne_Doenges,1501,2000,232,44,4,1298,1356,32192,243,1643
benjiboy2539,2539,2008,58,617,16,168,834,9205,242,1741
BBaltrusch,2491,2013,5,0,0,6,732,11024,242,1482
Jaxon8or,5010,,10,37,2,10,1578,22783,242,1672
Van_DanderWide,4237,2013,35,55,3,35,549,13979,242,1604
Kestin_Goforth,5406,2009,0,0,0,0,992,14073,242,1810
Damiaen_Florian,195,2011,53,115,0,4,1391,22543,242,1784
jackoleary,1086,2018,234,399,2,152,1747,27870,242,1503
cpapplefamily,3244,2015,82,32,11,100,880,10868,241,1591
Steven_Lane,4230,2016,15,377,0,10,1269,28761,241,1503
acate,5419,2017,2,7,1,2,841,9284,241,1538
becca461,8145,2017,36,24,1,10,731,11808,241,
Rainydaymaker,3786,2009,19,33,0,16,869,9775,241,1418
JacobD,,2014,139,7,1,22,485,4932,240,
lexska,2606,2015,0,4,0,0,658,10098,240,1457
Ian_H,5026,2001,84,18,0,22,2059,34134,240,1637
DrewP,4587,2016,35,8,0,1,369,7289,239,1675
zog,4241,None,25,11,1,40,968,13145,239,1443
thomps78,461,2009,0,71,0,0,480,8585,239,1687
AlexDanielsen,125,2008,12,17,0,4,519,8981,238,1733
nmurali,,2016,144,213,3,25,1039,16834,238,
Bennett548,548,2004,15,26,1,12,505,9230,238,1692
dmorewood,1218,2011,0,0,0,0,609,6709,238,1684
Jonathan_Norris,610,2004,524,441,2,40,780,17136,237,1751
waxton,2521,2016,143,11,3,71,895,14674,237,1641
Nikith,548,,1,36,0,7,800,15163,237,1692
George_C,1360,2003,16,3,0,15,468,7071,236,1645
Lolevsky,694,2015,0,7,0,1,1372,18385,236,1737
Woolly,1806,2012,17,10,0,11,1251,22273,236,1538
jackTHEnerd,1736,2017,148,67,11,216,436,7628,236,1583
gcperk20,190,2017,130,97,17,139,1269,20432,236,1648
Abizmal,2506,2018,8,91,2,5,780,10743,236,1492
soccerchapo12,4944,2004,0,3,0,0,102,1937,236,1667
JackOl,None,2011,5,1,0,5,314,3036,235,
Starke,174,2003,69,0,7,3,397,8554,235,
LaythJ1519,1519,2014,148,90,1,28,426,7307,235,1663
NickE,None,None,179,11,3,26,669,9255,235,
Abrakadabra,3467, 6324,2002,1,3,0,4,1461,21462,235,
jdaming,6391,2007,68,65,17,109,1467,28410,234,1549
AChattin,0,2011,0,10,0,0,449,7905,234,
zkerfoot,2357 System Meltdown - Alumnus,2014,0,59,0,0,759,7630,234,
Meredith_Novak,323,2002,84,121,0,19,815,16697,234,1595
LightSpeedIII,1086,2009,0,161,0,0,1110,23736,234,1503
jgoulet133,133,2010,0,1,0,0,335,7309,234,1792
adarling1,771,2017,0,4,0,0,776,8752,233,1520
sid94,2415,2018,17,82,1,12,1358,20159,233,1494
LiamC,753,2017,7,67,1,12,1792,27362,233,1528
HDrake,111,2008,111,25,1,15,861,12597,233,1721
langsley757,857,2015,255,493,11,68,1060,9466,233,1535
Kailash,None,None,0,0,0,0,710,10919,233,
sweesal,5839,2018,1,34,0,2,304,2969,233,
amrelk,5119,,141,53,0,17,1134,24085,233,1526
KB9WZD,3418,2011,6,150,0,4,628,15908,233,1497
Gavatron77,2412,2017,271,87,3,173,2398,23027,232,1614
owen.wilks.2471,2471,2016,110,32,2,11,883,13050,232,1684
Jonathan_L,8069,2012,21,32,6,30,242,2017,232,
deansmith,3243,2018,0,41,0,0,1105,12706,232,1516
VanNerd,3656,2018,63,36,2,33,349,8168,232,1644
dwwright,581,,22,17,1,9,462,9275,232,1492
Mechvet,114 / 7308,2004,13,13,0,10,685,8584,232,
clonedcheese,846,2018,338,223,2,854,771,24770,231,1729
Sellcouth,1410,2017,36,38,1,4,915,8969,231,1652
ry_pat24,3559,,24,1,0,38,771,7713,231,1491
typeusernamehere,,2018,1792,1566,6,1281,6012,100730,231,
roborb,6880,2018,15,131,1,38,1057,18782,231,1550
GearLOading,302,2014,53,17,0,30,872,13695,231,1702
RomeroFRC5012,5012,2012,0,32,0,1,853,10126,231,1662
Richard.Varone,271,2005,14,585,0,21,2405,39372,230,1651
Duncan_Macdonald,6364,2006,105,131,1,30,1411,24572,230,1568
David_Bridge,177,2001,0,41,0,0,430,16541,230,1704
TristanB,5687,2020,87,138,0,34,1492,20063,229,1821
Nicholas_Sardinia,1902,2017,0,0,0,3,1133,14629,229,1599
RedLink,7103,2018,25,18,5,9,527,10593,229,1425
thatmattguy,5940,2017,26,66,1,15,404,6462,229,1556
Nicholas_DiLauro,620,2016,7,3,1,3,965,20196,229,1588
Jeffrey_Good,0,,0,25,0,0,1074,16884,229,
Squillo,2465,2010,137,31,2,57,813,19410,229,1490
henryBsick,125,2001,1,0,0,1,909,11255,229,1733
MrMatt,1816,2001,0,2,0,0,527,6619,229,1694
jlefkoff,2972,2018,17,1,0,15,3331,36412,229,1605
mkopp,353,2015,0,12,0,0,318,6520,229,1502
gcgeobuff,2122,2013,0,12,0,1,602,7277,228,1735
Doug_Frisk,0,2011,71,82,2,39,955,16997,228,
ap4750,4750,,8,39,2,9,1233,17238,228,1534
TrevorC,131,1999,0,102,0,0,1053,16539,228,1560
Matt_Ciprietti,4039,2011,12,0,0,3,550,12141,228,1680
ijensen,5881,2017,134,41,3,59,947,12340,228,1414
WillCaradonna,67,2014,79,56,0,28,4416,69627,228,1713
isabel_w,1868,2018,0,2,0,0,463,11003,228,1661
Marcuxs,5012,2016,0,24,0,0,1019,17296,228,1662
Adlai_M,3538,2014,15,12,0,8,854,13240,228,1928
meteorain7,977,2016,2,4,0,0,1400,26424,227,1657
otherguy,2168,2009,67,58,0,36,728,14143,227,1779
Quake,4512,2018,9,2,0,15,891,10335,227,1623
suPURDUEperMentor,7457,2019,230,96,7,49,1130,21129,227,1685
Adiamond,3538,2014,0,20,0,0,1112,32509,227,1928
Joshua3826,2930,2011,0,0,1,1,896,11909,227,1730
Bob_The_All_Mighty,2227,2017,85,83,3,42,1224,22722,227,1645
fimmel,2370,2005,13,10,0,11,635,7777,226,1634
Zagar,,2015,150,497,0,187,715,19239,226,
Parker5460,5460,2014,139,66,2,19,597,10426,226,1871
Dominick_Ferone,5030,2010,232,71,5,101,571,9456,226,1515
Sayanthan,1241, 1285,2011,0,4,0,0,1182,19398,226,
Dirtoval1,0,2016,2,0,4,4,1286,23862,226,
tasbeet,2412,2019,0,26,0,0,995,30768,226,1614
g_less1902,0,2007,0,0,0,1,80,345,226,
bchina,6390,2016,23,1,0,4,1287,22725,225,1463
rselwyn,8,2015,0,50,0,1,701,9596,225,1572
NadavBinyamini,5990,2016,26,9,3,1,954,17089,225,1551
Coach_Gibby,4610,,1,1,0,2,590,10508,225,1639
