team,lat,lng
3265,33.913,-84.686
3266,39.743,-84.651
3267,47.358,-91.221
3268,47.754,-122.248
3274,38.449,-78.871
3275,47.352,-94.612
3276,45.295,-94.948
3277,48.119,-96.181
3278,46.817,-95.845
3282,32.91,-96.728
3284,38.019,-92.768
3288,42.648,-110.125
3289,40.505,-111.881
3291,45.119,-93.343
3292,45.313,-95.577
3293,46.276,-96.09
3294,46.694,-94.448
3295,34.077,-117.113
3297,46.603,-95.582
3298,43.989,-96.265
3299,44.806,-93.608
3300,45.33,-96.46
3302,42.536,-83.15
3303,36.83,-119.832
3309,33.843,-117.955
3310,32.886,-96.409
3313,45.882,-95.382
3314,40.869,-74.171
3316,32.081,34.781
3319,34.668,-86.56
3322,42.279,-83.784
3323,42.843,-71.455
3324,40.003,-83.016
3328,34.169,-118.371
3329,30.798,-81.707
3330,38.801,-90.507
3335,29.884,-95.703
3336,34.699,-77.135
3337,30.39,-91.002
3339,32.317,34.935
3340,40.767,-74.032
3341,32.965,-117.121
3344,33.394,-84.474
3345,29.439,-98.493
3352,42.26,-88.851
3354,20.616,-100.435
3355,32.758,-97.1
3357,42.928,-85.548
3359,36.87,-76.387
3360,45.423,-71.872
3361,38.096,-78.993
3366,32.428,-100.539
3367,47.097,-95.843
3370,32.865,-96.99
3373,38.69,-77.836
3374,43.453,-110.739
3379,45.531,-73.555
3381,44.042,-87.881
3386,45.474,-73.588
3387,45.455,-73.599
3388,31.787,34.707
3389,38.351,-75.534
3390,40.046,32.684
3393,47.199,-122.315
3397,38.667,-90.323
3398,42.352,-83.027
3402,35.915,-81.54
3405,40.011,-111.6
3407,45.079,-93.187
3408,34.049,-118.292
3410,25.699,-80.362
3414,42.466,-83.364
3418,43.727,-87.824
3419,40.782,-73.951
3451,43.428,-70.758
3452,41.948,-86.354
3453,33.624,-117.088
3454,45.071,-92.939
3455,38.819,-77.148
3457,34.592,-98.37
3458,42.769,-86.116
3459,35.73,-78.773
3461,41.682,-72.93
3464,41.876,-72.801
3465,35.389,-97.731
3466,42.586,-71.44
3467,42.805,-71.307
3468,32.532,-92.176
3470,33.49,-117.182
3472,19.547,-99.272
3473,34.007,-117.81
3476,33.707,-117.705
3478,22.15,-100.979
3480,21.142,-101.634
3481,29.561,-98.612
3482,37.28,-121.954
3484,40.248,-83.362
3487,39.689,-86.392
3488,41.619,-87.842
3489,32.893,-80.046
3490,33.028,-80.174
3491,32.81,-115.377
3492,38.507,-81.89
3494,39.14,-86.508
3495,36.649,-119.999
3498,35.621,-97.473
3499,43.117,-70.92
3501,37.35,-122.035
3504,40.444,-79.955
3506,35.236,-80.896
3507,36.047,-95.884
3510,20.528,-100.864
3511,40.219,-79.609
3512,34.829,-120.427
3513,47.824,-116.887
3515,40.572,-74.317
3522,19.311,-99.64
3525,41.551,-73.064
3526,25.109,-100.989
3527,19.547,-99.31
3532,45.497,-73.468
3533,45.544,-73.634
3534,43.035,-83.527
3535,43.055,-83.167
3536,42.636,-83.715
3537,45.427,-84.596
3538,42.658,-83.237
3539,42.84,-83.039
3542,41.768,-83.58
3543,45.433,-76.349
3544,45.59,-73.639
3545,29.424,-98.494
3546,43.038,-86.191
3547,41.908,-83.472
3550,45.399,-73.651
3555,41.8,-72.248
3556,30.16,-82.64
3559,38.36,-86.93
3560,43.738,-79.726
3562,42.888,-112.438
3566,42.294,-71.532
3568,42.81,-83.799
3570,43.381,-84.663
3571,43.515,-79.884
3572,43.196,-86.274
3573,33.719,-84.002
3574,47.444,-122.325
3575,48.351,-119.605
3577,33.601,-111.887
3581,33.024,-85.074
3586,47.705,-117.866
3588,47.447,-122.122
3591,40.115,-82.91
3593,36.06,-95.945
3596,42.91,-87.865
3597,43.092,-70.743
3598,38.496,-121.53
3602,45.766,-87.089
3603,43.887,-85.513
3604,42.105,-83.279
3606,30.448,-91.13
3609,43.661,-70.259
3610,44.983,-93.268
3612,36.172,-94.043
3615,38.557,-121.493
3616,30.158,-92.024
3617,46.579,-87.454
3618,45.356,-84.913
3619,42.352,-83.027
3620,42.064,-86.478
3623,42.527,-71.756
3624,40.814,-73.363
3627,27.287,-82.477
3630,45.01,-93.342
3632,42.347,-83.06
3633,43.654,-93.371
3634,41.2,-73.169
3635,32.593,-83.642
3636,45.544,-122.642
3637,40.518,-74.845
3641,42.457,-83.659
3646,41.023,28.531
3647,32.956,-117.225
3648,39.643,-104.899
3650,38.586,-77.009
3651,35.004,-82.427
3653,25.992,-80.409
3654,41.557,-72.665
3655,42.58,-84.456
3656,42.358,-83.9
3658,42.303,-85.13
3660,35.388,-97.659
3661,34.981,-80.07
3663,47.75,-122.216
3667,42.996,-82.46
3668,42.429,-83.783
3669,37.749,-121.128
3673,45.993,-123.923
3674,45.791,-122.532
3676,32.689,-97.191
3679,29.875,-97.94
3680,35.799,-80.894
3683,43.471,-80.545
3684,47.541,-122.313
3688,44.966,-85.642
3691,44.459,-93.167
3692,42.685,-89.129
3693,47.698,-117.375
3694,33.863,-84.42
3695,41.639,-88.444
3704,32.675,-117.09
3707,42.537,-83.776
3711,45.983,-121.516
3712,45.202,-117.854
3714,38.868,-76.816
3719,41.351,-72.106
3721,21.408,-157.965
3723,43.682,-92.368
3728,29.671,-95.587
3729,39.601,-104.739
3734,42.237,-87.848
3735,30.05,-95.469
3737,35.372,-78.052
3739,42.992,-81.34
3740,45.604,-94.159
3743,30.949,-97.533
3745,44.968,-93.049
3748,39.273,-76.861
3749,33.028,-117.086
3750,48.791,-96.097
3751,44.553,-92.549
3753,30.427,-91.036
3754,47.572,-94.801
3755,45.126,-94.527
3756,42.963,-81.139
3759,33.955,-118.356
3760,40.874,-73.871
3767,44.816,-85.575
3770,43.638,-84.268
3773,41.995,-83.956
3777,40.764,-84.097
3785,32.709,-114.49
3786,47.388,-122.193
3792,38.938,-92.305
3793,39.365,-77.464
3794,19.254,-99.628
3796,36.016,-76.934
3799,42.073,-76.804
3800,21.406,-157.745
3802,33.003,-96.882
3807,39.699,-104.838
3812,46.151,-122.963
3814,38.944,-84.727
3815,34.29,-84.18
3821,37.64,-82.257
3822,35.735,-79.457
3824,35.934,-84.148
3826,48.088,-123.12
3834,28.601,-96.626
3835,32.081,34.781
3838,43.17,-77.601
3839,46.44,-95.128
3840,45.468,-93.227
3843,36.61,-88.303
3844,36.934,-84.102
3845,36.144,-80.238
3847,29.698,-95.54
3848,44.255,-93.02
3851,34.201,-118.598
3853,33.329,-111.994
3859,38.408,-121.429
3863,34.177,-118.936
3865,41.655,-86.248
3871,43.629,-95.606
3875,42.889,-85.622
3876,46.212,-120.015
3878,19.526,-155.93
3880,19.653,-155.98
3881,19.653,-155.98
3882,20.917,-156.677
3883,44.831,-92.939
3925,34.331,-119.358
3926,45.013,-93.03
3928,42.036,-93.465
3929,39.968,-75.174
3930,44.516,-70.21
3931,35.027,-97.952
3932,26.384,-80.175
3933,19.272,-99.09
3936,41.698,-86.87
3937,35.244,-91.732
3939,37.548,-79.712
3940,40.499,-86.145
3941,39.477,-76.121
3944,33.392,-111.925
3946,30.278,-89.771
3947,39.806,-85.526
3950,40.828,-73.608
3951,42.78,-77.582
3952,33.887,-117.895
3953,33.921,-117.61
3954,41.203,-79.747
3955,40.307,-79.542
3957,41,-79.353
3958,42.297,-71.075
3959,34.499,-86.801
3965,32.849,-116.986
3966,35.962,-83.921
3970,36.795,-119.76
3974,40.087,-75.152
3975,45.537,-73.573
3976,33.935,-80.845
3981,45.535,-73.606
3984,36.311,-82.381
3985,45.401,-73.619
3986,45.505,-73.714
3988,45.544,-73.634
3990,45.561,-73.658
3991,30.427,-91.036
3993,34.38,-118.523
3996,48.416,-68.598
3997,29.438,-98.462
3998,32.441,-81.774
3999,31.117,-97.665
4001,43.823,-79.395
4003,42.971,-85.925
4004,43.233,-86.189
4005,35.794,-95.23
4006,40.787,-73.196
4008,38.479,-87.288
4009,46.741,-92.17
4010,19.295,-99.162
4011,43.799,-91.218
4012,40.546,-74.179
4013,28.575,-81.395
4014,33.119,-117.185
4015,43.597,-79.693
4019,34.143,-118.391
4020,36.521,-82.517
4021,43.884,-91.235
4023,42.887,-78.878
4024,28.597,-81.304
4026,33.77,-84.295
4027,40.808,-77.893
4028,39.269,-84.331
4034,42.729,-71.305
4035,40.769,-74.236
4039,43.261,-79.916
4041,44.207,-69.786
4042,44.395,-69.58
4043,45.21,-123.204
4048,42.268,-71.618
4049,40.736,-79.835
4050,39.907,-77.636
4051,45.402,-122.614
4053,30.247,-90.918
4054,43.799,-91.218
4055,41.925,-73.066
4056,34.032,-117.287
4057,42.293,-121.817
4060,46.638,-122.966
4061,46.735,-117.173
4063,29.41,-100.893
4064,29.199,-82.087
4065,28.626,-81.731
4068,39.101,-104.854
4069,46.268,-80.906
4073,33.738,-78.979
4074,33.551,-79.053
4075,33.873,-79.056
4076,33.073,-97.309
4077,47.835,-122.327
4078,34.029,-117.937
4079,33.818,-118.036
4080,33.857,-84.216
4083,33.125,-80.403
4085,39.955,-82.803
4087,30.006,-90.064
4089,47.725,-121.937
4091,18.472,-69.892
4093,43.24,-78.207
4096,40.132,-88.285
4097,42.322,-72.631
4099,39.139,-77.407
4103,39.763,-86.4
4104,47.494,-117.583
4107,30.46,-89.089
4110,42.053,-124.284
4111,33.343,-111.635
4112,34.204,-84.103
4114,33.742,-116.973
4118,29.649,-82.325
4119,41.447,-82.02
4120,47.696,-117.44
4121,40.799,-81.378
4122,41.167,-73.854
4123,33.887,-118.126
4125,45.9,-119.355
4127,45.857,-123.197
4130,42.839,-82.8
4131,47.506,-122.116
4132,45.514,-122.499
4135,37.672,-120.948
4137,39.214,-76.879
4139,32.912,-117.09
4141,33.709,-117.87
4143,40.784,-89.431
4145,40.109,-82.974
4146,33.522,-111.905
4150,40.447,-79.684
4151,42.175,-70.95
4152,45.333,-79.216
4153,35.866,-106.268
4156,39.773,-89.689
4159,37.721,-122.475
4160,32.797,-117.24
4161,34.028,-117.049
4166,45.896,-93.294
4169,42.384,-71.428
4171,36.622,-121.793
4173,48.435,-122.208
4174,44.748,-94.706
4175,43.726,-111.12
4176,42.059,-71.112
4179,30.614,-87.325
4180,47.685,-122.297
4181,47.738,-94.496
4182,44.559,-95.977
4183,32.247,-110.922
4186,37.771,-122.265
4187,38.317,-88.91
4188,32.464,-84.948
4189,34.106,-83.571
4191,40.763,29.92
4192,33.027,-97.119
4193,33.837,-84.631
4195,34.251,-85.147
4198,44.851,-93.778
4201,33.924,-118.412
4203,42.462,-75.049
4205,48.527,-122.233
4206,32.747,-97.26
4207,44.858,-93.656
4209,30.405,-91.187
4212,40.952,-90.37
4213,40.471,-88.943
4215,44.847,-93.154
4216,42.263,-84.408
4217,47.42,-93.217
4219,29.497,-98.403
4225,44.973,-93.083
4226,45.615,-94.574
4229,44.999,-93.097
4230,46.815,-92.2
4232,38.909,-90.157
4235,34.171,-83.276
4237,42.022,-86.512
4238,45.486,-94.97
4239,45.139,-95.052
4240,31.546,-84.078
4241,41.488,-88.157
4242,38.883,-76.99
4243,32.779,-79.937
4246,38.724,-89.871
4247,43.119,-87.948
4248,43.872,-78.927
4252,43.877,-79.269
4253,25.048,121.532
4255,36.58,-121.844
4256,38.649,-90.536
4260,43.639,-94.092
4262,20.526,-100.435
4263,40.715,-73.988
4264,36.416,-83.011
4265,36.016,-84.262
4267,33.723,-78.978
4269,39.954,-82.93
4270,21.289,-157.801
4272,40.323,-86.888
4276,33.718,-118.05
4277,45.063,-93.381
4281,40.501,-74.501
4283,40.079,-82.519
4284,39.165,-84.662
4285,41.579,-75.253
4286,37.628,-77.34
4290,35.236,-80.896
4291,36.36,-78.391
4292,41.593,-88.051
4293,39.54,-105.011
4295,31.349,-94.833
4296,42.367,-87.945
4299,40.679,-74.001
4301,31.858,-102.352
4306,35.933,-86.879
4308,43.562,-79.65
4309,47.895,-122.072
4311,42.475,-70.91
4314,39.762,-89.627
4319,31.252,34.791
4320,32.091,34.887
4322,33.787,-117.793
4325,41.897,-85.992
4327,42.303,-85.213
4328,29.644,-95.798
4329,38.78,-90.623
4330,38.637,-90.378
4332,26.466,-98.07
4334,51.062,-114.116
4335,31.517,-97.155
4336,30.208,-92.066
4337,43.441,-86.151
4338,32.268,34.881
4342,39.855,-75.7
4343,44,-79.466
4348,40.545,-112.3
4353,30.236,-92.008
4355,25.479,-103.346
4356,37.173,-89.646
4360,46.868,-96.757
4361,40.854,-74.654
4362,42.537,-83.776
4364,32.221,-98.222
4371,19.698,-99.212
4373,40.098,-75.108
4375,46.439,-87.709
4376,45.265,-85.23
4377,45.205,-85.018
4378,31.772,-106.33
4380,42.377,-83.08
4381,42.376,-85.445
4382,43.405,-83.916
4383,40.67,-73.937
4384,42.56,-83.114
4386,40.26,-103.628
4388,40.538,-105.055
4390,42.335,-83.18
4391,45.881,-87.115
4392,46.389,-84.698
4395,41.951,-83.652
4397,47.487,-95.413
4398,44.694,-85.676
4400,25.51,-103.407
4401,26.994,-103.457
4403,25.506,-103.346
4405,42.332,-83.469
4408,42.317,-85.178
4409,41.82,-86.237
4412,29.482,-98.455
4415,33.867,-118.069
4416,32.146,34.839
4418,39.54,-105.011
4450,47.013,-122.876
4451,34.499,-82.014
4453,42.272,-84.958
4454,39.951,-75.174
4455,38.767,-93.727
4456,38.966,-77.068
4458,40.8,-72.797
4459,33.766,-84.647
4461,47.393,-122.313
4462,35.853,-84.497
4464,39,-76.884
4466,38.512,-77.993
4467,40.271,-80.167
4468,33.769,-84.336
4469,47.32,-122.312
4470,33.874,-117.854
4471,26.022,-80.189
4472,38.676,-77.316
4473,44.252,-69.791
4476,44.295,-76.428
4480,45.81,-94.576
4481,51.441,5.478
4482,42.319,-85.515
4485,39.763,-86.534
4486,33.198,-117.248
4488,45.539,-122.964
4495,47.068,-120.671
4496,33.278,-111.71
4499,40.496,-105
4500,38.646,-90.326
4501,34.027,-118.473
4504,35.654,-83.996
4505,39.427,-76.777
4506,45.013,-93.03
4508,43.088,-73.601
4509,34.112,-83.996
4511,45.04,-93.487
4512,47.942,-122.222
4513,47.615,-117.704
4514,38.609,-76.6
4516,34.041,-84.386
4519,43.446,-79.759
4521,39.259,-84.784
4522,38.696,-93.232
4523,36.292,-95.313
4525,42.76,-81.176
4528,40.728,-73.82
4531,44.166,-87.585
4533,32.867,-79.805
4534,34.224,-77.886
4536,44.953,-93.158
4537,-34.929,138.599
4539,46.757,-95.521
4541,39.127,-76.698
4546,43.189,-70.887
4547,40.307,-78.943
4549,44.888,-93.046
4550,39.612,-104.88
4555,44.777,-69.698
4557,41.557,-72.665
4561,36.051,-78.858
4562,29.102,-82.341
4564,44.787,-68.754
4565,33.398,-111.651
4567,40.679,-73.491
4568,41.971,-84.521
4571,40.792,-73.945
4572,41.271,-73.386
4573,40.444,-74.38
4575,39.975,-75.36
4576,36.105,-83.946
4578,33.963,-118.394
4579,47.32,-122.312
4580,39.792,-86.287
4582,33.699,-78.914
4583,32.718,-117.159
4584,32.646,-115.385
4585,40.615,-111.885
4586,31.894,35.015
4587,29.874,-95.528
4590,32.133,34.826
4592,26.03,-80.249
4593,44.142,-103.205
4594,45.578,-73.53
4595,42.265,-83.031
4597,26.279,-98.183
4598,40.569,-111.862
4600,38.803,-90.207
4601,41.029,-80.756
4603,25.771,-103.332
4604,50.987,-113.963
4607,45.437,-93.841
4608,47.227,-117.082
4610,30.139,-97.292
4611,40.188,-82.988
4613,-33.671,151.094
4614,-33.744,150.783
4616,32.575,-117.071
4618,43.216,-79.742
4619,33.721,-118.003
4622,28.226,-82.455
4623,45.981,-94.36
4624,44.081,-93.219
4625,56.664,-111.136
4626,45.064,-93.302
4627,51.042,-114.2
4630,36.087,-84.19
4632,45.296,-93.802
4635,25.47,-100.078
4637,40.042,-75.024
4638,39.136,-77.282
4639,29.74,-95.83
4640,40.802,-73.953
4641,32.519,-96.807
4643,39.488,-121.47
4645,41.946,-87.704
4646,41.601,-93.673
4648,44.671,-93.62
4649,32.081,34.781
4652,41.058,-74.144
4653,41.058,-74.144
4655,42.454,-89.089
4656,47.039,-91.678
4661,31.888,34.905
4662,45.766,-122.893
4663,44.614,-93.76
4664,45.238,-93.272
4665,44.778,-94.162
4669,37.792,-122.419
4674,47.572,-94.801
4678,43.557,-80.441
4680,42.31,-83.115
4681,47.895,-122.199
4682,47.673,-122.343
4683,48.097,-122.198
4688,42.178,-82.772
4692,46.296,-122.648
4693,45.088,-93.724
4694,35.198,-101.895
4698,38.588,-121.377
4701,31.989,-81.098
4702,41.972,-87.662
4704,48.467,-81.333
4707,18.467,-69.95
4711,34.231,-119.046
4715,45.9,-86.531
4717,33.587,-101.861
4723,19.091,-98.226
4726,46.134,-117.001
4728,45.45,-94.438
4729,-33.843,151.194
4730,31.568,-84.162
4731,19.64,-101.179
4733,50.951,-114.359
4734,33.547,-101.887
4735,25.544,-103.419
4737,42.568,-83.38
4738,32.804,-117.026
4739,-33.783,151.167
4740,36.212,-86.726
4741,44.539,-95.117
4744,32.442,34.904
4746,25.636,-100.264
4748,32.798,-79.949
4749,34.027,-84.242
4750,39.952,-75.048
4757,32.087,34.887
4758,42.375,-83.109
4761,42.528,-71.109
4762,43.959,-92.052
4763,33.877,-117.955
4764,35.108,-89.946
4765,37.381,-122.126
4767,35.269,-81.534
4768,42.355,-83.217
4769,27.82,-82.731
4773,40.873,-73.828
4774,-33.87,151.202
4775,16.379,-94.962
4776,42.616,-83.925
4777,43.631,-79.715
4778,44.868,-93.536
4779,42.686,-82.55
4780,41.39,-81.735
4782,19.4,-99.117
4783,45.269,-75.752
4784,32.609,35.289
4786,43.141,-87.907
4787,41.97,-87.704
4792,36.218,-115.171
4795,35.92,-79.037
4796,42.254,-71.126
4799,34.385,-102.587
4801,-33.797,150.88
4802,-33.797,150.88
4804,43.395,-87.88
4809,39.712,-92.945
4810,42.621,-82.961
4811,42.502,-83.103
4814,42.998,-81.256
4815,42.479,-83.025
4816,35.895,-78.705
4817,1.29,103.85
4818,46.891,-96.926
4819,43.601,-84.774
4821,38.952,-77.02
4823,34.056,-78.916
4827,46.501,-87.583
4828,35.764,-78.711
4829,35.916,-79.1
4835,46.006,-86.255
4838,42.269,-83.136
4840,42.426,-83.302
4845,46.815,-92.2
4847,34.167,-78.959
4851,42.367,-82.994
4854,42.426,-83.249
4855,42.404,-86.254
4856,40.776,-73.953
4859,44.037,-92.631
4902,43.38,-79.767
4903,42.265,-83.031
4904,37.539,-122.3
4905,42.559,-71.579
4906,44.554,-69.618
4907,42.76,-81.176
4908,42.04,-70.716
4909,42.552,-71.252
4910,34.002,-84.463
4911,47.738,-122.343
4913,33.843,-117.955
4914,43.755,-79.33
4915,47.648,-122.538
4917,43.6,-80.55
4918,48.104,-122.794
4919,32.733,-117.033
4920,42.178,-82.772
4924,35.061,-85.248
4925,43.595,-71.191
4926,39.206,-85.932
4929,42.786,-71.072
4930,42.95,-78.86
4931,38.805,-89.964
4932,42.055,-82.606
4933,35.629,-95.97
4935,35.129,-80.934
4936,42.295,-82.867
4938,42.295,-83.052
4939,43.706,-79.763
4940,42.265,-83.031
4941,32.893,-83.746
4942,45.411,-71.959
4944,39.031,-108.436
4946,43.88,-79.738
4947,45.2,-72.749
4949,38.96,-76.915
4950,46.88,-71.196
4951,43.929,-79.527
4952,45.267,-72.149
4954,39.481,-75.683
4955,45.442,-73.706
4956,43.39,-86.332
4957,45.632,-73.507
4958,43.143,-72.448
4959,39.29,-94.534
4961,42.926,-83.036
4964,34.049,-118.208
4965,34.526,-82.63
4967,43.075,-85.563
4968,46.443,-81.127
4970,45.692,-87.351
4972,40.982,28.64
4973,37.786,-122.436
4976,43.65,-79.916
4978,30.363,-91.092
4979,41.8,-87.929
4980,48.636,-118.055
4982,41.046,-85.306
4983,44.912,-85.063
4984,33.498,-117.096
4987,42.254,-71.775
4988,46.002,-84.349
4990,37.567,-122.368
4991,40.347,-80.115
4992,43.515,-79.884
4994,43.398,-83.185
4998,43.015,-83.695
4999,33.762,-118.134
5000,42.224,-70.891
5002,35.055,-89.677
5003,43.897,-91.231
5005,35.027,-85.236
5006,35.992,-94.317
5010,39.958,-86.023
5012,34.413,-118.092
5013,39.263,-94.697
5015,51.28,-113.988
5016,40.868,-73.41
5019,43.906,-91.089
5022,36.295,-82.49
5024,42.983,-81.239
5025,32.956,-117.225
5026,37.567,-122.368
5027,37.283,-121.826
5030,43.107,-75.231
5031,43.739,-79.469
5032,43.592,-79.761
5033,42.756,-81.453
5036,43.768,-79.187
5038,32.58,35.171
5039,42.989,-82.359
5041,41.673,-91.314
5045,35.112,-89.903
5046,42.941,-82.805
5047,31.709,-106.329
5048,43.042,-83.071
5049,36.203,-115.036
5050,42.053,-83.376
5052,30.505,-97.82
5053,42.688,-83.388
5056,41.833,-86.371
5057,32.746,-96.807
5058,35.031,-85.272
5059,33.402,-110.789
5060,37.777,-90.409
5063,33.982,-79.178
5065,42.408,-83.058
5066,42.17,-83.785
5067,42.233,-83.701
5069,41.791,-86.026
5070,29.834,-95.434
5071,40.505,-111.881
5072,45.994,-83.94
5074,33.906,-84.184
5077,41.073,-80.655
5078,51.042,-114.2
5082,39.213,-94.574
5084,43.041,-84.028
5085,44.197,-123.535
5086,44.25,-85.43
5089,34.114,-118.193
5090,42.138,-83.218
5093,24.588,-107.295
5095,46.133,-70.638
5096,43.219,-88.117
5098,39.148,-94.568
5099,40.905,-73.331
5102,34.953,-120.496
5103,29.723,-98.074
5104,36.617,-121.922
5107,34.114,-117.658
5109,34.027,-84.242
5110,44.895,-85.408
5112,41.844,-71.624
5113,39.968,-74.953
5114,42.785,-83.729
5115,39.084,-77.061
5118,50.631,-114.409
5119,38.937,-95.242
5122,44.943,-68.675
5123,40.918,-73.895
5124,33.84,-118.354
5125,41.81,-87.653
5126,39.178,-94.632
5129,41.673,-72.864
5130,33.877,-78.651
5132,33.998,-83.712
5133,21.958,-102.247
5134,36.843,-119.652
5135,32.033,34.891
5136,34.624,-120.071
5137,33.144,-117.17
5141,39.198,-94.52
5142,41.27,-72.964
5143,47.235,-93.511
5144,41.901,-84.045
5145,29.613,-82.387
5147,38.852,-91.96
5148,42.974,-88.155
5149,42.729,-73.668
5150,43.065,-83.631
5152,42.472,-85.704
5155,43.69,-82.964
5156,43.818,-83.275
5159,40.623,-111.778
5160,35.796,-78.794
5161,42.454,-85.599
5162,43.69,-85.48
5166,43.516,-84.182
5167,42.913,-82.481
5168,29.975,-90.085
5171,36.58,-121.844
5172,48.696,-96.187
5173,42.578,-86.125
5175,46.156,-84.366
5176,38.667,-90.323
5178,36.044,-94.254
5179,45.906,-72.593
5181,40.11,-75.155
5182,41.991,-86.117
5183,45.013,-84.672
5186,36.059,-86.659
5188,39.466,-87.354
5189,39.116,-94.627
5190,35.807,-78.887
5193,43.425,-83.975
5194,42.37,-85.854
5196,26.317,-80.275
5197,42.349,-83.093
5198,42.464,-123.346
5199,33.474,-117.696
5200,33.802,-109.994
5201,43.207,-83.227
5202,40.949,-73.786
5203,43.72,-84.395
5204,41.96,-85.637
5205,42.188,-84.653
5209,32.965,-117.121
5212,33.215,-97.133
5213,45.998,-84.698
5214,42.497,-82.889
5215,43.341,-83.748
5216,43.607,-83.822
5217,42.335,-83.18
5219,33.692,-84.448
5222,43.425,-83.975
5224,43.973,-83.943
5225,42.466,-82.946
5226,43.057,-83.75
5227,42.133,-85.664
5229,43.463,-84.03
5230,45.079,-83.46
5231,43.566,-84.587
5232,46.815,-92.2
5234,43.089,-84.387
5235,43.182,-84.112
5238,43.171,-83.517
5239,42.438,-82.929
5241,29.523,-98.527
5242,32.825,-96.75
5243,38.782,-77.382
5247,45.154,-85.139
5248,42.643,-85.294
5250,38.566,-121.329
5251,43.013,-83.691
5253,47.75,-93.671
5254,42.521,-76.668
5255,43.179,-86.199
5256,42.786,-85.136
5257,43.749,-84.591
5260,42.993,-84.159
5261,30.004,-95.282
5263,42.178,-83.246
5265,43.688,-70.288
5268,38.873,-94.775
5274,38.566,-121.329
5275,44.54,-93.581
5276,28.226,-82.455
5278,44.947,-93.286
5279,37.122,-79.291
5282,42.912,-83.988
5283,27.995,-82.405
5285,33.767,-118.381
5288,43.044,-81.239
5290,45.269,-92.975
5291,29.558,34.948
5293,33.984,-84.153
5295,47.215,-123.101
5298,40.761,-73.93
5299,44.553,-92.549
5306,29.563,106.553
5308,30.583,114.267
5310,40.77,-74.208
5312,25.6,-103.412
5314,45.57,-84.843
5316,42.936,-85.203
5317,34.191,-80.976
5324,44.864,-78.655
5326,38.617,-90.45
5327,34.381,-81.109
5329,25.774,-80.194
5331,-33.772,151.114
5332,33.77,-84.295
5333,-32,115.913
5338,39.042,-77.605
5339,43.793,-91.563
5340,44.967,-93.283
5344,20.65,-101.265
5347,42.359,-71.3
5348,45.075,-94.191
5350,41.88,-87.687
5401,40.111,-74.938
5403,38.873,-86.487
5404,40.238,-75.296
5406,43.161,-79.746
5407,40.083,-75.304
5408,42.293,-83.019
5409,43.446,-79.759
5410,26.3,-80.181
5411,33.236,-96.795
5412,53.219,6.567
5413,40.878,-82.655
5414,29.541,-95.321
5417,33.093,-96.645
5418,41.162,-80.576
5419,37.866,-122.257
5420,39.376,-75.162
5421,40.714,-74.006
5422,42.586,-71.44
5424,43.638,-84.198
5426,42.265,-83.031
5427,29.74,-95.83
5428,43.877,-79.269
5429,36.085,-115.257
5430,38.003,-121.917
5431,33.025,-96.74
5434,44.294,-93.282
5436,42.726,-83.157
5437,35.136,-93.927
5438,40.722,-74.047
5439,46.853,-71.257
5440,46.859,-71.192
5442,40.703,-89.419
5443,45.675,-73.502
5445,25.039,102.718
5447,43.729,-83.437
5448,43.69,-85.48
5449,39.907,116.397
5450,45.861,-122.828
5451,39.907,116.397
5453,22.546,114.068
5454,36.317,-94.154
5457,40.068,-74.845
5458,38.681,-121.741
5459,42.681,-70.849
5460,43.058,-83.333
5461,43.633,-116.295
5462,42.235,-85.9
5464,45.558,-93.289
5465,33.33,-111.863
5467,42.335,-83.18
5468,44.092,-121.407
5470,43.06,-85.952
5471,44.323,-69.958
5472,26.454,-80.135
5473,42.88,-85.535
5474,32.824,-117.197
5477,33.198,-117.248
5478,42.434,-83.043
5480,39.535,-119.837
5482,33.863,-84.42
5483,42.963,-81.139
5484,41.702,-86.295
5486,47.178,-88.297
5490,40.669,-75.335
5491,42.679,-72.047
5492,38.22,-85.765
5493,39.641,-104.961
5494,42.146,-71.008
5496,38.348,-121.954
5498,42.135,-83.156
5499,37.866,-122.257
5500,33.819,-118.233
5501,41.846,-85.335
5502,41.924,-84.621
5503,30.018,-97.149
5504,43.849,-84.008
5505,45.079,-83.46
5506,44.488,-68.931
5507,37.779,-122.489
5508,35.992,-83.85
5509,43.638,-84.198
5510,34.029,-118.4
5511,35.807,-78.887
5512,-33.406,-70.634
5514,33.095,-117.262
5515,31.222,121.458
5516,22.546,114.068
5517,42.986,-83.614
5518,35.722,-78.841
5519,43.68,-79.727
5522,22.546,114.068
5523,42.271,-84.194
5524,43.265,-83.79
5525,44.711,-83.395
5526,25.554,-103.375
5527,43.013,-83.691
5528,46.367,-72.617
5530,42.304,-83.707
5531,42.294,-83.254
5532,42.377,-83.08
5533,43.178,-83.725
5534,45.337,-84.212
5535,41.793,-86.746
5538,43.387,-84.093
5539,32.139,-110.945
5541,44.779,-93.52
5542,45.181,-93.864
5544,35.217,-79.256
5546,37.212,-77.481
5547,44.382,-83.836
5549,38.899,-77.189
5550,35.504,-97.64
5553,45.867,4.817
5554,32.333,34.86
5555,42.515,-82.997
5556,42.856,-70.937
5557,25.668,-80.297
5558,40.162,29.066
5559,41.736,-84.725
5560,45.075,-85.267
5561,43.072,-83.842
5562,44.859,-85.881
5563,42.47,-70.942
5564,-33.833,151.017
5567,42.091,-83.678
5568,36.358,-94.222
