527,4
-0.68,22.63,1538834475.6
-0.72,22.59,1538834475.7
-0.74,22.61,1538834475.8
-0.80,22.66,1538834475.9
-0.89,22.73,1538834476.0
-0.94,22.76,1538834476.1
-0.95,22.75,1538834476.2
-1.04,22.74,1538834476.3
-1.14,22.71,1538834476.4
-1.17,22.68,1538834476.5
-1.13,22.66,1538834476.6
-1.11,22.70,1538834476.7
-1.06,22.78,1538834476.8
-0.97,22.83,1538834476.9
-0.90,22.85,1538834477.0
-0.86,22.90,1538834477.1
-0.86,22.95,1538834477.2
-0.90,22.99,1538834477.3
-0.95,23.01,1538834477.4
-0.98,23.03,1538834477.5
-1.00,23.06,1538834477.6
-1.01,23.06,1538834477.7
-1.02,23.07,1538834477.8
-1.01,23.09,1538834477.9
-0.98,23.09,1538834478.0
-0.96,23.09,1538834478.1
-0.92,23.09,1538834478.2
-0.91,23.10,1538834478.3
-0.90,23.11,1538834478.4
-0.92,23.11,1538834478.5
-0.93,23.11,1538834478.6
-0.93,23.10,1538834478.7
-0.94,23.10,1538834478.8
-0.92,23.09,1538834478.9
-0.88,23.07,1538834479.0
-0.83,23.04,1538834479.1
-0.78,23.00,1538834479.2
-0.76,22.97,1538834479.3
-0.82,22.95,1538834479.4
-0.91,22.95,1538834479.5
-0.99,22.94,1538834479.6
-1.05,22.91,1538834479.7
-1.10,22.87,1538834479.8
-1.11,22.83,1538834479.9
-1.01,22.76,1538834480.0
-0.86,22.68,1538834480.1
-0.75,22.64,1538834480.2
-0.68,22.62,1538834480.3
-0.68,22.57,1538834480.4
-0.71,22.55,1538834480.5
-0.76,22.56,1538834480.6
-0.81,22.60,1538834480.7
-0.92,22.65,1538834480.8
-0.96,22.69,1538834480.9
-0.89,22.76,1538834481.0
-0.83,22.78,1538834481.1
-0.79,22.80,1538834481.2
-0.76,22.82,1538834481.3
-0.72,22.83,1538834481.4
-0.70,22.84,1538834481.5
-0.74,22.80,1538834481.6
-0.73,22.80,1538834481.7
-0.68,22.82,1538834481.8
-0.58,22.84,1538834481.9
-0.48,22.78,1538834482.0
-0.32,22.73,1538834482.1
-0.20,22.79,1538834482.2
-0.14,22.88,1538834482.3
-0.16,22.93,1538834482.4
-0.25,22.96,1538834482.5
-0.34,23.02,1538834482.6
-0.46,23.08,1538834482.7
-0.52,23.07,1538834482.8
-0.56,23.04,1538834482.9
-0.58,22.99,1538834483.0
-0.50,22.94,1538834483.1
-0.41,22.88,1538834483.2
-0.35,22.75,1538834483.3
-0.33,22.68,1538834483.4
-0.33,22.61,1538834483.5
-0.26,22.59,1538834483.6
-0.22,22.54,1538834483.7
-0.11,22.53,1538834483.8
0.10,22.57,1538834483.9
0.35,22.55,1538834484.0
0.68,22.51,1538834484.1
1.03,22.41,1538834484.2
1.43,22.32,1538834484.3
1.79,22.24,1538834484.4
2.13,22.19,1538834484.5
2.48,22.16,1538834484.6
2.85,22.15,1538834484.7
3.18,22.17,1538834484.8
3.44,22.22,1538834484.9
3.73,22.22,1538834485.0
4.08,22.19,1538834485.1
4.42,22.15,1538834485.2
4.71,22.04,1538834485.3
4.97,21.95,1538834485.4
5.19,21.87,1538834485.5
5.38,21.84,1538834485.6
5.47,21.84,1538834485.7
5.49,21.85,1538834485.8
5.51,21.88,1538834485.9
5.52,21.94,1538834486.0
5.57,21.96,1538834486.1
5.59,21.97,1538834486.2
5.64,22.00,1538834486.3
5.69,22.01,1538834486.4
5.71,22.06,1538834486.5
5.74,22.08,1538834486.6
5.71,22.09,1538834486.7
5.68,22.08,1538834486.8
5.62,22.07,1538834486.9
5.59,22.10,1538834487.0
5.56,22.11,1538834487.1
5.56,22.13,1538834487.2
5.56,22.18,1538834487.3
5.56,22.17,1538834487.4
5.56,22.20,1538834487.5
5.55,22.21,1538834487.6
5.52,22.22,1538834487.7
5.49,22.22,1538834487.8
5.48,22.21,1538834487.9
5.52,22.25,1538834488.0
5.57,22.25,1538834488.1
5.59,22.23,1538834488.2
5.64,22.20,1538834488.3
5.68,22.17,1538834488.4
5.71,22.12,1538834488.5
5.71,22.11,1538834488.6
5.69,22.10,1538834488.7
5.68,22.10,1538834488.8
5.65,22.09,1538834488.9
5.64,22.11,1538834489.0
5.64,22.13,1538834489.1
5.67,22.12,1538834489.2
5.69,22.13,1538834489.3
5.73,22.13,1538834489.4
5.74,22.13,1538834489.5
5.76,22.11,1538834489.6
5.74,22.06,1538834489.7
5.68,22.03,1538834489.8
5.61,21.98,1538834489.9
5.54,21.96,1538834490.0
5.56,21.97,1538834490.1
5.56,21.99,1538834490.2
5.58,22.06,1538834490.3
5.64,22.08,1538834490.4
5.71,22.09,1538834490.5
5.76,22.10,1538834490.6
5.74,22.07,1538834490.7
5.68,22.05,1538834490.8
5.66,22.00,1538834490.9
5.62,21.99,1538834491.0
5.59,21.99,1538834491.1
5.55,22.02,1538834491.2
5.53,22.05,1538834491.3
5.53,22.07,1538834491.4
5.51,22.11,1538834491.5
5.51,22.08,1538834491.6
5.49,22.08,1538834491.7
5.48,22.06,1538834491.8
5.50,22.05,1538834491.9
5.51,22.05,1538834492.0
5.52,22.07,1538834492.1
5.49,22.13,1538834492.2
5.52,22.15,1538834492.3
5.55,22.17,1538834492.4
5.57,22.18,1538834492.5
5.61,22.19,1538834492.6
5.63,22.17,1538834492.7
5.68,22.15,1538834492.8
5.73,22.14,1538834492.9
5.74,22.18,1538834493.0
5.75,22.27,1538834493.1
5.77,22.37,1538834493.2
5.81,22.47,1538834493.3
5.86,22.64,1538834493.4
5.93,22.87,1538834493.5
6.05,23.03,1538834493.6
6.17,23.14,1538834493.7
6.26,23.24,1538834493.8
6.32,23.33,1538834493.9
6.36,23.32,1538834494.0
6.33,23.29,1538834494.1
6.28,23.30,1538834494.2
6.27,23.29,1538834494.3
6.28,23.30,1538834494.4
6.31,23.32,1538834494.5
6.36,23.37,1538834494.6
6.40,23.37,1538834494.7
6.42,23.38,1538834494.8
6.41,23.42,1538834494.9
6.42,23.43,1538834495.0
6.43,23.43,1538834495.1
6.42,23.45,1538834495.2
6.41,23.49,1538834495.3
6.43,23.51,1538834495.4
6.47,23.53,1538834495.5
6.49,23.59,1538834495.6
6.51,23.67,1538834495.7
6.50,23.76,1538834495.8
6.54,23.80,1538834495.9
6.54,23.86,1538834496.0
6.52,23.95,1538834496.1
6.48,24.00,1538834496.2
6.44,24.02,1538834496.3
6.47,24.05,1538834496.4
6.49,24.10,1538834496.5
6.53,24.12,1538834496.6
6.57,24.12,1538834496.7
6.64,24.15,1538834496.8
6.72,24.19,1538834496.9
6.77,24.18,1538834497.0
6.83,24.14,1538834497.1
6.89,24.12,1538834497.2
6.94,24.10,1538834497.3
7.00,24.06,1538834497.4
7.05,24.00,1538834497.5
7.03,24.03,1538834497.6
6.99,24.08,1538834497.7
6.99,24.08,1538834497.8
6.99,24.08,1538834497.9
6.99,24.09,1538834498.0
7.00,24.09,1538834498.1
7.04,24.03,1538834498.2
7.10,23.94,1538834498.3
7.13,23.87,1538834498.4
7.14,23.80,1538834498.5
7.13,23.77,1538834498.6
7.11,23.75,1538834498.7
7.06,23.76,1538834498.8
6.99,23.78,1538834498.9
6.92,23.80,1538834499.0
6.87,23.85,1538834499.1
6.82,23.90,1538834499.2
6.75,23.96,1538834499.3
6.69,24.04,1538834499.4
6.54,24.17,1538834499.5
6.32,24.27,1538834499.6
6.01,24.29,1538834499.7
5.66,24.19,1538834499.8
5.35,24.09,1538834499.9
5.04,23.92,1538834500.0
4.87,23.71,1538834500.1
4.83,23.51,1538834500.2
4.99,23.39,1538834500.3
5.31,23.39,1538834500.4
5.68,23.41,1538834500.5
6.12,23.53,1538834500.6
6.58,23.71,1538834500.7
7.05,23.98,1538834500.8
7.49,24.34,1538834500.9
7.94,24.80,1538834501.0
8.39,25.27,1538834501.1
8.86,25.70,1538834501.2
9.32,26.10,1538834501.3
9.76,26.42,1538834501.4
10.24,26.57,1538834501.5
10.70,26.51,1538834501.6
11.21,26.32,1538834501.7
11.80,26.15,1538834501.8
12.46,25.93,1538834501.9
13.19,25.64,1538834502.0
13.95,25.42,1538834502.1
14.70,25.31,1538834502.2
15.46,25.25,1538834502.3
16.19,25.19,1538834502.4
16.89,25.16,1538834502.5
17.49,25.24,1538834502.6
17.98,25.38,1538834502.7
18.37,25.46,1538834502.8
18.64,25.58,1538834502.9
18.79,25.69,1538834503.0
18.83,25.84,1538834503.1
18.84,26.01,1538834503.2
18.78,26.13,1538834503.3
18.70,26.25,1538834503.4
18.59,26.29,1538834503.5
18.51,26.29,1538834503.6
18.47,26.25,1538834503.7
18.47,26.14,1538834503.8
18.50,25.97,1538834503.9
18.53,25.75,1538834504.0
18.59,25.54,1538834504.1
18.68,25.30,1538834504.2
18.79,25.02,1538834504.3
18.93,24.73,1538834504.4
19.10,24.47,1538834504.5
19.33,24.20,1538834504.6
19.61,23.92,1538834504.7
19.89,23.69,1538834504.8
20.18,23.56,1538834504.9
20.49,23.48,1538834505.0
20.85,23.51,1538834505.1
21.22,23.67,1538834505.2
21.58,23.94,1538834505.3
21.95,24.23,1538834505.4
