Lat,Lng
39.95483,-78.81889
40.22411,-79.60463
39.94368,-81.99182
39.79826,-86.11493
38.48218,-90.84361
38.06437,-91.42271
37.74801,-92.58203
37.30444,-92.98176
37.04416,-94.50245
36.16388,-95.73495
35.76761,-96.62691
35.6094,-97.67422
35.46372,-97.71365
35.51613,-98.90975
35.23109,-99.78375
35.17954,-100.83314
35.26976,-102.72204
34.94335,-104.66712
35.11543,-106.32613
34.97806,-107.13487
35.15414,-107.87298
34.9514,-107.96608
35.13321,-108.49667
35.06797,-108.89211
34.90224,-109.2381
34.50769,-109.35028
34.2394,-110.0607
33.40005,-110.74904
33.25696,-111.33793
32.919,-111.36197
40.0696,-75.12538
40.22828,-77.14992
39.95747,-78.84752
41.24014,-80.98871
41.75547,-85.126
41.36461,-89.17314
41.6999,-93.20946
41.49867,-95.58076
40.81628,-96.76072
40.66942,-99.08451
41.13506,-100.95037
41.09539,-105.20119
41.75399,-106.51302
41.78934,-107.3873
41.24924,-111.06242
40.72174,-111.5207
40.7382,-114.05082
41.11137,-115.0409
40.61152,-116.8346
41.02585,-117.5926
39.61612,-119.21097
39.28103,-120.71103
38.26713,-121.9396
40.0696,-75.12538
40.13459,-75.19458
40.0878,-75.35734
40.06541,-75.65509
40.1441,-75.81365
40.24535,-76.17358
40.19702,-76.82264
40.22828,-77.14992
40.14295,-77.64316
40.15822,-77.70401
40.08721,-77.82947
40.03712,-77.9961
40.05986,-78.09329
39.98489,-78.23711
40.00301,-78.43016
40.05068,-78.53622
39.95747,-78.84752
40.00064,-79.04734
40.12876,-79.29009
40.10845,-79.3792
40.21353,-79.59364
40.26819,-79.66726
40.38076,-79.67572
40.54983,-79.82606
40.66266,-80.0944
40.88543,-80.42947
40.94849,-80.62948
41.23949,-80.98662
41.25285,-81.58443
41.35522,-81.87788
41.39196,-82.12358
41.32582,-82.52463
41.35346,-82.87283
41.54237,-83.5222
41.57018,-83.57856
41.61344,-83.53946
41.67481,-83.57386
41.69014,-83.69512
41.85768,-83.66076
42.28564,-83.67625
42.32277,-83.69036
42.32426,-83.74142
42.42341,-83.76828
42.95105,-83.72293
43.24335,-83.76991
43.2492,-83.93534
43.29269,-83.95292
43.29194,-84.03219
43.32227,-84.05948
40.0696,-75.12538
40.22828,-77.14992
39.95747,-78.84752
41.24014,-80.98871
41.7555,-85.12677
41.36461,-89.17314
41.6999,-93.20946
41.49867,-95.58076
40.81628,-96.76072
40.66942,-99.08451
41.13506,-100.95037
41.09539,-105.20119
41.75399,-106.51302
41.78934,-107.3873
41.54375,-109.91473
40.97115,-111.44025
41.15887,-111.99232
41.67591,-112.13403
42.57079,-113.51787
42.95976,-115.48452
44.0508,-116.97622
43.51148,-119.12516
43.91792,-121.25723
40.0696,-75.12538
40.13459,-75.19458
40.0878,-75.35734
40.06541,-75.65509
40.1441,-75.81365
40.24535,-76.17358
40.19702,-76.82264
40.22832,-77.14837
40.14295,-77.64316
40.15822,-77.70401
40.08721,-77.82947
40.03712,-77.9961
40.05986,-78.09329
39.98479,-78.23777
40.00301,-78.43016
40.05071,-78.53497
39.95488,-78.81771
39.99408,-79.02691
40.10391,-79.20619
40.12909,-79.29148
40.10822,-79.3785
40.21353,-79.59364
40.26819,-79.66726
40.38076,-79.67572
40.54983,-79.82606
40.66266,-80.0944
40.88543,-80.42947
40.94849,-80.62948
41.23916,-80.98572
41.25311,-81.58625
41.34203,-81.82945
41.41122,-82.1624
41.36793,-82.45351
41.40154,-82.72184
41.50718,-82.85931
41.63043,-82.8377
41.67214,-82.79291
41.59816,-82.73726
41.59695,-82.67782
40.0696,-75.12538
40.13449,-75.19391
40.11466,-75.27741
40.42692,-75.41795
40.56361,-75.54911
40.79735,-75.67369
41.00592,-75.63527
41.12485,-75.77395
41.21309,-75.80388
41.33994,-75.70716
41.3936,-75.73178
41.62892,-75.64332
41.68136,-75.68818
41.85546,-75.68433
42.10086,-75.8217
42.1203,-75.97758
42.05946,-76.13659
42.10184,-76.25318
42.02508,-76.35436
42.00026,-76.5159
42.02696,-76.71592
42.15456,-76.81051
42.11856,-77.0097
42.18851,-77.15786
42.29121,-77.22524
42.3369,-77.33464
42.50986,-77.51594
42.54163,-77.57573
42.53267,-77.67305
42.58092,-77.74188
42.75629,-77.88467
42.73931,-78.19009
42.77049,-78.32912
42.76751,-78.5919
42.82861,-78.67619
42.84998,-78.78907
42.87585,-78.78949
42.9174,-78.96553
43.03799,-79.11876
43.15231,-79.15093
43.18973,-79.52189
43.24873,-79.75844
43.19683,-79.81799
43.23319,-79.95069
43.16867,-80.18144
43.11627,-80.72117
42.98092,-80.92177
42.88476,-81.33456
42.89611,-81.42299
42.99275,-81.5942
42.98858,-82.40473
43.02069,-82.45522
43.20476,-82.52703
43.82387,-82.63704
44.00206,-82.7763
44.06733,-82.92232
40.0696,-75.12538
40.06541,-75.65509
40.24535,-76.17358
40.22828,-77.14992
39.95483,-78.81889
40.22411,-79.60463
39.94368,-81.99182
39.79833,-86.11454
38.48218,-90.84361
38.06437,-91.42271
37.74801,-92.58203
37.30444,-92.98176
37.04416,-94.50245
36.16388,-95.73495
35.76761,-96.62691
35.6094,-97.67422
35.46372,-97.71365
35.51613,-98.90975
35.23109,-99.78375
35.17954,-100.83314
35.26976,-102.72204
34.94335,-104.66712
35.11543,-106.32613
34.99412,-107.29589
35.53321,-108.73293
34.97057,-110.09295
34.34569,-110.70831
34.24072,-111.32311
33.68069,-111.50138
33.43743,-111.87051
33.67857,-114.10719
33.60731,-114.65774
32.99409,-115.07765
33.15949,-116.22451
33.03119,-116.78488
40.0696,-75.12538
39.90562,-75.19435
39.83405,-75.4243
39.7191,-75.54209
39.57557,-76.13111
39.41941,-76.40633
39.19329,-76.71047
38.79472,-77.01973
38.78855,-77.17696
38.26966,-77.51471
37.2179,-77.39181
36.86545,-77.83682
36.75737,-78.08888
36.4783,-78.23747
36.29538,-78.58111
36.06023,-78.79177
36.01336,-78.87308
36.07941,-79.22276
36.04607,-79.77052
35.87099,-80.01298
35.76344,-80.33771
35.28334,-80.77759
35.23809,-80.9168
35.28537,-81.2036
35.01236,-81.97612
34.78335,-82.45323
34.60839,-82.63213
34.46366,-83.09073
33.89381,-84.25728
33.94015,-84.57416
40.0696,-75.12538
40.08051,-75.13026
40.08724,-75.15017
40.08237,-75.16128
40.09935,-75.18004
40.10319,-75.19558
40.12273,-75.20483
40.13198,-75.20126
40.13449,-75.19391
40.11458,-75.27734
40.38229,-75.40857
40.42745,-75.41827
40.48778,-75.46632
40.50088,-75.49811
40.56256,-75.54833
40.59244,-75.56494
40.59443,-75.57189
40.60019,-75.55739
40.61927,-75.58064
40.61689,-75.59137
40.0696,-75.12538
40.02551,-75.12541
40.01707,-75.17413
39.98705,-75.2079
39.95817,-75.18037
39.90562,-75.19435
39.83447,-75.42349
39.71963,-75.54118
39.71298,-75.58812
39.65498,-75.70368
39.63902,-75.78714
39.64557,-75.9255
39.57469,-76.13329
39.48688,-76.24503
39.41915,-76.40672
39.34288,-76.51264
39.24237,-76.57949
39.23084,-76.6236
39.15672,-76.64583
39.0868,-76.62498
39.06393,-76.64072
39.00893,-76.61074
38.97004,-76.54364
38.86498,-76.62
38.74597,-76.59215
38.59972,-76.61458
38.53679,-76.58819
38.4951,-76.51949
38.38981,-76.43629
38.32003,-76.47904
38.28406,-76.55755
38.28557,-76.61963
38.23096,-76.59443
38.22254,-76.53344
40.0696,-75.12538
40.22828,-77.14992
39.95747,-78.84752
41.24014,-80.98871
41.75547,-85.126
41.36461,-89.17314
41.6999,-93.20946
41.49867,-95.58076
40.81628,-96.76072
40.66942,-99.08451
41.13506,-100.95037
41.09539,-105.20119
41.75399,-106.51302
41.78934,-107.3873
41.24924,-111.06242
40.72174,-111.5207
40.7382,-114.05082
41.11137,-115.0409
40.61152,-116.8346
41.02585,-117.5926
39.6159,-119.21132
39.13841,-120.92848
38.21789,-122.13749
37.92015,-121.94348
40.0696,-75.12538
40.22828,-77.14992
39.95747,-78.84752
41.24014,-80.98871
41.7555,-85.12677
41.36461,-89.17314
41.6999,-93.20946
41.49867,-95.58076
40.81628,-96.76072
40.66942,-99.08451
41.13506,-100.95037
41.09539,-105.20119
41.75399,-106.51302
41.78934,-107.3873
41.54375,-109.91473
40.97115,-111.44025
41.15887,-111.99232
41.67591,-112.13403
42.57079,-113.51787
42.95976,-115.48452
44.0508,-116.97622
43.52325,-119.81521
44.42967,-121.71385
44.48677,-123.4214
40.0696,-75.12538
40.13459,-75.19458
40.06541,-75.65509
40.24535,-76.17358
40.22828,-77.14992
40.15822,-77.70401
39.98489,-78.23711
40.05068,-78.53622
39.95747,-78.84752
40.21353,-79.59364
40.54983,-79.82606
40.94849,-80.62948
41.23949,-80.98662
41.25285,-81.58443
41.39196,-82.12358
41.32582,-82.52463
41.35346,-82.87283
41.5543,-83.55283
41.65222,-83.55005
41.69014,-83.69512
42.2861,-83.67629
42.42409,-83.76833
42.97558,-83.72584
43.24335,-83.76991
43.66952,-84.01267
43.98975,-84.01702
44.243,-84.22057
44.34553,-84.55914
44.55872,-84.70572
45.1069,-84.68747
45.23661,-84.58196
45.85903,-84.72606
46.06965,-85.20042
46.10074,-85.92715
46.34551,-85.9561
46.34843,-86.49259
46.44073,-86.661
46.48686,-87.34991
46.54957,-87.43835
46.48552,-87.74592
46.58166,-88.46554
46.73773,-88.42859
46.77804,-88.63113
46.9961,-88.63609
40.0696,-75.12538
40.13459,-75.19458
40.0878,-75.35734
40.06541,-75.65509
40.1441,-75.81365
40.24535,-76.17358
40.19702,-76.82264
40.22828,-77.14992
40.14295,-77.64316
40.15822,-77.70401
40.08721,-77.82947
40.03712,-77.9961
40.05986,-78.09329
39.98489,-78.23711
40.00301,-78.43016
40.05068,-78.53622
39.95483,-78.81889
40.00064,-79.04734
40.12876,-79.29009
40.10845,-79.3792
40.22411,-79.60463
40.10726,-79.90024
40.1885,-80.24819
40.13108,-80.32612
40.11916,-80.47968
40.04256,-80.61038
40.07811,-80.93693
40.05966,-81.30511
40.00335,-81.49984
39.93606,-82.25227
39.93201,-82.92831
39.98146,-83.24269
39.93519,-83.66734
39.89056,-83.73682
39.82879,-84.74489
39.87281,-84.87978
39.83996,-85.55669
39.90742,-85.63398
39.9819,-85.63372
40.04988,-86.02074
40.0696,-75.12538
40.13459,-75.19458
40.06541,-75.65509
40.24535,-76.17358
40.22828,-77.14992
40.15822,-77.70401
39.98489,-78.23711
40.05068,-78.53622
39.95747,-78.84752
40.21353,-79.59364
40.54983,-79.82606
40.94849,-80.62948
41.24072,-80.99119
41.25285,-81.58443
41.39196,-82.12358
41.32582,-82.52463
41.35346,-82.87283
41.59039,-83.64002
41.62822,-84.81128
41.75543,-85.12528
41.75603,-86.45859
41.57112,-86.98465
41.61162,-87.47813
41.98196,-87.78291
42.2497,-88.96181
42.80037,-89.00473
42.96346,-89.10099
43.04098,-89.27482
43.49566,-89.49713
43.57272,-89.7978
43.66475,-89.81449
43.87306,-90.12804
43.99876,-90.47314
44.15294,-90.5533
44.41488,-91.047
44.76429,-91.40565
44.90134,-91.76608
44.9491,-92.95569
45.0324,-92.96671
45.09292,-93.44513
45.60768,-94.40355
45.66867,-94.8216
45.832,-95.14386
45.85306,-95.41779
46.04052,-95.84196
46.67429,-96.40705
46.84374,-96.63378
46.85058,-96.84015
47.40091,-97.07378
47.93312,-97.09139
47.93147,-97.45103
40.0696,-75.12538
40.06541,-75.65509
40.24535,-76.17358
40.22828,-77.14992
39.95747,-78.84752
40.21353,-79.59364
40.54983,-79.82606
41.24072,-80.99119
41.39196,-82.12358
41.35346,-82.87283
41.59039,-83.64002
41.62822,-84.81128
41.75543,-85.12528
41.61162,-87.47813
41.98196,-87.78291
42.2497,-88.96181
42.80037,-89.00473
43.49566,-89.49713
43.99876,-90.47314
44.76429,-91.40565
44.90134,-91.76608
44.9491,-92.95569
45.60768,-94.40355
46.04052,-95.84196
46.67429,-96.40705
46.85058,-96.84015
47.93312,-97.09139
48.05196,-98.76244
48.26387,-99.20006
48.6822,-99.25359
40.0696,-75.12538
40.12327,-75.20475
40.16321,-75.10538
40.09862,-74.72802
40.24774,-74.51945
40.48346,-74.40096
40.55858,-74.26364
40.84514,-74.01648
40.84444,-73.92554
40.93,-73.85636
40.92266,-73.81603
41.02975,-73.67989
41.09457,-73.6527
41.12025,-73.47915
41.23145,-73.23398
41.24938,-73.07861
41.40289,-72.86383
41.58535,-72.7121
41.69884,-72.64383
41.87875,-72.66176
41.97463,-72.5871
42.08372,-72.5793
42.15585,-72.64836
42.27451,-72.6055
42.34618,-72.64222
42.58398,-72.62162
42.68114,-72.54136
42.86502,-72.58006
43.00169,-72.46819
43.52205,-72.40804
43.7029,-72.30865
43.79031,-72.21404
43.95701,-72.27871
44.00206,-72.37059
40.0696,-75.12538
40.06343,-75.11701
40.02551,-75.12541
40.01707,-75.17413
39.98705,-75.2079
39.95817,-75.18037
39.93558,-75.19983
39.90562,-75.19435
39.89193,-75.23752
39.87764,-75.25263
39.86805,-75.34235
39.83391,-75.42456
39.81578,-75.45429
39.7997,-75.45183
39.75864,-75.49038
39.7187,-75.54291
39.71309,-75.58783
39.65447,-75.70537
39.63902,-75.78714
39.64557,-75.9255
39.58649,-76.07711
39.57493,-76.13277
39.48688,-76.24503
39.44305,-76.34061
39.44087,-76.37054
39.41915,-76.40672
39.37231,-76.45672
39.34288,-76.51264
39.3183,-76.53384
39.28585,-76.53429
39.26065,-76.57376
39.27114,-76.65516
39.19925,-76.76663
39.21049,-76.7949
39.25151,-76.82143
39.24027,-76.83964
39.23341,-76.89901
39.24972,-76.93173
39.25227,-76.92436
40.0696,-75.12538
40.02551,-75.12541
39.98705,-75.2079
39.90562,-75.19435
39.83405,-75.4243
39.7191,-75.54209
39.65447,-75.70537
39.64557,-75.9255
39.57557,-76.13111
39.41941,-76.40633
39.24231,-76.57957
39.19329,-76.71047
38.86115,-77.00264
38.79472,-77.01973
38.78855,-77.17696
38.26966,-77.51471
38.08597,-77.51695
37.83963,-77.45106
37.58308,-77.47003
37.54103,-77.42696
37.2179,-77.39181
37.1932,-77.48528
37.08202,-77.5617
36.86545,-77.83682
36.7578,-78.08835
36.47801,-78.23778
36.34672,-78.39529
36.29538,-78.58111
36.07796,-78.76902
36.03657,-78.87747
40.0696,-75.12538
40.13459,-75.19458
40.06541,-75.65509
40.24535,-76.17358
40.22828,-77.14992
40.15822,-77.70401
39.98489,-78.23711
40.05068,-78.53622
39.95483,-78.81889
40.22411,-79.60463
40.10732,-79.89961
40.18867,-80.24668
40.0427,-80.60923
40.05966,-81.30511
39.94368,-81.99182
39.98146,-83.24269
39.86506,-83.99737
39.80693,-86.06115
39.56224,-86.64833
39.44949,-87.11446
39.41954,-87.70791
39.05358,-88.71392
38.63601,-90.24448
40.0696,-75.12538
40.13459,-75.19458
40.06541,-75.65509
40.24535,-76.17358
40.22828,-77.14992
40.15822,-77.70401
39.98489,-78.23711
40.05068,-78.53622
39.95483,-78.81889
40.22411,-79.60463
40.10732,-79.89961
40.18867,-80.24668
40.0427,-80.60923
40.05966,-81.30511
39.94368,-81.99182
39.98146,-83.24269
39.86506,-83.99737
39.80693,-86.06115
39.56204,-86.64906
39.44949,-87.11446
39.41954,-87.70791
39.05358,-88.71392
38.75236,-89.90166
38.82038,-91.18501
38.95227,-91.96886
38.93346,-92.97273
39.06129,-94.49027
38.94046,-94.53871
38.93837,-94.74874
38.58542,-95.24125
38.4581,-95.55485
38.39864,-96.62011
38.27742,-96.78237
38.17394,-97.19083
38.02732,-97.33192
38.04304,-97.43671
40.0696,-75.12538
40.13459,-75.19458
40.06541,-75.65509
40.24535,-76.17358
40.22828,-77.14992
40.15822,-77.70401
39.98489,-78.23711
40.05068,-78.53622
39.95483,-78.81889
40.22411,-79.60463
40.10732,-79.89961
40.18867,-80.24668
40.0427,-80.60923
40.05966,-81.30511
39.94368,-81.99182
39.98146,-83.24269
39.86506,-83.99737
39.80693,-86.06115
39.56204,-86.64906
39.44949,-87.11446
39.41954,-87.70791
39.05358,-88.71392
38.75236,-89.90166
38.82038,-91.18501
38.95227,-91.96886
38.93346,-92.97273
39.01189,-94.08993
39.11448,-94.76311
40.0696,-75.12538
40.13459,-75.19458
40.06541,-75.65509
40.24535,-76.17358
40.22828,-77.14992
40.15822,-77.70401
39.98489,-78.23711
40.05068,-78.53622
39.95483,-78.81889
40.22411,-79.60463
40.10732,-79.89961
40.18867,-80.24668
40.0427,-80.60923
40.05966,-81.30511
39.94368,-81.99182
39.98146,-83.24269
39.83846,-84.44731
39.8533,-85.47983
39.7981,-86.11563
39.61726,-86.46841
39.44977,-87.1128
39.41954,-87.70791
39.09244,-88.58849
38.76596,-89.76391
38.82038,-91.18501
38.95227,-91.96886
38.93346,-92.97273
39.06129,-94.49027
38.94046,-94.53871
38.93837,-94.74874
38.56258,-95.28041
40.0696,-75.12538
39.90562,-75.19435
39.83405,-75.4243
39.7191,-75.54209
39.57557,-76.13111
39.41941,-76.40633
39.19329,-76.71047
38.79472,-77.01973
38.78828,-77.1772
38.26966,-77.51471
37.58308,-77.47003
37.17046,-77.35086
36.87954,-77.40365
35.74227,-78.00689
35.58291,-78.14029
35.37445,-78.54312
34.91308,-78.95379
34.63862,-79.01886
34.18121,-79.86172
33.49191,-80.46839
32.87538,-80.71827
32.28416,-81.06899
32.14975,-81.23965
31.34528,-81.46304
30.94481,-81.68662
30.46115,-81.64882
30.4191,-81.56637
30.04326,-81.49634
29.15806,-81.07773
28.69479,-81.38835
28.53079,-81.38773
28.51431,-81.32333
40.0696,-75.12538
40.13459,-75.19458
40.06541,-75.65509
40.24535,-76.17358
40.22828,-77.14992
40.15822,-77.70401
39.98489,-78.23711
40.05068,-78.53622
39.95747,-78.84752
40.21353,-79.59364
40.54983,-79.82606
40.94849,-80.62948
41.24089,-80.99214
41.25285,-81.58443
41.39196,-82.12358
41.32582,-82.52463
41.35346,-82.87283
41.59039,-83.64002
41.62829,-84.81194
41.7555,-85.12677
41.75593,-86.45992
41.57154,-86.98218
41.58287,-87.70312
41.50992,-88.14053
41.37866,-88.4454
41.38644,-89.81118
41.44103,-90.32548
41.5942,-90.37638
41.69527,-91.63535
42.09099,-91.70096
42.07725,-91.59771
40.0696,-75.12538
40.22828,-77.14992
39.95483,-78.81889
40.22411,-79.60463
39.79826,-86.11493
38.48218,-90.84361
37.74801,-92.58203
37.27433,-93.05071
36.99586,-94.6185
35.8458,-96.39732
35.23043,-99.78852
34.97806,-107.13487
35.53339,-108.7307
34.90529,-110.1894
35.32304,-112.92512
35.21357,-114.05072
34.73244,-114.26684
34.71589,-116.04499
35.38648,-120.44283
40.0696,-75.12538
40.02551,-75.12541
39.98705,-75.2079
39.90562,-75.19435
39.83405,-75.4243
39.7191,-75.54209
39.65447,-75.70537
39.64557,-75.9255
39.57557,-76.13111
39.41941,-76.40633
39.24231,-76.57957
39.19329,-76.71047
38.86115,-77.00264
38.79472,-77.01973
38.78855,-77.17696
38.32101,-77.50414
38.08809,-77.51722
37.91718,-77.45913
37.61838,-77.44401
37.54191,-77.49223
37.46291,-77.64037
37.41239,-77.64694
37.39248,-77.79491
37.35546,-77.83912
37.35594,-77.97303
37.29454,-78.10046
37.18892,-78.18745
37.0693,-78.46751
36.93083,-78.50775
36.87024,-78.57311
36.76549,-78.93907
40.0696,-75.12538
40.06541,-75.65509
40.24535,-76.17358
40.22828,-77.14992
39.95483,-78.81889
40.22411,-79.60463
39.94368,-81.99182
39.80693,-86.06115
38.75189,-89.92039
39.10614,-94.69996
38.86257,-99.08115
39.11287,-100.79863
39.36486,-101.0411
39.27359,-103.73543
39.72975,-104.27822
39.76621,-105.62749
39.50174,-106.16464
39.712,-106.70143
39.47431,-108.01976
39.11798,-108.32956
39.18935,-109.11148
38.93317,-109.42628
38.99172,-110.1834
38.75547,-111.39082
38.9322,-111.86371
38.57984,-112.28138
38.57571,-112.60617
38.14264,-112.61672
36.99091,-113.62657
36.66313,-114.57089
36.21212,-115.01677
40.0696,-75.12538
40.13459,-75.19458
40.0878,-75.35734
40.06541,-75.65509
40.1441,-75.81365
40.24535,-76.17358
40.19702,-76.82264
40.22828,-77.14992
40.14295,-77.64316
40.15822,-77.70401
40.08721,-77.82947
40.03712,-77.9961
40.05986,-78.09329
39.98489,-78.23711
40.00301,-78.43016
40.05068,-78.53622
39.95483,-78.81889
40.00064,-79.04734
40.12876,-79.29009
40.10845,-79.3792
40.2241,-79.60446
40.10726,-79.90024
40.18867,-80.24668
40.13108,-80.32612
40.11916,-80.47968
40.04256,-80.61038
40.07779,-80.95739
40.05958,-81.30609
40.00365,-81.49803
40.00813,-81.64783
39.94368,-81.99182
39.93551,-82.85302
39.87197,-82.93384
39.89402,-83.03964
39.83526,-83.0971
39.5565,-83.72148
39.35772,-84.26505
39.38531,-84.52656
39.44297,-84.56542
40.0696,-75.12538
39.90562,-75.19435
39.83405,-75.4243
39.7191,-75.54209
39.57557,-76.13111
39.41915,-76.40672
39.19329,-76.71047
38.79472,-77.01973
38.78943,-77.17573
38.66267,-77.27653
38.26826,-77.51485
37.58308,-77.47003
37.17046,-77.35086
36.87767,-77.40432
35.58507,-78.1379
35.37445,-78.54312
34.91308,-78.95379
34.63862,-79.01886
34.34313,-79.53566
34.19637,-79.34675
34.0794,-79.36197
40.0696,-75.12538
40.12327,-75.20475
40.16321,-75.10538
40.09851,-74.72819
40.24774,-74.51945
40.48346,-74.40096
40.55858,-74.26364
40.84514,-74.01648
40.84444,-73.92554
40.93,-73.85636
40.92266,-73.81603
41.02975,-73.67989
41.09457,-73.6527
41.12025,-73.47915
41.23145,-73.23398
41.24771,-73.08195
41.39223,-72.87577
41.64687,-72.67357
41.75242,-72.65484
41.9478,-72.20565
42.1277,-72.06452
42.18623,-71.85023
42.28883,-71.79604
42.36376,-71.58672
42.41443,-71.60593
42.54486,-71.48721
42.683,-71.14505
42.91769,-71.0527
42.98388,-71.09621
40.0696,-75.12538
40.02551,-75.12541
40.01707,-75.17413
39.98705,-75.2079
39.95817,-75.18037
39.90562,-75.19435
39.83405,-75.4243
39.7191,-75.54209
39.71309,-75.58783
39.65447,-75.70537
39.63902,-75.78714
39.64557,-75.9255
39.57557,-76.13111
39.48688,-76.24503
39.41941,-76.40633
39.34288,-76.51264
39.24231,-76.57957
39.23431,-76.6516
39.19329,-76.71047
39.07036,-76.83061
38.91211,-76.93432
38.86115,-77.00264
38.79472,-77.01973
38.80323,-77.10353
38.78871,-77.1768
38.68177,-77.23044
38.66315,-77.27618
38.39862,-77.43484
38.32101,-77.50414
38.08809,-77.51722
37.83794,-77.45102
37.75998,-77.46089
37.76056,-77.49082
40.0696,-75.12538
40.13459,-75.19458
40.06541,-75.65509
40.24535,-76.17358
40.22828,-77.14992
40.15822,-77.70401
39.98489,-78.23711
40.05068,-78.53622
39.95747,-78.84752
40.21353,-79.59364
40.54983,-79.82606
40.94849,-80.62948
41.24072,-80.99119
41.25285,-81.58443
41.39196,-82.12358
41.32582,-82.52463
41.35346,-82.87283
41.59039,-83.64002
41.62822,-84.81128
41.75543,-85.12528
41.75603,-86.45859
41.57112,-86.98465
41.61134,-87.47725
41.96454,-87.74652
42.14421,-87.79167
42.15185,-87.87397
42.46714,-87.9639
42.96017,-87.9338
42.9653,-88.03762
43.15253,-88.05507
43.39129,-88.22576
40.0696,-75.12538
40.13459,-75.19458
40.06541,-75.65509
40.24535,-76.17358
40.22828,-77.14992
40.15822,-77.70401
39.98489,-78.23711
40.05068,-78.53622
39.95483,-78.81889
40.22411,-79.60463
40.10732,-79.89961
40.18867,-80.24668
40.0427,-80.60923
40.05966,-81.30511
39.94368,-81.99182
39.98146,-83.24269
39.86506,-83.99737
39.81939,-85.91413
39.44997,-87.11179
39.41954,-87.70791
38.78675,-89.62715
38.75799,-90.0878
38.82587,-90.52504
38.78117,-90.67478
40.0696,-75.12538
40.08051,-75.13026
40.08724,-75.15017
40.08237,-75.16128
40.10242,-75.19464
40.12327,-75.20475
40.13376,-75.19887
40.16321,-75.10538
40.16274,-75.04893
40.12804,-74.95355
40.12351,-74.85383
40.09591,-74.77572
40.09875,-74.72781
40.16664,-74.64677
40.24774,-74.51945
40.41325,-74.44769
40.48346,-74.40096
40.51739,-74.36198
40.55858,-74.26364
40.74752,-74.11966
40.76864,-74.06417
40.80696,-74.03159
40.84501,-74.01665
40.84178,-73.99569
40.85842,-73.97755
40.84444,-73.92554
40.93,-73.85636
40.92266,-73.81603
40.95836,-73.79701
40.98578,-73.73854
41.02126,-73.71304
41.02975,-73.67989
41.07678,-73.6689
41.09457,-73.6527
41.09759,-73.63732
41.08963,-73.62372
41.11838,-73.52892
41.11651,-73.49134
41.16263,-73.38677
41.16304,-73.3569
41.21167,-73.3871
41.2273,-73.36742
40.0696,-75.12538
39.90562,-75.19435
39.83405,-75.4243
39.7191,-75.54209
39.57557,-76.13111
39.41915,-76.40672
39.19329,-76.71047
38.79472,-77.01973
38.78943,-77.17573
38.66267,-77.27653
38.26826,-77.51485
37.58308,-77.47003
37.17046,-77.35086
36.87799,-77.40417
35.73733,-78.01041
35.58291,-78.14029
35.37445,-78.54312
34.91308,-78.95379
34.63862,-79.01886
34.19628,-79.8423
34.2194,-80.62135
34.03512,-81.11643
33.68344,-81.62299
33.56924,-81.92479
33.45475,-81.93044
33.36104,-82.0745
40.0696,-75.12538
40.13459,-75.19458
40.06541,-75.65509
40.24535,-76.17358
40.22828,-77.14992
40.15822,-77.70401
39.98489,-78.23711
40.05068,-78.53622
39.95483,-78.81889
40.22411,-79.60463
40.10732,-79.89961
40.18867,-80.24668
40.0427,-80.60923
40.05966,-81.30511
39.94368,-81.99182
39.98146,-83.24269
39.83846,-84.44731
39.8533,-85.47983
39.7981,-86.11563
39.61726,-86.46841
39.44977,-87.1128
39.41954,-87.70791
39.09244,-88.58849
38.76596,-89.76391
38.82038,-91.18501
38.95227,-91.96886
38.93346,-92.97273
39.06129,-94.49027
38.94046,-94.53871
38.93862,-94.74811
38.8568,-94.81595
38.56325,-94.83302
40.0696,-75.12538
40.06343,-75.11701
40.02551,-75.12541
40.01707,-75.17413
39.98705,-75.2079
39.95817,-75.18037
39.93558,-75.19983
39.90562,-75.19435
39.89193,-75.23752
39.87764,-75.25263
39.86805,-75.34235
39.83405,-75.4243
39.81578,-75.45429
39.79848,-75.45277
39.7191,-75.54209
39.71309,-75.58783
39.65447,-75.70537
39.63902,-75.78714
39.64557,-75.9255
39.58649,-76.07711
39.57536,-76.1317
39.48724,-76.24442
39.44324,-76.3401
39.44027,-76.37177
39.37231,-76.45672
39.34366,-76.51169
39.29316,-76.55327
39.27339,-76.55388
39.24279,-76.57902
39.23968,-76.6131
39.23067,-76.62373
39.15768,-76.64571
39.0868,-76.62498
39.06319,-76.64042
39.04033,-76.60514
39.02691,-76.60214
39.00638,-76.5594
38.99321,-76.55956
40.0696,-75.12538
40.02551,-75.12541
40.01707,-75.17413
39.98705,-75.2079
39.95817,-75.18037
39.90562,-75.19435
39.83405,-75.4243
39.7191,-75.54209
39.71309,-75.58783
39.65447,-75.70537
39.63902,-75.78714
39.64557,-75.9255
39.57536,-76.1317
39.48724,-76.24442
39.44027,-76.37177
39.34288,-76.51264
39.24279,-76.57902
39.22982,-76.62421
39.15541,-76.64587
39.08472,-76.62525
39.02367,-76.69401
38.97718,-76.71517
38.81067,-76.73987
38.78249,-76.79678
38.69487,-76.87325
38.65803,-76.87464
38.56302,-76.98549
38.45532,-76.99132
38.40916,-76.9542
38.37274,-76.95908
38.33344,-77.08709
38.16342,-77.19973
38.07704,-77.05853
38.06817,-77.01225
37.98466,-76.96544
37.9368,-76.86636
37.89412,-76.87161
37.84979,-76.80656
37.8141,-76.7962
37.7577,-76.72432
37.72518,-76.72104
