Team,EngInsp,IndDsgn,Quality,Creativity,EngExlnce,Auton
frc1098,0,1,0,0,0,0
frc1099,0,0,0,0,1,0
frc1100,1,1,1,6,1,1
frc1101,0,0,0,0,0,0
frc1102,3,0,0,0,2,1
frc1103,0,0,0,0,0,0
frc1104,0,0,0,0,0,0
frc1105,0,0,0,0,0,0
frc1106,0,0,0,0,0,0
frc1108,0,1,1,5,1,0
frc1109,0,0,0,0,0,0
frc1110,0,0,0,0,0,0
frc1111,5,0,0,1,0,1
frc1112,0,0,0,0,0,0
frc1113,0,0,0,0,0,0
frc1114,1,16,6,4,3,1
frc1115,0,0,0,0,0,0
frc1116,0,0,0,0,0,0
frc1118,0,0,0,0,0,0
frc1120,0,0,0,0,0,0
frc1122,0,0,0,0,0,0
frc1123,0,0,0,1,0,0
frc1124,0,0,2,0,4,0
frc1125,0,0,0,0,0,0
frc1126,0,1,2,4,0,0
frc1127,0,1,0,1,0,0
frc1129,0,0,0,0,0,0
frc1130,0,0,0,0,0,0
frc1131,0,0,0,0,0,0
frc1132,0,0,0,0,0,0
frc1133,0,0,0,0,0,0
frc1135,0,0,0,0,0,0
frc1136,0,0,0,0,0,0
frc1137,0,1,0,0,0,0
frc1138,2,1,0,1,0,0
frc1139,0,0,0,0,0,0
frc1140,0,1,0,0,0,0
frc1141,0,0,0,0,0,0
frc1142,0,0,0,0,0,0
frc1143,0,0,0,0,0,0
frc1144,0,1,0,0,0,0
frc1146,0,0,0,0,0,0
frc1147,0,0,0,0,0,0
frc1148,0,0,0,0,0,0
frc1149,0,0,0,0,0,0
frc1150,0,0,0,0,0,0
frc1151,1,0,0,2,0,0
frc1152,0,0,0,0,0,0
frc1153,0,3,6,2,3,0
frc1154,0,0,0,0,0,0
frc1155,1,0,0,0,0,0
frc1156,2,1,2,0,0,0
frc1157,0,0,1,0,0,0
frc1158,1,1,1,1,0,0
frc1159,0,0,0,0,0,0
frc1160,0,0,3,1,0,0
frc1161,0,0,0,0,0,0
frc1162,0,0,0,0,0,0
frc1163,0,0,0,0,0,0
frc1164,0,0,0,1,0,1
frc1165,0,0,0,1,0,0
frc1166,0,0,0,0,0,0
frc1167,0,0,0,0,0,0
frc1168,0,0,0,1,0,0
frc1169,0,0,0,0,0,0
frc1172,0,0,0,0,0,0
frc1177,0,0,0,0,0,0
frc1178,0,1,0,0,0,0
frc1180,0,0,1,0,0,0
frc1181,0,0,0,0,0,0
frc1182,0,0,1,0,0,0
frc1183,0,0,0,0,0,0
frc1184,0,0,0,0,0,0
frc1185,0,0,0,0,0,0
frc1187,0,0,0,0,0,0
frc1188,3,1,1,0,0,0
frc1189,0,1,0,0,1,0
frc1190,0,0,0,0,0,0
frc1191,0,0,0,0,0,0
frc1192,0,0,0,0,0,0
frc1195,0,0,0,0,0,0
frc1197,0,0,1,2,1,0
frc1199,0,0,0,0,0,0
frc1200,0,0,0,0,0,0
frc1201,0,0,0,0,0,0
frc1202,0,0,0,0,0,0
frc1203,0,0,0,1,0,0
frc1204,0,0,0,0,0,0
frc1205,0,0,0,0,0,0
frc1206,0,0,0,0,0,0
frc1208,0,2,0,0,2,0
frc1209,0,0,0,0,0,0
frc1210,0,0,0,0,0,0
frc1211,0,0,0,0,0,0
frc1212,0,0,0,1,0,0
frc1213,0,0,0,0,0,0
frc1214,0,0,0,0,0,0
frc1215,0,0,0,0,0,0
frc1216,0,1,1,0,0,0
frc1218,6,5,6,1,3,0
frc1219,0,0,0,0,0,0
frc1220,0,0,0,0,0,0
frc1221,0,0,0,0,0,0
frc1222,0,0,0,0,0,0
frc1223,0,0,0,0,0,0
frc1224,0,0,0,0,0,0
frc1225,0,0,0,2,2,0
frc1226,0,0,0,0,0,0
frc1227,0,0,0,0,0,0
frc1228,0,0,0,0,2,0
frc1229,0,0,0,0,0,0
frc1230,0,0,0,0,0,0
frc1232,0,0,0,0,0,0
frc1235,0,0,0,0,0,0
frc1236,0,0,0,0,0,0
frc1237,0,0,0,0,0,0
frc1238,0,0,0,0,0,0
frc1239,0,0,0,0,0,0
frc1240,0,0,0,0,0,0
frc1241,9,2,2,1,1,0
frc1242,0,0,0,0,0,0
frc1243,0,0,0,1,0,0
frc1244,0,0,0,0,0,0
frc1245,0,0,0,2,0,0
frc1246,0,1,0,0,0,0
frc1247,0,0,0,0,0,0
frc1248,0,0,0,0,0,0
frc1249,0,2,0,0,0,0
frc1250,0,1,0,2,1,0
frc1251,0,5,2,2,0,0
frc1254,0,0,1,1,0,0
frc1255,0,0,0,1,1,0
frc1256,0,0,0,0,0,0
frc1257,1,0,0,1,1,0
frc1258,0,0,0,0,0,0
frc1259,0,0,0,1,0,0
frc1260,0,0,0,0,0,0
frc1261,0,3,1,3,2,1
frc1262,0,1,1,0,0,0
frc1263,0,0,0,0,0,0
frc1266,5,0,0,0,0,0
frc1268,0,0,0,0,0,0
frc1270,1,0,0,0,0,0
frc1272,0,0,0,0,0,0
frc1274,0,0,0,0,0,0
frc1275,0,0,0,0,0,0
frc1276,0,0,0,0,0,0
frc1277,0,0,0,0,0,0
frc1278,0,0,0,0,0,0
frc1279,0,0,1,1,0,0
frc1280,0,0,0,1,1,0
frc1281,0,0,0,0,0,0
frc1284,0,0,0,0,0,0
frc1285,0,3,0,0,1,0
frc1286,0,0,1,0,0,0
frc1287,0,0,0,1,0,0
frc1288,0,0,2,0,0,0
frc1289,0,0,1,0,0,0
frc1290,1,0,0,0,0,0
frc1291,0,0,0,0,0,0
frc1292,0,0,0,0,0,0
frc1293,0,0,0,0,0,0
frc1294,0,0,1,1,0,0
frc1295,0,0,0,0,0,0
frc1296,0,1,2,0,3,0
frc1297,0,0,0,0,0,0
frc1298,0,0,0,0,0,0
frc1299,0,0,0,0,0,0
frc1300,0,0,0,0,0,0
frc1301,0,0,0,0,0,0
frc1302,0,0,0,0,1,0
frc1303,0,0,0,0,0,0
frc1304,0,0,0,0,0,0
frc1305,11,1,3,0,1,0
frc1306,3,0,0,0,0,0
frc1307,0,0,0,0,0,0
frc1308,0,0,0,0,0,0
frc1309,0,0,0,0,0,0
frc1310,1,1,0,2,0,0
frc1311,0,1,0,1,0,0
frc1312,0,0,0,0,0,0
frc1315,0,0,0,1,0,0
frc1317,0,0,1,1,1,0
frc1318,1,0,2,1,0,0
frc1319,1,1,6,3,1,0
frc1320,0,0,1,0,0,0
frc1322,2,0,0,2,2,0
frc1323,2,3,4,0,1,2
frc1324,0,0,0,0,0,0
frc1325,2,1,1,2,0,0
frc1326,0,0,0,0,0,0
frc1327,0,0,0,0,0,0
frc1329,0,0,0,0,1,0
frc1330,0,0,0,0,0,0
frc1331,0,0,0,0,0,0
frc1332,0,0,0,0,1,0
frc1334,4,0,0,1,2,0
frc1335,0,0,0,0,0,0
frc1336,0,0,0,0,0,0
frc1337,0,0,0,0,0,0
frc1338,0,0,0,0,0,0
frc1339,0,0,1,1,2,0
frc1340,0,0,0,0,0,0
frc1341,0,0,0,0,0,0
frc1342,0,0,0,0,0,0
frc1343,0,0,0,0,0,0
frc1345,0,0,0,0,0,0
frc1346,0,1,0,1,0,0
frc1347,0,0,0,0,0,0
frc1348,0,0,0,0,0,0
frc1349,0,0,0,0,0,0
frc1350,0,0,0,0,0,0
frc1351,0,1,0,0,0,0
frc1352,0,0,0,0,0,0
frc1353,0,0,1,0,0,0
frc1355,0,0,0,0,0,0
frc1356,0,0,0,0,0,0
frc1357,0,0,0,0,0,0
frc1358,0,0,0,0,0,0
frc1359,1,0,0,0,1,0
frc1360,0,1,1,0,1,0
frc1361,0,0,0,0,0,0
frc1364,0,0,0,0,0,0
frc1365,0,0,0,0,0,0
frc1366,0,0,0,0,0,0
frc1367,0,0,0,0,0,0
frc1368,0,0,0,0,0,0
frc1369,0,0,1,2,0,0
frc1370,0,0,0,0,0,0
frc1371,0,0,0,0,0,0
frc1372,0,0,0,0,0,0
frc1373,0,0,0,0,0,0
frc1374,0,0,0,0,0,0
frc1375,0,0,0,0,0,0
frc1376,0,0,0,0,0,0
frc1377,0,0,0,0,0,0
frc1378,2,0,0,0,0,0
frc1379,0,1,0,0,0,0
frc1380,0,0,0,0,0,0
frc1382,0,1,1,0,0,0
frc1384,0,0,0,0,0,0
frc1385,0,0,0,0,0,0
frc1386,0,0,0,0,0,0
frc1387,0,0,0,0,0,0
frc1388,2,0,1,5,0,0
frc1389,0,1,1,1,2,0
frc1390,0,0,0,0,0,0
frc1391,1,2,0,2,1,0
frc1392,0,0,0,0,0,0
frc1393,0,0,0,0,0,0
frc1394,0,0,0,0,0,0
frc1395,0,0,0,0,0,0
frc1396,0,0,0,0,0,0
frc1397,0,0,0,0,0,0
frc1398,2,0,0,0,0,0
frc1401,0,0,0,0,0,0
frc1402,0,0,0,2,0,0
frc1403,3,3,7,3,2,0
frc1404,0,0,0,0,0,0
frc1405,0,0,0,2,0,0
frc1406,0,0,0,0,0,0
frc1407,0,0,0,0,0,0
frc1408,0,0,0,0,0,0
frc1409,0,0,0,0,0,0
frc1410,0,0,0,0,0,0
frc1411,0,0,0,0,0,0
frc1412,0,0,0,0,0,0
frc1413,0,0,0,0,0,0
frc1414,0,2,1,1,1,0
frc1415,0,0,0,0,0,0
frc1416,0,0,0,0,0,0
frc1417,0,0,0,0,0,0
frc1418,0,2,0,1,1,0
frc1419,0,0,0,0,0,0
frc1420,0,0,0,0,0,0
frc1421,0,0,1,5,0,0
frc1422,0,0,0,0,0,0
frc1425,1,4,1,1,4,1
frc1426,0,0,0,0,0,0
frc1427,0,0,0,0,0,0
frc1428,0,0,0,0,0,0
frc1429,0,0,0,1,1,0
frc1430,0,0,0,0,0,0
frc1432,0,0,0,0,0,0
frc1433,0,0,0,0,0,0
frc1435,0,0,0,0,0,0
frc1436,0,0,0,0,0,0
frc1437,0,0,0,0,0,0
frc1438,0,0,0,0,0,0
frc1439,0,0,0,0,0,0
frc1440,0,0,0,0,0,0
frc1441,0,0,0,0,0,0
frc1442,0,0,0,0,0,0
frc1444,0,2,0,0,1,0
frc1446,0,0,0,0,0,0
frc1447,0,0,0,0,0,0
frc1448,0,0,1,2,1,0
frc1449,0,0,0,0,0,0
frc1450,0,0,0,0,0,0
frc1451,0,0,0,0,0,0
frc1452,0,0,0,0,0,0
frc1453,0,0,0,0,0,0
frc1455,0,0,0,0,0,0
frc1456,0,0,0,0,0,0
frc1457,0,0,0,0,0,0
frc1458,0,0,0,0,1,0
frc1459,0,0,0,0,0,0
frc1460,0,0,0,0,0,0
frc1461,0,0,0,0,0,0
frc1462,0,0,0,0,0,0
frc1463,0,0,0,0,0,0
frc1464,0,0,0,0,0,0
frc1465,0,0,0,0,0,0
frc1466,0,1,0,0,1,0
frc1467,0,0,0,0,0,0
frc1468,0,2,0,0,0,0
frc1469,0,0,0,0,0,0
frc1470,0,0,0,0,0,0
frc1472,0,0,0,0,0,0
frc1474,0,1,1,0,0,0
frc1475,0,0,0,0,0,0
frc1476,0,0,0,0,0,0
frc1477,4,7,2,1,1,0
frc1478,0,0,0,0,0,0
frc1479,0,0,0,0,0,0
frc1480,0,0,0,0,0,0
frc1481,1,2,1,0,0,0
frc1482,0,0,0,0,0,0
frc1484,0,0,0,0,0,0
frc1485,0,0,0,0,0,0
frc1486,0,0,0,0,0,0
frc1489,0,0,0,0,0,0
frc1490,0,0,0,0,0,0
frc1492,0,1,0,2,0,0
frc1493,0,0,0,1,0,1
frc1495,0,0,0,0,0,0
frc1496,0,0,0,0,0,0
frc1497,0,0,0,0,0,0
frc1500,0,0,0,0,0,0
frc1501,2,1,4,0,3,0
frc1502,1,0,0,2,0,0
frc1503,0,0,1,2,1,0
frc1504,0,1,0,1,1,0
frc1505,0,0,0,0,0,0
frc1506,0,1,1,1,0,0
frc1507,0,2,1,3,1,0
frc1508,0,0,0,0,0,0
frc1509,0,0,0,0,0,0
frc1510,1,0,0,3,0,0
frc1511,6,0,0,0,0,0
frc1512,0,0,0,0,0,0
frc1513,0,0,0,0,0,0
frc1514,0,0,0,0,0,0
frc1515,2,0,1,0,0,0
frc1516,0,0,0,0,0,0
frc1517,0,0,1,0,2,0
frc1518,0,0,0,0,0,0
frc1519,2,0,0,1,6,0
frc1520,0,0,0,0,0,0
frc1522,0,0,0,0,1,0
frc1523,1,0,0,0,0,0
frc1524,0,0,0,0,0,0
frc1525,1,0,0,0,0,0
frc1527,0,0,0,1,0,0
frc1528,0,0,0,0,0,0
frc1529,0,1,0,0,0,0
frc1530,0,0,0,0,0,0
frc1531,0,0,0,0,0,0
frc1532,0,0,0,0,0,0
frc1533,1,3,1,3,2,0
frc1534,0,0,0,0,0,0
frc1535,1,0,0,0,0,0
frc1537,0,0,0,0,0,0
frc1538,1,5,8,1,3,0
frc1539,0,1,0,0,0,0
frc1540,5,1,3,1,0,1
frc1541,0,0,0,0,0,0
frc1542,0,0,0,0,0,0
frc1543,0,0,0,0,0,0
frc1544,0,0,0,0,0,0
frc1545,0,0,0,0,0,0
frc1546,0,0,0,0,0,0
frc1547,2,0,0,0,0,0
frc1548,0,0,0,0,0,0
frc1549,0,0,0,0,0,0
frc1550,0,0,0,0,0,0
frc1551,0,0,0,0,0,0
frc1552,0,0,0,0,0,0
frc1553,0,0,0,0,0,0
frc1554,0,0,0,0,0,0
frc1555,0,0,0,0,0,0
frc1556,0,0,0,0,0,0
frc1557,0,0,0,1,0,0
frc1558,0,0,0,0,0,0
frc1559,0,2,0,0,0,0
frc1560,0,0,0,0,0,0
frc1561,1,1,1,0,0,0
frc1562,0,0,0,0,0,0
frc1563,0,0,0,0,0,0
frc1564,0,0,0,0,0,0
frc1565,0,0,0,1,0,0
frc1566,1,0,0,0,0,0
frc1567,0,0,0,0,0,0
frc1568,0,0,0,0,0,0
frc1569,0,0,1,0,0,0
frc1570,0,0,0,0,0,0
frc1571,0,0,0,0,0,0
frc1572,0,1,0,3,1,0
frc1573,0,0,0,0,0,0
frc1574,3,3,2,1,3,0
frc1575,0,0,0,0,0,0
frc1576,0,0,0,1,0,0
frc1577,2,3,3,2,1,0
frc1578,0,0,0,0,0,0
frc1579,0,0,0,0,0,0
frc1580,0,0,0,0,0,0
frc1581,0,0,0,0,0,0
frc1582,0,0,1,0,0,0
frc1583,0,0,0,1,0,0
frc1584,0,0,0,0,0,0
frc1585,0,0,0,0,0,0
frc1588,0,0,0,0,0,0
frc1589,0,0,0,0,0,0
frc1590,0,0,0,0,0,0
frc1591,0,0,0,0,0,0
frc1592,0,3,1,0,1,0
frc1593,0,0,0,0,0,0
frc1594,1,0,0,0,0,0
frc1595,3,6,0,2,1,0
frc1596,0,1,3,1,0,0
frc1597,0,0,0,0,0,0
frc1598,0,0,0,0,0,0
frc1599,0,0,0,1,0,0
frc1600,0,0,0,0,0,0
frc1601,2,0,0,0,0,0
frc1602,0,0,0,0,0,0
frc1603,0,0,0,0,0,0
frc1604,0,0,0,0,0,0
frc1605,0,0,0,0,0,0
frc1606,0,0,0,1,0,0
frc1607,0,0,0,0,0,0
frc1609,0,0,0,0,0,0
frc1610,0,0,3,0,1,0
frc1611,0,0,0,0,0,0
frc1612,0,0,0,1,0,0
frc1613,0,0,0,0,0,0
frc1616,0,0,0,0,0,0
frc1617,0,0,0,0,0,0
frc1618,0,0,0,0,0,0
frc1619,2,3,7,2,5,0
frc1620,0,0,0,0,0,0
frc1621,0,0,0,0,0,0
frc1622,5,4,2,1,0,0
frc1623,0,0,0,0,0,0
frc1624,0,0,0,0,0,0
frc1625,2,1,1,2,3,0
frc1626,0,2,0,0,0,0
frc1628,0,0,0,0,0,0
frc1629,8,0,2,2,1,1
frc1631,0,0,0,0,0,0
frc1633,0,0,0,1,0,0
frc1634,0,0,0,0,0,0
frc1635,0,0,0,0,0,0
frc1636,0,1,1,0,0,0
frc1640,1,2,3,3,1,0
frc1641,0,0,0,0,0,0
frc1642,0,0,0,0,0,0
frc1643,0,0,0,0,0,0
frc1644,0,0,0,0,0,0
frc1645,0,0,0,0,0,0
frc1646,0,1,0,0,0,0
frc1647,0,3,1,1,0,0
frc1648,0,2,0,0,0,0
frc1649,0,0,0,1,0,0
frc1650,0,0,0,0,0,0
frc1651,0,0,0,0,0,0
frc1652,0,0,0,0,0,0
frc1653,0,0,0,0,0,0
frc1654,0,0,0,0,0,0
frc1655,0,0,0,0,0,0
frc1656,0,0,0,0,0,0
frc1657,0,0,0,0,1,0
frc1658,0,1,0,1,0,0
frc1660,2,1,0,0,0,0
frc1661,0,2,0,0,1,0
frc1662,0,2,0,1,0,0
frc1665,0,0,0,0,0,0
frc1666,0,0,0,0,0,0
frc1667,0,0,0,0,0,0
frc1669,0,0,0,0,0,0
frc1670,0,0,0,0,0,0
frc1671,2,0,0,1,2,0
frc1672,0,0,0,0,0,0
frc1674,0,0,0,0,0,0
frc1675,0,2,0,0,0,0
frc1676,9,1,2,0,1,0
frc1677,0,0,0,0,0,0
frc1678,0,5,5,1,3,1
frc1680,0,0,0,0,0,0
frc1682,0,0,0,0,0,0
frc1683,1,0,0,1,1,0
frc1684,1,2,3,2,4,0
frc1685,0,0,0,0,0,0
frc1686,0,0,0,0,0,0
frc1687,0,0,0,0,1,0
frc1688,0,0,0,0,0,0
frc1689,0,0,0,0,0,0
frc1690,0,4,3,2,4,1
frc1691,0,0,0,0,0,0
frc1692,0,0,0,0,0,0
frc1693,0,0,0,0,0,0
frc1694,0,0,0,0,0,0
frc1695,0,0,0,0,0,0
frc1696,0,0,1,0,0,0
frc1697,0,0,0,0,0,0
frc1698,0,0,0,0,0,0
frc1699,0,0,0,0,0,0
frc1700,3,0,0,1,0,0
frc1701,1,1,2,2,2,1
frc1702,0,0,0,0,0,0
frc1703,0,0,0,0,0,0
frc1704,0,0,0,0,0,0
frc1705,0,0,0,0,0,0
frc1706,0,1,0,1,3,0
frc1707,0,0,0,0,0,0
frc1708,0,0,1,0,0,0
frc1710,3,0,0,0,0,0
frc1711,3,0,1,1,0,0
frc1712,1,2,0,0,0,1
frc1713,0,0,0,0,0,0
frc1714,5,2,1,2,2,0
frc1715,0,0,0,0,0,0
frc1716,0,0,0,1,0,0
frc1717,1,4,5,1,2,0
frc1718,7,1,0,1,1,1
frc1719,0,1,0,4,0,0
frc1720,0,2,0,1,2,0
frc1721,0,1,0,2,0,0
frc1722,0,0,0,0,0,0
frc1723,0,0,1,0,1,0
frc1724,0,0,0,0,0,0
frc1725,0,0,0,0,0,0
frc1726,0,2,2,2,1,0
frc1727,1,0,2,1,0,0
frc1728,0,0,0,0,0,0
frc1729,1,0,0,0,0,0
frc1730,7,0,3,0,1,0
frc1731,0,1,1,3,3,0
frc1732,1,0,0,1,0,1
frc1733,0,0,0,0,0,0
frc1734,0,0,0,0,0,0
frc1735,4,1,0,0,0,0
frc1736,0,1,0,1,0,0
frc1737,0,0,0,0,0,0
frc1738,0,0,0,0,0,0
frc1739,3,0,1,0,0,0
frc1740,0,0,0,0,0,0
frc1741,2,0,2,2,0,0
frc1742,0,2,0,0,0,0
frc1743,0,0,0,0,0,0
frc1744,0,0,0,1,0,0
frc1745,0,0,0,1,0,1
frc1746,1,2,4,1,2,0
frc1747,3,0,0,0,1,0
frc1748,0,0,0,0,0,0
frc1749,0,0,0,0,0,0
frc1750,0,0,0,1,1,0
frc1751,0,0,0,2,0,0
frc1752,0,0,0,0,0,0
frc1753,0,0,0,0,0,0
frc1754,0,0,0,0,0,0
frc1755,0,0,0,0,0,0
frc1756,0,3,3,1,2,0
frc1757,0,0,0,0,0,0
frc1758,0,0,0,1,0,0
frc1759,0,0,0,0,0,0
frc1760,0,0,0,1,0,0
frc1761,0,0,0,0,0,0
frc1763,0,0,0,2,0,0
frc1764,3,0,2,0,0,0
frc1765,0,0,0,0,0,0
frc1766,0,0,0,0,0,0
frc1767,0,0,0,0,0,0
frc1768,0,4,5,1,2,0
frc1769,0,0,0,0,0,0
frc1770,0,0,0,0,0,0
frc1771,0,3,0,1,0,0
frc1772,0,1,2,0,0,0
frc1774,0,0,0,0,0,0
frc1775,1,1,0,0,1,0
frc1776,0,0,0,0,0,0
frc1777,0,0,0,0,0,0
frc1778,0,0,0,1,0,0
frc1779,0,0,0,0,0,0
frc1780,0,0,0,0,1,0
frc1781,0,0,0,0,0,0
frc1782,0,0,0,0,0,0
frc1783,0,0,0,1,0,0
frc1784,0,0,0,0,0,0
frc1785,0,0,0,0,0,0
frc1786,0,0,0,0,0,0
frc1787,0,0,0,3,0,0
frc1788,0,0,0,0,0,0
frc1789,0,0,0,0,0,0
frc1790,0,0,0,0,0,0
frc1791,0,0,0,0,0,0
frc1792,2,0,0,0,0,0
frc1793,0,0,0,1,0,0
frc1794,0,0,0,0,0,0
frc1795,0,0,0,1,0,0
frc1796,0,3,0,1,1,0
frc1797,0,0,0,1,0,0
frc1798,0,0,0,0,0,0
frc1799,0,0,0,0,0,0
frc1800,0,0,0,0,0,0
frc1801,0,0,0,0,0,0
frc1802,0,0,1,0,0,0
frc1803,0,0,1,0,0,0
frc1804,0,0,0,0,0,0
frc1805,0,0,0,0,0,0
frc1806,0,3,2,0,1,0
frc1807,0,1,1,0,0,0
frc1808,0,0,0,0,0,0
frc1810,0,1,0,3,0,0
frc1811,0,0,0,0,0,0
frc1813,0,0,0,0,0,0
frc1814,0,0,0,0,0,0
frc1815,0,0,0,0,0,0
frc1816,4,0,0,0,0,0
frc1817,0,3,0,2,2,0
frc1818,0,0,0,0,0,0
frc1820,0,0,0,0,0,0
frc1823,0,0,0,0,0,0
frc1824,0,0,0,0,0,0
frc1825,0,0,1,0,0,0
frc1826,1,0,0,0,0,0
frc1827,0,0,0,0,0,0
frc1828,0,0,0,0,0,0
frc1829,1,0,0,1,0,0
frc1830,0,0,0,0,0,0
frc1831,0,0,0,1,0,0
frc1834,1,0,0,0,0,0
frc1835,0,0,0,0,0,0
frc1836,0,1,0,0,1,0
frc1837,0,0,0,0,0,0
frc1838,0,0,0,0,0,0
frc1839,0,0,0,0,0,0
frc1840,0,0,0,0,0,0
frc1841,0,0,0,0,0,0
frc1842,0,0,0,0,0,0
frc1843,0,0,0,0,0,0
frc1845,0,0,0,0,0,0
frc1846,1,1,0,0,0,0
frc1847,0,0,0,0,0,0
frc1848,0,0,0,0,0,0
frc1849,0,0,0,0,0,0
frc1850,0,0,0,0,0,0
frc1851,0,0,0,0,0,0
frc1852,0,0,0,0,0,0
frc1853,0,0,0,0,0,0
frc1855,0,0,0,0,0,0
frc1856,0,0,0,0,0,0
frc1858,0,0,0,0,0,0
frc1859,0,0,0,0,0,0
frc1860,0,2,2,0,0,0
frc1861,0,0,0,0,0,0
frc1862,0,0,0,0,0,0
frc1863,0,0,0,0,0,0
frc1864,0,0,0,0,0,0
frc1865,0,0,0,0,0,0
frc1866,0,0,0,0,0,0
frc1867,0,0,0,0,0,0
frc1868,2,0,1,0,0,0
frc1870,0,0,0,0,0,0
frc1871,0,0,0,0,0,0
frc1872,0,0,0,0,0,0
frc1873,0,0,0,0,0,0
frc1875,0,0,0,0,0,0
frc1876,0,1,0,0,0,0
frc1877,0,0,0,0,0,0
frc1879,0,0,0,0,0,0
frc1880,0,0,0,0,0,0
frc1881,0,0,0,0,0,0
frc1882,0,0,0,0,0,0
frc1883,0,0,0,1,0,0
frc1884,0,0,0,0,0,0
frc1885,5,3,0,1,1,0
frc1886,0,0,0,0,0,0
frc1887,0,0,0,0,0,0
frc1888,0,0,0,0,0,0
frc1889,0,0,0,0,0,0
frc1890,0,0,0,0,0,0
frc1891,0,1,0,2,0,0
frc1893,0,0,1,0,0,0
frc1894,0,0,0,0,0,0
frc1895,0,0,0,0,1,1
frc1896,0,0,0,0,0,0
frc1897,0,0,0,0,0,0
frc1898,0,0,0,0,0,0
frc1899,0,0,1,1,0,0
frc1900,0,0,0,0,0,0
frc1901,0,2,0,0,0,0
frc1902,2,2,1,1,0,0
frc1904,0,0,0,0,0,0
frc1905,0,0,0,0,0,0
frc1906,0,0,0,0,0,0
frc1907,0,0,0,0,0,0
frc1908,0,0,0,1,0,0
frc1909,0,0,0,0,0,0
frc1910,0,0,0,0,0,0
frc1911,0,0,0,0,0,0
frc1912,0,0,2,0,1,0
frc1913,0,0,0,0,0,0
frc1915,0,0,0,0,0,0
frc1916,0,0,0,0,0,0
frc1917,0,0,0,0,0,0
frc1918,0,10,1,0,5,0
frc1919,0,0,0,0,0,0
frc1920,0,0,0,0,0,0
frc1922,0,0,0,0,0,1
frc1923,3,1,0,1,1,0
frc1925,0,0,0,0,0,0
frc1926,0,0,0,0,0,0
frc1927,2,1,0,0,0,0
frc1929,0,0,0,0,0,0
frc1930,0,0,0,0,0,0
frc1931,0,0,0,0,0,0
frc1932,0,0,0,0,0,0
frc1933,0,0,0,0,0,0
frc1934,0,0,0,0,0,0
frc1935,0,0,0,0,0,0
frc1937,1,0,0,0,1,0
frc1938,0,0,0,0,0,0
frc1939,4,0,2,0,1,0
frc1940,0,0,0,1,0,0
frc1941,0,0,0,0,0,0
frc1942,0,1,0,1,0,0
frc1943,0,0,0,0,0,0
frc1944,0,0,0,0,0,0
frc1945,0,0,0,0,0,0
frc1946,1,1,1,0,0,0
frc1947,0,1,0,0,0,0
frc1948,0,0,0,0,0,0
frc1949,0,0,0,0,0,0
frc1950,0,1,0,0,0,0
frc1951,0,0,0,0,0,0
frc1952,0,0,0,0,0,0
frc1954,0,0,0,0,0,0
frc1955,0,0,0,0,0,0
frc1956,0,0,0,0,0,0
frc1957,0,0,0,0,0,0
frc1959,0,0,0,0,0,0
frc1960,0,0,0,0,0,0
frc1961,0,0,0,0,0,0
frc1962,0,0,0,0,0,0
frc1963,0,0,0,0,0,0
frc1965,0,0,0,1,0,0
frc1966,0,0,0,0,0,0
frc1967,0,0,0,0,0,0
frc1970,0,0,0,0,0,0
frc1972,0,0,0,0,0,0
frc1973,0,0,0,0,0,0
frc1974,0,0,0,0,0,0
frc1975,0,0,0,0,0,0
frc1976,0,0,0,0,0,0
frc1977,0,0,0,1,0,0
frc1978,0,0,0,0,0,0
frc1980,0,0,0,0,0,0
frc1981,0,0,0,0,0,0
frc1982,0,1,0,0,0,0
frc1983,2,4,7,1,3,0
frc1984,0,0,0,0,0,0
frc1985,0,1,0,0,1,0
frc1986,4,8,4,0,3,0
frc1987,4,2,3,2,1,1
frc1988,0,0,0,0,0,0
frc1989,0,0,0,0,0,0
frc1990,0,0,0,0,0,0
frc1991,0,1,0,1,0,0
frc1992,0,0,0,0,0,0
frc1994,0,0,0,0,0,0
frc1995,0,0,0,0,0,0
frc1996,0,0,1,0,0,0
frc1997,0,0,0,0,0,0
frc1998,0,0,0,0,0,0
frc1999,0,0,0,0,0,0
frc2000,0,2,1,2,0,0
frc2001,0,0,0,0,0,0
frc2002,0,0,0,0,0,0
frc2004,0,0,0,0,0,0
frc2005,0,0,0,0,0,0
frc2007,0,0,0,0,0,0
frc2008,0,0,0,0,0,0
frc2009,0,0,0,0,0,0
frc2010,0,0,0,0,0,0
frc2011,0,0,0,0,0,0
frc2012,0,0,0,0,0,0
frc2013,0,1,5,0,4,0
frc2014,0,0,0,0,0,0
frc2015,0,0,0,1,0,0
frc2016,2,2,3,1,2,0
frc2017,0,0,0,0,0,0
frc2019,0,0,0,0,0,0
frc2021,0,0,0,0,0,0
frc2022,0,0,0,1,0,0
frc2023,0,0,0,0,0,0
frc2024,1,0,0,0,0,0
frc2025,0,0,0,0,0,0
frc2026,0,0,0,0,0,0
frc2027,0,0,0,0,0,0
frc2028,0,1,0,1,2,0
frc2029,0,0,0,0,0,0
frc2030,0,0,0,0,0,0
frc2031,0,0,0,0,0,0
frc2032,0,0,0,0,0,0
frc2033,0,0,0,0,0,0
frc2034,0,0,0,0,0,0
frc2035,1,0,1,1,0,0
frc2036,0,0,0,0,0,0
frc2037,0,0,0,0,0,0
frc2038,0,0,0,0,0,0
