Team #,Region,Age
4054,Wisconsin,7
4055,NE,7
4056,California,7
4057,PNW,7
4060,PNW,7
4061,PNW,7
4063,Texas,7
4064,Florida,7
4065,Florida,7
4068,Colorado,7
4069,ONT,7
4073,South Carolina,7
4074,South Carolina,7
4075,South Carolina,7
4076,Texas,7
4077,PNW,7
4078,California,7
4079,California,7
4080,PCH,7
4083,South Carolina,7
4085,Ohio,7
4087,Louisiana,7
4089,PNW,7
4091,Dominican Republic,7
4093,New York,7
4096,Illinois,7
4097,NE,7
4099,CHS,7
4103,IN,7
4104,PNW,7
4107,Mississippi,7
4110,PNW,7
4111,Arizona,7
4112,PCH,7
4114,California,7
4118,Florida,7
4119,Ohio,7
4120,PNW,7
4121,Ohio,7
4122,New York,7
4123,California,7
4125,PNW,7
4127,PNW,7
4130,FIM,7
4131,PNW,7
4132,PNW,7
4135,California,7
4137,CHS,7
4139,California,7
4141,California,7
4143,Illinois,7
4145,Ohio,7
4146,Arizona,7
4150,Pennsylvania,7
4151,NE,7
4152,ONT,7
4153,New Mexico,7
4156,Illinois,7
4159,California,7
4160,California,7
4161,California,7
4166,Minnesota,7
4169,NE,7
4171,California,7
4173,PNW,7
4174,Minnesota,7
4175,Idaho,7
4176,NE,7
4179,Florida,7
4180,PNW,7
4181,Minnesota,7
4182,Minnesota,7
4183,Arizona,7
4186,California,7
4187,Illinois,7
4188,PCH,7
4189,PCH,7
4191,Turkey,7
4192,Texas,7
4193,PCH,7
4195,PCH,7
4198,Minnesota,7
4201,California,7
4203,New York,7
4205,PNW,7
4206,Texas,7
4207,Minnesota,7
4209,Louisiana,7
4212,Illinois,7
4213,Illinois,7
4215,Minnesota,7
4216,FIM,7
4217,Minnesota,7
4219,Texas,7
4225,Minnesota,7
4226,Minnesota,7
4229,Minnesota,7
4230,Minnesota,7
4232,Illinois,7
4235,PCH,7
4237,FIM,7
4238,Minnesota,7
4239,Minnesota,7
4240,PCH,7
4241,Illinois,7
4242,CHS,7
4243,South Carolina,7
4246,Illinois,7
4247,Wisconsin,7
4248,ONT,7
4252,ONT,7
4253,Chinese Taipei,7
4255,California,7
4256,Missouri,7
4260,Minnesota,7
4262,Mexico,7
4263,New York,7
4264,Tennessee,7
4265,Tennessee,7
4267,South Carolina,7
4269,Ohio,7
4270,Hawaii,7
4272,IN,7
4276,California,7
4277,Minnesota,7
4281,MAR,7
4283,Ohio,7
4284,Ohio,7
4285,MAR,7
4286,CHS,7
4290,NC,7
4291,NC,7
4292,Illinois,7
4293,Colorado,7
4295,Texas,7
4296,Illinois,7
4299,New York,7
4301,Texas,7
4306,Tennessee,7
4308,ONT,7
4309,PNW,7
4311,NE,7
4314,Illinois,7
4319,ISR,7
4320,ISR,7
4322,California,7
4325,FIM,7
4327,FIM,7
4328,Texas,7
4329,Missouri,7
4330,Missouri,7
4332,Texas,7
4334,Canada,7
4335,Texas,7
4336,Louisiana,7
4337,FIM,7
4338,ISR,7
4342,MAR,7
4343,ONT,7
4348,Utah,7
4353,Louisiana,7
4355,Mexico,7
4356,Missouri,7
4360,Minnesota,7
4361,MAR,7
4362,FIM,7
4364,Texas,7
4371,Mexico,7
4373,MAR,7
4375,FIM,7
4376,FIM,7
4377,FIM,7
4378,Texas,7
4380,FIM,7
4381,FIM,7
4382,FIM,7
4383,New York,7
4384,FIM,7
4386,Colorado,7
4388,Colorado,7
4390,FIM,7
4391,FIM,7
4392,FIM,7
4395,FIM,7
4397,Minnesota,7
4398,FIM,7
4400,Mexico,7
4401,Mexico,7
4403,Mexico,7
4405,FIM,7
4408,FIM,7
4409,FIM,7
4412,Texas,7
4415,California,7
4416,ISR,7
4418,Colorado,7
4450,PNW,6
4451,South Carolina,6
4453,FIM,6
4454,MAR,6
4455,Missouri,6
4456,CHS,6
4458,New York,6
4459,PCH,6
4461,PNW,6
4462,Tennessee,6
4464,CHS,6
4466,CHS,6
4467,Pennsylvania,6
4468,PCH,6
4469,PNW,6
4470,California,6
4471,Florida,6
4472,CHS,6
4473,NE,6
4476,ONT,6
4480,Minnesota,6
4481,Netherlands,6
4482,FIM,6
4485,IN,6
4486,California,6
4488,PNW,6
4495,PNW,6
4496,Arizona,6
4499,Colorado,6
4500,Missouri,6
4501,California,6
4504,Tennessee,6
4505,CHS,6
4506,Minnesota,6
4508,New York,6
4509,PCH,6
4511,Minnesota,6
4512,PNW,6
4513,PNW,6
4514,CHS,6
4516,PCH,6
4519,ONT,6
4521,Ohio,6
4522,Missouri,6
4523,Oklahoma,6
4525,ONT,6
4528,New York,6
4531,Wisconsin,6
4533,South Carolina,6
4534,NC,6
4536,Minnesota,6
4537,Australia,6
4539,Minnesota,6
4541,CHS,6
4546,NE,6
4547,Pennsylvania,6
4549,Minnesota,6
4550,Colorado,6
4555,NE,6
4557,NE,6
4561,NC,6
4562,Florida,6
4564,NE,6
4565,Arizona,6
4567,New York,6
4568,FIM,6
4571,New York,6
4572,NE,6
4573,MAR,6
4575,MAR,6
4576,Tennessee,6
4578,California,6
4579,PNW,6
4580,IN,6
4582,South Carolina,6
4583,California,6
4584,Mexico,6
4585,Utah,6
4586,ISR,6
4587,Texas,6
4590,ISR,6
4592,Florida,6
4593,South Dakota,6
4594,Canada,6
4595,ONT,6
4597,Texas,6
4598,Utah,6
4600,Missouri,6
4601,Ohio,6
4603,Mexico,6
4604,Canada,6
4607,Minnesota,6
4608,PNW,6
4610,Texas,6
4611,Ohio,6
4613,Australia,6
4614,Australia,6
4616,California,6
4618,ONT,6
4619,California,6
4622,Florida,6
4623,Minnesota,6
4624,Minnesota,6
4625,Canada,6
4626,Minnesota,6
4627,Canada,6
4630,Tennessee,6
4632,Minnesota,6
4635,Mexico,6
4637,MAR,6
4638,CHS,6
4639,Texas,6
4640,New York,6
4641,Texas,6
4643,California,6
4645,Illinois,6
4646,Iowa,6
4648,Minnesota,6
4649,ISR,6
4652,PNW,6
4653,MAR,6
4655,Illinois,6
4656,Minnesota,6
4661,ISR,6
4662,PNW,6
4663,Minnesota,6
4664,Minnesota,6
4665,Minnesota,6
4669,California,6
4674,Minnesota,6
4678,ONT,6
4680,FIM,6
4681,PNW,6
4682,PNW,6
4683,PNW,6
4688,ONT,6
4692,PNW,6
4693,Minnesota,6
4694,Texas,6
4698,California,6
4701,PCH,6
4702,Illinois,6
4704,ONT,6
4707,Dominican Republic,6
4711,California,6
4715,FIM,6
4717,Texas,6
4723,Mexico,6
4726,PNW,6
4728,Minnesota,6
4729,Australia,6
4730,PCH,6
4731,Mexico,6
4733,Canada,6
4734,Texas,6
4735,Mexico,6
4737,FIM,6
4738,California,6
4739,Australia,6
4740,Tennessee,6
4741,Minnesota,6
4744,ISR,6
4746,Mexico,6
4748,South Carolina,6
4749,PCH,6
4750,MAR,6
4757,ISR,6
4758,FIM,6
4761,NE,6
4762,Minnesota,6
4763,California,6
4764,Tennessee,6
4765,California,6
4767,NC,6
4768,FIM,6
4769,Florida,6
4773,New York,6
4774,Australia,6
4775,Mexico,6
4776,FIM,6
4777,ONT,6
4778,Minnesota,6
4779,FIM,6
4780,Ohio,6
4782,Mexico,6
4783,ONT,6
4784,ISR,6
4786,Wisconsin,6
4787,Illinois,6
4792,Nevada,6
4795,NC,6
4796,NE,6
4799,Texas,6
4801,Australia,6
4802,Australia,6
4804,Wisconsin,6
4809,Missouri,6
4810,FIM,6
4811,FIM,6
4814,ONT,6
4815,FIM,6
4816,NC,6
4817,Singapore,6
4818,North Dakota,6
4819,FIM,6
4821,CHS,6
4823,South Carolina,6
4827,FIM,6
4828,NC,6
4829,NC,6
4835,FIM,6
4838,FIM,6
4840,FIM,6
4845,Minnesota,6
4847,South Carolina,6
4851,FIM,6
4854,FIM,6
4855,FIM,6
4856,New York,6
4859,Minnesota,6
4902,ONT,5
4903,ONT,5
4904,California,5
4905,NE,5
4906,NE,5
4907,ONT,5
4908,NE,5
4909,NE,5
4910,PCH,5
4911,PNW,5
4913,California,5
4914,ONT,5
4915,PNW,5
4917,ONT,5
4918,PNW,5
4919,California,5
4920,ONT,5
4924,Tennessee,5
4925,NE,5
4926,IN,5
4929,NE,5
4930,New York,5
4931,Illinois,5
4932,ONT,5
4933,Oklahoma,5
4935,NC,5
4936,ONT,5
4938,ONT,5
4939,ONT,5
4940,ONT,5
4941,PCH,5
4942,Canada,5
4944,Colorado,5
4946,ONT,5
4947,Canada,5
4949,CHS,5
4950,Canada,5
4951,ONT,5
4952,Canada,5
4954,MAR,5
4955,Canada,5
4956,FIM,5
4957,Canada,5
4958,NE,5
4959,Missouri,5
4961,FIM,5
4964,California,5
4965,South Carolina,5
4967,FIM,5
4968,ONT,5
4970,FIM,5
4972,Turkey,5
4973,California,5
4976,ONT,5
4978,Louisiana,5
4979,Illinois,5
4980,PNW,5
4982,IN,5
4983,FIM,5
4984,California,5
4987,NE,5
4988,FIM,5
4990,California,5
4991,Pennsylvania,5
4992,ONT,5
4994,FIM,5
4998,FIM,5
4999,California,5
5000,NE,5
5002,Tennessee,5
5003,Wisconsin,5
5005,Tennessee,5
5006,Arkansas,5
5010,IN,5
5012,California,5
5013,Missouri,5
5015,Canada,5
5016,New York,5
5019,Wisconsin,5
5022,Tennessee,5
5024,ONT,5
5025,California,5
5026,California,5
5027,California,5
5030,New York,5
5031,ONT,5
5032,ONT,5
5033,ONT,5
5036,ONT,5
5038,ISR,5
5039,ONT,5
5041,Iowa,5
5045,Tennessee,5
5046,FIM,5
5047,Texas,5
5048,FIM,5
5049,Nevada,5
5050,FIM,5
5052,Texas,5
5053,FIM,5
5056,FIM,5
5057,Texas,5
5058,Tennessee,5
5059,Arizona,5
5060,Missouri,5
5063,South Carolina,5
5065,FIM,5
5066,FIM,5
5067,FIM,5
5069,FIM,5
5070,Texas,5
5071,Utah,5
5072,FIM,5
5074,PCH,5
5077,Ohio,5
5078,Canada,5
5082,Missouri,5
5084,FIM,5
5085,PNW,5
5086,FIM,5
5089,California,5
5090,FIM,5
5093,Mexico,5
5095,Canada,5
5096,Wisconsin,5
5098,Missouri,5
5099,New York,5
5102,California,5
5103,Texas,5
5104,California,5
5107,California,5
5109,PCH,5
5110,FIM,5
5112,NE,5
5113,MAR,5
5114,FIM,5
5115,CHS,5
5118,Canada,5
5119,Kansas,5
5122,NE,5
5123,New York,5
5124,California,5
5125,Illinois,5
5126,Missouri,5
5129,NE,5
5130,South Carolina,5
5132,PCH,5
5133,Mexico,5
5134,California,5
5135,ISR,5
5136,California,5
5137,California,5
5141,Missouri,5
5142,NE,5
5143,Minnesota,5
5144,FIM,5
5145,Florida,5
5147,Missouri,5
5148,Wisconsin,5
5149,New York,5
5150,FIM,5
5152,FIM,5
5155,FIM,5
5156,FIM,5
5159,Utah,5
5160,NC,5
5161,FIM,5
5162,FIM,5
5166,FIM,5
5167,FIM,5
5168,Louisiana,5
5171,California,5
5172,Minnesota,5
5173,FIM,5
5175,FIM,5
5176,Missouri,5
5178,Arkansas,5
5179,Canada,5
5181,MAR,5
5182,FIM,5
5183,FIM,5
5186,Tennessee,5
5188,IN,5
5189,Kansas,5
5190,NC,5
5193,FIM,5
5194,FIM,5
5196,Florida,5
5197,FIM,5
5198,PNW,5
5199,California,5
5200,Arizona,5
5201,FIM,5
5202,New York,5
5203,FIM,5
5204,FIM,5
5205,FIM,5
5209,California,5
5212,Texas,5
5213,FIM,5
5214,FIM,5
5215,FIM,5
5216,FIM,5
5217,FIM,5
5219,PCH,5
5222,FIM,5
5224,FIM,5
5225,FIM,5
5226,FIM,5
5227,FIM,5
5229,FIM,5
5230,FIM,5
5231,FIM,5
5232,Minnesota,5
5234,FIM,5
5235,FIM,5
5238,FIM,5
5239,FIM,5
5241,Texas,5
5242,Texas,5
5243,CHS,5
5247,FIM,5
5248,FIM,5
5250,California,5
5251,FIM,5
5253,Minnesota,5
5254,New York,5
5255,FIM,5
5256,FIM,5
5257,FIM,5
5260,FIM,5
5261,Texas,5
5263,FIM,5
5265,NE,5
5268,Kansas,5
5274,California,5
5275,Minnesota,5
5276,Florida,5
5278,Minnesota,5
5279,CHS,5
5282,FIM,5
5283,Florida,5
5285,California,5
5288,ONT,5
5290,Minnesota,5
5291,ISR,5
5293,PCH,5
5295,PNW,5
5298,New York,5
5299,Minnesota,5
5308,China,5
5310,MAR,5
5312,Mexico,5
5314,FIM,5
5316,FIM,5
5317,South Carolina,5
5324,ONT,5
5326,Missouri,5
5327,South Carolina,5
5329,Florida,5
5331,Australia,5
5332,PCH,5
5333,Australia,5
5338,CHS,5
5339,Minnesota,5
5340,Minnesota,5
5344,Mexico,5
5347,NE,5
5348,Minnesota,5
5350,Illinois,5
5401,MAR,4
5403,IN,4
5404,MAR,4
5406,ONT,4
5407,MAR,4
5408,ONT,4
5409,ONT,4
5410,Florida,4
5411,Texas,4
5412,Netherlands,4
5413,Ohio,4
5414,Texas,4
5417,Texas,4
5418,Ohio,4
5419,California,4
5420,MAR,4
5421,New York,4
5422,NE,4
5424,FIM,4
5426,ONT,4
5427,Texas,4
5428,ONT,4
5429,Nevada,4
5430,California,4
5431,Texas,4
5434,Minnesota,4
5436,FIM,4
5437,Arkansas,4
5438,MAR,4
5439,Canada,4
5440,Canada,4
5442,Illinois,4
5443,Canada,4
5445,China,4
5447,FIM,4
5448,FIM,4
5449,China,4
5450,PNW,4
5451,China,4
5453,China,4
5454,Arkansas,4
5457,MAR,4
5458,California,4
5459,NE,4
5460,FIM,4
5461,Idaho,4
5462,FIM,4
5464,Minnesota,4
5465,Arizona,4
5467,FIM,4
5468,PNW,4
5470,FIM,4
5471,NE,4
5472,Florida,4
5473,FIM,4
5474,California,4
5477,California,4
5478,FIM,4
5480,Nevada,4
5482,PCH,4
5483,ONT,4
5484,IN,4
5486,FIM,4
5490,MAR,4
5491,NE,4
5492,Kentucky,4
5493,Colorado,4
5494,NE,4
5496,California,4
5498,FIM,4
5499,California,4
5500,California,4
5501,FIM,4
5502,FIM,4
5503,Texas,4
5504,FIM,4
5505,FIM,4
5506,NE,4
5507,California,4
5508,Tennessee,4
5509,FIM,4
5510,California,4
5511,NC,4
5512,Chile,4
5514,California,4
5515,China,4
5516,China,4
5517,FIM,4
5518,NC,4
5519,ONT,4
5522,China,4
5523,FIM,4
5524,FIM,4
5525,FIM,4
5526,Mexico,4
5527,FIM,4
5528,Canada,4
5530,FIM,4
5531,FIM,4
5532,FIM,4
5533,FIM,4
5534,FIM,4
5535,FIM,4
5538,FIM,4
5539,Arizona,4
5541,Minnesota,4
5542,Minnesota,4
5544,NC,4
5546,CHS,4
5547,FIM,4
5549,CHS,4
5550,Oklahoma,4
5553,France,4
5554,ISR,4
5555,FIM,4
5556,NE,4
5557,Florida,4
5558,Turkey,4
5559,FIM,4
5560,FIM,4
5561,FIM,4
5562,FIM,4
5563,NE,4
5564,Australia,4
5567,FIM,4
5568,Arkansas,4
5570,Canada,4
5572,Texas,4
5576,Iowa,4
5577,FIM,4
5578,Oklahoma,4
5582,PCH,4
5583,Missouri,4
5584,Australia,4
5586,Wisconsin,4
5587,CHS,4
5588,PNW,4
5589,ONT,4
5590,New York,4
5593,Australia,4
5595,Wisconsin,4
5596,ONT,4
5599,New York,4
5601,China,4
5603,FIM,4
5605,China,4
5606,China,4
5607,NC,4
5608,PCH,4
5610,FIM,4
5611,Oklahoma,4
5612,FIM,4
5613,New Mexico,4
5614,ISR,4
5616,Florida,4
5618,Canada,4
5619,FIM,4
5621,Oklahoma,4
5622,FIM,4
5623,FIM,4
5624,MAR,4
5625,Hawaii,4
5626,Minnesota,4
5627,California,4
5630,Canada,4
5632,PCH,4
5633,NE,4
5634,California,4
5635,ISR,4
5636,ISR,4
5637,Minnesota,4
5638,Minnesota,4
5639,Texas,4
5641,FIM,4
5642,FIM,4
5648,Australia,4
5651,PCH,4
5653,Minnesota,4
5654,ISR,4
5655,Turkey,4
5657,Wyoming,4
5658,Minnesota,4
5659,New York,4
5660,FIM,4
5661,FIM,4
5662,FIM,4
5663,Australia,4
5664,FIM,4
5665,Turkey,4
5666,MAR,4
5667,Ohio,4
5669,California,4
5672,ONT,4
5674,FIM,4
5675,FIM,4
5676,FIM,4
5678,California,4
5679,NC,4
5681,Texas,4
5682,Texas,4
5683,PNW,4
5684,MAR,4
5685,FIM,4
5686,NE,4
5687,NE,4
5688,FIM,4
5689,ONT,4
5690,Minnesota,4
5695,FIM,4
5696,Mexico,4
5697,FIM,4
5699,ONT,4
5700,California,4
5701,Japan,4
5702,FIM,4
5705,Mexico,4
5706,FIM,4
5708,FIM,4
5709,FIM,4
5710,FIM,4
5712,FIM,4
5713,FIM,4
5714,FIM,4
5715,ISR,4
5716,Mexico,4
5719,ONT,4
5720,Minnesota,4
5721,Arkansas,4
5722,Florida,4
5724,CHS,4
5725,Canada,4
5726,Texas,4
5727,NC,4
5728,California,4
5729,Arkansas,4
5730,Missouri,4
5732,MAR,4
5734,PCH,4
5735,NE,4
5736,New York,4
5737,China,4
5740,Pennsylvania,4
5744,Tennessee,4
5746,NE,4
5747,ISR,4
5748,PNW,4
5752,NE,4
5753,Florida,4
5754,Texas,4
5756,FIM,4
5762,NC,4
5763,Colorado,4
5765,California,4
5773,Turkey,4
5774,FIM,4
5775,Texas,4
5776,ONT,4
5777,South Carolina,4
5781,United Kingdom,4
5783,New Mexico,4
5785,Louisiana,4
5787,Canada,4
5800,Brazil,3
5801,Missouri,3
5802,California,3
5803,PNW,3
5804,CHS,3
5805,California,3
5806,New York,3
5809,Missouri,3
5810,California,3
5811,Ohio,3
5813,NE,3
5816,Florida,3
5817,California,3
5818,California,3
5819,Florida,3
5821,ONT,3
5822,Illinois,3
5823,China,3
5826,Wisconsin,3
5827,PNW,3
5828,PCH,3
5829,Texas,3
5830,CHS,3
5831,China,3
5834,ONT,3
5835,California,3
5836,Missouri,3
5837,Iowa,3
5839,China,3
5840,PCH,3
5841,CHS,3
5842,Florida,3
5843,FIM,3
5846,NE,3
5847,Illinois,3
5848,PCH,3
5849,China,3
5851,California,3
5852,California,3
5853,FIM,3
5854,NC,3
5855,Wisconsin,3
5856,NE,3
5857,California,3
5858,Alabama,3
5860,FIM,3
5863,Louisiana,3
5864,Louisiana,3
5865,Canada,3
5866,Texas,3
5869,California,3
5870,ONT,3
5871,Idaho,3
5872,Florida,3
5874,Mexico,3
5875,Nevada,3
5876,Australia,3
5877,California,3
5878,FIM,3
5881,New York,3
5883,Poland,3
5885,ONT,3
5887,Mexico,3
5888,Texas,3
5889,Oklahoma,3
5891,New York,3
5892,Texas,3
5894,Texas,3
5895,MAR,3
5899,Colorado,3
5900,PCH,3
5901,FIM,3
5902,NE,3
5903,Wisconsin,3
5906,Nebraska,3
5907,FIM,3
5908,Texas,3
5910,Canada,3
5911,ONT,3
5913,Minnesota,3
5914,Minnesota,3
5915,FIM,3
5918,Missouri,3
5919,NC,3
5920,PNW,3
5921,ONT,3
5923,Texas,3
5924,California,3
5926,FIM,3
5927,FIM,3
5928,ISR,3
5929,Minnesota,3
5930,Oklahoma,3
5932,Mexico,3
5933,Utah,3
5934,Illinois,3
5935,Iowa,3
5937,PNW,3
5940,California,3
5941,PNW,3
5943,New York,3
5944,IN,3
5945,CHS,3
5947,New York,3
5948,Mexico,3
5949,Florida,3
5950,CHS,3
5951,ISR,3
5952,Canada,3
5953,Louisiana,3
5954,CHS,3
5957,CHS,3
5959,Mexico,3
5960,Texas,3
5962,NE,3
5963,FIM,3
5964,New York,3
5965,Louisiana,3
5966,California,3
5968,Kansas,3
5970,PNW,3
5973,Ohio,3
5974,Utah,3
5975,PNW,3
5976,Wisconsin,3
5977,PNW,3
5980,FIM,3
5982,FIM,3
5983,Australia,3
5985,Australia,3
5986,Texas,3
5987,ISR,3
5988,Australia,3
5989,FIM,3
5990,ISR,3
5991,Minnesota,3
5992,MAR,3
5993,Turkey,3
5994,Canada,3
5996,Czech Republic,3
5997,Louisiana,3
5998,Minnesota,3
5999,Minnesota,3
6000,California,3
6001,Colombia,3
6002,FIM,3
6003,NC,3
6004,NC,3
6005,FIM,3
6007,Australia,3
6009,ONT,3
6010,Mexico,3
6011,FIM,3
6012,IN,3
6013,FIM,3
6014,Turkey,3
6016,MAR,3
6017,Mexico,3
6018,China,3
6019,FIM,3
6020,FIM,3
6021,CHS,3
6022,Minnesota,3
6023,PCH,3
6024,India,3
6025,Turkey,3
6026,Oklahoma,3
6027,Ohio,3
6029,FIM,3
6032,Ohio,3
6033,FIM,3
6035,Australia,3
6036,California,3
6038,Turkey,3
6039,California,3
6041,Canada,3
6043,FIM,3
6044,Minnesota,3
6045,Minnesota,3
6047,Minnesota,3
6049,ISR,3
6050,Australia,3
6052,ONT,3
6053,FIM,3
6054,Ohio,3
6055,Arkansas,3
6056,Minnesota,3
6057,FIM,3
6059,California,3
6060,California,3
6062,Australia,3
6063,Australia,3
6064,Turkey,3
6065,FIM,3
6066,FIM,3
6067,FIM,3
6068,Mississippi,3
6070,ONT,3
6071,FIM,3
6072,California,3
6073,FIM,3
6074,FIM,3
6075,FIM,3
6076,PNW,3
6077,FIM,3
6078,FIM,3
6079,FIM,3
6081,FIM,3
6083,Chinese Taipei,3
6084,Ohio,3
6085,FIM,3
6086,FIM,3
6087,FIM,3
6088,FIM,3
6089,FIM,3
6090,FIM,3
6091,FIM,3
6092,FIM,3
6093,FIM,3
6094,FIM,3
6096,FIM,3
6097,FIM,3
6098,FIM,3
6099,FIM,3
6100,FIM,3
6101,FIM,3
6102,FIM,3
6103,Louisiana,3
6104,ISR,3
6106,Mexico,3
6107,Alabama,3
6110,ONT,3
6111,Texas,3
6112,FIM,3
6113,FIM,3
6114,FIM,3
6116,FIM,3
6117,FIM,3
6118,Australia,3
6119,FIM,3
6120,FIM,3
6121,FIM,3
6122,FIM,3
6127,Arizona,3
6128,FIM,3
6129,PNW,3
6130,ONT,3
6131,Arkansas,3
6132,Minnesota,3
6133,Texas,3
6135,ONT,3
6136,FIM,3
6137,FIM,3
6138,FIM,3
6139,PCH,3
6140,ONT,3
6141,ONT,3
6144,Texas,3
6145,Florida,3
6146,Minnesota,3
6147,Minnesota,3
6149,ISR,3
6150,FIM,3
6152,FIM,3
6153,NE,3
6155,Texas,3
6156,Mexico,3
6157,Kentucky,3
6160,Minnesota,3
6161,NE,3
6162,ONT,3
6164,Iowa,3
6166,Wisconsin,3
6167,South Carolina,3
6168,ISR,3
6170,Mexico,3
6171,Texas,3
6172,NE,3
6174,California,3
6175,Minnesota,3
6177,PCH,3
6178,Canada,3
6180,Texas,3
6181,Ohio,3
6184,Florida,3
6186,Arkansas,3
6187,Australia,3
6188,Canada,3
6189,CHS,3
6190,FIM,3
6191,Chinese Taipei,3
6193,FIM,3
6194,CHS,3
6195,New York,3
6199,Mexico,3
6200,Mexico,3
6201,NE,3
6202,ONT,3
6203,MAR,3
6204,Australia,3
6213,CHS,3
6214,NC,3
6215,NC,3
6217,Minnesota,3
6218,Mexico,3
6219,Tennessee,3
6220,California,3
6222,South Carolina,3
6223,Wisconsin,3
6224,NE,3
6225,Florida,3
6226,MAR,3
6230,ISR,3
6232,Turkey,3
6237,Illinois,3
6238,California,3
6239,CHS,3
6240,NC,3
6300,New York,2
6301,NE,2
6302,Tennessee,2
6303,Turkey,2
6304,China,2
6305,California,2
6306,Texas,2
6308,Guam,2
6309,Guam,2
6312,CHS,2
6314,Arizona,2
6315,Texas,2
6317,Iowa,2
6318,Wisconsin,2
6319,Mexico,2
6320,Iowa,2
6321,Texas,2
6322,Florida,2
6323,ONT,2
6324,NE,2
6325,PCH,2
6326,CHS,2
6327,MAR,2
6328,NE,2
6329,NE,2
6331,ONT,2
6332,NC,2
6333,NE,2
6334,CHS,2
6335,NE,2
6336,ONT,2
6337,NE,2
6339,ONT,2
6340,PCH,2
6341,PCH,2
6342,ONT,2
6343,PNW,2
6344,FIM,2
6345,FIM,2
6346,NE,2
6348,Mexico,2
6350,PNW,2
6351,Canada,2
6352,Arizona,2
6353,China,2
6354,China,2
6355,Ohio,2
6356,China,2
6357,Texas,2
6358,Idaho,2
6359,Nebraska,2
6360,China,2
6361,China,2
6362,China,2
6363,Texas,2
6364,Canada,2
6366,South Carolina,2
6367,NE,2
6369,Texas,2
6371,Iowa,2
6372,Arizona,2
6376,China,2
6377,Texas,2
6378,ONT,2
6379,Iowa,2
6381,Wisconsin,2
6382,California,2
6383,China,2
6386,China,2
6388,Turkey,2
6390,Canada,2
6391,Missouri,2
6392,China,2
6393,China,2
6394,China,2
6397,ONT,2
6398,California,2
6399,China,2
6400,Montana,2
6401,New York,2
6402,Turkey,2
6403,Canada,2
6404,Brazil,2
6406,Canada,2
6407,Mexico,2
6408,Canada,2
6410,California,2
6411,Utah,2
6412,Iowa,2
6413,Arizona,2
6414,China,2
6415,Turkey,2
6416,Turkey,2
6417,Switzerland,2
6418,California,2
6419,Iowa,2
6420,Iowa,2
6421,Wisconsin,2
6422,New York,2
6423,New York,2
6424,Missouri,2
6425,FIM,2
6426,NC,2
6428,FIM,2
6429,Turkey,2
6430,Turkey,2
6432,Australia,2
6433,China,2
6434,Australia,2
6435,Turkey,2
6436,Turkey,2
6440,Australia,2
6441,China,2
6442,PNW,2
6443,PNW,2
6444,Mexico,2
6445,PNW,2
6447,Australia,2
6449,Australia,2
6451,IN,2
6453,Minnesota,2
6455,Iowa,2
6457,Utah,2
6458,Canada,2
6459,Turkey,2
6460,Ohio,2
6461,ONT,2
6463,New York,2
6464,Oklahoma,2
6465,PNW,2
6467,Iowa,2
6468,Florida,2
6471,PCH,2
6473,Florida,2
6474,California,2
6476,Australia,2
6479,Arizona,2
6481,ONT,2
6482,Arizona,2
6483,Mexico,2
6484,New York,2
6485,Canada,2
6487,China,2
6488,Texas,2
6489,Louisiana,2
6490,New York,2
6492,Arkansas,2
6493,FIM,2
6494,China,2
6498,IN,2
6499,California,2
6500,NC,2
6502,NC,2
6503,PNW,2
6504,CHS,2
6505,CHS,2
6506,California,2
6507,Mexico,2
6508,Australia,2
6509,Australia,2
6510,Australia,2
6512,NC,2
6513,ONT,2
6514,ONT,2
6515,California,2
6517,Tennessee,2
6518,Arizona,2
6519,Nevada,2
6520,Vietnam,2
6524,Australia,2
6525,Australia,2
6526,Texas,2
6527,Florida,2
6528,FIM,2
6529,NE,2
6530,Arizona,2
6531,FIM,2
6532,FIM,2
6533,FIM,2
6535,California,2
6536,Iowa,2
6537,ONT,2
6538,FIM,2
6540,Canada,2
6541,France,2
6542,Kansas,2
6543,CHS,2
6544,ONT,2
6545,FIM,2
6546,Utah,2
6547,Texas,2
6548,FIM,2
6550,FIM,2
6552,FIM,2
6553,California,2
6554,California,2
6556,FIM,2
6557,FIM,2
6558,FIM,2
6559,FIM,2
6560,California,2
6561,FIM,2
6563,Canada,2
6564,ONT,2
6565,NC,2
6566,FIM,2
6567,FIM,2
6568,FIM,2
6569,FIM,2
6570,FIM,2
6573,FIM,2
6574,Wisconsin,2
6575,Australia,2
6579,Australia,2
6580,FIM,2
6581,FIM,2
6582,FIM,2
6583,FIM,2
6584,CHS,2
6585,Arizona,2
6586,Arkansas,2
6588,FIM,2
6589,FIM,2
6590,New York,2
6591,FIM,2
6592,FIM,2
6593,New York,2
6594,FIM,2
6595,FIM,2
6597,FIM,2
6599,FIM,2
6600,FIM,2
6601,New York,2
6604,Mexico,2
6605,Mexico,2
6606,Mexico,2
6608,Mexico,2
6610,FIM,2
6611,FIM,2
6612,California,2
6613,Wisconsin,2
6615,FIM,2
6616,FIM,2
6618,FIM,2
6619,California,2
6620,NE,2
6621,New York,2
6622,Canada,2
6624,Wisconsin,2
6626,South Carolina,2
6627,FIM,2
6628,Minnesota,2
6630,Iowa,2
6631,FIM,2
6632,ONT,2
6633,FIM,2
6635,FIM,2
6636,New York,2
6637,FIM,2
6638,FIM,2
6639,NC,2
6640,Arkansas,2
