1468,11
54.74,15.18,1538838969.9
54.73,15.17,1538838970.0
54.73,15.17,1538838970.1
54.71,15.18,1538838970.2
54.68,15.16,1538838970.3
54.67,15.16,1538838970.4
54.66,15.13,1538838970.5
54.62,15.12,1538838970.6
54.61,15.11,1538838970.7
54.62,15.11,1538838970.8
54.62,15.15,1538838970.9
54.62,15.17,1538838971.0
54.61,15.17,1538838971.1
54.62,15.18,1538838971.2
54.64,15.24,1538838971.3
54.65,15.26,1538838971.4
54.63,15.28,1538838971.5
54.62,15.25,1538838971.6
54.66,15.27,1538838971.7
54.67,15.28,1538838971.8
54.68,15.24,1538838971.9
54.71,15.23,1538838972.0
54.78,15.19,1538838972.1
54.80,15.17,1538838972.2
54.77,15.15,1538838972.3
54.78,15.14,1538838972.4
54.74,15.14,1538838972.5
54.71,15.11,1538838972.6
54.68,15.11,1538838972.7
54.68,15.10,1538838972.8
54.72,15.13,1538838972.9
54.73,15.12,1538838973.0
54.74,15.09,1538838973.1
54.72,15.06,1538838973.2
54.67,15.02,1538838973.3
54.58,15.01,1538838973.4
54.47,15.00,1538838973.5
54.35,14.96,1538838973.6
54.23,14.93,1538838973.7
54.11,14.95,1538838973.8
54.03,14.95,1538838973.9
53.99,14.91,1538838974.0
53.96,14.83,1538838974.1
53.92,14.76,1538838974.2
53.87,14.69,1538838974.3
53.81,14.58,1538838974.4
53.74,14.44,1538838974.5
53.64,14.29,1538838974.6
53.50,14.20,1538838974.7
53.35,14.17,1538838974.8
53.24,14.20,1538838974.9
53.08,14.31,1538838975.0
52.85,14.50,1538838975.1
52.57,14.80,1538838975.2
52.29,15.11,1538838975.3
51.97,15.39,1538838975.4
51.63,15.66,1538838975.5
51.35,16.00,1538838975.6
51.14,16.32,1538838975.7
50.94,16.59,1538838975.8
50.74,16.85,1538838975.9
50.59,17.13,1538838976.0
50.48,17.36,1538838976.1
50.41,17.52,1538838976.2
50.33,17.71,1538838976.3
50.27,17.94,1538838976.4
50.23,18.15,1538838976.5
50.22,18.35,1538838976.6
50.17,18.49,1538838976.7
50.06,18.57,1538838976.8
49.91,18.62,1538838976.9
49.68,18.65,1538838977.0
49.40,18.64,1538838977.1
49.02,18.60,1538838977.2
48.66,18.58,1538838977.3
48.28,18.58,1538838977.4
47.86,18.53,1538838977.5
47.45,18.46,1538838977.6
47.04,18.43,1538838977.7
46.75,18.41,1538838977.8
46.50,18.41,1538838977.9
46.34,18.39,1538838978.0
46.28,18.41,1538838978.1
46.33,18.42,1538838978.2
46.50,18.42,1538838978.3
46.65,18.44,1538838978.4
46.81,18.46,1538838978.5
46.97,18.44,1538838978.6
47.11,18.44,1538838978.7
47.22,18.46,1538838978.8
47.31,18.49,1538838978.9
47.40,18.52,1538838979.0
47.47,18.52,1538838979.1
47.49,18.52,1538838979.2
47.52,18.46,1538838979.3
47.54,18.35,1538838979.4
47.49,18.18,1538838979.5
47.39,18.01,1538838979.6
47.29,17.85,1538838979.7
47.26,17.71,1538838979.8
47.26,17.58,1538838979.9
47.33,17.41,1538838980.0
47.49,17.20,1538838980.1
47.71,16.91,1538838980.2
48.00,16.60,1538838980.3
48.28,16.26,1538838980.4
48.57,15.89,1538838980.5
48.90,15.51,1538838980.6
49.25,15.12,1538838980.7
49.64,14.72,1538838980.8
49.98,14.33,1538838980.9
50.37,13.91,1538838981.0
50.77,13.61,1538838981.1
51.10,13.39,1538838981.2
51.35,13.31,1538838981.3
51.58,13.33,1538838981.4
51.77,13.36,1538838981.5
51.87,13.47,1538838981.6
51.91,13.49,1538838981.7
51.94,13.48,1538838981.8
51.94,13.45,1538838981.9
51.90,13.39,1538838982.0
51.88,13.36,1538838982.1
51.85,13.31,1538838982.2
51.81,13.29,1538838982.3
51.71,13.29,1538838982.4
51.60,13.25,1538838982.5
51.49,13.22,1538838982.6
51.33,13.19,1538838982.7
51.10,13.18,1538838982.8
