263,11
-0.53,12.00,1538838969.8
-0.56,11.98,1538838969.9
-0.53,11.94,1538838970.0
-0.51,11.95,1538838970.1
-0.53,12.01,1538838970.2
-0.52,12.01,1538838970.3
-0.53,11.96,1538838970.4
-0.50,11.93,1538838970.5
-0.45,11.95,1538838970.6
-0.44,11.93,1538838970.7
-0.42,11.84,1538838970.8
-0.42,11.80,1538838970.9
-0.47,11.83,1538838971.0
-0.52,11.86,1538838971.1
-0.58,11.85,1538838971.2
-0.63,11.81,1538838971.3
-0.69,11.80,1538838971.4
-0.70,11.80,1538838971.5
-0.66,11.77,1538838971.6
-0.65,11.77,1538838971.7
-0.65,11.80,1538838971.8
-0.63,11.85,1538838971.9
-0.62,11.90,1538838972.0
-0.65,11.93,1538838972.1
-0.70,11.94,1538838972.2
-0.74,11.97,1538838972.3
-0.78,11.97,1538838972.4
-0.80,11.95,1538838972.5
-0.76,11.91,1538838972.6
-0.64,11.89,1538838972.7
-0.55,11.91,1538838972.8
-0.55,11.94,1538838972.9
-0.53,11.99,1538838973.0
-0.52,12.05,1538838973.1
-0.56,12.12,1538838973.2
-0.61,12.18,1538838973.3
-0.55,12.15,1538838973.4
-0.31,12.09,1538838973.5
0.00,12.04,1538838973.6
0.32,12.00,1538838973.7
0.60,12.00,1538838973.8
0.87,12.02,1538838973.9
1.22,12.15,1538838974.0
1.54,12.28,1538838974.1
1.75,12.45,1538838974.2
2.03,12.57,1538838974.3
2.42,12.62,1538838974.4
2.74,12.67,1538838974.5
2.91,12.68,1538838974.6
3.02,12.66,1538838974.7
3.16,12.60,1538838974.8
3.21,12.58,1538838974.9
3.18,12.63,1538838975.0
3.17,12.69,1538838975.1
3.18,12.70,1538838975.2
3.20,12.71,1538838975.3
3.23,12.72,1538838975.4
3.29,12.73,1538838975.5
3.36,12.72,1538838975.6
3.39,12.71,1538838975.7
3.40,12.71,1538838975.8
3.39,12.74,1538838975.9
3.36,12.79,1538838976.0
3.33,12.81,1538838976.1
3.35,12.82,1538838976.2
3.37,12.80,1538838976.3
3.37,12.79,1538838976.4
3.39,12.72,1538838976.5
3.43,12.59,1538838976.6
3.56,12.42,1538838976.7
3.74,12.23,1538838976.8
3.92,11.91,1538838976.9
4.17,11.51,1538838977.0
4.47,11.10,1538838977.1
4.79,10.68,1538838977.2
5.05,10.27,1538838977.3
5.23,9.82,1538838977.4
5.50,9.41,1538838977.5
5.76,9.02,1538838977.6
5.96,8.68,1538838977.7
5.97,8.44,1538838977.8
5.99,8.20,1538838977.9
5.99,8.00,1538838978.0
5.96,7.91,1538838978.1
5.89,7.89,1538838978.2
5.91,7.89,1538838978.3
6.14,7.82,1538838978.4
6.39,7.82,1538838978.5
6.76,7.89,1538838978.6
7.17,7.91,1538838978.7
7.58,7.92,1538838978.8
7.92,7.95,1538838978.9
8.21,7.99,1538838979.0
8.46,7.98,1538838979.1
8.53,7.97,1538838979.2
8.54,7.98,1538838979.3
8.50,8.00,1538838979.4
8.45,7.98,1538838979.5
8.38,7.96,1538838979.6
8.32,7.98,1538838979.7
8.23,7.99,1538838979.8
8.17,7.99,1538838979.9
8.12,8.00,1538838980.0
8.09,8.01,1538838980.1
8.07,8.00,1538838980.2
7.99,8.00,1538838980.3
7.93,8.06,1538838980.4
7.88,8.03,1538838980.5
7.95,7.96,1538838980.6
8.01,7.89,1538838980.7
8.01,7.87,1538838980.8
8.08,7.85,1538838980.9
8.32,7.73,1538838981.0
8.42,7.72,1538838981.1
8.38,7.73,1538838981.2
8.46,7.76,1538838981.3
8.45,7.82,1538838981.4
8.35,7.92,1538838981.5
8.15,8.00,1538838981.6
8.09,7.99,1538838981.7
8.08,7.94,1538838981.8
7.89,7.78,1538838981.9
7.87,7.61,1538838982.0
7.96,7.42,1538838982.1
8.07,7.22,1538838982.2
8.10,7.01,1538838982.3
8.08,6.83,1538838982.4
8.19,6.78,1538838982.5
8.33,6.68,1538838982.6
8.46,6.54,1538838982.7
8.52,6.49,1538838982.8
8.62,6.48,1538838982.9
8.77,6.53,1538838983.0
8.85,6.53,1538838983.1
8.88,6.55,1538838983.2
8.87,6.58,1538838983.3
8.92,6.59,1538838983.4
8.92,6.61,1538838983.5
8.93,6.62,1538838983.6
8.92,6.63,1538838983.7
8.89,6.62,1538838983.8
8.87,6.59,1538838983.9
8.86,6.56,1538838984.0
8.86,6.55,1538838984.1
8.88,6.57,1538838984.2
8.91,6.62,1538838984.3
9.00,6.75,1538838984.4
9.06,6.92,1538838984.5
9.12,7.07,1538838984.6
9.17,7.21,1538838984.7
9.20,7.29,1538838984.8
