527,10
54.76,3.75,1538838326.5
54.76,3.79,1538838326.6
54.74,3.82,1538838326.7
54.73,3.86,1538838326.8
54.70,3.86,1538838326.9
54.72,3.80,1538838327.0
54.71,3.75,1538838327.1
54.68,3.73,1538838327.2
54.67,3.67,1538838327.3
54.69,3.61,1538838327.4
54.71,3.61,1538838327.5
54.69,3.62,1538838327.6
54.70,3.69,1538838327.7
54.77,3.71,1538838327.8
54.82,3.74,1538838327.9
54.81,3.74,1538838328.0
54.74,3.74,1538838328.1
54.73,3.77,1538838328.2
54.72,3.77,1538838328.3
54.68,3.76,1538838328.4
54.68,3.77,1538838328.5
54.70,3.80,1538838328.6
54.76,3.83,1538838328.7
54.74,3.83,1538838328.8
54.71,3.81,1538838328.9
54.65,3.80,1538838329.0
54.57,3.80,1538838329.1
54.49,3.81,1538838329.2
54.47,3.79,1538838329.3
54.49,3.78,1538838329.4
54.54,3.78,1538838329.5
54.60,3.79,1538838329.6
54.69,3.79,1538838329.7
54.74,3.75,1538838329.8
54.73,3.74,1538838329.9
54.68,3.76,1538838330.0
54.65,3.76,1538838330.1
54.61,3.76,1538838330.2
54.60,3.76,1538838330.3
54.60,3.74,1538838330.4
54.59,3.74,1538838330.5
54.61,3.72,1538838330.6
54.61,3.72,1538838330.7
54.65,3.72,1538838330.8
54.59,3.75,1538838330.9
54.57,3.78,1538838331.0
54.55,3.79,1538838331.1
54.54,3.79,1538838331.2
54.51,3.82,1538838331.3
54.41,3.87,1538838331.4
54.39,3.87,1538838331.5
54.34,3.88,1538838331.6
54.33,3.91,1538838331.7
54.32,3.96,1538838331.8
54.28,3.98,1538838331.9
54.24,3.97,1538838332.0
54.24,3.96,1538838332.1
54.18,3.96,1538838332.2
54.06,3.94,1538838332.3
53.88,3.89,1538838332.4
53.69,3.86,1538838332.5
53.47,3.83,1538838332.6
53.16,3.81,1538838332.7
52.91,3.86,1538838332.8
52.69,3.91,1538838332.9
52.44,3.95,1538838333.0
52.17,3.97,1538838333.1
51.92,4.02,1538838333.2
51.69,4.10,1538838333.3
51.38,4.14,1538838333.4
50.84,4.22,1538838333.5
50.60,4.22,1538838333.6
50.35,4.28,1538838333.7
50.08,4.28,1538838333.8
49.77,4.23,1538838333.9
49.45,4.14,1538838334.0
49.34,4.00,1538838334.1
48.95,3.96,1538838334.2
48.60,3.91,1538838334.3
48.25,3.86,1538838334.4
47.94,3.86,1538838334.5
47.65,3.87,1538838334.6
47.36,3.88,1538838334.7
47.06,3.88,1538838334.8
46.75,3.93,1538838334.9
46.44,4.03,1538838335.0
46.12,4.13,1538838335.1
45.77,4.24,1538838335.2
45.44,4.35,1538838335.3
45.12,4.47,1538838335.4
44.82,4.50,1538838335.5
44.52,4.43,1538838335.6
44.26,4.38,1538838335.7
44.04,4.33,1538838335.8
43.85,4.32,1538838335.9
43.73,4.28,1538838336.0
43.62,4.30,1538838336.1
43.53,4.37,1538838336.2
43.43,4.39,1538838336.3
43.33,4.38,1538838336.4
43.23,4.34,1538838336.5
43.12,4.33,1538838336.6
43.00,4.32,1538838336.7
42.90,4.30,1538838336.8
42.85,4.30,1538838336.9
42.83,4.31,1538838337.0
42.83,4.31,1538838337.1
42.83,4.32,1538838337.2
42.85,4.31,1538838337.3
42.84,4.31,1538838337.4
42.85,4.32,1538838337.5
42.88,4.36,1538838337.6
42.85,4.36,1538838337.7
42.84,4.33,1538838337.8
42.83,4.30,1538838337.9
42.85,4.26,1538838338.0
42.85,4.21,1538838338.1
42.81,4.18,1538838338.2
42.79,4.19,1538838338.3
42.77,4.22,1538838338.4
42.76,4.29,1538838338.5
42.74,4.32,1538838338.6
42.72,4.34,1538838338.7
42.72,4.33,1538838338.8
42.75,4.31,1538838338.9
42.77,4.30,1538838339.0
42.79,4.25,1538838339.1
42.83,4.25,1538838339.2
42.84,4.30,1538838339.3
42.83,4.35,1538838339.4
42.81,4.41,1538838339.5
42.79,4.48,1538838339.6
42.76,4.55,1538838339.7
42.72,4.59,1538838339.8
42.73,4.55,1538838339.9
42.75,4.51,1538838340.0
42.76,4.49,1538838340.1
42.77,4.47,1538838340.2
42.81,4.45,1538838340.3
42.85,4.46,1538838340.4
42.83,4.48,1538838340.5
42.82,4.48,1538838340.6
42.81,4.47,1538838340.7
42.80,4.45,1538838340.8
42.75,4.41,1538838340.9
42.71,4.36,1538838341.0
42.68,4.32,1538838341.1
42.66,4.30,1538838341.2
42.66,4.28,1538838341.3
42.67,4.26,1538838341.4
42.67,4.25,1538838341.5
42.67,4.25,1538838341.6
42.69,4.28,1538838341.7
42.69,4.31,1538838341.8
42.68,4.37,1538838341.9
42.69,4.43,1538838342.0
42.73,4.47,1538838342.1
42.73,4.48,1538838342.2
42.76,4.46,1538838342.3
42.76,4.46,1538838342.4
42.76,4.42,1538838342.5
42.72,4.39,1538838342.6
42.68,4.39,1538838342.7
42.67,4.43,1538838342.8
42.64,4.49,1538838342.9
42.64,4.51,1538838343.0
42.68,4.58,1538838343.1
42.70,4.59,1538838343.2
42.72,4.55,1538838343.3
42.77,4.49,1538838343.4
42.81,4.44,1538838343.5
42.82,4.42,1538838343.6
42.80,4.32,1538838343.7
42.80,4.29,1538838343.8
42.77,4.31,1538838343.9
42.75,4.32,1538838344.0
42.70,4.34,1538838344.1
42.79,4.31,1538838344.2
42.79,4.31,1538838344.3
42.78,4.31,1538838344.4
42.80,4.30,1538838344.5
42.81,4.30,1538838344.6
42.85,4.28,1538838344.7
42.76,4.30,1538838344.8
42.83,4.28,1538838344.9
42.84,4.31,1538838345.0
42.83,4.31,1538838345.1
42.84,4.30,1538838345.2
42.83,4.30,1538838345.3
42.82,4.29,1538838345.4
42.78,4.34,1538838345.5
42.80,4.32,1538838345.6
42.84,4.32,1538838345.7
42.84,4.32,1538838345.8
42.86,4.34,1538838345.9
42.88,4.34,1538838346.0
42.88,4.32,1538838346.1
42.87,4.31,1538838346.2
42.84,4.31,1538838346.3
42.82,4.30,1538838346.4
42.81,4.30,1538838346.5
42.79,4.31,1538838346.6
42.78,4.33,1538838346.7
42.77,4.36,1538838346.8
42.77,4.41,1538838346.9
42.80,4.50,1538838347.0
42.83,4.51,1538838347.1
42.88,4.53,1538838347.2
42.90,4.51,1538838347.3
42.90,4.48,1538838347.4
42.91,4.44,1538838347.5
42.86,4.37,1538838347.6
42.84,4.38,1538838347.7
42.80,4.37,1538838347.8
42.76,4.40,1538838347.9
42.71,4.44,1538838348.0
42.70,4.45,1538838348.1
42.70,4.49,1538838348.2
42.69,4.48,1538838348.3
42.70,4.49,1538838348.4
42.72,4.46,1538838348.5
42.78,4.42,1538838348.6
42.81,4.39,1538838348.7
42.82,4.36,1538838348.8
42.82,4.37,1538838348.9
42.79,4.34,1538838349.0
42.77,4.36,1538838349.1
42.80,4.30,1538838349.2
42.76,4.27,1538838349.3
42.67,4.24,1538838349.4
42.55,4.24,1538838349.5
42.36,4.22,1538838349.6
42.08,4.21,1538838349.7
41.62,4.29,1538838349.8
41.11,4.36,1538838349.9
40.54,4.39,1538838350.0
39.88,4.39,1538838350.1
39.15,4.40,1538838350.2
38.44,4.38,1538838350.3
37.67,4.37,1538838350.4
36.87,4.36,1538838350.5
36.02,4.34,1538838350.6
35.17,4.34,1538838350.7
34.30,4.30,1538838350.8
33.35,4.29,1538838350.9
32.40,4.27,1538838351.0
31.47,4.30,1538838351.1
30.51,4.35,1538838351.2
29.56,4.40,1538838351.3
28.66,4.47,1538838351.4
27.86,4.49,1538838351.5
27.11,4.48,1538838351.6
26.46,4.48,1538838351.7
25.89,4.48,1538838351.8
25.39,4.48,1538838351.9
24.88,4.53,1538838352.0
24.36,4.61,1538838352.1
23.86,4.71,1538838352.2
23.28,4.77,1538838352.3
22.76,4.82,1538838352.4
22.28,4.87,1538838352.5
21.83,4.91,1538838352.6
21.44,4.96,1538838352.7
21.02,5.00,1538838352.8
20.67,5.06,1538838352.9
20.35,5.15,1538838353.0
20.03,5.20,1538838353.1
19.74,5.22,1538838353.2
19.50,5.24,1538838353.3
19.33,5.25,1538838353.4
19.24,5.21,1538838353.5
19.16,5.14,1538838353.6
19.13,5.12,1538838353.7
19.16,5.11,1538838353.8
19.22,5.13,1538838353.9
19.33,5.17,1538838354.0
19.48,5.20,1538838354.1
19.62,5.22,1538838354.2
19.75,5.19,1538838354.3
19.84,5.16,1538838354.4
19.94,5.11,1538838354.5
20.03,5.08,1538838354.6
20.07,5.08,1538838354.7
20.06,5.09,1538838354.8
20.06,5.11,1538838354.9
20.10,5.11,1538838355.0
20.11,5.11,1538838355.1
20.09,5.11,1538838355.2
20.07,5.07,1538838355.3
20.13,5.03,1538838355.4
20.20,4.98,1538838355.5
20.24,4.98,1538838355.6
20.28,4.97,1538838355.7
20.32,4.95,1538838355.8
20.33,5.01,1538838355.9
20.30,5.05,1538838356.0
20.28,5.08,1538838356.1
20.29,5.07,1538838356.2
20.25,5.08,1538838356.3
20.20,5.11,1538838356.4
20.22,5.09,1538838356.5
20.25,5.08,1538838356.6
20.25,5.08,1538838356.7
20.19,5.11,1538838356.8
20.18,5.11,1538838356.9
20.18,5.08,1538838357.0
20.15,5.01,1538838357.1
20.10,4.96,1538838357.2
20.09,4.93,1538838357.3
20.11,4.92,1538838357.4
20.13,4.90,1538838357.5
20.16,4.89,1538838357.6
20.20,4.97,1538838357.7
20.22,5.00,1538838357.8
20.22,4.99,1538838357.9
20.22,4.98,1538838358.0
20.23,4.98,1538838358.1
20.26,5.02,1538838358.2
20.28,4.96,1538838358.3
20.27,4.93,1538838358.4
20.27,4.93,1538838358.5
20.28,4.94,1538838358.6
20.30,4.95,1538838358.7
20.27,4.92,1538838358.8
20.23,4.90,1538838358.9
20.21,4.92,1538838359.0
20.21,4.94,1538838359.1
20.20,4.94,1538838359.2
20.17,4.91,1538838359.3
20.18,4.90,1538838359.4
20.21,4.91,1538838359.5
20.21,4.89,1538838359.6
20.21,4.87,1538838359.7
20.23,4.88,1538838359.8
20.23,4.91,1538838359.9
20.21,4.93,1538838360.0
20.19,4.94,1538838360.1
20.20,4.97,1538838360.2
20.20,5.00,1538838360.3
20.18,4.99,1538838360.4
20.18,4.93,1538838360.5
20.19,4.91,1538838360.6
20.21,4.94,1538838360.7
20.23,4.96,1538838360.8
20.26,4.97,1538838360.9
20.26,4.99,1538838361.0
20.24,5.01,1538838361.1
20.22,5.02,1538838361.2
20.22,4.99,1538838361.3
20.24,4.96,1538838361.4
20.24,4.95,1538838361.5
20.29,4.96,1538838361.6
20.35,4.98,1538838361.7
20.38,5.00,1538838361.8
20.36,4.98,1538838361.9
20.36,4.98,1538838362.0
20.34,4.96,1538838362.1
20.30,4.95,1538838362.2
20.26,4.91,1538838362.3
20.26,4.92,1538838362.4
20.29,4.93,1538838362.5
20.27,4.92,1538838362.6
20.27,4.97,1538838362.7
20.27,5.02,1538838362.8
20.28,5.06,1538838362.9
20.25,5.06,1538838363.0
20.22,5.09,1538838363.1
20.18,5.13,1538838363.2
20.17,5.12,1538838363.3
20.17,5.05,1538838363.4
20.17,5.00,1538838363.5
20.22,4.98,1538838363.6
20.27,4.95,1538838363.7
20.34,4.94,1538838363.8
20.38,4.94,1538838363.9
20.41,5.00,1538838364.0
20.42,5.07,1538838364.1
20.43,5.11,1538838364.2
20.43,5.16,1538838364.3
20.43,5.17,1538838364.4
20.43,5.14,1538838364.5
20.46,5.12,1538838364.6
20.45,5.13,1538838364.7
20.41,5.13,1538838364.8
20.36,5.11,1538838364.9
20.29,5.10,1538838365.0
20.26,5.11,1538838365.1
20.23,5.09,1538838365.2
20.21,5.04,1538838365.3
20.21,5.05,1538838365.4
20.23,5.06,1538838365.5
20.24,5.07,1538838365.6
20.24,5.11,1538838365.7
20.26,5.15,1538838365.8
20.29,5.16,1538838365.9
20.31,5.14,1538838366.0
20.31,5.12,1538838366.1
20.33,5.08,1538838366.2
20.33,5.04,1538838366.3
20.32,5.03,1538838366.4
20.30,5.02,1538838366.5
20.29,5.01,1538838366.6
20.31,5.03,1538838366.7
20.31,5.08,1538838366.8
20.32,5.10,1538838366.9
20.31,5.10,1538838367.0
20.30,5.07,1538838367.1
20.31,5.04,1538838367.2
20.30,4.98,1538838367.3
20.30,4.93,1538838367.4
20.29,4.89,1538838367.5
20.28,4.88,1538838367.6
20.28,4.92,1538838367.7
20.27,4.94,1538838367.8
20.30,4.95,1538838367.9
20.32,5.00,1538838368.0
20.34,4.99,1538838368.1
20.34,4.96,1538838368.2
20.33,4.95,1538838368.3
20.35,4.96,1538838368.4
20.30,4.98,1538838368.5
20.26,4.96,1538838368.6
20.25,4.99,1538838368.7
20.26,5.03,1538838368.8
20.34,5.04,1538838368.9
20.34,5.05,1538838369.0
20.36,5.03,1538838369.1
20.40,5.03,1538838369.2
20.38,5.04,1538838369.3
20.35,5.03,1538838369.4
20.30,5.02,1538838369.5
20.28,5.01,1538838369.6
20.31,5.07,1538838369.7
20.27,5.14,1538838369.8
20.31,5.15,1538838369.9
20.35,5.18,1538838370.0
20.38,5.04,1538838370.1
20.39,4.96,1538838370.2
20.40,4.93,1538838370.3
20.42,4.87,1538838370.4
20.39,4.89,1538838370.5
20.35,4.91,1538838370.6
20.29,5.11,1538838370.7
20.30,5.26,1538838370.8
20.27,5.28,1538838370.9
20.27,5.31,1538838371.0
20.32,5.31,1538838371.1
20.35,5.29,1538838371.2
20.36,5.26,1538838371.3
20.34,5.23,1538838371.4
20.32,5.22,1538838371.5
20.29,5.19,1538838371.6
20.25,5.19,1538838371.7
20.24,5.19,1538838371.8
20.25,5.21,1538838371.9
20.24,5.24,1538838372.0
20.22,5.25,1538838372.1
20.21,5.28,1538838372.2
20.18,5.28,1538838372.3
20.06,5.28,1538838372.4
20.01,5.26,1538838372.5
19.96,5.24,1538838372.6
19.92,5.24,1538838372.7
19.92,5.25,1538838372.8
19.96,5.27,1538838372.9
20.04,5.27,1538838373.0
20.10,5.26,1538838373.1
20.15,5.25,1538838373.2
20.20,5.22,1538838373.3
20.21,5.18,1538838373.4
20.20,5.16,1538838373.5
20.20,5.13,1538838373.6
20.20,5.12,1538838373.7
20.22,5.13,1538838373.8
20.21,5.17,1538838373.9
20.22,5.23,1538838374.0
20.23,5.29,1538838374.1
20.25,5.37,1538838374.2
20.27,5.39,1538838374.3
20.29,5.36,1538838374.4
20.32,5.31,1538838374.5
20.32,5.26,1538838374.6
20.32,5.22,1538838374.7
20.31,5.17,1538838374.8
20.28,5.14,1538838374.9
20.24,5.15,1538838375.0
20.19,5.13,1538838375.1
20.17,5.12,1538838375.2
20.14,5.12,1538838375.3
20.12,5.12,1538838375.4
20.13,5.14,1538838375.5
20.14,5.15,1538838375.6
20.13,5.21,1538838375.7
20.12,5.22,1538838375.8
20.13,5.21,1538838375.9
20.14,5.22,1538838376.0
20.14,5.29,1538838376.1
20.16,5.29,1538838376.2
20.16,5.28,1538838376.3
20.14,5.29,1538838376.4
20.12,5.26,1538838376.5
20.09,5.21,1538838376.6
20.04,5.13,1538838376.7
20.00,5.11,1538838376.8
19.99,5.08,1538838376.9
20.04,5.11,1538838377.0
20.09,5.14,1538838377.1
20.14,5.14,1538838377.2
20.18,5.09,1538838377.3
20.21,5.08,1538838377.4
20.24,5.07,1538838377.5
20.22,5.04,1538838377.6
20.17,5.09,1538838377.7
20.15,5.14,1538838377.8
20.18,5.23,1538838377.9
20.18,5.24,1538838378.0
20.20,5.27,1538838378.1
20.27,5.28,1538838378.2
20.32,5.24,1538838378.3
20.34,5.21,1538838378.4
20.34,5.17,1538838378.5
20.33,5.16,1538838378.6
20.30,5.13,1538838378.7
20.27,5.09,1538838378.8
20.26,5.02,1538838378.9
20.23,4.98,1538838379.0
20.10,4.89,1538838379.1
20.10,4.85,1538838379.2
20.10,4.81,1538838379.3
20.08,4.76,1538838379.4
20.05,4.75,1538838379.5
20.04,4.77,1538838379.6
20.14,4.83,1538838379.7
20.14,4.82,1538838379.8
20.16,4.81,1538838379.9
