2869,7
2.58,13.22,1538836401.8
2.56,13.21,1538836401.9
2.53,13.19,1538836402.0
2.52,13.17,1538836402.1
2.53,13.17,1538836402.2
2.53,13.19,1538836402.3
2.54,13.15,1538836402.4
2.55,13.15,1538836402.5
2.57,13.15,1538836402.6
2.56,13.15,1538836402.7
2.49,13.15,1538836402.8
2.43,13.17,1538836402.9
2.41,13.19,1538836403.0
2.40,13.18,1538836403.1
2.35,13.18,1538836403.2
2.34,13.14,1538836403.3
2.35,13.10,1538836403.4
2.40,13.07,1538836403.5
2.42,13.05,1538836403.6
2.43,13.05,1538836403.7
2.45,13.04,1538836403.8
2.44,13.05,1538836403.9
2.43,13.05,1538836404.0
2.44,13.06,1538836404.1
2.48,13.04,1538836404.2
2.47,13.04,1538836404.3
2.46,13.06,1538836404.4
2.48,13.07,1538836404.5
2.49,13.10,1538836404.6
2.47,13.11,1538836404.7
2.43,13.11,1538836404.8
2.47,13.07,1538836404.9
2.47,13.07,1538836405.0
2.49,13.05,1538836405.1
2.53,13.03,1538836405.2
2.65,12.98,1538836405.3
2.84,12.93,1538836405.4
3.10,12.84,1538836405.5
3.52,12.65,1538836405.6
4.01,12.43,1538836405.7
4.63,12.15,1538836405.8
5.30,11.77,1538836405.9
5.98,11.28,1538836406.0
6.59,10.72,1538836406.1
7.21,10.14,1538836406.2
7.84,9.54,1538836406.3
8.41,8.93,1538836406.4
8.93,8.42,1538836406.5
9.41,8.04,1538836406.6
9.84,7.79,1538836406.7
10.14,7.65,1538836406.8
10.34,7.60,1538836406.9
10.44,7.64,1538836407.0
10.48,7.67,1538836407.1
10.47,7.71,1538836407.2
10.45,7.74,1538836407.3
10.47,7.73,1538836407.4
10.49,7.70,1538836407.5
10.50,7.63,1538836407.6
10.51,7.60,1538836407.7
10.51,7.58,1538836407.8
10.51,7.53,1538836407.9
10.50,7.49,1538836408.0
10.48,7.48,1538836408.1
10.47,7.51,1538836408.2
10.47,7.53,1538836408.3
10.49,7.52,1538836408.4
10.47,7.51,1538836408.5
10.45,7.50,1538836408.6
10.47,7.45,1538836408.7
10.48,7.41,1538836408.8
10.46,7.40,1538836408.9
10.45,7.37,1538836409.0
10.47,7.40,1538836409.1
10.48,7.45,1538836409.2
10.48,7.52,1538836409.3
10.47,7.56,1538836409.4
10.49,7.55,1538836409.5
10.48,7.57,1538836409.6
10.47,7.56,1538836409.7
10.46,7.53,1538836409.8
10.46,7.50,1538836409.9
10.46,7.50,1538836410.0
10.45,7.55,1538836410.1
10.46,7.58,1538836410.2
10.46,7.59,1538836410.3
10.46,7.61,1538836410.4
10.47,7.64,1538836410.5
10.43,7.65,1538836410.6
10.42,7.63,1538836410.7
10.42,7.65,1538836410.8
10.42,7.68,1538836410.9
10.40,7.69,1538836411.0
10.39,7.71,1538836411.1
10.41,7.70,1538836411.2
10.42,7.70,1538836411.3
10.39,7.68,1538836411.4
10.37,7.67,1538836411.5
10.40,7.67,1538836411.6
10.41,7.64,1538836411.7
10.38,7.70,1538836411.8
10.37,7.73,1538836411.9
10.39,7.75,1538836412.0
10.40,7.82,1538836412.1
10.41,7.86,1538836412.2
10.38,7.87,1538836412.3
10.38,7.86,1538836412.4
10.40,7.91,1538836412.5
