6423,7
1.92,4.67,1538836402.0
1.86,4.70,1538836402.1
1.80,4.76,1538836402.2
1.78,4.80,1538836402.3
1.76,4.80,1538836402.4
1.81,4.80,1538836402.5
1.88,4.77,1538836402.6
1.93,4.72,1538836402.7
1.95,4.69,1538836402.8
1.97,4.67,1538836402.9
2.02,4.66,1538836403.0
2.06,4.69,1538836403.1
2.10,4.73,1538836403.2
2.14,4.78,1538836403.3
2.19,4.80,1538836403.4
2.16,4.78,1538836403.5
2.10,4.77,1538836403.6
2.02,4.72,1538836403.7
1.99,4.71,1538836403.8
1.97,4.73,1538836403.9
1.98,4.69,1538836404.0
2.03,4.67,1538836404.1
2.06,4.64,1538836404.2
2.07,4.60,1538836404.3
2.01,4.58,1538836404.4
2.01,4.56,1538836404.5
1.99,4.60,1538836404.6
1.95,4.67,1538836404.7
1.94,4.73,1538836404.8
1.95,4.77,1538836404.9
1.99,4.76,1538836405.0
1.96,4.73,1538836405.1
1.94,4.70,1538836405.2
1.92,4.69,1538836405.3
1.92,4.70,1538836405.4
1.97,4.71,1538836405.5
2.03,4.71,1538836405.6
2.10,4.73,1538836405.7
2.19,4.74,1538836405.8
2.34,4.68,1538836405.9
2.47,4.62,1538836406.0
2.57,4.57,1538836406.1
2.71,4.52,1538836406.2
2.92,4.45,1538836406.3
3.15,4.38,1538836406.4
3.37,4.37,1538836406.5
3.64,4.36,1538836406.6
3.95,4.35,1538836406.7
4.26,4.34,1538836406.8
4.58,4.32,1538836406.9
4.93,4.30,1538836407.0
5.28,4.26,1538836407.1
5.65,4.17,1538836407.2
6.04,4.08,1538836407.3
6.43,4.00,1538836407.4
6.83,3.93,1538836407.5
7.20,3.80,1538836407.6
7.54,3.67,1538836407.7
7.87,3.58,1538836407.8
8.17,3.47,1538836407.9
8.46,3.34,1538836408.0
8.76,3.20,1538836408.1
9.09,3.10,1538836408.2
9.47,2.99,1538836408.3
9.84,2.80,1538836408.4
10.24,2.58,1538836408.5
10.64,2.37,1538836408.6
11.00,2.14,1538836408.7
11.36,1.89,1538836408.8
11.69,1.60,1538836408.9
12.06,1.39,1538836409.0
12.37,1.15,1538836409.1
12.70,0.91,1538836409.2
13.03,0.68,1538836409.3
13.36,0.45,1538836409.4
13.68,0.22,1538836409.5
13.93,-0.03,1538836409.6
14.19,-0.12,1538836409.7
14.39,-0.14,1538836409.8
14.52,-0.16,1538836409.9
14.61,-0.12,1538836410.0
14.67,-0.05,1538836410.1
14.72,0.10,1538836410.2
14.62,0.02,1538836410.3
14.58,-0.03,1538836410.4
14.63,-0.01,1538836410.5
14.70,0.04,1538836410.6
14.75,0.10,1538836410.7
14.77,0.14,1538836410.8
14.84,0.26,1538836410.9
14.86,0.35,1538836411.0
14.80,0.37,1538836411.1
14.75,0.36,1538836411.2
14.68,0.32,1538836411.3
14.68,0.32,1538836411.4
14.70,0.36,1538836411.5
14.68,0.31,1538836411.6
14.74,0.35,1538836411.7
14.79,0.41,1538836411.8
14.87,0.51,1538836411.9
14.80,0.42,1538836412.0
14.83,0.39,1538836412.1
14.88,0.43,1538836412.2
14.82,0.37,1538836412.3
14.73,0.29,1538836412.4
14.70,0.22,1538836412.5
14.79,0.27,1538836412.6
14.82,0.26,1538836412.7
14.82,0.24,1538836412.8
14.86,0.24,1538836412.9
14.90,0.27,1538836413.0
14.91,0.26,1538836413.1
14.88,0.26,1538836413.2
14.90,0.28,1538836413.3
14.92,0.30,1538836413.4
14.94,0.30,1538836413.5
14.95,0.29,1538836413.6
14.92,0.26,1538836413.7
14.90,0.20,1538836413.8
14.85,0.16,1538836413.9
14.80,0.10,1538836414.0
14.74,0.02,1538836414.1
14.71,0.02,1538836414.2
14.71,0.04,1538836414.3
14.71,0.06,1538836414.4
14.67,0.10,1538836414.5
14.66,0.16,1538836414.6
14.68,0.21,1538836414.7
14.69,0.21,1538836414.8
14.68,0.21,1538836414.9
14.67,0.21,1538836415.0
14.69,0.21,1538836415.1
14.72,0.19,1538836415.2
14.72,0.16,1538836415.3
14.73,0.14,1538836415.4
14.78,0.15,1538836415.5
14.82,0.16,1538836415.6
14.84,0.12,1538836415.7
14.85,0.11,1538836415.8
14.90,0.14,1538836415.9
14.89,0.14,1538836416.0
14.83,0.13,1538836416.1
14.79,0.15,1538836416.2
14.75,0.18,1538836416.3
14.69,0.15,1538836416.4
14.61,0.12,1538836416.5
14.61,0.13,1538836416.6
14.62,0.12,1538836416.7
14.65,0.14,1538836416.8
14.69,0.18,1538836416.9
14.74,0.24,1538836417.0
14.80,0.28,1538836417.1
14.80,0.26,1538836417.2
14.81,0.22,1538836417.3
14.81,0.20,1538836417.4
14.79,0.14,1538836417.5
14.76,0.07,1538836417.6
14.71,-0.01,1538836417.7
14.70,-0.02,1538836417.8
14.61,0.00,1538836417.9
14.28,-0.12,1538836418.0
14.33,-0.08,1538836418.1
14.38,-0.05,1538836418.2
14.41,-0.07,1538836418.3
14.44,-0.07,1538836418.4
14.55,-0.05,1538836418.5
