3624,7
53.54,13.73,1538836401.9
53.56,13.73,1538836402.0
53.56,13.71,1538836402.1
53.52,13.65,1538836402.2
53.48,13.60,1538836402.3
53.48,13.55,1538836402.4
53.45,13.52,1538836402.5
53.42,13.54,1538836402.6
53.39,13.57,1538836402.7
53.40,13.56,1538836402.8
53.39,13.52,1538836402.9
53.38,13.48,1538836403.0
53.38,13.44,1538836403.1
53.41,13.44,1538836403.2
53.47,13.43,1538836403.3
53.49,13.42,1538836403.4
53.53,13.45,1538836403.5
53.52,13.47,1538836403.6
53.52,13.49,1538836403.7
53.49,13.49,1538836403.8
53.42,13.48,1538836403.9
53.37,13.50,1538836404.0
53.36,13.53,1538836404.1
53.39,13.57,1538836404.2
53.41,13.58,1538836404.3
53.40,13.61,1538836404.4
53.45,13.64,1538836404.5
53.51,13.64,1538836404.6
53.48,13.61,1538836404.7
53.45,13.55,1538836404.8
53.39,13.51,1538836404.9
53.31,13.45,1538836405.0
53.17,13.42,1538836405.1
53.01,13.45,1538836405.2
52.83,13.51,1538836405.3
52.60,13.58,1538836405.4
52.34,13.68,1538836405.5
52.10,13.79,1538836405.6
51.84,13.98,1538836405.7
51.53,14.19,1538836405.8
51.14,14.42,1538836405.9
50.75,14.68,1538836406.0
50.36,14.96,1538836406.1
49.93,15.26,1538836406.2
49.48,15.50,1538836406.3
49.07,15.75,1538836406.4
48.71,16.01,1538836406.5
48.40,16.29,1538836406.6
48.09,16.59,1538836406.7
47.84,16.92,1538836406.8
47.60,17.20,1538836406.9
47.37,17.43,1538836407.0
47.11,17.67,1538836407.1
46.83,17.86,1538836407.2
46.56,18.00,1538836407.3
46.24,18.07,1538836407.4
45.92,18.15,1538836407.5
45.57,18.23,1538836407.6
45.24,18.21,1538836407.7
44.92,18.20,1538836407.8
44.61,18.17,1538836407.9
44.38,18.13,1538836408.0
44.25,18.15,1538836408.1
44.01,18.13,1538836408.2
43.82,18.13,1538836408.3
43.64,18.15,1538836408.4
43.51,18.21,1538836408.5
43.40,18.28,1538836408.6
43.34,18.27,1538836408.7
43.49,18.32,1538836408.8
43.77,18.37,1538836408.9
44.17,18.42,1538836409.0
44.68,18.38,1538836409.1
45.25,18.25,1538836409.2
45.81,18.04,1538836409.3
46.45,17.75,1538836409.4
46.99,17.43,1538836409.5
47.43,17.08,1538836409.6
47.75,16.76,1538836409.7
48.03,16.45,1538836409.8
48.22,16.16,1538836409.9
48.34,15.87,1538836410.0
48.48,15.56,1538836410.1
48.63,15.24,1538836410.2
48.77,14.90,1538836410.3
48.84,14.60,1538836410.4
48.88,14.32,1538836410.5
48.94,14.07,1538836410.6
49.02,13.84,1538836410.7
49.09,13.57,1538836410.8
49.20,13.27,1538836410.9
49.36,13.02,1538836411.0
49.53,12.86,1538836411.1
49.66,12.76,1538836411.2
49.73,12.74,1538836411.3
49.77,12.79,1538836411.4
49.76,12.90,1538836411.5
49.75,12.98,1538836411.6
49.70,13.05,1538836411.7
49.63,13.08,1538836411.8
49.54,13.11,1538836411.9
49.40,13.14,1538836412.0
49.26,13.22,1538836412.1
49.11,13.29,1538836412.2
48.98,13.31,1538836412.3
48.85,13.34,1538836412.4
48.76,13.36,1538836412.5
48.71,13.37,1538836412.6
48.68,13.36,1538836412.7
48.57,13.39,1538836412.8
48.44,13.46,1538836412.9
48.26,13.52,1538836413.0
48.08,13.56,1538836413.1
47.87,13.57,1538836413.2
47.58,13.55,1538836413.3
47.35,13.52,1538836413.4
47.13,13.48,1538836413.5
46.97,13.47,1538836413.6
46.78,13.44,1538836413.7
46.67,13.46,1538836413.8
46.62,13.51,1538836413.9
46.62,13.54,1538836414.0
46.61,13.51,1538836414.1
46.62,13.52,1538836414.2
46.65,13.54,1538836414.3
46.65,13.55,1538836414.4
46.66,13.57,1538836414.5
46.66,13.58,1538836414.6
46.69,13.67,1538836414.7
46.74,13.76,1538836414.8
46.86,13.80,1538836414.9
47.02,13.86,1538836415.0
47.23,13.92,1538836415.1
47.43,13.95,1538836415.2
47.66,14.00,1538836415.3
47.88,14.07,1538836415.4
48.04,14.23,1538836415.5
48.15,14.46,1538836415.6
48.26,14.72,1538836415.7
48.39,15.06,1538836415.8
48.45,15.39,1538836415.9
48.46,15.70,1538836416.0
48.40,15.98,1538836416.1
48.32,16.27,1538836416.2
48.14,16.55,1538836416.3
47.90,16.82,1538836416.4
47.61,17.07,1538836416.5
47.29,17.34,1538836416.6
46.99,17.61,1538836416.7
46.62,17.88,1538836416.8
46.30,18.06,1538836416.9
46.02,18.21,1538836417.0
45.74,18.30,1538836417.1
45.45,18.35,1538836417.2
45.17,18.38,1538836417.3
44.93,18.31,1538836417.4
44.64,18.24,1538836417.5
44.30,18.16,1538836417.6
44.09,18.11,1538836417.7
43.89,18.03,1538836417.8
43.70,17.96,1538836417.9
43.52,17.91,1538836418.0
43.38,17.90,1538836418.1
43.34,17.91,1538836418.2
43.26,17.95,1538836418.3
43.25,17.98,1538836418.4
43.30,17.97,1538836418.5
43.41,17.95,1538836418.6
43.56,17.92,1538836418.7
43.71,17.91,1538836418.8
43.90,17.88,1538836418.9
44.11,17.85,1538836419.0
44.37,17.88,1538836419.1
44.62,17.88,1538836419.2
44.86,17.90,1538836419.3
