353,8
1.08,3.32,1538837048.7
1.05,3.29,1538837048.8
1.03,3.22,1538837048.9
1.02,3.20,1538837049.0
0.98,3.16,1538837049.1
0.92,3.14,1538837049.2
0.85,3.14,1538837049.3
0.84,3.14,1538837049.4
0.86,3.16,1538837049.5
0.84,3.16,1538837049.6
0.82,3.16,1538837049.7
0.78,3.15,1538837049.8
0.78,3.14,1538837049.9
0.79,3.14,1538837050.0
0.83,3.14,1538837050.1
0.82,3.16,1538837050.2
0.85,3.17,1538837050.3
0.93,3.18,1538837050.4
0.99,3.17,1538837050.5
0.98,3.16,1538837050.6
0.91,3.16,1538837050.7
0.87,3.16,1538837050.8
0.82,3.20,1538837050.9
0.78,3.25,1538837051.0
0.71,3.29,1538837051.1
0.67,3.32,1538837051.2
0.68,3.32,1538837051.3
0.70,3.31,1538837051.4
0.69,3.27,1538837051.5
0.67,3.25,1538837051.6
0.68,3.24,1538837051.7
0.66,3.22,1538837051.8
0.63,3.21,1538837051.9
0.64,3.19,1538837052.0
0.68,3.15,1538837052.1
0.70,3.08,1538837052.2
0.74,3.05,1538837052.3
0.79,3.06,1538837052.4
0.80,3.06,1538837052.5
0.82,3.10,1538837052.6
0.80,3.15,1538837052.7
0.80,3.19,1538837052.8
0.80,3.23,1538837052.9
0.77,3.26,1538837053.0
0.80,3.28,1538837053.1
0.88,3.33,1538837053.2
1.04,3.37,1538837053.3
1.25,3.43,1538837053.4
1.55,3.46,1538837053.5
1.96,3.51,1538837053.6
2.45,3.59,1538837053.7
2.92,3.61,1538837053.8
3.44,3.65,1538837053.9
3.98,3.70,1538837054.0
4.58,3.80,1538837054.1
5.19,3.84,1538837054.2
5.82,3.88,1538837054.3
6.48,3.96,1538837054.4
7.20,4.02,1538837054.5
7.91,4.04,1538837054.6
8.57,4.06,1538837054.7
9.22,4.09,1538837054.8
9.84,4.09,1538837054.9
10.44,4.06,1538837055.0
11.00,4.06,1538837055.1
11.59,4.05,1538837055.2
12.17,4.02,1538837055.3
12.73,4.01,1538837055.4
13.29,4.02,1538837055.5
13.80,4.03,1538837055.6
14.25,4.05,1538837055.7
14.55,4.09,1538837055.8
14.73,4.12,1538837055.9
14.81,4.15,1538837056.0
14.76,4.13,1538837056.1
14.60,4.09,1538837056.2
14.37,4.05,1538837056.3
14.18,4.03,1538837056.4
14.04,4.03,1538837056.5
13.97,4.01,1538837056.6
13.97,4.03,1538837056.7
13.97,4.08,1538837056.8
14.01,4.11,1538837056.9
14.05,4.11,1538837057.0
14.09,4.11,1538837057.1
14.12,4.13,1538837057.2
14.12,4.15,1538837057.3
14.20,4.17,1538837057.4
14.29,4.21,1538837057.5
14.36,4.25,1538837057.6
14.40,4.22,1538837057.7
14.38,4.15,1538837057.8
14.34,4.05,1538837057.9
14.28,3.92,1538837058.0
14.25,3.82,1538837058.1
14.06,3.61,1538837058.2
14.02,3.50,1538837058.3
14.01,3.46,1538837058.4
14.03,3.48,1538837058.5
14.06,3.49,1538837058.6
14.06,3.46,1538837058.7
14.23,3.53,1538837058.8
14.25,3.55,1538837058.9
14.25,3.55,1538837059.0
14.28,3.54,1538837059.1
14.28,3.56,1538837059.2
14.29,3.59,1538837059.3
14.29,3.60,1538837059.4
14.30,3.62,1538837059.5
14.28,3.69,1538837059.6
14.26,3.75,1538837059.7
14.26,3.79,1538837059.8
14.27,3.82,1538837059.9
14.28,3.85,1538837060.0
14.29,3.84,1538837060.1
14.33,3.78,1538837060.2
14.36,3.72,1538837060.3
14.37,3.68,1538837060.4
14.38,3.66,1538837060.5
14.37,3.66,1538837060.6
14.37,3.67,1538837060.7
14.36,3.67,1538837060.8
14.34,3.67,1538837060.9
14.31,3.66,1538837061.0
14.27,3.64,1538837061.1
14.23,3.62,1538837061.2
14.19,3.60,1538837061.3
14.15,3.59,1538837061.4
14.12,3.59,1538837061.5
14.09,3.61,1538837061.6
14.04,3.66,1538837061.7
14.04,3.65,1538837061.8
14.06,3.66,1538837061.9
14.08,3.68,1538837062.0
14.10,3.69,1538837062.1
14.13,3.66,1538837062.2
14.19,3.59,1538837062.3
14.18,3.58,1538837062.4
14.14,3.60,1538837062.5
14.07,3.61,1538837062.6
14.02,3.61,1538837062.7
13.96,3.64,1538837062.8
13.91,3.67,1538837062.9
13.89,3.69,1538837063.0
13.87,3.72,1538837063.1
13.90,3.69,1538837063.2
13.93,3.69,1538837063.3
14.00,3.70,1538837063.4
14.06,3.70,1538837063.5
14.09,3.73,1538837063.6
14.14,3.71,1538837063.7
14.19,3.71,1538837063.8
14.21,3.68,1538837063.9
14.19,3.67,1538837064.0
14.20,3.64,1538837064.1
14.19,3.62,1538837064.2
14.19,3.67,1538837064.3
14.16,3.68,1538837064.4
14.14,3.72,1538837064.5
14.10,3.72,1538837064.6
14.04,3.74,1538837064.7
14.03,3.73,1538837064.8
14.02,3.64,1538837064.9
14.03,3.58,1538837065.0
14.05,3.57,1538837065.1
14.11,3.59,1538837065.2
14.15,3.58,1538837065.3
14.19,3.57,1538837065.4
14.20,3.57,1538837065.5
14.20,3.58,1538837065.6
14.18,3.59,1538837065.7
14.14,3.58,1538837065.8
14.11,3.58,1538837065.9
14.07,3.60,1538837066.0
14.04,3.62,1538837066.1
14.05,3.61,1538837066.2
14.06,3.60,1538837066.3
14.08,3.56,1538837066.4
14.11,3.53,1538837066.5
14.13,3.50,1538837066.6
14.14,3.48,1538837066.7
14.13,3.49,1538837066.8
14.15,3.46,1538837066.9
14.16,3.45,1538837067.0
14.17,3.44,1538837067.1
