City1,City2,AvgTime
Anaheim,DesMoines,16.880260250226094
Anaheim,Detroit,13.617219475429613
Anaheim,Durham,14.797050145714007
Anaheim,ElPaso,24.498415217901048
Anaheim,FortWayne,13.996077446152825
Anaheim,FortWorth,20.398536060027475
Anaheim,Fremont,29.856180727230075
Anaheim,Fresno,29.94359782936388
Anaheim,Garland,20.108795481191173
Anaheim,Gilbert,26.861322865373662
Anaheim,Glendale,26.979816157505116
Anaheim,Greensboro,14.724776002411822
Anaheim,Henderson,27.582825386058353
Anaheim,Hialeah,19.550912060764407
Anaheim,Houston,20.771428265165977
Anaheim,Indianapolis,14.495241232036989
Anaheim,Irvine,29.561436740026135
Anaheim,Irving,20.30615870264295
Anaheim,Jacksonville,17.059164681941507
Anaheim,JerseyCity,14.02368189126721
Anaheim,KansasCity,17.94539279134425
Anaheim,Laredo,22.79740278196496
Anaheim,LasVegas,27.47464994305427
Anaheim,Lexington,14.645592520014748
Anaheim,Lincoln,18.315502076843202
Anaheim,LongBeach,29.598667344990442
Anaheim,LosAngeles,29.61947111680567
Anaheim,Louisville,14.869969173952372
Anaheim,Lubbock,22.17484542592033
Anaheim,Madison,15.766823267343314
Anaheim,Memphis,17.07148475027635
Anaheim,Mesa,26.80938034703382
Anaheim,Miami,19.54416297357049
Anaheim,Milwaukee,15.278051502361567
Anaheim,Minneapolis,17.211516187652837
Anaheim,Nashville,15.614991223662622
Anaheim,Newark,13.968162018892578
Anaheim,NewOrleans,18.605981400529263
Anaheim,NewYork,14.1963372357887
Anaheim,Norfolk,14.80570353900781
Anaheim,NorthLasVegas,27.371177343985526
Anaheim,Oakland,29.636112216527646
Anaheim,OklahomaCity,19.701467649817452
Anaheim,Omaha,17.976844647104144
Anaheim,Orlando,18.113039995980298
Anaheim,Philadelphia,13.927648611529838
Anaheim,Phoenix,26.964162119384966
Anaheim,Pittsburgh,13.54844365725388
Anaheim,Plano,20.208112844605242
Anaheim,Portland,28.776618011590106
Anaheim,Raleigh,14.906084271262529
Anaheim,Reno,28.2964219508927
Anaheim,Richmond,14.3438473603993
Anaheim,Riverside,29.26878048269856
Anaheim,Sacramento,29.029547549659984
Anaheim,SaintPaul,17.144507193581887
Anaheim,SanAntonio,21.880974265567946
Anaheim,SanDiego,29.426086808695935
Anaheim,SanFrancisco,30.10053430141023
Anaheim,SanJose,29.88926989749773
Anaheim,SantaAna,29.571393662278496
Anaheim,Scottsdale,26.893804399892808
Anaheim,Seattle,28.327551627977094
Anaheim,StLouis,16.163965924697692
Anaheim,Stockton,29.392063335343185
Anaheim,StPetersburg,18.524221033062
Anaheim,Tampa,18.36690346866311
Anaheim,Toledo,13.487285272836903
Anaheim,Tucson,26.484494355676134
Anaheim,Tulsa,19.083574850098813
Anaheim,VirginiaBeach,14.947422185375014
Anaheim,Washington,13.853550489063087
Anaheim,Wichita,19.291913476032583
Anaheim,WinstonSalem,14.719057967373471
Anchorage,Anchorage,68.77604162898203
Anchorage,Arlington,40.45734097913108
Anchorage,Atlanta,37.12707664221351
Anchorage,Aurora,42.35292151542558
Anchorage,Austin,40.749023414732186
Anchorage,Bakersfield,46.05257069641245
Anchorage,Baltimore,35.51655127625364
Anchorage,BatonRouge,39.10252880782501
Anchorage,Boise,46.35308525943792
Anchorage,Boston,36.4712998358624
Anchorage,Buffalo,35.293480965062145
Anchorage,Chandler,44.313894323853575
Anchorage,Charlotte,36.30702549157538
Anchorage,Chesapeake,36.29812769235923
Anchorage,Chicago,36.68198083944663
Anchorage,ChulaVista,45.67963299333401
Anchorage,Cincinnati,35.75885668107058
Anchorage,Cleveland,35.42870576658964
Anchorage,ColoradoSprings,42.26840003517234
Anchorage,Columbus,35.43305286738353
Anchorage,CorpusChristi,41.76320776806351
Anchorage,Dallas,40.261664179479446
Anchorage,Denver,42.30425686698156
Anchorage,DesMoines,39.09558813184604
Anchorage,Detroit,35.47199196898134
Anchorage,Durham,36.166995360600275
Anchorage,ElPaso,42.81123193648883
Anchorage,FortWayne,35.784188749874396
Anchorage,FortWorth,40.418804039795
Anchorage,Fremont,47.34078904130237
Anchorage,Fresno,46.68764332730384
Anchorage,Garland,40.46333164171105
Anchorage,Gilbert,44.33946899809065
Anchorage,Glendale,44.36731402204136
Anchorage,Greensboro,36.096368823903795
Anchorage,Henderson,44.7773836214116
Anchorage,Hialeah,40.94075756205408
Anchorage,Houston,40.81968220949318
Anchorage,Indianapolis,36.13602011523132
Anchorage,Irvine,45.762436170569146
Anchorage,Irving,40.45611319632867
Anchorage,Jacksonville,37.987971652765225
Anchorage,JerseyCity,35.560052649649954
Anchorage,KansasCity,39.44094517301444
Anchorage,Laredo,42.20926126352462
Anchorage,LasVegas,44.931459744414305
Anchorage,Lexington,36.118507947274985
Anchorage,Lincoln,39.78026967138981
Anchorage,LongBeach,45.911272954142
Anchorage,LosAngeles,45.93385919338093
Anchorage,Louisville,36.32260819683116
Anchorage,Lubbock,41.51429374769706
Anchorage,Madison,38.03792587847117
Anchorage,Memphis,37.76025995712324
Anchorage,Mesa,44.28808289786624
Anchorage,Miami,40.93420492077849
Anchorage,Milwaukee,37.44729750778815
Anchorage,Minneapolis,40.038861588450075
Anchorage,Nashville,36.938470538974315
Anchorage,Newark,35.504809064415646
Anchorage,NewOrleans,39.02850167487356
Anchorage,NewYork,35.711166088835306
Anchorage,Norfolk,36.21220186413426
Anchorage,NorthLasVegas,44.80053477037486
Anchorage,Oakland,47.283052766891124
Anchorage,OklahomaCity,39.58337570763407
Anchorage,Omaha,39.59289162730714
Anchorage,Orlando,39.53747258232005
Anchorage,Philadelphia,35.46440487555691
Anchorage,Phoenix,44.40646395672128
Anchorage,Pittsburgh,35.17956267376815
Anchorage,Plano,39.89844981241416
Anchorage,Portland,48.58578101865808
Anchorage,Raleigh,36.276105491910364
Anchorage,Reno,46.87354748266507
Anchorage,Richmond,35.732520751683246
Anchorage,Riverside,45.5840461762637
Anchorage,Sacramento,47.12802094429372
Anchorage,SaintPaul,39.98883956386293
Anchorage,SanAntonio,41.19232672595719
Anchorage,SanDiego,45.641089304257555
Anchorage,SanFrancisco,47.92459974709412
Anchorage,SanJose,47.37606801661475
Anchorage,SantaAna,45.73663720564101
Anchorage,Scottsdale,44.1406725287241
Anchorage,Seattle,49.019908752889194
Anchorage,StLouis,37.64892617994841
Anchorage,Stockton,47.05133638997758
Anchorage,StPetersburg,39.42433985696581
Anchorage,Tampa,39.267318544199924
Anchorage,Toledo,35.34984602887483
Anchorage,Tucson,44.23935311358995
Anchorage,Tulsa,39.19267102133787
Anchorage,VirginiaBeach,36.33461121160353
Anchorage,Washington,35.36193592771246
Anchorage,Wichita,39.66960897564733
Anchorage,WinstonSalem,36.07609087863867
Arlington,Arlington,19.04734487321207
Arlington,Atlanta,14.405269579271774
Arlington,Aurora,17.302482564566375
Arlington,Austin,19.492295615181057
Arlington,Bakersfield,20.412219366562816
Arlington,Baltimore,12.074193498140897
Arlington,BatonRouge,17.561710020768437
Arlington,Boise,19.1394948330151
Arlington,Boston,12.99835351555958
Arlington,Buffalo,11.589742655679503
Arlington,Chandler,19.65655414028741
Arlington,Charlotte,13.402151785415203
Arlington,Chesapeake,13.281038094998829
Arlington,Chicago,12.596724366060366
Arlington,ChulaVista,20.826636301209252
Arlington,Cincinnati,12.352334974709418
Arlington,Cleveland,11.540448095668781
Arlington,ColoradoSprings,17.676632926339057
Arlington,Columbus,11.875172913945006
Arlington,CorpusChristi,20.393046653602656
Arlington,Dallas,18.822700147388872
Arlington,Denver,17.294390756372895
Arlington,DesMoines,14.475425568619567
Arlington,Detroit,11.57452235118749
Arlington,Durham,13.218278690583864
Arlington,ElPaso,19.40158711854755
Arlington,FortWayne,11.985063343717552
Arlington,FortWorth,18.972171264194547
Arlington,Fremont,21.017202182360215
Arlington,Fresno,20.85169555823536
Arlington,Garland,18.775904088366318
Arlington,Gilbert,19.801878747529567
Arlington,Glendale,19.761027685659723
Arlington,Greensboro,13.151440416373566
Arlington,Henderson,19.33725891870164
Arlington,Hialeah,18.01400113891402
Arlington,Houston,19.302569004790122
Arlington,Indianapolis,12.544221820252572
Arlington,Irvine,20.385032542793027
Arlington,Irving,18.918127030784195
Arlington,Jacksonville,15.522351371721436
Arlington,JerseyCity,12.228149758818216
Arlington,KansasCity,15.50764614109135
Arlington,Laredo,20.46045129467724
Arlington,LasVegas,19.300615968244387
Arlington,Lexington,12.832802683147431
Arlington,Lincoln,15.652908258801451
Arlington,LongBeach,20.41715313368841
Arlington,LosAngeles,20.45994318828929
Arlington,Louisville,13.017661608548558
Arlington,Lubbock,18.75767617994842
Arlington,Madison,13.483231777375812
Arlington,Memphis,15.467917780457578
Arlington,Mesa,19.749461737513826
Arlington,Miami,18.00726797976753
Arlington,Milwaukee,13.040602385019936
Arlington,Minneapolis,14.628122391384444
Arlington,Nashville,13.98496861286973
Arlington,Newark,12.17173830938265
Arlington,NewOrleans,17.100136661307083
Arlington,NewYork,12.37657849294879
Arlington,Norfolk,13.164963353766796
Arlington,NorthLasVegas,19.223272192074493
Arlington,Oakland,20.884642749472416
Arlington,OklahomaCity,17.64748185274512
Arlington,Omaha,15.3712607443138
Arlington,Orlando,16.578962055739797
Arlington,Philadelphia,12.158096271731496
Arlington,Phoenix,19.762412873078087
Arlington,Pittsburgh,11.69534622985965
Arlington,Plano,18.766307314172792
Arlington,Portland,20.744090309181654
Arlington,Raleigh,13.31736553277728
Arlington,Reno,19.94670265132482
Arlington,Richmond,12.684214810906782
Arlington,Riverside,20.192604738217266
Arlington,Sacramento,20.393271530499458
Arlington,SaintPaul,14.568511615248042
Arlington,SanAntonio,19.623979390680997
Arlington,SanDiego,20.63795373999264
Arlington,SanFrancisco,21.387552130439158
Arlington,SanJose,21.03731218805479
Arlington,SantaAna,20.40453480387231
Arlington,Scottsdale,19.708307473285767
Arlington,Seattle,20.749552457039492
Arlington,StLouis,14.13537317020066
Arlington,Stockton,20.631863757411317
Arlington,StPetersburg,16.9898273707835
Arlington,Tampa,16.83280605801762
Arlington,Toledo,11.54518045925033
Arlington,Tucson,19.895724131578064
Arlington,Tulsa,16.913367006665993
Arlington,VirginiaBeach,13.306854260878309
Arlington,Washington,12.129522217197609
Arlington,Wichita,16.839557950624727
Arlington,WinstonSalem,13.147760727565075
Atlanta,Atlanta,17.29523534485647
Atlanta,Aurora,13.580972615817506
Atlanta,Austin,14.953225169999666
Atlanta,Bakersfield,16.117011941848386
Atlanta,Baltimore,14.498972615817522
Atlanta,BatonRouge,16.230240871939177
Atlanta,Boise,15.539503039895488
Atlanta,Boston,15.31188302683148
Atlanta,Buffalo,13.690473955716351
Atlanta,Chandler,15.269968637992836
Atlanta,Charlotte,16.16034963822732
Atlanta,Chesapeake,15.922735688205549
Atlanta,Chicago,13.371259664020371
Atlanta,ChulaVista,16.296315596422456
Atlanta,Cincinnati,14.271958161658809
Atlanta,Cleveland,13.590887138646039
Atlanta,ColoradoSprings,13.814392640605634
Atlanta,Columbus,13.977679043982198
Atlanta,CorpusChristi,16.272915335142198
Atlanta,Dallas,14.353797440793228
Atlanta,Denver,13.579437535591063
Atlanta,DesMoines,13.244081365356914
Atlanta,Detroit,13.37308935450375
Atlanta,Durham,15.884501582755519
Atlanta,ElPaso,14.796572865373665
Atlanta,FortWayne,13.560079774227056
Atlanta,FortWorth,14.330037165444013
Atlanta,Fremont,16.951060588550558
Atlanta,Fresno,16.61857468261146
Atlanta,Garland,14.384724550296454
Atlanta,Gilbert,15.307295271831974
Atlanta,Glendale,15.285291880213046
Atlanta,Greensboro,15.793558670820364
Atlanta,Henderson,15.077276605366286
Atlanta,Hialeah,20.428068075235316
Atlanta,Houston,15.515432402103638
Atlanta,Indianapolis,13.940562539778247
Atlanta,Irvine,16.02080524570395
Atlanta,Irving,14.366440667604602
Atlanta,Jacksonville,18.009352786989577
Atlanta,JerseyCity,14.600288865440673
Atlanta,KansasCity,13.45662770073358
Atlanta,Laredo,16.075472557196925
Atlanta,LasVegas,15.08434300572807
Atlanta,Lexington,14.850823644189871
Atlanta,Lincoln,13.27107433926238
Atlanta,LongBeach,16.05845286905838
Atlanta,LosAngeles,16.11343014939872
Atlanta,Louisville,14.666889098248083
Atlanta,Lubbock,14.216547156064719
Atlanta,Madison,13.57740297457542
Atlanta,Memphis,15.107166775533452
Atlanta,Mesa,15.254764202927682
Atlanta,Miami,20.442886167219378
Atlanta,Milwaukee,13.488800664924796
Atlanta,Minneapolis,13.661405168659764
Atlanta,Nashville,15.573284653133689
Atlanta,Newark,14.542679052356563
Atlanta,NewOrleans,16.67400735269488
Atlanta,NewYork,14.746860575151592
Atlanta,Norfolk,15.791817623019478
Atlanta,NorthLasVegas,15.042008031018657
Atlanta,Oakland,16.81413658593776
Atlanta,OklahomaCity,13.674503919204097
Atlanta,Omaha,13.254844898335175
Atlanta,Orlando,18.969011849730336
Atlanta,Philadelphia,14.54594060898404
Atlanta,Phoenix,15.266866311593475
Atlanta,Pittsburgh,13.916746114293375
Atlanta,Plano,14.355315713663618
Atlanta,Portland,17.393695985328108
Atlanta,Raleigh,16.01213941647407
Atlanta,Reno,16.151542608783025
Atlanta,Richmond,15.290017217700077
Atlanta,Riverside,15.81459293035876
Atlanta,Sacramento,16.48332234616287
Atlanta,SaintPaul,13.629765241349288
Atlanta,SanAntonio,15.136957533581214
Atlanta,SanDiego,16.20130334472249
Atlanta,SanFrancisco,17.3903992396074
Atlanta,SanJose,16.90411197367098
Atlanta,SantaAna,16.030712809432888
Atlanta,Scottsdale,15.284524654138618
Atlanta,Seattle,17.610269746759116
Atlanta,StLouis,14.07132369443607
Atlanta,Stockton,16.59114311794459
Atlanta,StPetersburg,19.38172912270123
Atlanta,Tampa,19.22579406592302
Atlanta,Toledo,13.394082613137718
Atlanta,Tucson,15.32832325896896
Atlanta,Tulsa,13.71352488024654
Atlanta,VirginiaBeach,15.94079159548455
Atlanta,Washington,14.58695391585436
Atlanta,Wichita,13.48825767929521
Atlanta,WinstonSalem,15.774604085016593
Aurora,Aurora,19.777161106086485
Aurora,Austin,18.14377914279972
Aurora,Bakersfield,21.94163311057515
Aurora,Baltimore,11.557542533413717
Aurora,BatonRouge,16.2366792700901
Aurora,Boise,21.557233795598407
Aurora,Boston,12.608998149264718
Aurora,Buffalo,11.375894156366186
Aurora,Chandler,20.654539719626165
Aurora,Charlotte,12.664025901919397
Aurora,Chesapeake,12.615889835192437
Aurora,Chicago,12.66070418383411
Aurora,ChulaVista,21.82646600006697
Aurora,Cincinnati,12.032502947777438
Aurora,Cleveland,11.327658593776158
Aurora,ColoradoSprings,19.77570547348675
Aurora,Columbus,11.60142674940541
Aurora,CorpusChristi,19.138391510065986
Aurora,Dallas,17.10913164506079
Aurora,Denver,19.76764166080461
Aurora,DesMoines,14.898958178407518
Aurora,Detroit,11.457465087260902
Aurora,Durham,12.477091632331753
Aurora,ElPaso,19.91573691086324
Aurora,FortWayne,11.892446579908206
Aurora,FortWorth,17.366974232070486
Aurora,Fremont,22.958335619535717
Aurora,Fresno,22.436833082102297
Aurora,Garland,17.106978109402746
Aurora,Gilbert,20.708544518138872
Aurora,Glendale,20.70056862794359
Aurora,Greensboro,12.405352334773717
Aurora,Henderson,20.97814104110139
Aurora,Hialeah,17.13844462030616
Aurora,Houston,17.634464609921938
Aurora,Indianapolis,12.39898483402002
Aurora,Irvine,21.79347959166584
Aurora,Irving,17.248374610591895
Aurora,Jacksonville,14.653156726292162
Aurora,JerseyCity,11.790975220245857
Aurora,KansasCity,15.738905352895852
Aurora,Laredo,19.464579807724515
Aurora,LasVegas,21.03396717247847
Aurora,Lexington,12.352313946672018
Aurora,Lincoln,16.35921754095065
Aurora,LongBeach,21.793662353867276
Aurora,LosAngeles,21.914900788865445
Aurora,Louisville,12.622066132381999
Aurora,Lubbock,18.84097364586474
Aurora,Madison,13.773600216058684
Aurora,Memphis,14.650745260107847
Aurora,Mesa,20.647103549057054
Aurora,Miami,17.131700842461385
Aurora,Milwaukee,13.243099881083968
Aurora,Minneapolis,15.192082847619993
Aurora,Nashville,13.271058679194706
Aurora,Newark,11.736233552741757
Aurora,NewOrleans,15.963169572572266
Aurora,NewYork,11.937640614008632
Aurora,Norfolk,12.510480847820977
Aurora,NorthLasVegas,21.025036185642985
Aurora,Oakland,22.888632340133316
Aurora,OklahomaCity,16.939466695139533
Aurora,Omaha,15.981754890630747
Aurora,Orlando,15.701516882725352
Aurora,Philadelphia,11.702374819951087
Aurora,Phoenix,20.70463610859879
Aurora,Pittsburgh,11.377211226677376
Aurora,Plano,17.186099805714665
Aurora,Portland,23.37036125347535
Aurora,Raleigh,12.586231869493847
Aurora,Reno,22.27291805681171
Aurora,Richmond,12.035402019897491
Aurora,Riverside,21.58797604093392
Aurora,Sacramento,22.582489716276417
Aurora,SaintPaul,15.122928491273898
Aurora,SanAntonio,18.58607279000434
Aurora,SanDiego,21.807457257227075
Aurora,SanFrancisco,23.21999630690383
Aurora,SanJose,22.87452905068167
Aurora,SantaAna,21.813011749237937
Aurora,Scottsdale,20.70460011556626
Aurora,Seattle,23.391061961946868
Aurora,StLouis,13.975147288379716
Aurora,Stockton,22.65067564398889
Aurora,StPetersburg,16.112592679127722
Aurora,Tampa,15.955373865273167
Aurora,Toledo,11.407661189830156
Aurora,Tucson,20.590196822764884
Aurora,Tulsa,16.403345543161485
Aurora,VirginiaBeach,12.649672712960164
Aurora,Washington,11.604358054466884
Aurora,Wichita,16.967774888620905
Aurora,WinstonSalem,12.400899013499473
Austin,Austin,20.804208337520514
Austin,Bakersfield,21.344156022845283
Austin,Baltimore,12.56592305630925
Austin,BatonRouge,18.157436606036246
Austin,Boise,19.98891114795833
Austin,Boston,13.477414690315879
Austin,Buffalo,12.062404356346093
Austin,Chandler,20.798448899608093
Austin,Charlotte,13.990538982681818
Austin,Chesapeake,13.83039186178944
Austin,Chicago,13.05279662847955
Austin,ChulaVista,21.871393503165503
Austin,Cincinnati,12.825446512913278
Austin,Cleveland,12.0108952701571
Austin,ColoradoSprings,18.560207960673974
Austin,Columbus,12.344801795464447
Austin,CorpusChristi,21.68317637255886
Austin,Dallas,19.283853641175078
Austin,Denver,18.1583860081064
Austin,DesMoines,14.92957037818645
Austin,Detroit,12.04028878169698
Austin,Durham,13.734596665326777
Austin,ElPaso,20.464221778380743
Austin,FortWayne,12.451839086523965
Austin,FortWorth,19.492700633102196
Austin,Fremont,21.965037006331013
Austin,Fresno,21.876060337319547
Austin,Garland,19.22963634308109
Austin,Gilbert,20.834645948480887
Austin,Glendale,20.811069088533813
Austin,Greensboro,13.661665033664965
Austin,Henderson,20.24935264462534
Austin,Hialeah,18.582509002445324
Austin,Houston,20.10181438213915
Austin,Indianapolis,13.010597042173316
Austin,Irvine,21.349097862861367
Austin,Irving,19.366614862827873
Austin,Jacksonville,16.0873730027133
Austin,JerseyCity,12.706214006967471
Austin,KansasCity,15.95807434763675
Austin,Laredo,21.766420887347994
Austin,LasVegas,20.205433189294205
Austin,Lexington,13.321076926942018
Austin,Lincoln,16.176785549191028
Austin,LongBeach,21.393786780223106
Austin,LosAngeles,21.43998361973673
Austin,Louisville,13.494167772083207
Austin,Lubbock,19.69521609218505
Austin,Madison,13.943349160888353
Austin,Memphis,15.949861755937421
Austin,Mesa,20.781034644759327
Austin,Miami,18.575770533949697
Austin,Milwaukee,13.499409263725587
Austin,Minneapolis,15.13253420091784
Austin,Nashville,14.454852334773731
Austin,Newark,12.649577236793622
Austin,NewOrleans,17.6956422888822
Austin,NewYork,12.858992019227548
Austin,Norfolk,13.70749957290725
Austin,NorthLasVegas,20.138744305429938
Austin,Oakland,21.79100653200684
Austin,OklahomaCity,18.107446596656953
Austin,Omaha,15.903494003952709
Austin,Orlando,17.146525592067807
Austin,Philadelphia,12.63642664891301
Austin,Phoenix,20.79442803905805
Austin,Pittsburgh,12.162233653234182
Austin,Plano,19.216760610323924
Austin,Portland,21.815880146048972
Austin,Raleigh,13.8453855140187
Austin,Reno,20.84050362610123
Austin,Richmond,13.223919823803309
Austin,Riverside,21.180392247010353
Austin,Sacramento,21.31832989146821
Austin,SaintPaul,15.065179002110353
Austin,SanAntonio,20.92944521488627
Austin,SanDiego,21.74984955448365
Austin,SanFrancisco,22.30422011188156
Austin,SanJose,21.923924831675205
Austin,SantaAna,21.39524339262387
Austin,Scottsdale,20.803694762670418
Austin,Seattle,21.650972707935555
Austin,StLouis,14.59263414062239
Austin,Stockton,21.558347661876542
Austin,StPetersburg,17.557496147790847
Austin,Tampa,17.400376084480627
Austin,Toledo,12.0070705707969
Austin,Tucson,20.95071784242791
Austin,Tulsa,17.36212353867283
Austin,VirginiaBeach,13.845426062707274
Austin,Washington,12.625542005828558
Austin,Wichita,17.358061484607912
Austin,WinstonSalem,13.66132114025392
Bakersfield,Bakersfield,29.9587103473688
Bakersfield,Baltimore,14.029945960205009
Bakersfield,BatonRouge,19.147309164908044
Bakersfield,Boise,26.85061016480755
Bakersfield,Boston,15.021704125213551
Bakersfield,Buffalo,13.705161348943154
Bakersfield,Chandler,26.8678277643788
Bakersfield,Charlotte,15.161505610826383
Bakersfield,Chesapeake,15.081422930693734
Bakersfield,Chicago,14.911327161424317
Bakersfield,ChulaVista,29.401140957357704
Bakersfield,Cincinnati,14.479302859009154
Bakersfield,Cleveland,13.661249237932543
Bakersfield,ColoradoSprings,22.26431590627408
Bakersfield,Columbus,14.002624660838109
Bakersfield,CorpusChristi,22.43190208689244
Bakersfield,Dallas,20.225361915050414
Bakersfield,Denver,22.055007645797748
Bakersfield,DesMoines,17.10536093524938
Bakersfield,Detroit,13.82604403242556
Bakersfield,Durham,14.97411352292902
Bakersfield,ElPaso,24.54706235554215
Bakersfield,FortWayne,14.204299902857345
Bakersfield,FortWorth,20.49196198874487
Bakersfield,Fremont,30.34711611898302
Bakersfield,Fresno,30.45322825176697
Bakersfield,Garland,20.27376258667472
Bakersfield,Gilbert,26.880106940675983
Bakersfield,Glendale,26.99808953873983
Bakersfield,Greensboro,14.902184646434193
Bakersfield,Henderson,27.80439731350283
Bakersfield,Hialeah,19.704300966402037
Bakersfield,Houston,20.814452157237127
Bakersfield,Indianapolis,14.701369510601957
Bakersfield,Irvine,29.53908596288479
Bakersfield,Irving,20.38311611060865
Bakersfield,Jacksonville,17.218356337721502
Bakersfield,JerseyCity,14.195639776571866
Bakersfield,KansasCity,18.0476088332831
Bakersfield,Laredo,22.8569655311024
Bakersfield,LasVegas,27.69980822697885
Bakersfield,Lexington,14.81789952433591
Bakersfield,Lincoln,18.53382348507687
Bakersfield,LongBeach,29.641831390479997
Bakersfield,LosAngeles,29.777442803068404
Bakersfield,Louisville,15.089776404381471
Bakersfield,Lubbock,22.173836281110766
Bakersfield,Madison,16.003921197199617
