team,FIPS,lng,lat
f,19103,-91.588812,41.668737
f,12086,-80.499045,25.610494
f,55043,-90.695368,42.870062
f,23005,-70.330375,43.808348
f,9013,-72.340977,41.858076
f,36067,-76.196117,43.00653
f,25013,-72.635648,42.136198
f,9003,-72.732916,41.806053
f,9003,-72.732916,41.806053
f,9003,-72.732916,41.806053
f,12099,-80.448673,26.645763
f,12085,-80.398211,27.079954
f,9003,-72.732916,41.806053
f,26163,-83.261953,42.284664
f,26163,-83.261953,42.284664
f,12095,-81.323295,28.514435
f,Markham CAN,-79.337021,43.856098
f,25027,-71.940282,42.311693
f,36055,-77.664656,43.464475
f,6081,-122.371542,37.414664
f,34027,-74.547427,40.858581
f,9003,-72.732916,41.806053
f,6081,-122.371542,37.414664
f,26099,-82.910869,42.671467
f,34007,-74.961251,39.802352
f,34007,-74.961251,39.802352
f,6037,-118.261862,34.196398
f,25005,-71.087062,41.748576
f,36055,-77.664656,43.464475
f,12086,-80.499045,25.610494
f,33005,-72.248217,42.925455
f,48141,-106.241391,31.766403
f,26081,-85.547446,43.032497
f,26099,-82.910869,42.671467
f,34041,-75.009542,40.853524
f,26061,-88.652066,46.998305
f,42131,-76.00878,41.525137
f,34031,-74.300308,41.033763
f,34023,-74.407585,40.439593
f,42133,-76.728446,39.921839
f,26125,-83.38421,42.660452
f,9009,-72.900204,41.349717
f,36089,-75.074311,44.488113
f,9009,-72.900204,41.349717
f,48201,-95.393037,29.857273
f,6055,-122.325995,38.507351
f,12009,-80.700384,28.298276
f,18097,-86.135794,39.782976
f,26099,-82.910869,42.671467
f,9007,-72.524227,41.434525
f,9005,-73.235428,41.791897
f,33011,-71.723101,42.911643
f,26115,-83.487106,41.916097
f,33015,-71.099437,42.98936
f,26081,-85.547446,43.032497
f,26099,-82.910869,42.671467
f,25025,-71.020173,42.33196
f,26163,-83.261953,42.284664
f,42101,-75.133346,40.009376
f,Windsor CAN,-83.026772,42.317432
f,36001,-73.974014,42.588271
f,6081,-122.371542,37.414664
f,6085,-121.690622,37.220777
f,6085,-121.690622,37.220777
f,6085,-121.690622,37.220777
f,6085,-121.690622,37.220777
f,6037,-118.261862,34.196398
f,6037,-118.261862,34.196398
f,6037,-118.261862,34.196398
f,36103,-72.692218,40.943554
f,26165,-85.570046,44.331375
f,34031,-74.300308,41.033763
f,12011,-80.476658,26.19352
f,42101,-75.133346,40.009376
f,55133,-88.306707,43.019308
f,36059,-73.589384,40.729687
f,36059,-73.589384,40.729687
f,42091,-75.370201,40.209999
f,39035,-81.724217,41.760392
f,39099,-80.770396,41.01088
f,12095,-81.323295,28.514435
f,39173,-83.622682,41.360183
f,26163,-83.261953,42.284664
f,45045,-82.372077,34.892645
f,12095,-81.323295,28.514435
f,45045,-82.372077,34.892645
f,42115,-75.800969,41.819665
f,36103,-72.692218,40.943554
f,26081,-85.547446,43.032497
f,42049,-80.096386,42.117952
f,18067,-86.114118,40.483537
f,34021,-74.703724,40.282503
f,6037,-118.261862,34.196398
f,6067,-121.340441,38.450011
f,Longueuil CAN,-73.510712,45.536945
f,26125,-83.38421,42.660452
f,6001,-121.913304,37.648081
f,6087,-122.007205,37.012488
f,42101,-75.133346,40.009376
f,26163,-83.261953,42.284664
f,26125,-83.38421,42.660452
f,34035,-74.61993,40.565522
f,42101,-75.133346,40.009376
f,42123,-79.313173,41.843669
f,26125,-83.38421,42.660452
f,17161,-90.572203,41.468404
f,36059,-73.589384,40.729687
f,12103,-82.739518,27.903122
f,26163,-83.261953,42.284664
f,26049,-83.706372,43.021077
f,34033,-75.357356,39.573828
f,48439,-97.291291,32.77204
f,33017,-71.035927,43.293177
f,42101,-75.133346,40.009376
f,26049,-83.706372,43.021077
f,5005,-92.330438,36.28071
f,26163,-83.261953,42.284664
f,36103,-72.692218,40.943554
f,6037,-118.261862,34.196398
f,36061,-73.970174,40.776557
f,36047,-73.950777,40.635133
f,36047,-73.950777,40.635133
f,36047,-73.950777,40.635133
f,54045,-81.940853,37.830591
f,37009,-81.49877,36.436305
f,51179,-77.459043,38.418933
f,36037,-78.192778,43.00091
f,42091,-75.370201,40.209999
f,45019,-79.94248,32.800458
f,45073,-83.061522,34.748759
f,51740,-76.356269,36.85943
f,51041,-77.585847,37.378434
f,25023,-70.741942,41.987196
f,26125,-83.38421,42.660452
f,33015,-71.099437,42.98936
f,12019,-81.858147,29.987116
f,36059,-73.589384,40.729687
f,36059,-73.589384,40.729687
f,36047,-73.950777,40.635133
f,5119,-92.316515,34.773988
f,42045,-75.398786,39.91667
f,36059,-73.589384,40.729687
f,15003,-158.201976,21.461364
f,53053,-122.144709,47.040716
f,36059,-73.589384,40.729687
f,6037,-118.261862,34.196398
f,28047,-89.083376,30.416536
f,10003,-75.644132,39.575915
f,24045,-75.632206,38.367389
f,15003,-158.201976,21.461364
f,36047,-73.950777,40.635133
f,36085,-74.137063,40.563855
f,53029,-122.670503,48.158436
f,36059,-73.589384,40.729687
f,2020,-149.274354,61.177549
f,36085,-74.137063,40.563855
f,6001,-121.913304,37.648081
f,36063,-78.792143,43.456731
f,39155,-80.767656,41.308936
f,36005,-73.852939,40.848711
f,34021,-74.703724,40.282503
f,39049,-83.008258,39.969447
f,51760,-77.476009,37.531399
f,12009,-80.700384,28.298276
f,51027,-82.038151,37.26812
f,26081,-85.547446,43.032497
f,18059,-85.772904,39.822604
f,9003,-72.732916,41.806053
f,36005,-73.852939,40.848711
f,26049,-83.706372,43.021077
f,42047,-78.653938,41.427334
f,6037,-118.261862,34.196398
f,51760,-77.476009,37.531399
f,51121,-80.387314,37.174885
f,51059,-77.276117,38.833743
f,51730,-77.392368,37.20473
f,51760,-77.476009,37.531399
f,Windsor CAN,-83.026772,42.317432
f,Windsor CAN,-83.026772,42.317432
f,12011,-80.476658,26.19352
f,6085,-121.690622,37.220777
f,6037,-118.261862,34.196398
f,45091,-81.183189,34.97019
f,51760,-77.476009,37.531399
f,45007,-82.638086,34.519549
f,51760,-77.476009,37.531399
f,36103,-72.692218,40.943554
f,48453,-97.69127,30.239513
f,25025,-71.020173,42.33196
f,36005,-73.852939,40.848711
f,51760,-77.476009,37.531399
f,42101,-75.133346,40.009376
f,36037,-78.192778,43.00091
f,12009,-80.700384,28.298276
f,42101,-75.133346,40.009376
f,48157,-95.771015,29.526602
f,37183,-78.650624,35.789846
f,48113,-96.778424,32.766987
f,48201,-95.393037,29.857273
f,Windsor CAN,-83.026772,42.317432
f,48201,-95.393037,29.857273
f,1089,-86.55108,34.764238
f,8031,-104.880625,39.761849
f,42101,-75.133346,40.009376
f,48071,-94.668875,29.703933
f,18095,-85.722454,40.166203
f,26125,-83.38421,42.660452
f,11001,-77.017094,38.904149
f,39173,-83.622682,41.360183
f,26099,-82.910869,42.671467
f,28149,-90.851791,32.357005
f,48029,-98.520147,29.448671
f,12001,-82.357221,29.67574
f,4013,-112.495534,33.346541
f,18157,-86.893943,40.38926
f,28121,-89.946552,32.262057
f,6085,-121.690622,37.220777
f,35001,-106.669065,35.054002
f,26163,-83.261953,42.284664
f,42101,-75.133346,40.009376
f,25027,-71.940282,42.311693
f,26049,-83.706372,43.021077
f,26125,-83.38421,42.660452
f,26161,-83.844634,42.252327
f,26049,-83.706372,43.021077
f,30081,-114.119065,46.079298
f,Windsor CAN,-83.026772,42.317432
f,40071,-97.143755,36.814842
f,6037,-118.261862,34.196398
f,6013,-121.951543,37.919479
f,6013,-121.951543,37.919479
f,42045,-75.398786,39.91667
f,42045,-75.398786,39.91667
f,42101,-75.133346,40.009376
f,53035,-122.649636,47.639687
f,9001,-73.366757,41.228103
f,53033,-121.832375,47.493554
f,39133,-81.196932,41.16864
f,26049,-83.706372,43.021077
f,51830,-76.706717,37.269293
f,36103,-72.692218,40.943554
f,51137,-78.00998,38.250439
f,4013,-112.495534,33.346541
f,48029,-98.520147,29.448671
f,9011,-72.103452,41.47863
f,33011,-71.723101,42.911643
f,36059,-73.589384,40.729687
f,26125,-83.38421,42.660452
f,34025,-74.152446,40.287056
f,36005,-73.852939,40.848711
f,36059,-73.589384,40.729687
f,45045,-82.372077,34.892645
f,9003,-72.732916,41.806053
f,33011,-71.723101,42.911643
f,51087,-77.300333,37.437521
f,6037,-118.261862,34.196398
f,25025,-71.020173,42.33196
f,40109,-97.409401,35.554611
f,36103,-72.692218,40.943554
f,Windsor CAN,-83.026772,42.317432
f,34039,-74.308696,40.659871
f,26081,-85.547446,43.032497
f,Windsor CAN,-83.026772,42.317432
f,48201,-95.393037,29.857273
f,9011,-72.103452,41.47863
f,36085,-74.137063,40.563855
f,6029,-118.729506,35.346629
f,19013,-92.306059,42.472888
f,36059,-73.589384,40.729687
f,42091,-75.370201,40.209999
f,25021,-71.179875,42.169703
f,36059,-73.589384,40.729687
f,18069,-85.478598,40.826394
f,6081,-122.371542,37.414664
f,55133,-88.306707,43.019308
f,1095,-86.321668,34.309564
f,51760,-77.476009,37.531399
f,51760,-77.476009,37.531399
f,39035,-81.724217,41.760392
f,36059,-73.589384,40.729687
f,9009,-72.900204,41.349717
f,47103,-86.593388,35.142532
f,26125,-83.38421,42.660452
f,25027,-71.940282,42.311693
f,34041,-75.009542,40.853524
f,34041,-75.009542,40.853524
f,39061,-84.544187,39.196927
f,34013,-74.246136,40.787217
f,Windsor CAN,-83.026772,42.317432
f,9009,-72.900204,41.349717
f,Windsor CAN,-83.026772,42.317432
f,42101,-75.133346,40.009376
f,25027,-71.940282,42.311693
f,42101,-75.133346,40.009376
f,36103,-72.692218,40.943554
f,10003,-75.644132,39.575915
f,36103,-72.692218,40.943554
f,2020,-149.274354,61.177549
f,36059,-73.589384,40.729687
f,36059,-73.589384,40.729687
f,9003,-72.732916,41.806053
f,26125,-83.38421,42.660452
f,36005,-73.852939,40.848711
f,6037,-118.261862,34.196398
f,6037,-118.261862,34.196398
f,6037,-118.261862,34.196398
f,36069,-77.303277,42.856695
f,4013,-112.495534,33.346541
f,6037,-118.261862,34.196398
f,6085,-121.690622,37.220777
f,12031,-81.648113,30.335245
f,53035,-122.649636,47.639687
f,6029,-118.729506,35.346629
f,6037,-118.261862,34.196398
f,37135,-79.119355,36.062499
f,12031,-81.648113,30.335245
f,6037,-118.261862,34.196398
f,28099,-89.119274,32.752518
f,6037,-118.261862,34.196398
f,6067,-121.340441,38.450011
f,48201,-95.393037,29.857273
f,26049,-83.706372,43.021077
f,25017,-71.396507,42.479477
f,6037,-118.261862,34.196398
f,6037,-118.261862,34.196398
f,6037,-118.261862,34.196398
f,51680,-79.195458,37.399016
f,36103,-72.692218,40.943554
f,51107,-77.638857,39.08113
f,12127,-81.161813,29.057617
f,6085,-121.690622,37.220777
f,6001,-121.913304,37.648081
f,6037,-118.261862,34.196398
f,28127,-89.917707,31.902503
f,13121,-84.468182,33.790034
f,6097,-122.945194,38.532574
f,East York CAN,-79.341667,43.6912
f,51610,-77.174639,38.883787
f,51685,-77.448681,38.768991
f,34023,-74.407585,40.439593
f,51510,-77.082026,38.818343
f,11001,-77.017094,38.904149
f,51175,-77.103856,36.720173
f,51087,-77.300333,37.437521
f,42101,-75.133346,40.009376
f,51540,-78.485381,38.037658
f,51600,-77.299025,38.853183
f,51610,-77.174639,38.883787
f,51683,-77.484727,38.747561
f,51600,-77.299025,38.853183
f,48157,-95.771015,29.526602
f,2020,-149.274354,61.177549
f,51610,-77.174639,38.883787
f,2090,-146.599867,64.690832
f,51610,-77.174639,38.883787
f,6001,-121.913304,37.648081
f,53053,-122.144709,47.040716
f,6037,-118.261862,34.196398
f,48209,-98.029267,30.061225
f,15003,-158.201976,21.461364
f,34031,-74.300308,41.033763
f,51041,-77.585847,37.378434
f,36109,-76.473712,42.453281
f,36081,-73.837929,40.658557
f,36063,-78.792143,43.456731
f,54107,-81.515928,39.211679
f,42077,-75.590627,40.614241
f,22103,-89.951962,30.410022
f,6041,-122.745974,38.051817
f,36103,-72.692218,40.943554
f,48027,-97.481921,31.04211
f,17161,-90.572203,41.468404
f,6087,-122.007205,37.012488
f,17025,-88.483789,38.747312
f,42107,-76.2178,40.70369
f,42049,-80.096386,42.117952
f,48029,-98.520147,29.448671
f,12073,-84.2778,30.45931
f,36047,-73.950777,40.635133
f,26081,-85.547446,43.032497
f,48201,-95.393037,29.857273
f,48491,-97.605069,30.64903
f,8035,-104.926199,39.326435
f,44007,-71.578242,41.870488
f,17111,-88.452245,42.324298
f,12095,-81.323295,28.514435
f,36045,-76.053522,43.995371
f,6037,-118.261862,34.196398
f,6085,-121.690622,37.220777
f,6087,-122.007205,37.012488
f,6081,-122.371542,37.414664
f,6045,-123.442881,39.432388
f,6041,-122.745974,38.051817
f,48141,-106.241391,31.766403
f,39049,-83.008258,39.969447
f,36061,-73.970174,40.776557
f,17031,-87.645455,41.894294
f,6037,-118.261862,34.196398
f,12011,-80.476658,26.19352
f,24021,-77.397627,39.470427
f,6037,-118.261862,34.196398
f,26049,-83.706372,43.021077
f,25015,-72.663694,42.339459
f,6037,-118.261862,34.196398
f,6067,-121.340441,38.450011
f,34017,-74.078627,40.731384
f,39055,-81.173505,41.499322
f,6037,-118.261862,34.196398
f,6037,-118.261862,34.196398
f,4021,-111.367257,32.91891
f,6037,-118.261862,34.196398
f,6037,-118.261862,34.196398
f,6095,-121.939594,38.267226
f,6037,-118.261862,34.196398
f,26145,-84.05541,43.328267
f,48113,-96.778424,32.766987
f,55133,-88.306707,43.019308
f,42017,-75.10706,40.336887
f,42045,-75.398786,39.91667
f,12011,-80.476658,26.19352
f,36047,-73.950777,40.635133
f,36047,-73.950777,40.635133
f,34013,-74.246136,40.787217
f,34017,-74.078627,40.731384
f,9005,-73.235428,41.791897
f,36005,-73.852939,40.848711
f,12011,-80.476658,26.19352
f,Vaughan CAN,-79.508278,43.837208
f,34035,-74.61993,40.565522
f,Windsor CAN,-83.026772,42.317432
f,28045,-89.47985,30.391437
f,6081,-122.371542,37.414664
f,34013,-74.246136,40.787217
f,41017,-121.225575,43.915118
f,55075,-87.991198,45.346899
f,20201,-97.095611,39.776714
f,Chatham-Kent CAN,-82.19104,42.404804
f,12095,-81.323295,28.514435
f,46081,-103.796528,44.353669
f,46103,-102.823802,44.002349
f,6081,-122.371542,37.414664
f,24510,-76.610516,39.300214
f,51810,-76.02402,36.779322
f,46103,-102.823802,44.002349
f,Mississauga CAN,-79.640579,43.59531
f,Windsor CAN,-83.026772,42.317432
f,Windsor CAN,-83.026772,42.317432
f,Windsor CAN,-83.026772,42.317432
f,39035,-81.724217,41.760392
f,26069,-82.849447,44.329482
f,9003,-72.732916,41.806053
f,East York CAN,-79.341667,43.6912
f,53033,-121.832375,47.493554
f,12009,-80.700384,28.298276
f,25017,-71.396507,42.479477
f,45015,-79.953655,33.2077
f,45091,-81.183189,34.97019
f,25009,-70.865107,42.642711
f,36047,-73.950777,40.635133
f,1089,-86.55108,34.764238
f,39133,-81.196932,41.16864
f,9013,-72.340977,41.858076
f,36059,-73.589384,40.729687
f,25017,-71.396507,42.479477
f,6073,-116.776117,33.023604
f,6055,-122.325995,38.507351
f,26163,-83.261953,42.284664
f,34005,-74.663006,39.875786
f,26099,-82.910869,42.671467
f,East York CAN,-79.341667,43.6912
f,Windsor CAN,-83.026772,42.317432
f,53035,-122.649636,47.639687
f,51155,-80.713444,37.063385
f,6001,-121.913304,37.648081
f,18097,-86.135794,39.782976
f,26161,-83.844634,42.252327
f,15003,-158.201976,21.461364
f,13057,-84.475057,34.244317
f,15001,-155.502443,19.597764
f,42077,-75.590627,40.614241
f,26125,-83.38421,42.660452
f,24037,-76.534271,38.222666
f,37077,-78.657634,36.299884
f,25013,-72.635648,42.136198
f,6081,-122.371542,37.414664
f,6041,-122.745974,38.051817
f,4013,-112.495534,33.346541
f,Mississauga CAN,-79.640579,43.59531
f,45007,-82.638086,34.519549
f,6087,-122.007205,37.012488
f,41003,-123.426317,44.490623
f,6037,-118.261862,34.196398
f,Markham CAN,-79.337021,43.856098
f,6037,-118.261862,34.196398
f,6037,-118.261862,34.196398
f,6013,-121.951543,37.919479
f,4013,-112.495534,33.346541
f,Mississauga CAN,-79.640579,43.59531
f,26061,-88.652066,46.998305
f,26081,-85.547446,43.032497
f,54061,-80.059074,39.633645
f,6037,-118.261862,34.196398
f,26163,-83.261953,42.284664
f,East York CAN,-79.341667,43.6912
f,East York CAN,-79.341667,43.6912
f,6037,-118.261862,34.196398
f,18057,-86.020586,40.04987
f,34035,-74.61993,40.565522
f,36103,-72.692218,40.943554
f,36059,-73.589384,40.729687
f,39049,-83.008258,39.969447
f,38089,-102.662026,46.817031
f,38053,-103.403215,47.742475
f,38035,-97.450851,47.926003
f,38035,-97.450851,47.926003
f,38095,-99.248158,48.682183
f,38069,-99.966497,48.238883
f,38061,-102.364756,48.210291
f,27155,-96.475049,45.76984
f,38015,-100.462001,46.971843
f,39035,-81.724217,41.760392
f,36059,-73.589384,40.729687
f,50017,-72.369687,44.003392
f,Vaughan CAN,-79.508278,43.837208
f,33011,-71.723101,42.911643
f,24027,-76.924406,39.252264
f,36059,-73.589384,40.729687
f,36067,-76.196117,43.00653
f,39045,-82.628276,39.752935
f,26049,-83.706372,43.021077
f,34013,-74.246136,40.787217
f,East York CAN,-79.341667,43.6912
f,4013,-112.495534,33.346541
f,48201,-95.393037,29.857273
f,37063,-78.877919,36.036589
f,12086,-80.499045,25.610494
f,26145,-84.05541,43.328267
f,Windsor CAN,-83.026772,42.317432
f,26081,-85.547446,43.032497
f,9009,-72.900204,41.349717
f,29161,-91.790349,37.866326
f,East York CAN,-79.341667,43.6912
f,45019,-79.94248,32.800458
f,20045,-95.290529,38.896573
f,Windsor CAN,-83.026772,42.317432
f,East York CAN,-79.341667,43.6912
f,East York CAN,-79.341667,43.6912
f,East York CAN,-79.341667,43.6912
f,East York CAN,-79.341667,43.6912
f,East York CAN,-79.341667,43.6912
f,East York CAN,-79.341667,43.6912
f,East York CAN,-79.341667,43.6912
f,42101,-75.133346,40.009376
f,48479,-99.326641,27.770584
f,37159,-80.525344,35.639218
f,37183,-78.650624,35.789846
f,51600,-77.299025,38.853183
f,11001,-77.017094,38.904149
f,55133,-88.306707,43.019308
f,29510,-90.244582,38.635699
f,40143,-95.941731,36.120121
f,17201,-89.161205,42.337396
f,20045,-95.290529,38.896573
f,20079,-97.436707,38.050144
f,20141,-98.767876,39.348649
f,20209,-94.763087,39.115384
f,20059,-95.278962,38.558019
f,46109,-96.947551,45.623397
f,46011,-96.797797,44.376675
f,46029,-97.198843,44.966324
f,46111,-98.092105,44.021032
f,46011,-96.797797,44.376675
f,12095,-81.323295,28.514435
f,12011,-80.476658,26.19352
f,12127,-81.161813,29.057617
f,53033,-121.832375,47.493554
f,53033,-121.832375,47.493554
f,32029,-119.524646,39.438385
f,32029,-119.524646,39.438385
f,32029,-119.524646,39.438385
f,41003,-123.426317,44.490623
f,41003,-123.426317,44.490623
f,41003,-123.426317,44.490623
f,2020,-149.274354,61.177549
f,2020,-149.274354,61.177549
f,32013,-118.127592,41.407914
f,4015,-113.749689,35.717705
f,39049,-83.008258,39.969447
f,39153,-81.534936,41.121851
f,39035,-81.724217,41.760392
f,19113,-91.597674,42.077951
f,6037,-118.261862,34.196398
f,47189,-86.29021,36.148476
f,39035,-81.724217,41.760392
f,6081,-122.371542,37.414664
f,6087,-122.007205,37.012488
f,6079,-120.44754,35.385227
f,6037,-118.261862,34.196398
f,51041,-77.585847,37.378434
f,51135,-78.052162,37.143696
f,51083,-78.939614,36.766461
f,39113,-84.290546,39.755218
f,6037,-118.261862,34.196398
f,6029,-118.729506,35.346629
f,46099,-96.795726,43.667472
f,25021,-71.179875,42.169703
f,32003,-115.013819,36.214236
f,32003,-115.013819,36.214236
f,32003,-115.013819,36.214236
f,32003,-115.013819,36.214236
f,4013,-112.495534,33.346541
f,6037,-118.261862,34.196398
f,6037,-118.261862,34.196398
f,4021,-111.367257,32.91891
f,41003,-123.426317,44.490623
f,2122,-152.321973,60.366373
f,9009,-72.900204,41.349717
f,18127,-87.071308,41.509922
f,39055,-81.173505,41.499322
f,13067,-84.574166,33.93994
f,29510,-90.244582,38.635699
f,Whitby CAN,-78.942932,43.897545
f,13135,-84.022938,33.959101
f,39049,-83.008258,39.969447
f,East York CAN,-79.341667,43.6912
f,26125,-83.38421,42.660452
f,4021,-111.367257,32.91891
f,4021,-111.367257,32.91891
f,39049,-83.008258,39.969447
f,26161,-83.844634,42.252327
f,45031,-79.962116,34.332185
f,26049,-83.706372,43.021077
f,18097,-86.135794,39.782976
f,36103,-72.692218,40.943554
f,18035,-85.398856,40.227165
f,18003,-85.07223,41.091855
f,39095,-83.468867,41.682321
f,18057,-86.020586,40.04987
f,Windsor CAN,-83.026772,42.317432
f,45091,-81.183189,34.97019
f,25013,-72.635648,42.136198
f,1089,-86.55108,34.764238
f,12086,-80.499045,25.610494
f,39049,-83.008258,39.969447
f,6081,-122.371542,37.414664
f,51760,-77.476009,37.531399
f,17031,-87.645455,41.894294
f,17031,-87.645455,41.894294
f,East York CAN,-79.341667,43.6912
f,26125,-83.38421,42.660452
f,39017,-84.565397,39.439915
f,53035,-122.649636,47.639687
f,13121,-84.468182,33.790034
f,13067,-84.574166,33.93994
f,17031,-87.645455,41.894294
f,6085,-121.690622,37.220777
f,6001,-121.913304,37.648081
f,6065,-116.002239,33.729828
f,6059,-117.777207,33.675687
f,34035,-74.61993,40.565522
f,East York CAN,-79.341667,43.6912
f,45067,-79.362131,34.080701
f,6013,-121.951543,37.919479
f,Major's Hill Park CAN,-75.69883,45.427944
f,51029,-78.529169,37.573928
f,17031,-87.645455,41.894294
f,15001,-155.502443,19.597764
f,13303,-82.798112,32.971848
f,33015,-71.099437,42.98936
f,9003,-72.732916,41.806053
f,4015,-113.749689,35.717705
f,12095,-81.323295,28.514435
f,East York CAN,-79.341667,43.6912
f,55079,-87.481575,43.017655
f,12095,-81.323295,28.514435
f,29510,-90.244582,38.635699
f,12095,-81.323295,28.514435
f,45045,-82.372077,34.892645
f,6037,-118.261862,34.196398
f,9009,-72.900204,41.349717
f,6087,-122.007205,37.012488
f,33011,-71.723101,42.911643
f,Ajax CAN,-79.02037,43.850857
f,26161,-83.844634,42.252327
f,12086,-80.499045,25.610494
f,6073,-116.776117,33.023604
f,51087,-77.300333,37.437521
f,13121,-84.468182,33.790034
f,32029,-119.524646,39.438385
f,12095,-81.323295,28.514435
f,26147,-82.668914,42.928804
f,9003,-72.732916,41.806053
f,51085,-77.490992,37.760166
f,25009,-70.865107,42.642711
f,Pickering CAN,-79.086761,43.838413
f,34021,-74.703724,40.282503
f,29510,-90.244582,38.635699
f,55131,-88.232917,43.391156
f,13067,-84.574166,33.93994
f,51760,-77.476009,37.531399
f,29183,-90.674915,38.781102
f,51143,-79.398502,36.821721
f,51750,-80.557048,37.120036
f,6067,-121.340441,38.450011
f,29183,-90.674915,38.781102
f,9001,-73.366757,41.228103
f,25017,-71.396507,42.479477
f,38101,-101.540537,48.216686
f,13245,-82.074998,33.361487
f,55127,-88.541731,42.66811
f,20131,-96.005381,39.791043
f,6037,-118.261862,34.196398
f,38097,-97.164754,47.446215
f,20121,-94.832963,38.566772
f,Sudbury CAN,-80.995415,46.493919
f,6037,-118.261862,34.196398
f,24003,-76.560511,38.993374
f,East York CAN,-79.341667,43.6912
f,42101,-75.133346,40.009376
f,St. Catharines CAN,-79.246864,43.159374
f,6037,-118.261862,34.196398
f,6037,-118.261862,34.196398
f,47093,-83.937721,35.992727
f,6001,-121.913304,37.648081
f,39035,-81.724217,41.760392
f,51600,-77.299025,38.853183
f,9003,-72.732916,41.806053
f,6073,-116.776117,33.023604
f,36055,-77.664656,43.464475
f,13117,-84.127336,34.225143
f,Longueuil CAN,-73.510712,45.536945
f,36001,-73.974014,42.588271
f,24043,-77.814671,39.603621
