team,FIPS,lng,lat
f,9003,-72.732916,41.806053
f,29095,-94.342507,39.007233
f,20209,-94.763087,39.115384
f,23009,-68.370703,44.564906
f,29095,-94.342507,39.007233
f,20209,-94.763087,39.115384
f,26163,-83.261953,42.284664
f,12091,-86.594194,30.665858
f,26081,-85.547446,43.032497
f,29095,-94.342507,39.007233
f,41067,-123.097615,45.553542
f,40143,-95.941731,36.120121
f,20209,-94.763087,39.115384
f,13135,-84.022938,33.959101
f,20209,-94.763087,39.115384
f,25025,-71.020173,42.33196
f,39155,-80.767656,41.308936
f,29095,-94.342507,39.007233
f,20209,-94.763087,39.115384
f,Barrie CAN,-79.690331,44.389355
f,29510,-90.244582,38.635699
f,26159,-86.305697,42.283986
f,34021,-74.703724,40.282503
f,Mississauga CAN,-79.640579,43.59531
f,6073,-116.776117,33.023604
f,51630,-77.486658,38.299272
f,17089,-88.42804,41.939594
f,12009,-80.700384,28.298276
f,15001,-155.502443,19.597764
f,6071,-116.181197,34.85722
f,36059,-73.589384,40.729687
f,51650,-76.297149,37.04803
f,6073,-116.776117,33.023604
f,20209,-94.763087,39.115384
f,39049,-83.008258,39.969447
f,6073,-116.776117,33.023604
f,17031,-87.645455,41.894294
f,32003,-115.013819,36.214236
f,6053,-121.315573,36.240107
f,8013,-105.398382,40.094826
f,13255,-84.286067,33.262389
f,17201,-89.161205,42.337396
f,17143,-89.767358,40.785999
f,17031,-87.645455,41.894294
f,6037,-118.261862,34.196398
f,25025,-71.020173,42.33196
f,31153,-96.109125,41.115064
f,40109,-97.409401,35.554611
f,53033,-121.832375,47.493554
f,17031,-87.645455,41.894294
f,Windsor CAN,-83.026772,42.317432
f,Windsor CAN,-83.026772,42.317432
f,42003,-79.98092,40.46892
f,27123,-93.100141,45.01525
f,36007,-75.830291,42.161977
f,26077,-85.532854,42.246266
f,37183,-78.650624,35.789846
f,Hamilton CAN,-79.843826,43.255203
f,32003,-115.013819,36.214236
f,37183,-78.650624,35.789846
f,40143,-95.941731,36.120121
f,32003,-115.013819,36.214236
f,55133,-88.306707,43.019308
f,6099,-121.002656,37.562384
f,9001,-73.366757,41.228103
f,28093,-89.504231,34.76619
f,6025,-115.355395,33.040816
f,9007,-72.524227,41.434525
f,51685,-77.448681,38.768991
f,32003,-115.013819,36.214236
f,36061,-73.970174,40.776557
f,16005,-112.228986,42.692939
f,48201,-95.393037,29.857273
f,6067,-121.340441,38.450011
f,51740,-76.356269,36.85943
f,26081,-85.547446,43.032497
f,East York CAN,-79.341667,43.6912
f,55133,-88.306707,43.019308
f,22103,-89.951962,30.410022
f,44007,-71.578242,41.870488
f,22105,-90.406633,30.621581
f,17143,-89.767358,40.785999
f,8059,-105.245601,39.58646
f,25009,-70.865107,42.642711
f,6095,-121.939594,38.267226
f,41047,-122.57626,44.900898
f,15003,-158.201976,21.461364
f,22071,-89.939007,30.068636
f,45013,-80.68932,32.358147
f,41051,-122.417173,45.547693
f,42045,-75.398786,39.91667
f,13121,-84.468182,33.790034
f,25025,-71.020173,42.33196
f,12111,-80.443364,27.380775
f,6073,-116.776117,33.023604
f,25009,-70.865107,42.642711
f,25027,-71.940282,42.311693
f,25027,-71.940282,42.311693
f,51075,-77.914273,37.724166
f,51710,-76.244641,36.923015
f,37183,-78.650624,35.789846
f,20209,-94.763087,39.115384
f,25025,-71.020173,42.33196
f,4021,-111.367257,32.91891
f,18111,-87.402172,40.962399
f,17043,-88.086038,41.852058
f,55025,-89.417852,43.067468
f,13045,-85.080527,33.582237
f,13057,-84.475057,34.244317
f,11001,-77.017094,38.904149
f,16001,-116.244456,43.447861
f,25021,-71.179875,42.169703
f,25021,-71.179875,42.169703
f,25025,-71.020173,42.33196
f,25025,-71.020173,42.33196
f,4013,-112.495534,33.346541
f,27053,-93.475185,45.006064
f,16021,-116.524619,48.773065
f,24510,-76.610516,39.300214
f,47101,-87.496983,35.523244
f,4013,-112.495534,33.346541
f,6085,-121.690622,37.220777
f,17031,-87.645455,41.894294
f,26125,-83.38421,42.660452
f,32003,-115.013819,36.214236
f,34005,-74.663006,39.875786
f,6013,-121.951543,37.919479
f,20125,-95.742403,37.189537
f,55035,-91.286414,44.726355
f,6081,-122.371542,37.414664
f,26049,-83.706372,43.021077
f,53063,-117.404392,47.620379
f,53063,-117.404392,47.620379
f,53063,-117.404392,47.620379
f,6037,-118.261862,34.196398
f,17031,-87.645455,41.894294
f,12127,-81.161813,29.057617
f,26061,-88.652066,46.998305
f,6025,-115.355395,33.040816
f,6067,-121.340441,38.450011
f,48201,-95.393037,29.857273
f,48453,-97.69127,30.239513
f,6001,-121.913304,37.648081
f,36059,-73.589384,40.729687
f,25025,-71.020173,42.33196
f,26087,-83.224325,43.088633
f,29037,-94.354242,38.647159
f,40147,-95.906155,36.70438
f,Mississauga CAN,-79.640579,43.59531
f,29147,-94.883281,40.360484
f,9011,-72.103452,41.47863
f,27139,-93.534553,44.651932
f,9003,-72.732916,41.806053
f,18089,-87.374337,41.472239
f,39035,-81.724217,41.760392
f,28045,-89.47985,30.391437
f,6037,-118.261862,34.196398
f,27163,-92.890117,45.037929
f,28105,-88.876151,33.422313
f,27123,-93.100141,45.01525
f,6111,-119.133143,34.358742
f,34021,-74.703724,40.282503
f,27003,-93.242723,45.27411
f,22103,-89.951962,30.410022
f,22089,-90.359314,29.913833
f,4007,-110.81187,33.789618
f,Mississauga CAN,-79.640579,43.59531
f,51685,-77.448681,38.768991
f,45051,-78.976675,33.909269
f,26067,-85.073766,42.94465
f,6113,-121.903178,38.679268
f,28035,-89.259447,31.18858
f,34021,-74.703724,40.282503
f,44005,-71.284063,41.502732
f,6073,-116.776117,33.023604
f,55039,-88.493284,43.754722
f,35045,-108.324578,36.511625
f,18141,-86.288159,41.617699
f,Markham CAN,-79.337021,43.856098
f,24013,-77.015512,39.563189
f,Burlington CAN,-79.817734,43.328674
f,29095,-94.342507,39.007233
f,55133,-88.306707,43.019308
f,36005,-73.852939,40.848711
f,6001,-121.913304,37.648081
f,36005,-73.852939,40.848711
f,22071,-89.939007,30.068636
f,27123,-93.100141,45.01525
f,51013,-77.100703,38.878337
f,17077,-89.381212,37.786096
f,27037,-93.062481,44.670893
f,22103,-89.951962,30.410022
f,53053,-122.144709,47.040716
f,42101,-75.133346,40.009376
f,26163,-83.261953,42.284664
f,27053,-93.475185,45.006064
f,49037,-109.78932,37.623064
f,27123,-93.100141,45.01525
f,36051,-77.76978,42.727485
f,42091,-75.370201,40.209999
f,27003,-93.242723,45.27411
f,42045,-75.398786,39.91667
f,6073,-116.776117,33.023604
f,54081,-81.264671,37.76247
f,27053,-93.475185,45.006064
f,8031,-104.880625,39.761849
f,27003,-93.242723,45.27411
f,22071,-89.939007,30.068636
f,26019,-86.494317,44.648621
f,26137,-84.576597,45.021794
f,30111,-108.276656,45.936987
f,8031,-104.880625,39.761849
f,30031,-111.173443,45.535559
f,39077,-82.594641,41.14508
f,Mississauga CAN,-79.640579,43.59531
f,8031,-104.880625,39.761849
f,8037,-106.692944,39.630638
f,8014,-105.052125,39.953383
f,25021,-71.179875,42.169703
f,27053,-93.475185,45.006064
f,36005,-73.852939,40.848711
f,13115,-85.21373,34.263677
f,6111,-119.133143,34.358742
f,Surrey CAN,-122.801094,49.104431
f,36005,-73.852939,40.848711
f,8031,-104.880625,39.761849
f,48473,-95.982102,30.013578
f,12095,-81.323295,28.514435
f,42019,-79.91896,40.913834
f,42003,-79.98092,40.46892
f,Distrito Federal MEX,-99.1309882,19.44244244
f,34013,-74.246136,40.787217
f,48409,-97.517165,28.011782
f,40031,-98.476597,34.662628
f,40093,-98.542015,36.313119
f,40143,-95.941731,36.120121
f,20091,-94.82233,38.883907
f,20209,-94.763087,39.115384
f,51041,-77.585847,37.378434
f,26049,-83.706372,43.021077
f,17093,-88.430626,41.58814
f,6037,-118.261862,34.196398
f,36055,-77.664656,43.464475
f,40125,-96.957007,35.211393
f,33011,-71.723101,42.911643
f,40145,-95.5141,35.963479
f,36005,-73.852939,40.848711
f,29047,-94.421502,39.315551
f,29095,-94.342507,39.007233
f,36059,-73.589384,40.729687
f,15003,-158.201976,21.461364
f,25017,-71.396507,42.479477
f,39049,-83.008258,39.969447
f,40123,-96.692738,34.721071
f,20209,-94.763087,39.115384
f,40137,-97.855607,34.481361
f,29037,-94.354242,38.647159
f,17043,-88.086038,41.852058
f,40109,-97.409401,35.554611
f,18097,-86.135794,39.782976
f,Vaughan CAN,-79.508278,43.837208
f,37119,-80.833832,35.246862
f,51700,-76.521719,37.075978
f,17141,-89.320176,42.041884
f,4013,-112.495534,33.346541
f,29095,-94.342507,39.007233
f,6001,-121.913304,37.648081
f,18167,-87.390375,39.429143
f,40119,-96.975255,36.079225
f,50021,-73.038196,43.580844
f,40111,-95.96458,35.646879
f,40031,-98.476597,34.662628
f,40015,-98.381045,35.16792
f,41067,-123.097615,45.553542
f,4013,-112.495534,33.346541
f,40143,-95.941731,36.120121
f,24003,-76.560511,38.993374
f,40043,-99.014094,35.978433
f,4013,-112.495534,33.346541
f,17031,-87.645455,41.894294
f,40013,-96.264137,33.964004
f,12011,-80.476658,26.19352
f,40143,-95.941731,36.120121
f,Burlington CAN,-79.817734,43.328674
f,39049,-83.008258,39.969447
f,40143,-95.941731,36.120121
f,40037,-96.379793,35.907732
f,6013,-121.951543,37.919479
f,40143,-95.941731,36.120121
f,39049,-83.008258,39.969447
f,47093,-83.937721,35.992727
f,40011,-98.428934,35.877782
f,40109,-97.409401,35.554611
f,40017,-97.979836,35.543416
f,4013,-112.495534,33.346541
f,40021,-94.996796,35.904367
f,39055,-81.173505,41.499322
f,56033,-106.881211,44.781369
f,38097,-97.164754,47.446215
f,51630,-77.486658,38.299272
f,4021,-111.367257,32.91891
f,6037,-118.261862,34.196398
f,26139,-86.655342,42.942346
f,4025,-112.573745,34.630044
f,39029,-80.777231,40.768462
f,29189,-90.445954,38.640702
f,25005,-71.087062,41.748576
f,20091,-94.82233,38.883907
f,41051,-122.417173,45.547693
f,53033,-121.832375,47.493554
f,4013,-112.495534,33.346541
f,4013,-112.495534,33.346541
f,13121,-84.468182,33.790034
f,51135,-78.052162,37.143696
f,38101,-101.540537,48.216686
f,6059,-117.777207,33.675687
f,13121,-84.468182,33.790034
f,51059,-77.276117,38.833743
f,12105,-81.692783,27.953115
f,25025,-71.020173,42.33196
f,40143,-95.941731,36.120121
f,12057,-82.349568,27.90659
f,Longueuil CAN,-73.510712,45.536945
f,42003,-79.98092,40.46892
f,6037,-118.261862,34.196398
f,45047,-82.127876,34.155796
f,Windsor CAN,-83.026772,42.317432
f,17031,-87.645455,41.894294
f,17031,-87.645455,41.894294
f,51670,-77.298944,37.29101
f,40031,-98.476597,34.662628
f,40027,-97.328332,35.203117
f,15003,-158.201976,21.461364
f,15003,-158.201976,21.461364
f,15009,-156.60155,20.855931
f,15003,-158.201976,21.461364
f,15003,-158.201976,21.461364
f,15009,-156.60155,20.855931
f,15003,-158.201976,21.461364
f,15003,-158.201976,21.461364
f,6001,-121.913304,37.648081
f,25023,-70.741942,41.987196
f,4021,-111.367257,32.91891
f,27123,-93.100141,45.01525
f,17089,-88.42804,41.939594
f,15003,-158.201976,21.461364
f,15003,-158.201976,21.461364
f,15001,-155.502443,19.597764
f,6041,-122.745974,38.051817
f,29177,-93.995746,39.308401
f,34035,-74.61993,40.565522
f,15003,-158.201976,21.461364
f,15001,-155.502443,19.597764
f,40109,-97.409401,35.554611
f,17031,-87.645455,41.894294
f,37057,-80.206525,35.795123
f,32003,-115.013819,36.214236
f,15007,-159.705965,22.012038
f,15001,-155.502443,19.597764
f,15003,-158.201976,21.461364
f,48453,-97.69127,30.239513
f,40089,-94.766086,34.117073
f,27053,-93.475185,45.006064
f,41051,-122.417173,45.547693
f,27123,-93.100141,45.01525
f,6087,-122.007205,37.012488
f,18141,-86.288159,41.617699
f,15001,-155.502443,19.597764
f,36059,-73.589384,40.729687
f,15003,-158.201976,21.461364
f,4013,-112.495534,33.346541
f,27053,-93.475185,45.006064
f,27123,-93.100141,45.01525
f,17179,-89.51626,40.508074
f,37051,-78.828719,35.050192
f,49035,-111.924244,40.667882
f,6073,-116.776117,33.023604
f,4005,-111.773728,35.829692
f,36059,-73.589384,40.729687
f,27109,-92.406722,44.00343
f,6001,-121.913304,37.648081
f,17031,-87.645455,41.894294
f,27123,-93.100141,45.01525
f,6059,-117.777207,33.675687
f,34021,-74.703724,40.282503
f,6059,-117.777207,33.675687
f,25021,-71.179875,42.169703
f,27053,-93.475185,45.006064
f,27137,-92.463645,47.583852
f,27053,-93.475185,45.006064
f,27163,-92.890117,45.037929
f,27053,-93.475185,45.006064
f,27035,-94.071213,46.491114
f,15003,-158.201976,21.461364
f,East York CAN,-79.341667,43.6912
f,55133,-88.306707,43.019308
f,27163,-92.890117,45.037929
f,27085,-94.27232,44.821644
f,27017,-92.671044,46.603818
f,27037,-93.062481,44.670893
f,55031,-91.89258,46.463316
f,27123,-93.100141,45.01525
f,27163,-92.890117,45.037929
f,27083,-95.847268,44.409195
f,53011,-122.485903,45.771674
f,27037,-93.062481,44.670893
f,32003,-115.013819,36.214236
f,41039,-122.897678,43.928276
f,53035,-122.649636,47.639687
f,50005,-72.112168,44.468791
f,36005,-73.852939,40.848711
f,27053,-93.475185,45.006064
f,27053,-93.475185,45.006064
f,24005,-76.616569,39.443167
f,27123,-93.100141,45.01525
f,27109,-92.406722,44.00343
f,27139,-93.534553,44.651932
f,27025,-92.903849,45.505444
f,17031,-87.645455,41.894294
f,24510,-76.610516,39.300214
f,27123,-93.100141,45.01525
f,24510,-76.610516,39.300214
f,24027,-76.924406,39.252264
f,27149,-95.992315,45.593461
f,42075,-76.458009,40.367344
f,28115,-89.037239,34.227081
f,41051,-122.417173,45.547693
f,6073,-116.776117,33.023604
f,42049,-80.096386,42.117952
f,27123,-93.100141,45.01525
f,24510,-76.610516,39.300214
f,55133,-88.306707,43.019308
f,27053,-93.475185,45.006064
f,41051,-122.417173,45.547693
f,6041,-122.745974,38.051817
f,28121,-89.946552,32.262057
f,34039,-74.308696,40.659871
f,53035,-122.649636,47.639687
f,12091,-86.594194,30.665858
f,53053,-122.144709,47.040716
f,42043,-76.792634,40.412565
f,42043,-76.792634,40.412565
f,29095,-94.342507,39.007233
f,27123,-93.100141,45.01525
f,4023,-110.84519,31.525904
f,40121,-95.74813,34.92554
f,27123,-93.100141,45.01525
f,36047,-73.950777,40.635133
f,27123,-93.100141,45.01525
f,34027,-74.547427,40.858581
f,36061,-73.970174,40.776557
f,22071,-89.939007,30.068636
f,22073,-92.154798,32.477495
f,48005,-94.611056,31.251951
f,48453,-97.69127,30.239513
f,6037,-118.261862,34.196398
f,48201,-95.393037,29.857273
f,26061,-88.652066,46.998305
f,48201,-95.393037,29.857273
f,6059,-117.777207,33.675687
f,25009,-70.865107,42.642711
f,34021,-74.703724,40.282503
f,Windsor CAN,-83.026772,42.317432
f,4023,-110.84519,31.525904
f,25009,-70.865107,42.642711
f,16027,-116.708527,43.623051
f,6037,-118.261862,34.196398
f,34017,-74.078627,40.731384
f,48201,-95.393037,29.857273
f,6013,-121.951543,37.919479
f,6073,-116.776117,33.023604
f,34027,-74.547427,40.858581
f,36081,-73.837929,40.658557
f,32003,-115.013819,36.214236
f,39103,-81.899566,41.116051
f,26147,-82.668914,42.928804
f,Surrey CAN,-122.801094,49.104431
f,27037,-93.062481,44.670893
f,42017,-75.10706,40.336887
f,26125,-83.38421,42.660452
f,Kitchener CAN,-80.495064,43.452969
f,26075,-84.420868,42.248474
f,26125,-83.38421,42.660452
f,48109,-104.526945,31.445909
f,54061,-80.059074,39.633645
f,26037,-84.591695,42.950455
f,42003,-79.98092,40.46892
f,26111,-84.37922,43.648378
f,26163,-83.261953,42.284664
f,25017,-71.396507,42.479477
f,6073,-116.776117,33.023604
f,6013,-121.951543,37.919479
f,East York CAN,-79.341667,43.6912
f,Mississauga CAN,-79.640579,43.59531
f,50019,-72.25163,44.828442
f,26161,-83.844634,42.252327
f,6081,-122.371542,37.414664
f,Queretaro MEX,-100.0000308,20.37998212
f,39093,-82.179722,41.438805
f,6013,-121.951543,37.919479
f,Vaughan CAN,-79.508278,43.837208
f,41051,-122.417173,45.547693
f,6037,-118.261862,34.196398
f,36059,-73.589384,40.729687
f,37157,-79.782889,36.380927
f,42003,-79.98092,40.46892
f,37147,-77.372404,35.591065
f,6085,-121.690622,37.220777
f,42003,-79.98092,40.46892
f,26139,-86.655342,42.942346
f,4013,-112.495534,33.346541
f,23011,-69.765764,44.417012
f,48141,-106.241391,31.766403
f,27135,-95.82153,48.761066
f,37081,-79.788665,36.079065
f,42003,-79.98092,40.46892
f,35029,-107.746639,32.184482
f,6073,-116.776117,33.023604
f,6037,-118.261862,34.196398
f,53029,-122.670503,48.158436
f,6037,-118.261862,34.196398
f,4013,-112.495534,33.346541
f,6073,-116.776117,33.023604
f,48201,-95.393037,29.857273
f,39113,-84.290546,39.755218
f,27037,-93.062481,44.670893
f,42091,-75.370201,40.209999
f,East York CAN,-79.341667,43.6912
f,Windsor CAN,-83.026772,42.317432
f,26163,-83.261953,42.284664
f,36047,-73.950777,40.635133
f,37147,-77.372404,35.591065
f,25009,-70.865107,42.642711
f,47157,-89.895397,35.183794
f,Kitchener CAN,-80.495064,43.452969
f,17089,-88.42804,41.939594
f,27053,-93.475185,45.006064
f,Major's Hill Park CAN,-75.69883,45.427944
f,29510,-90.244582,38.635699
f,36045,-76.053522,43.995371
f,17031,-87.645455,41.894294
f,6037,-118.261862,34.196398
f,8014,-105.052125,39.953383
f,25025,-71.020173,42.33196
f,26115,-83.487106,41.916097
f,48215,-98.18099,26.396384
f,40109,-97.409401,35.554611
f,17031,-87.645455,41.894294
f,34007,-74.961251,39.802352
f,41051,-122.417173,45.547693
f,48467,-95.836391,32.558948
f,48201,-95.393037,29.857273
f,17089,-88.42804,41.939594
f,17089,-88.42804,41.939594
f,48113,-96.778424,32.766987
f,48029,-98.520147,29.448671
f,48113,-96.778424,32.766987
f,18041,-85.185032,39.639655
f,45007,-82.638086,34.519549
f,34035,-74.61993,40.565522
f,12095,-81.323295,28.514435
f,40119,-96.975255,36.079225
f,6019,-119.655019,36.761006
f,40031,-98.476597,34.662628
f,40027,-97.328332,35.203117
f,26077,-85.532854,42.246266
f,17031,-87.645455,41.894294
f,26081,-85.547446,43.032497
f,40109,-97.409401,35.554611
f,47113,-88.833424,35.606056
f,40071,-97.143755,36.814842
f,40131,-95.601337,36.378082
f,17031,-87.645455,41.894294
f,21185,-85.456059,38.400046
f,9005,-73.235428,41.791897
f,48355,-97.521643,27.739406
f,48453,-97.69127,30.239513
f,36083,-73.513845,42.710421
f,40027,-97.328332,35.203117
f,40143,-95.941731,36.120121
f,12069,-81.712282,28.764113
f,20209,-94.763087,39.115384
f,17031,-87.645455,41.894294
f,48139,-96.798336,32.347279
f,36045,-76.053522,43.995371
f,53011,-122.485903,45.771674
f,6087,-122.007205,37.012488
f,45079,-80.896566,34.029783
f,47157,-89.895397,35.183794
f,51510,-77.082026,38.818343
f,40111,-95.96458,35.646879
f,27123,-93.100141,45.01525
f,27123,-93.100141,45.01525
f,55139,-88.668149,44.085707
f,6073,-116.776117,33.023604
f,40027,-97.328332,35.203117
f,55079,-87.481575,43.017655
f,17031,-87.645455,41.894294
f,26163,-83.261953,42.284664
f,48061,-97.478958,26.102923
f,26125,-83.38421,42.660452
f,39099,-80.770396,41.01088
f,9005,-73.235428,41.791897
f,4021,-111.367257,32.91891
f,29183,-90.674915,38.781102
f,6073,-116.776117,33.023604
f,4013,-112.495534,33.346541
f,48141,-106.241391,31.766403
f,40013,-96.264137,33.964004
f,48141,-106.241391,31.766403
f,4013,-112.495534,33.346541
f,27053,-93.475185,45.006064
f,27123,-93.100141,45.01525
f,27091,-94.537198,43.677118
f,48113,-96.778424,32.766987
f,24027,-76.924406,39.252264
f,16055,-116.694918,47.677113
f,26099,-82.910869,42.671467
f,St. Catharines CAN,-79.246864,43.159374
f,15003,-158.201976,21.461364
f,6085,-121.690622,37.220777
f,27123,-93.100141,45.01525
f,21239,-84.748147,38.042789
f,48113,-96.778424,32.766987
f,8059,-105.245601,39.58646
f,27157,-92.233341,44.289693
f,36119,-73.745912,41.15277
f,48141,-106.241391,31.766403
f,16055,-116.694918,47.677113
f,24005,-76.616569,39.443167
f,18039,-85.863986,41.600693
f,36059,-73.589384,40.729687
f,25025,-71.020173,42.33196
f,36059,-73.589384,40.729687
f,28121,-89.946552,32.262057
f,29095,-94.342507,39.007233
f,36059,-73.589384,40.729687
f,25017,-71.396507,42.479477
f,25021,-71.179875,42.169703
f,27053,-93.475185,45.006064
f,48167,-94.894865,29.228706
f,48453,-97.69127,30.239513
f,48473,-95.982102,30.013578
f,27077,-94.904634,48.7681
f,13121,-84.468182,33.790034
f,25025,-71.020173,42.33196
f,51550,-76.301788,36.679376
f,6067,-121.340441,38.450011
f,29510,-90.244582,38.635699
f,20209,-94.763087,39.115384
f,36081,-73.837929,40.658557
f,15003,-158.201976,21.461364
f,48309,-97.201472,31.549493
f,41067,-123.097615,45.553542
f,11001,-77.017094,38.904149
f,39155,-80.767656,41.308936
f,29510,-90.244582,38.635699
f,53061,-121.766412,48.054913
f,53061,-121.766412,48.054913
f,53053,-122.144709,47.040716
f,53053,-122.144709,47.040716
f,53033,-121.832375,47.493554
f,18049,-86.265006,41.050384
f,53061,-121.766412,48.054913
f,11001,-77.017094,38.904149
f,11001,-77.017094,38.904149
f,11001,-77.017094,38.904149
f,51013,-77.100703,38.878337
f,41051,-122.417173,45.547693
f,12061,-80.574803,27.700638
f,39061,-84.544187,39.196927
f,1127,-87.301092,33.791571
f,6037,-118.261862,34.196398
f,28093,-89.504231,34.76619
f,53053,-122.144709,47.040716
f,53057,-121.816278,48.493066
f,53075,-117.522962,46.903322
f,53029,-122.670503,48.158436
f,53037,-120.676714,47.124444
f,53077,-120.740145,46.456558
f,53053,-122.144709,47.040716
f,53035,-122.649636,47.639687
f,53053,-122.144709,47.040716
f,53061,-121.766412,48.054913
f,15003,-158.201976,21.461364
f,36005,-73.852939,40.848711
f,48201,-95.393037,29.857273
f,Vaughan CAN,-79.508278,43.837208
f,48167,-94.894865,29.228706
f,48201,-95.393037,29.857273
f,17031,-87.645455,41.894294
f,39091,-83.766343,40.387553
f,53035,-122.649636,47.639687
f,48113,-96.778424,32.766987
f,53063,-117.404392,47.620379
f,8119,-105.182552,38.871994
f,55133,-88.306707,43.019308
f,48141,-106.241391,31.766403
f,48439,-97.291291,32.77204
f,17089,-88.42804,41.939594
f,48309,-97.201472,31.549493
f,41051,-122.417173,45.547693
f,48029,-98.520147,29.448671
f,48113,-96.778424,32.766987
f,48201,-95.393037,29.857273
f,27047,-93.350289,43.674202
f,13057,-84.475057,34.244317
f,26159,-86.305697,42.283986
f,26125,-83.38421,42.660452
f,11001,-77.017094,38.904149
f,11001,-77.017094,38.904149
f,11001,-77.017094,38.904149
f,11001,-77.017094,38.904149
f,48303,-101.819944,33.611469
f,48215,-98.18099,26.396384
f,13215,-84.874946,32.510197
f,48029,-98.520147,29.448671
f,55059,-87.424898,42.579703
f,16055,-116.694918,47.677113
f,8014,-105.052125,39.953383
f,1089,-86.55108,34.764238
f,13067,-84.574166,33.93994
f,22033,-91.093174,30.544002
f,53033,-121.832375,47.493554
f,55063,-91.111758,43.908222
f,29510,-90.244582,38.635699
f,48245,-94.149331,29.854
f,53029,-122.670503,48.158436
f,48309,-97.201472,31.549493
f,48479,-99.326641,27.770584
f,13063,-84.412977,33.552242
f,6073,-116.776117,33.023604
f,48029,-98.520147,29.448671
f,40109,-97.409401,35.554611
f,27037,-93.062481,44.670893
f,51043,-77.992004,39.115931
f,27123,-93.100141,45.01525
f,41047,-122.57626,44.900898
f,48201,-95.393037,29.857273
f,22103,-89.951962,30.410022
f,49005,-111.744581,41.734225
f,Major's Hill Park CAN,-75.69883,45.427944
f,48113,-96.778424,32.766987
f,8119,-105.182552,38.871994
f,51760,-77.476009,37.531399
f,36055,-77.664656,43.464475
f,21111,-85.657624,38.189533
f,6037,-118.261862,34.196398
f,Windsor CAN,-83.026772,42.317432
f,36069,-77.303277,42.856695
f,36005,-73.852939,40.848711
f,48113,-96.778424,32.766987
f,49035,-111.924244,40.667882
f,27163,-92.890117,45.037929
f,15003,-158.201976,21.461364
f,32003,-115.013819,36.214236
f,39117,-82.797729,40.525266
f,48201,-95.393037,29.857273
f,6095,-121.939594,38.267226
f,35001,-106.669065,35.054002
f,36055,-77.664656,43.464475
f,48201,-95.393037,29.857273
f,36081,-73.837929,40.658557
f,27079,-93.73018,44.373397
f,4013,-112.495534,33.346541
f,6059,-117.777207,33.675687
f,6073,-116.776117,33.023604
f,6085,-121.690622,37.220777
f,27141,-93.775092,45.443171
f,41029,-122.675797,42.411782
f,1083,-86.9814,34.810239
f,27019,-93.800575,44.821381
f,6111,-119.133143,34.358742
f,48215,-98.18099,26.396384
f,48215,-98.18099,26.396384
f,48355,-97.521643,27.739406
f,27061,-93.613128,47.490843
f,48183,-94.816276,32.486397
f,27025,-92.903849,45.505444
f,22089,-90.359314,29.913833
f,East York CAN,-79.341667,43.6912
f,6073,-116.776117,33.023604
f,27037,-93.062481,44.670893
f,48141,-106.241391,31.766403
f,36091,-73.855387,43.106135
f,6081,-122.371542,37.414664
f,54067,-80.797516,38.291416
f,4013,-112.495534,33.346541
f,53035,-122.649636,47.639687
f,36081,-73.837929,40.658557
f,27031,-90.29019,47.538571
f,27099,-92.759514,43.666249
f,27119,-96.400027,47.774254
f,36055,-77.664656,43.464475
f,27171,-93.966397,45.175091
f,36005,-73.852939,40.848711
f,26125,-83.38421,42.660452
f,17043,-88.086038,41.852058
f,42005,-79.464128,40.812379
f,17089,-88.42804,41.939594
f,Windsor CAN,-83.026772,42.317432
f,53035,-122.649636,47.639687
f,48201,-95.393037,29.857273
f,51197,-81.084209,36.901471
f,23031,-70.670402,43.427239
f,51760,-77.476009,37.531399
f,48427,-98.715803,26.546335
f,27123,-93.100141,45.01525
f,27053,-93.475185,45.006064
f,27169,-91.776708,43.982268
f,13121,-84.468182,33.790034
f,53061,-121.766412,48.054913
f,Windsor CAN,-83.026772,42.317432
f,Windsor CAN,-83.026772,42.317432
f,Windsor CAN,-83.026772,42.317432
f,26125,-83.38421,42.660452
f,27123,-93.100141,45.01525
f,27057,-94.91329,47.095551
f,48201,-95.393037,29.857273
f,36119,-73.745912,41.15277
f,48085,-96.578153,33.193885
f,17031,-87.645455,41.894294
f,42003,-79.98092,40.46892
f,47157,-89.895397,35.183794
f,17031,-87.645455,41.894294
f,34013,-74.246136,40.787217
f,36005,-73.852939,40.848711
f,26163,-83.261953,42.284664
f,Windsor CAN,-83.026772,42.317432
f,47157,-89.895397,35.183794
f,50019,-72.25163,44.828442
f,Windsor CAN,-83.026772,42.317432
f,6037,-118.261862,34.196398
f,39133,-81.196932,41.16864
f,27103,-94.245685,44.35882
f,42091,-75.370201,40.209999
f,40109,-97.409401,35.554611
f,9003,-72.732916,41.806053
f,33011,-71.723101,42.911643
f,6073,-116.776117,33.023604
f,6081,-122.371542,37.414664
f,27163,-92.890117,45.037929
f,41051,-122.417173,45.547693
f,4013,-112.495534,33.346541
f,27057,-94.91329,47.095551
f,17031,-87.645455,41.894294
f,51085,-77.490992,37.760166
f,36103,-72.692218,40.943554
f,39113,-84.290546,39.755218
f,1015,-85.822513,33.771706
f,47105,-84.316204,35.73745
f,9005,-73.235428,41.791897
f,34037,-74.691855,41.137424
f,51710,-76.244641,36.923015
f,40109,-97.409401,35.554611
f,16055,-116.694918,47.677113
f,9003,-72.732916,41.806053
f,18089,-87.374337,41.472239
f,25025,-71.020173,42.33196
f,12105,-81.692783,27.953115
