FIPS,lat,lng
12105,27.953115,-81.692783
12107,29.606006,-81.740894
12109,29.890593,-81.383914
12111,27.380775,-80.443364
12113,30.703633,-87.014255
12115,27.184386,-82.365835
12117,28.690079,-81.13198
12119,28.714294,-82.074715
12121,30.189244,-82.992754
12123,30.016943,-83.616417
12125,30.05428,-82.366918
12127,29.057617,-81.161813
12129,30.140378,-84.375136
12131,30.631211,-86.176614
12133,30.602217,-85.662797
13001,31.739712,-82.290103
13003,31.300562,-82.883614
13005,31.563327,-82.387859
13007,31.319622,-84.454857
13009,33.059532,-83.255362
13011,34.351922,-83.498441
13013,33.992009,-83.712303
13015,34.240918,-84.838188
13017,31.740776,-83.14719
13019,31.274308,-83.231906
13021,32.808844,-83.694193
13023,32.435403,-83.331717
13025,31.197334,-81.982978
13027,30.833696,-83.588971
13029,32.017969,-81.438543
13031,32.393408,-81.74381
13033,33.063737,-82.00389
13035,33.290355,-83.958221
13037,31.521279,-84.62629
13039,30.916358,-81.636516
13043,32.403986,-82.071446
13045,33.582237,-85.080527
13047,34.899393,-85.137353
13049,30.779904,-82.139644
13051,31.974756,-81.091768
13053,32.347445,-84.788021
13055,34.474179,-85.345289
13057,34.244317,-84.475057
13059,33.952234,-83.36713
13061,31.619831,-84.992583
13063,33.552242,-84.412977
13065,30.917653,-82.702614
13067,33.93994,-84.574166
13069,31.549245,-82.844938
13071,31.189758,-83.769741
13073,33.550556,-82.251342
13075,31.152935,-83.429552
13077,33.352897,-84.762138
13079,32.709446,-83.979182
13081,31.914753,-83.753338
13083,34.852424,-85.506201
13085,34.442842,-84.173284
13087,30.877961,-84.577744
13089,33.770661,-84.226343
13091,32.160656,-83.156818
13093,32.151995,-83.807167
13095,31.535068,-84.214444
13097,33.699317,-84.765944
13099,31.324191,-84.906723
13101,30.7085,-82.836132
13103,32.361711,-81.343337
13105,34.115017,-82.842057
13107,32.5911,-82.299763
13109,32.151902,-81.887618
13111,34.863837,-84.319287
13113,33.412717,-84.493941
13115,34.263677,-85.21373
13117,34.225143,-84.127336
13119,34.375155,-83.227291
13121,33.790034,-84.468182
13123,34.690541,-84.453984
13125,33.227491,-82.606913
13127,31.212747,-81.496517
13129,34.509667,-84.873862
13131,30.875863,-84.244772
13133,33.576836,-83.167103
13135,33.959101,-84.022938
13137,34.635108,-83.526406
13139,34.317588,-83.818497
13141,33.26922,-83.000465
13143,33.795165,-85.220062
13145,32.731549,-84.912432
13147,34.348733,-82.96329
13149,33.290968,-85.139594
13151,33.452881,-84.15444
13153,32.458381,-83.662856
13155,31.604306,-83.277037
13157,34.134157,-83.565133
13159,33.314905,-83.687892
13161,31.811615,-82.636825
13163,33.051874,-82.41905
13165,32.794563,-81.971524
13167,32.689831,-82.661354
13169,33.020226,-83.562339
13171,33.07446,-84.146721
13173,31.038197,-83.063164
13175,32.39322,-82.926317
13177,31.818419,-84.146681
13179,31.807245,-81.457969
13181,33.792151,-82.448299
13183,31.749563,-81.74287
13185,30.83368,-83.268967
13187,34.568149,-83.998828
13189,33.482464,-82.473188
13191,31.482978,-81.370199
13193,32.366216,-84.052162
13195,34.128486,-83.203637
13197,32.359538,-84.529561
13199,33.03022,-84.663279
13201,31.162908,-84.730386
13205,31.22894,-84.192407
13207,33.017435,-83.922938
13209,32.172108,-82.533349
13211,33.593732,-83.492324
13213,34.797097,-84.73799
13215,32.510197,-84.874946
13217,33.544046,-83.855189
13219,33.834125,-83.437728
13221,33.866806,-83.074081
13223,33.920903,-84.866979
13225,32.571324,-83.831978
13227,34.456621,-84.490256
13229,31.353988,-82.210427
13231,33.090769,-84.386627
13233,33.995961,-85.186826
13235,32.238794,-83.481855
13237,33.321061,-83.37179
13239,31.861487,-85.009317
13241,34.883026,-83.404735
13243,31.762651,-84.752311
13245,33.361487,-82.074998
13247,33.652081,-84.02637
13249,32.263441,-84.322724
13251,32.744751,-81.617585
13253,30.933894,-84.867592
13255,33.262389,-84.286067
13257,34.552914,-83.290216
13259,32.073225,-84.834912
13261,32.042203,-84.204283
13263,32.704603,-84.530029
13265,33.559314,-82.875208
13267,32.043768,-82.059208
13269,32.554667,-84.251426
13271,31.913639,-82.931062
13273,31.777191,-84.439446
13275,30.864616,-83.919783
13277,31.457003,-83.525931
13279,32.126698,-82.332071
13281,34.90265,-83.732158
13283,32.409586,-82.570882
13285,33.034482,-85.02836
13287,31.718232,-83.628567
13289,32.665847,-83.425879
13291,34.83377,-83.989573
13293,32.881837,-84.292281
13295,34.735827,-85.305385
13297,33.782649,-83.734215
13299,31.050881,-82.421507
13301,33.419169,-82.688012
13303,32.971848,-82.798112
13305,31.547845,-81.912376
13307,32.046554,-84.553218
13309,32.109276,-82.738701
13311,34.643677,-83.743713
13313,34.801726,-84.968541
13315,31.962717,-83.438262
13317,33.77904,-82.747922
13319,32.804321,-83.175587
13321,31.551773,-83.84996
15001,19.597764,-155.502443
15003,21.461364,-158.201976
15005,21.218764,-156.97401
15007,22.012038,-159.705965
15009,20.855931,-156.60155
16001,43.447861,-116.244456
16003,44.884583,-116.431873
16005,42.692939,-112.228986
16007,42.285833,-111.327445
16009,47.218451,-116.633541
16011,43.216357,-112.399206
16013,43.394482,-113.95529
16015,43.987275,-115.715111
16017,48.312512,-116.59694
16019,43.395171,-111.621878
16021,48.773065,-116.524619
16023,43.6851,-113.177627
16025,43.463396,-114.804427
16027,43.623051,-116.708527
16029,42.786273,-111.544172
16031,42.288635,-113.605498
16033,44.286251,-112.36112
16035,46.67257,-115.6535
16037,44.273341,-114.252251
16039,43.394826,-115.470751
16041,42.173589,-111.822955
16043,44.218091,-111.484429
16045,44.061473,-116.398784
16047,42.973185,-114.82142
16049,45.849237,-115.467376
16051,43.796965,-112.318588
16053,42.691172,-114.263009
16055,47.677113,-116.694918
16057,46.81892,-116.730974
16059,44.928789,-113.887841
16061,46.236328,-116.42376
16063,42.986181,-114.153899
16065,43.789709,-111.65655
16067,42.856937,-113.64001
16069,46.333766,-116.760903
16071,42.18389,-112.520465
16073,42.593063,-116.142655
16075,44.00274,-116.748655
16077,42.694126,-112.844407
16079,47.347694,-115.885092
16081,43.760994,-111.211765
16083,42.352309,-114.665639
16085,44.771532,-115.637875
16087,44.448213,-116.79783
17001,39.986053,-91.194961
17003,37.183683,-89.349506
17005,38.885924,-89.436592
17007,42.318983,-88.824295
17009,39.962069,-90.75031
17011,41.401304,-89.528377
17013,39.164262,-90.666295
17015,42.059084,-89.926485
17017,39.969202,-90.245705
17019,40.13915,-88.197201
17021,39.545524,-89.279593
17023,39.332364,-87.791687
17025,38.747312,-88.483789
17027,38.606423,-89.423136
17029,39.51368,-88.220782
17031,41.894294,-87.645455
17033,39.00373,-87.757172
17035,39.273121,-88.240619
17037,41.894613,-88.768991
17039,40.181499,-88.901853
17041,39.766078,-88.222866
17043,41.852058,-88.086038
17045,39.679037,-87.74711
17047,38.417095,-88.047941
17049,39.047694,-88.592786
17051,39.001125,-89.017923
17053,40.594423,-88.224746
17055,37.991848,-88.926246
17057,40.465688,-90.206793
17059,37.768677,-88.227964
17061,39.355444,-90.387757
17063,41.29241,-88.401055
17065,38.085226,-88.539005
17067,40.405792,-91.167988
17069,37.517852,-88.266148
17071,40.815141,-90.93848
17073,41.350021,-90.130838
17075,40.748867,-87.833601
17077,37.786096,-89.381212
17079,39.004874,-88.150763
17081,38.30078,-88.92421
17083,39.080192,-90.361365
17085,42.362391,-90.211471
17087,37.460815,-88.882962
17089,41.939594,-88.42804
17091,41.139494,-87.861125
17093,41.58814,-88.430626
17095,40.930941,-90.213761
17097,42.326444,-87.436118
17099,41.343341,-88.885931
17101,38.718954,-87.730221
17103,41.747442,-89.299351
17105,40.894376,-88.552852
17107,40.12907,-89.365308
17109,40.455789,-90.677579
17111,42.324298,-88.452245
17113,40.494559,-88.844539
17115,39.860237,-88.961529
17117,39.2659,-89.926344
17119,38.827082,-89.900195
17121,38.648396,-88.920221
17123,41.031119,-89.342371
17125,40.236993,-89.913575
17127,37.216119,-88.705658
17129,40.022569,-89.794133
17131,41.204791,-90.741433
17133,38.277983,-90.179078
17135,39.228092,-89.478007
17137,39.716806,-90.202277
17139,39.636896,-88.625726
17141,42.041884,-89.320176
17143,40.785999,-89.767358
17145,38.084385,-89.368487
17147,40.009056,-88.592328
17149,39.625106,-90.889034
17151,37.417169,-88.542374
17153,37.215615,-89.127755
17155,41.19894,-89.298386
17157,38.056515,-89.82121
17159,38.71155,-88.085698
17161,41.468404,-90.572203
17163,38.470198,-89.928546
17165,37.751653,-88.545031
17167,39.756378,-89.662311
17169,40.156905,-90.613464
17171,39.63698,-90.477759
17173,39.384926,-88.798862
17175,41.096908,-89.797411
17177,42.349726,-89.665994
17179,40.508074,-89.51626
17181,37.475104,-89.252875
17183,40.18674,-87.726772
17185,38.445821,-87.839167
17187,40.850441,-90.620223
17189,38.353141,-89.417187
17191,38.431948,-88.432129
17193,38.087372,-88.178585
17195,41.750571,-89.910957
17197,41.448474,-87.978456
17199,37.730353,-88.930018
17201,42.337396,-89.161205
17203,40.789596,-89.210301
18001,40.745733,-84.936131
18003,41.091855,-85.07223
18005,39.205843,-85.897999
18007,40.608253,-87.315479
18009,40.472672,-85.32373
18011,40.050892,-86.469014
18013,39.192585,-86.23941
18015,40.58498,-86.565141
18017,40.753799,-86.355169
18019,38.476217,-85.711122
18021,39.393951,-87.115837
18023,40.305944,-86.477567
18025,38.289433,-86.440871
18027,38.696155,-87.076988
18029,39.151491,-84.97346
18031,39.30598,-85.499831
18033,41.401189,-85.000185
18035,40.227165,-85.398856
18037,38.373344,-86.873385
18039,41.600693,-85.863986
18041,39.639655,-85.185032
18043,38.317937,-85.911474
18045,40.121282,-87.234806
18047,39.409762,-85.066964
18049,41.050384,-86.265006
18051,38.317413,-87.580566
18053,40.515758,-85.654946
18055,39.0486,-87.005245
18057,40.04987,-86.020586
18059,39.822604,-85.772904
18061,38.18644,-86.103681
18063,39.768749,-86.510287
18065,39.929576,-85.397338
18067,40.483537,-86.114118
18069,40.826394,-85.478598
18071,38.911957,-86.042516
18073,41.017688,-87.118814
18075,40.434972,-85.00338
18077,38.783604,-85.44009
18079,38.996234,-85.628111
18081,39.495986,-86.0946
18083,38.688663,-87.420182
18085,41.244293,-85.861575
18087,41.642468,-85.426302
18089,41.472239,-87.374337
18091,41.549011,-86.744729
18093,38.839815,-86.48782
18095,40.166203,-85.722454
18097,39.782976,-86.135794
18099,41.325003,-86.269036
18101,38.705322,-86.801847
18103,40.772881,-86.044259
18105,39.160751,-86.523325
18107,40.040296,-86.892715
18109,39.482646,-86.447457
18111,40.962399,-87.402172
18113,41.400794,-85.41785
18115,38.940527,-84.964299
18117,38.547381,-86.489257
18119,39.317339,-86.838845
18121,39.77425,-87.19695
18123,38.081436,-86.62654
18125,38.397898,-87.232532
18127,41.509922,-87.071308
18129,38.027614,-87.868653
18131,41.045272,-86.692538
18133,39.665545,-86.853325
18135,40.164414,-85.005004
18137,39.10023,-85.260541
18139,39.622312,-85.466527
18141,41.617699,-86.288159
18143,38.679431,-85.751898
18145,39.524135,-85.792174
18147,38.009789,-87.010645
18149,41.28322,-86.64757
18151,41.643437,-85.002467
18153,39.089225,-87.415843
18155,38.825846,-85.029679
18157,40.38926,-86.893943
18159,40.310229,-86.056207
18161,39.623111,-84.925152
18163,38.02007,-87.586166
18165,39.854045,-87.462071
18167,39.429143,-87.390375
18169,40.843717,-85.795175
18171,40.352658,-87.375847
18173,38.097764,-87.272023
18175,38.600613,-86.104751
18177,39.863091,-85.006735
18179,40.735273,-85.212974
18181,40.75095,-86.864293
18183,41.136426,-85.501892
19001,41.328528,-94.478164
19003,41.021656,-94.696906
19005,43.274964,-91.382751
19007,40.744683,-92.870345
19009,41.679178,-94.904312
19011,42.092547,-92.05763
19013,42.472888,-92.306059
19015,42.038601,-93.939138
19017,42.78089,-92.327586
19019,42.470328,-91.838666
19021,42.741522,-95.141433
19023,42.734708,-92.780066
19025,42.38617,-94.643683
19027,42.039492,-94.867647
19029,41.333824,-94.933302
19031,41.772355,-91.13219
19033,43.075171,-93.251266
19035,42.742738,-95.633262
19037,43.059741,-92.31721
19039,41.029191,-93.784096
19041,43.079822,-95.149726
19043,42.840998,-91.323511
19045,41.898073,-90.534243
19047,42.043119,-95.38909
19049,41.685321,-94.040707
19051,40.748089,-92.410345
19053,40.736379,-93.78458
19055,42.473003,-91.359443
19057,40.915339,-91.186925
19059,43.389611,-95.196057
19061,42.463481,-90.878771
19063,43.377984,-94.66937
19065,42.86445,-91.839373
19067,43.052741,-92.787367
19069,42.736549,-93.271425
19071,40.743726,-95.599516
19073,42.042494,-94.388703
19075,42.403323,-92.790261
19077,41.683573,-94.501272
19079,42.390768,-93.709198
19081,43.075411,-93.743697
19083,42.389955,-93.241081
19085,41.688584,-95.827149
19087,40.985864,-91.54427
19089,43.365313,-92.321908
19091,42.782221,-94.202775
19093,42.39186,-95.507421
19095,41.683918,-92.059123
19097,42.164281,-90.574597
19099,41.685686,-93.052971
19101,41.00688,-91.967137
19103,41.668737,-91.588812
19105,42.125118,-91.116914
19107,41.331182,-92.167721
19109,43.212478,-94.213983
19111,40.647588,-91.477157
19113,42.077951,-91.597674
19115,41.218211,-91.256994
19117,41.033344,-93.331467
19119,43.38358,-96.207201
19121,41.330622,-94.015184
19123,41.330797,-92.636366
19125,41.331455,-93.093849
19127,42.041691,-92.981452
19129,41.033703,-95.619101
19131,43.348564,-92.784466
19133,42.049432,-95.956566
19135,41.028847,-92.869642
19137,41.021735,-95.15779
19139,41.483776,-91.118699
19141,43.083746,-95.625624
19143,43.378542,-95.633788
19145,40.73909,-95.14429
19147,43.075854,-94.667297
19149,42.737585,-96.215864
19151,42.734033,-94.678279
19153,41.684281,-93.56972
19155,41.340184,-95.544905
19157,41.684526,-92.522882
19159,40.735334,-94.244251
19161,42.387526,-95.105224
19163,41.641679,-90.62229
19165,41.679014,-95.308917
19167,43.082854,-96.177929
19169,42.037538,-93.466093
19171,42.074848,-92.529412
19173,40.737949,-94.697108
19175,41.02855,-94.245091
19177,40.754117,-91.952943
19179,41.031263,-92.409482
19181,41.336769,-93.564366
19183,41.329401,-91.725052
19185,40.739983,-93.332613
19187,42.434397,-94.179157
19189,43.378124,-93.743488
19191,43.292989,-91.850788
19193,42.39322,-96.053296
19195,43.373491,-93.248533
19197,42.733007,-93.734735
20001,37.884229,-95.300945
20003,38.215114,-95.292046
20005,39.532544,-95.313398
20007,37.222906,-98.685052
20009,38.481239,-98.767837
20011,37.8561,-94.850928
20013,39.825931,-95.569905
20015,37.773681,-96.838762
20017,38.298553,-96.594064
20019,37.154259,-96.245396
20021,37.169392,-94.845698
20023,39.789256,-101.727302
20025,37.233831,-99.813869
20027,39.344964,-97.168853
20029,39.487329,-97.64139
20031,38.23645,-95.729137
20033,37.189071,-99.254089
20035,37.234507,-96.837247
20037,37.505628,-94.853941
20039,39.783542,-100.459708
20041,38.867735,-97.157943
20043,39.788502,-95.147225
20045,38.896573,-95.290529
20047,37.883595,-99.304746
20049,37.456026,-96.244642
20051,38.914596,-99.317329
20053,38.700845,-98.205355
20055,38.049855,-100.739929
20057,37.688365,-99.884734
20059,38.558019,-95.278962
20061,39.002155,-96.768038
20063,38.917239,-100.48736
20065,39.349445,-99.880952
20067,37.547537,-101.299362
20069,37.744513,-100.451716
20071,38.480408,-101.805984
20073,37.878659,-96.242232
20075,37.995244,-101.793689
20077,37.188184,-98.06659
20079,38.050144,-97.436707
20081,37.55855,-100.876869
20083,38.087493,-99.898407
20085,39.410989,-95.794509
20087,39.239644,-95.375314
20089,39.77701,-98.222584
20091,38.883907,-94.82233
20093,37.994461,-101.308136
20095,37.552951,-98.144529
20097,37.561231,-99.286539
20099,37.191468,-95.297473
20101,38.481286,-100.466185
20103,39.189511,-95.038977
20105,39.047276,-98.214265
20107,38.216549,-94.844932
20109,38.91327,-101.157407
20111,38.455498,-96.161589
20113,38.395812,-97.647489
20115,38.359647,-97.102771
20117,39.782709,-96.521243
20119,37.243886,-100.360094
20121,38.566772,-94.832963
20123,39.393026,-98.207362
20125,37.189537,-95.742403
20127,38.687696,-96.644905
20129,37.18525,-101.809516
20131,39.791043,-96.005381
20133,37.564283,-95.315683
20135,38.480437,-99.908745
20137,39.783867,-99.899235
20139,38.649706,-95.727275
20141,39.348649,-98.767876
20143,39.137963,-97.654803
20145,38.182873,-99.232154
20147,39.784506,-99.34215
20149,39.382187,-96.337113
20151,37.647594,-98.74012
20153,39.786198,-101.076738
20155,37.948185,-98.078346
20157,39.82891,-97.650921
20159,38.347178,-98.201415
20161,39.291211,-96.727489
20163,39.346006,-99.324492
20165,38.523592,-99.309183
20167,38.916839,-98.765638
20169,38.786327,-97.650153
20171,38.481877,-100.90636
20173,37.683807,-97.459451
20175,37.180585,-100.854741
20177,39.041805,-95.755664
20179,39.350543,-100.441206
20181,39.351352,-101.719859
20183,39.78466,-98.78543
20185,38.03563,-98.719889
20187,37.565932,-101.789383
20189,37.202356,-101.315796
20191,37.236663,-97.493349
20193,39.357706,-101.083439
20195,38.921302,-99.865423
20197,38.955154,-96.201262
20199,38.926626,-101.771103
20201,39.776714,-97.095611
20203,38.481922,-101.347434
20205,37.558515,-95.745175
20207,37.888484,-95.757553
20209,39.115384,-94.763087
21001,37.105541,-85.281401
21003,36.75077,-86.192458
21005,38.005396,-84.986417
21007,37.05112,-89.009178
