263,13
54.64,21.40,1538840149.7
54.65,21.39,1538840149.8
54.61,21.36,1538840149.9
54.50,21.34,1538840150.0
54.48,21.36,1538840150.1
54.42,21.35,1538840150.2
54.41,21.36,1538840150.3
54.47,21.36,1538840150.4
54.52,21.39,1538840150.5
54.62,21.41,1538840150.6
54.67,21.43,1538840150.7
54.77,21.42,1538840150.8
54.82,21.42,1538840150.9
54.78,21.44,1538840151.0
54.74,21.43,1538840151.1
54.73,21.42,1538840151.2
54.73,21.43,1538840151.3
54.68,21.47,1538840151.4
54.64,21.51,1538840151.5
54.63,21.52,1538840151.6
54.68,21.50,1538840151.7
54.67,21.50,1538840151.8
54.67,21.46,1538840151.9
54.68,21.42,1538840152.0
54.63,21.34,1538840152.1
54.49,21.26,1538840152.2
54.25,21.21,1538840152.3
53.99,21.14,1538840152.4
53.66,21.08,1538840152.5
53.31,21.05,1538840152.6
52.97,21.08,1538840152.7
52.71,21.15,1538840152.8
52.53,21.25,1538840152.9
52.37,21.34,1538840153.0
52.16,21.54,1538840153.1
51.94,21.69,1538840153.2
51.74,21.75,1538840153.3
51.52,21.82,1538840153.4
51.27,21.88,1538840153.5
50.98,21.92,1538840153.6
50.77,21.87,1538840153.7
50.60,21.80,1538840153.8
50.46,21.69,1538840153.9
50.30,21.47,1538840154.0
50.11,21.11,1538840154.1
49.90,20.73,1538840154.2
49.61,20.31,1538840154.3
49.33,19.80,1538840154.4
49.08,19.23,1538840154.5
48.86,18.69,1538840154.6
48.69,18.16,1538840154.7
48.67,17.62,1538840154.8
48.80,17.09,1538840154.9
48.97,16.72,1538840155.0
49.09,16.49,1538840155.1
49.18,16.31,1538840155.2
49.23,16.25,1538840155.3
49.15,16.24,1538840155.4
48.94,16.28,1538840155.5
48.61,16.34,1538840155.6
48.22,16.42,1538840155.7
47.79,16.54,1538840155.8
47.36,16.69,1538840155.9
46.91,16.84,1538840156.0
46.51,17.01,1538840156.1
46.18,17.17,1538840156.2
45.91,17.29,1538840156.3
45.76,17.39,1538840156.4
45.67,17.46,1538840156.5
45.73,17.49,1538840156.6
45.80,17.54,1538840156.7
45.89,17.59,1538840156.8
46.00,17.63,1538840156.9
46.04,17.64,1538840157.0
46.06,17.65,1538840157.1
