3950,9
1.11,23.72,1538837633.1
1.16,23.77,1538837633.2
1.29,23.77,1538837633.3
1.36,23.74,1538837633.4
1.37,23.74,1538837633.5
1.35,23.75,1538837633.6
1.32,23.76,1538837633.7
1.29,23.74,1538837633.8
1.28,23.73,1538837633.9
1.31,23.77,1538837634.0
1.29,23.78,1538837634.1
1.29,23.77,1538837634.2
1.30,23.78,1538837634.3
1.34,23.78,1538837634.4
1.38,23.77,1538837634.5
1.39,23.72,1538837634.6
1.42,23.72,1538837634.7
1.45,23.72,1538837634.8
1.47,23.71,1538837634.9
1.47,23.67,1538837635.0
1.53,23.65,1538837635.1
1.64,23.62,1538837635.2
1.84,23.59,1538837635.3
2.10,23.55,1538837635.4
2.49,23.49,1538837635.5
2.95,23.46,1538837635.6
3.42,23.43,1538837635.7
3.90,23.39,1538837635.8
4.41,23.37,1538837635.9
4.95,23.34,1538837636.0
5.49,23.31,1538837636.1
6.03,23.24,1538837636.2
6.58,23.21,1538837636.3
7.12,23.18,1538837636.4
7.61,23.15,1538837636.5
8.06,23.12,1538837636.6
8.43,23.09,1538837636.7
8.74,23.08,1538837636.8
8.87,23.17,1538837636.9
9.03,23.15,1538837637.0
9.20,23.14,1538837637.1
9.28,23.14,1538837637.2
9.38,23.12,1538837637.3
9.42,23.16,1538837637.4
9.57,23.09,1538837637.5
9.60,23.12,1538837637.6
9.59,23.13,1538837637.7
9.58,23.15,1538837637.8
9.52,23.18,1538837637.9
9.54,23.18,1538837638.0
9.54,23.13,1538837638.1
9.58,23.04,1538837638.2
9.51,23.02,1538837638.3
9.49,23.01,1538837638.4
9.47,23.01,1538837638.5
9.42,22.99,1538837638.6
9.42,22.96,1538837638.7
9.40,23.05,1538837638.8
9.43,23.07,1538837638.9
9.45,23.05,1538837639.0
9.48,23.09,1538837639.1
9.49,23.12,1538837639.2
9.49,23.16,1538837639.3
9.48,23.17,1538837639.4
9.48,23.19,1538837639.5
9.46,23.21,1538837639.6
9.44,23.19,1538837639.7
9.43,23.19,1538837639.8
9.41,23.19,1538837639.9
9.36,23.16,1538837640.0
9.31,23.12,1538837640.1
9.32,23.11,1538837640.2
9.35,23.09,1538837640.3
9.44,23.01,1538837640.4
9.50,22.96,1538837640.5
9.54,22.93,1538837640.6
9.58,22.92,1538837640.7
9.65,22.90,1538837640.8
9.68,22.89,1538837640.9
9.64,22.91,1538837641.0
9.63,22.89,1538837641.1
9.67,22.89,1538837641.2
9.67,22.92,1538837641.3
9.60,22.92,1538837641.4
9.57,22.92,1538837641.5
9.50,22.96,1538837641.6
9.44,23.02,1538837641.7
9.41,23.04,1538837641.8
9.44,23.03,1538837641.9
9.46,22.99,1538837642.0
9.47,23.01,1538837642.1
9.52,23.00,1538837642.2
9.54,22.96,1538837642.3
9.57,22.94,1538837642.4
9.63,22.93,1538837642.5
9.71,22.98,1538837642.6
9.77,23.00,1538837642.7
9.79,23.00,1538837642.8
9.82,23.02,1538837642.9
9.80,23.04,1538837643.0
9.76,23.05,1538837643.1
9.70,23.04,1538837643.2
9.63,23.02,1538837643.3
9.59,23.00,1538837643.4
9.56,23.03,1538837643.5
9.55,23.07,1538837643.6
9.52,23.06,1538837643.7
9.53,23.10,1538837643.8
9.51,23.08,1538837643.9
9.44,23.10,1538837644.0
9.42,23.05,1538837644.1
9.38,23.01,1538837644.2
9.40,22.99,1538837644.3
9.42,22.92,1538837644.4
9.44,22.93,1538837644.5
9.51,22.91,1538837644.6
9.55,22.91,1538837644.7
9.60,22.90,1538837644.8
9.59,22.90,1538837644.9
9.59,22.91,1538837645.0
9.60,22.92,1538837645.1
9.45,23.02,1538837645.2
9.41,23.01,1538837645.3
9.39,22.97,1538837645.4
9.40,22.93,1538837645.5
9.39,22.89,1538837645.6
9.41,22.86,1538837645.7
9.58,22.74,1538837645.8
9.63,22.76,1538837645.9
9.65,22.84,1538837646.0
9.67,22.89,1538837646.1
9.68,22.90,1538837646.2
9.66,22.91,1538837646.3
9.60,22.91,1538837646.4
9.53,22.91,1538837646.5
9.47,22.89,1538837646.6
9.38,22.92,1538837646.7
9.31,22.98,1538837646.8
9.28,22.99,1538837646.9
9.30,23.00,1538837647.0
9.34,22.99,1538837647.1
9.41,22.96,1538837647.2
9.47,22.91,1538837647.3
9.52,22.86,1538837647.4
9.56,22.83,1538837647.5
9.63,22.84,1538837647.6
9.70,22.87,1538837647.7
9.72,22.89,1538837647.8
9.71,22.94,1538837647.9
9.70,23.00,1538837648.0
9.68,23.07,1538837648.1
9.59,23.08,1538837648.2
9.47,23.07,1538837648.3
9.40,23.07,1538837648.4
9.39,23.04,1538837648.5
9.41,23.03,1538837648.6
9.42,23.00,1538837648.7
9.44,22.99,1538837648.8
9.49,22.97,1538837648.9
9.54,22.98,1538837649.0
9.54,22.93,1538837649.1
9.50,22.91,1538837649.2
9.49,22.91,1538837649.3
9.50,22.90,1538837649.4
9.52,22.87,1538837649.5
9.56,22.84,1538837649.6
9.59,22.86,1538837649.7
9.67,22.88,1538837649.8
9.76,22.87,1538837649.9
9.81,22.83,1538837650.0
9.83,22.84,1538837650.1
9.80,22.85,1538837650.2
9.81,22.82,1538837650.3
9.74,22.82,1538837650.4
9.66,22.82,1538837650.5
9.64,22.85,1538837650.6
9.62,22.89,1538837650.7
9.61,22.99,1538837650.8
9.52,23.09,1538837650.9
9.51,23.11,1538837651.0
9.55,23.10,1538837651.1
9.51,23.10,1538837651.2
9.43,23.12,1538837651.3
9.46,23.07,1538837651.4
9.51,23.01,1538837651.5
9.52,22.95,1538837651.6
9.52,22.92,1538837651.7
9.56,22.91,1538837651.8
9.68,22.85,1538837651.9
9.72,22.82,1538837652.0
9.75,22.83,1538837652.1
9.79,22.87,1538837652.2
9.82,22.90,1538837652.3
9.83,22.91,1538837652.4
9.82,22.90,1538837652.5
9.75,22.91,1538837652.6
9.69,22.92,1538837652.7
9.64,22.92,1538837652.8
9.62,22.89,1538837652.9
9.60,22.90,1538837653.0
9.58,22.90,1538837653.1
9.58,22.85,1538837653.2
9.64,22.81,1538837653.3
9.66,22.80,1538837653.4
9.59,22.84,1538837653.5
9.55,22.89,1538837653.6
9.54,22.89,1538837653.7
9.56,22.91,1538837653.8
9.54,22.89,1538837653.9
9.48,22.92,1538837654.0
9.49,22.91,1538837654.1
9.48,22.88,1538837654.2
9.41,22.94,1538837654.3
9.41,23.02,1538837654.4
9.40,23.10,1538837654.5
9.47,23.09,1538837654.6
9.49,23.11,1538837654.7
9.50,23.10,1538837654.8
9.53,23.02,1538837654.9
9.49,22.94,1538837655.0
9.44,22.85,1538837655.1
9.40,22.76,1538837655.2
9.37,22.69,1538837655.3
9.35,22.65,1538837655.4
9.36,22.62,1538837655.5
9.39,22.61,1538837655.6
9.41,22.58,1538837655.7
9.44,22.52,1538837655.8
9.49,22.45,1538837655.9
9.53,22.40,1538837656.0
9.59,22.40,1538837656.1
9.60,22.39,1538837656.2
9.62,22.39,1538837656.3
9.64,22.41,1538837656.4
9.63,22.49,1538837656.5
9.63,22.56,1538837656.6
9.60,22.60,1538837656.7
9.60,22.62,1538837656.8
9.59,22.67,1538837656.9
9.65,22.71,1538837657.0
9.70,22.69,1538837657.1
9.75,22.64,1538837657.2
9.82,22.57,1538837657.3
9.91,22.49,1538837657.4
10.05,22.39,1538837657.5
10.12,22.25,1538837657.6
10.27,22.17,1538837657.7
10.34,22.09,1538837657.8
10.41,22.05,1538837657.9
10.41,22.06,1538837658.0
10.33,22.13,1538837658.1
10.30,22.24,1538837658.2
10.18,22.29,1538837658.3
10.08,22.32,1538837658.4
9.95,22.40,1538837658.5
9.80,22.47,1538837658.6
9.71,22.53,1538837658.7
9.65,22.57,1538837658.8
9.62,22.61,1538837658.9
9.64,22.69,1538837659.0
9.70,22.76,1538837659.1
9.86,22.76,1538837659.2
10.04,22.71,1538837659.3
10.21,22.68,1538837659.4
10.46,22.66,1538837659.5
10.78,22.64,1538837659.6
11.17,22.58,1538837659.7
11.61,22.59,1538837659.8
12.13,22.64,1538837659.9
12.76,22.67,1538837660.0
13.43,22.67,1538837660.1
14.18,22.62,1538837660.2
15.00,22.56,1538837660.3
15.83,22.43,1538837660.4
16.76,22.29,1538837660.5
17.69,22.15,1538837660.6
18.66,22.01,1538837660.7
19.64,21.88,1538837660.8
20.54,21.79,1538837660.9
21.41,21.73,1538837661.0
22.19,21.70,1538837661.1
23.00,21.67,1538837661.2
23.65,21.70,1538837661.3
24.16,21.73,1538837661.4
24.63,21.72,1538837661.5
25.03,21.64,1538837661.6
25.27,21.60,1538837661.7
25.28,21.63,1538837661.8
25.15,21.64,1538837661.9
24.92,21.63,1538837662.0
24.63,21.65,1538837662.1
24.32,21.66,1538837662.2
23.94,21.62,1538837662.3
23.55,21.50,1538837662.4
23.20,21.36,1538837662.5
22.95,21.24,1538837662.6
22.73,21.12,1538837662.7
22.54,21.08,1538837662.8
22.43,21.09,1538837662.9
22.44,21.10,1538837663.0
22.54,21.17,1538837663.1
22.68,21.30,1538837663.2
22.92,21.45,1538837663.3
23.31,21.61,1538837663.4
23.79,21.77,1538837663.5
24.40,22.01,1538837663.6
25.16,22.21,1538837663.7
26.01,22.43,1538837663.8
26.86,22.68,1538837663.9
27.66,22.89,1538837664.0
28.47,23.10,1538837664.1
29.21,23.24,1538837664.2
29.84,23.36,1538837664.3
30.28,23.40,1538837664.4
30.57,23.34,1538837664.5
30.74,23.25,1538837664.6
30.76,23.08,1538837664.7
30.69,22.86,1538837664.8
30.59,22.57,1538837664.9
30.53,22.25,1538837665.0
30.50,21.83,1538837665.1
30.48,21.40,1538837665.2
30.50,21.00,1538837665.3
30.49,20.67,1538837665.4
30.40,20.41,1538837665.5
30.29,20.23,1538837665.6
30.16,20.18,1538837665.7
30.10,20.16,1538837665.8
30.04,20.15,1538837665.9
30.03,20.15,1538837666.0
30.09,20.10,1538837666.1
30.19,20.03,1538837666.2
30.29,20.02,1538837666.3
30.36,20.05,1538837666.4
30.47,20.13,1538837666.5
30.57,20.17,1538837666.6
30.63,20.22,1538837666.7
30.67,20.31,1538837666.8
30.71,20.42,1538837666.9
30.72,20.61,1538837667.0
30.72,20.90,1538837667.1
30.71,21.26,1538837667.2
30.67,21.63,1538837667.3
30.64,21.95,1538837667.4
30.62,22.16,1538837667.5
30.58,22.18,1538837667.6
30.53,22.02,1538837667.7
30.50,21.75,1538837667.8
30.53,21.44,1538837667.9
30.53,21.11,1538837668.0
30.50,20.81,1538837668.1
30.50,20.60,1538837668.2
30.50,20.45,1538837668.3
30.49,20.31,1538837668.4
30.51,20.20,1538837668.5
30.60,20.13,1538837668.6
30.73,20.09,1538837668.7
30.81,20.02,1538837668.8
30.87,19.94,1538837668.9
30.89,19.84,1538837669.0
30.86,19.73,1538837669.1
30.78,19.59,1538837669.2
30.67,19.43,1538837669.3
30.58,19.30,1538837669.4
30.52,19.22,1538837669.5
30.50,19.17,1538837669.6
30.51,19.19,1538837669.7
30.54,19.22,1538837669.8
30.59,19.27,1538837669.9
30.64,19.26,1538837670.0
30.66,19.19,1538837670.1
30.64,19.07,1538837670.2
30.59,18.81,1538837670.3
30.54,18.37,1538837670.4
30.49,17.76,1538837670.5
30.51,17.07,1538837670.6
30.53,16.27,1538837670.7
30.58,15.38,1538837670.8
30.66,14.49,1538837670.9
30.72,13.62,1538837671.0
30.74,12.70,1538837671.1
30.71,11.73,1538837671.2
30.67,10.73,1538837671.3
30.64,9.71,1538837671.4
30.60,8.68,1538837671.5
30.57,7.71,1538837671.6
30.52,6.86,1538837671.7
30.50,6.22,1538837671.8
30.50,5.80,1538837671.9
30.56,5.59,1538837672.0
30.60,5.49,1538837672.1
30.64,5.49,1538837672.2
30.70,5.53,1538837672.3
30.73,5.51,1538837672.4
30.73,5.42,1538837672.5
30.66,5.24,1538837672.6
30.56,5.00,1538837672.7
30.48,4.65,1538837672.8
30.39,4.21,1538837672.9
30.33,3.71,1538837673.0
30.27,3.15,1538837673.1
30.21,2.59,1538837673.2
30.16,2.07,1538837673.3
30.13,1.68,1538837673.4
30.11,1.47,1538837673.5
30.09,1.38,1538837673.6
30.09,1.45,1538837673.7
30.14,1.63,1538837673.8
30.19,1.92,1538837673.9
30.19,2.25,1538837674.0
30.20,2.57,1538837674.1
30.18,2.88,1538837674.2
30.14,3.11,1538837674.3
30.08,3.26,1538837674.4
30.03,3.34,1538837674.5
30.00,3.37,1538837674.6
29.98,3.37,1538837674.7
29.98,3.38,1538837674.8
30.06,3.31,1538837674.9
30.17,3.22,1538837675.0
30.26,3.09,1538837675.1
30.35,2.93,1538837675.2
30.43,2.78,1538837675.3
30.50,2.59,1538837675.4
30.55,2.47,1538837675.5
30.60,2.38,1538837675.6
30.67,2.31,1538837675.7
30.81,2.24,1538837675.8
30.98,2.16,1538837675.9
31.18,2.07,1538837676.0
31.36,2.04,1538837676.1
31.51,2.05,1538837676.2
31.64,2.12,1538837676.3
31.68,2.24,1538837676.4
31.75,2.37,1538837676.5
31.74,2.54,1538837676.6
31.71,2.66,1538837676.7
31.67,2.78,1538837676.8
31.65,2.87,1538837676.9
31.66,2.96,1538837677.0
31.63,3.05,1538837677.1
31.71,3.15,1538837677.2
31.83,3.30,1538837677.3
31.99,3.49,1538837677.4
32.16,3.73,1538837677.5
32.32,3.97,1538837677.6
32.52,4.20,1538837677.7
32.71,4.42,1538837677.8
32.84,4.57,1538837677.9
32.98,4.69,1538837678.0
33.09,4.74,1538837678.1
33.19,4.76,1538837678.2
33.28,4.75,1538837678.3
33.28,4.80,1538837678.4
33.30,4.84,1538837678.5
33.29,4.87,1538837678.6
33.28,4.94,1538837678.7
33.29,5.02,1538837678.8
33.27,5.08,1538837678.9
33.28,5.10,1538837679.0
33.30,5.12,1538837679.1
33.38,5.24,1538837679.2
33.53,5.41,1538837679.3
33.70,5.61,1538837679.4
33.95,5.86,1538837679.5
34.20,6.13,1538837679.6
34.45,6.40,1538837679.7
34.60,6.58,1538837679.8
34.71,6.67,1538837679.9
34.79,6.68,1538837680.0
34.88,6.62,1538837680.1
34.99,6.55,1538837680.2
35.11,6.46,1538837680.3
35.26,6.37,1538837680.4
35.33,6.37,1538837680.5
35.35,6.41,1538837680.6
35.35,6.50,1538837680.7
35.29,6.59,1538837680.8
35.19,6.70,1538837680.9
35.12,6.83,1538837681.0
35.12,6.85,1538837681.1
35.14,6.89,1538837681.2
35.16,6.94,1538837681.3
35.14,6.98,1538837681.4
34.99,7.10,1538837681.5
34.99,7.09,1538837681.6
34.95,7.10,1538837681.7
34.91,7.09,1538837681.8
34.86,7.07,1538837681.9
34.78,6.99,1538837682.0
34.79,6.80,1538837682.1
34.54,6.66,1538837682.2
34.24,6.48,1538837682.3
33.84,6.22,1538837682.4
33.36,5.93,1538837682.5
32.89,5.65,1538837682.6
32.51,5.43,1538837682.7
32.22,5.31,1538837682.8
32.07,5.26,1538837682.9
32.11,5.28,1538837683.0
32.33,5.40,1538837683.1
32.69,5.58,1538837683.2
33.21,5.83,1538837683.3
