6423,6
2.15,22.92,1538835762.1
2.11,22.95,1538835762.2
2.06,22.99,1538835762.3
2.02,23.05,1538835762.4
2.01,23.05,1538835762.5
1.83,22.96,1538835762.6
1.83,22.96,1538835762.7
1.86,22.96,1538835762.8
1.89,23.00,1538835762.9
1.89,23.00,1538835763.0
1.86,23.00,1538835763.1
1.86,23.01,1538835763.2
1.83,23.03,1538835763.3
1.79,23.03,1538835763.4
1.76,22.97,1538835763.5
1.76,22.94,1538835763.6
1.78,22.92,1538835763.7
1.80,22.88,1538835763.8
1.83,22.84,1538835763.9
1.86,22.81,1538835764.0
1.88,22.83,1538835764.1
1.87,22.87,1538835764.2
1.88,22.95,1538835764.3
1.89,23.03,1538835764.4
1.92,23.09,1538835764.5
1.95,23.15,1538835764.6
1.98,23.13,1538835764.7
2.03,23.07,1538835764.8
2.05,22.95,1538835764.9
2.04,22.90,1538835765.0
2.00,22.87,1538835765.1
1.95,22.85,1538835765.2
1.89,22.87,1538835765.3
1.88,22.92,1538835765.4
1.93,22.96,1538835765.5
2.04,22.96,1538835765.6
2.18,23.02,1538835765.7
2.36,23.06,1538835765.8
2.60,23.07,1538835765.9
2.89,23.09,1538835766.0
3.18,23.11,1538835766.1
3.50,23.07,1538835766.2
3.86,22.94,1538835766.3
4.24,22.79,1538835766.4
4.62,22.66,1538835766.5
4.97,22.50,1538835766.6
5.31,22.34,1538835766.7
5.60,22.20,1538835766.8
5.86,22.06,1538835766.9
6.19,21.91,1538835767.0
6.49,21.74,1538835767.1
6.77,21.58,1538835767.2
7.07,21.39,1538835767.3
7.42,21.18,1538835767.4
7.78,21.00,1538835767.5
8.10,20.83,1538835767.6
8.44,20.67,1538835767.7
8.79,20.51,1538835767.8
9.13,20.34,1538835767.9
9.44,20.15,1538835768.0
9.73,20.00,1538835768.1
9.95,19.86,1538835768.2
10.11,19.73,1538835768.3
10.24,19.63,1538835768.4
10.29,19.59,1538835768.5
10.32,19.62,1538835768.6
10.32,19.64,1538835768.7
10.31,19.61,1538835768.8
10.29,19.59,1538835768.9
10.28,19.57,1538835769.0
10.23,19.57,1538835769.1
10.19,19.56,1538835769.2
10.19,19.53,1538835769.3
10.19,19.54,1538835769.4
10.17,19.56,1538835769.5
10.15,19.60,1538835769.6
10.15,19.64,1538835769.7
10.14,19.69,1538835769.8
10.11,19.75,1538835769.9
10.10,19.79,1538835770.0
10.07,19.81,1538835770.1
9.96,19.87,1538835770.2
9.94,19.86,1538835770.3
9.88,19.83,1538835770.4
9.82,19.78,1538835770.5
9.74,19.76,1538835770.6
9.66,19.73,1538835770.7
9.70,19.63,1538835770.8
9.67,19.57,1538835770.9
9.71,19.50,1538835771.0
9.75,19.42,1538835771.1
9.83,19.37,1538835771.2
9.93,19.36,1538835771.3
10.00,19.38,1538835771.4
10.06,19.42,1538835771.5
10.10,19.46,1538835771.6
10.15,19.52,1538835771.7
10.17,19.58,1538835771.8
10.20,19.62,1538835771.9
10.25,19.66,1538835772.0
10.26,19.67,1538835772.1
10.26,19.68,1538835772.2
10.27,19.69,1538835772.3
10.26,19.68,1538835772.4
10.25,19.67,1538835772.5
10.21,19.66,1538835772.6
10.20,19.68,1538835772.7
10.20,19.71,1538835772.8
10.19,19.75,1538835772.9
10.21,19.76,1538835773.0
10.21,19.77,1538835773.1
10.21,19.76,1538835773.2
10.18,19.78,1538835773.3
10.18,19.80,1538835773.4
10.20,19.81,1538835773.5
10.20,19.80,1538835773.6
10.22,19.79,1538835773.7
10.29,19.78,1538835773.8
10.37,19.76,1538835773.9
10.41,19.73,1538835774.0
10.38,19.71,1538835774.1
10.39,19.68,1538835774.2
10.35,19.68,1538835774.3
10.27,19.70,1538835774.4
10.19,19.71,1538835774.5
10.16,19.68,1538835774.6
10.15,19.64,1538835774.7
10.14,19.65,1538835774.8
10.15,19.62,1538835774.9
10.20,19.59,1538835775.0
10.26,19.56,1538835775.1
10.29,19.57,1538835775.2
10.32,19.58,1538835775.3
10.32,19.58,1538835775.4
10.30,19.61,1538835775.5
10.29,19.63,1538835775.6
10.27,19.64,1538835775.7
10.27,19.64,1538835775.8
10.29,19.65,1538835775.9
10.31,19.65,1538835776.0
10.34,19.62,1538835776.1
10.39,19.61,1538835776.2
10.37,19.60,1538835776.3
10.36,19.56,1538835776.4
10.34,19.54,1538835776.5
10.32,19.53,1538835776.6
10.29,19.54,1538835776.7
10.26,19.53,1538835776.8
10.30,19.51,1538835776.9
10.31,19.51,1538835777.0
10.33,19.51,1538835777.1
10.34,19.52,1538835777.2
10.36,19.51,1538835777.3
10.35,19.50,1538835777.4
10.31,19.50,1538835777.5
10.28,19.52,1538835777.6
10.25,19.54,1538835777.7
10.24,19.56,1538835777.8
10.25,19.55,1538835777.9
10.25,19.58,1538835778.0
10.26,19.62,1538835778.1
10.28,19.63,1538835778.2
10.31,19.63,1538835778.3
10.34,19.63,1538835778.4
10.34,19.66,1538835778.5
10.34,19.68,1538835778.6
10.35,19.64,1538835778.7
10.35,19.62,1538835778.8
10.35,19.65,1538835778.9
10.35,19.64,1538835779.0
10.38,19.61,1538835779.1
10.39,19.59,1538835779.2
10.39,19.62,1538835779.3
10.38,19.62,1538835779.4
10.34,19.61,1538835779.5
10.34,19.62,1538835779.6
10.35,19.62,1538835779.7
10.35,19.61,1538835779.8
10.35,19.60,1538835779.9
10.40,19.61,1538835780.0
10.46,19.58,1538835780.1
10.49,19.58,1538835780.2
10.48,19.58,1538835780.3
10.46,19.60,1538835780.4
10.46,19.58,1538835780.5
10.41,19.58,1538835780.6
10.36,19.58,1538835780.7
10.31,19.57,1538835780.8
10.24,19.56,1538835780.9
10.22,19.51,1538835781.0
10.22,19.48,1538835781.1
10.21,19.46,1538835781.2
10.19,19.44,1538835781.3
10.18,19.45,1538835781.4
10.20,19.49,1538835781.5
10.23,19.53,1538835781.6
10.26,19.57,1538835781.7
10.30,19.57,1538835781.8
10.31,19.61,1538835781.9
10.30,19.62,1538835782.0
10.27,19.60,1538835782.1
10.26,19.58,1538835782.2
10.23,19.57,1538835782.3
10.20,19.60,1538835782.4
10.22,19.59,1538835782.5
10.28,19.60,1538835782.6
10.36,19.61,1538835782.7
10.40,19.63,1538835782.8
10.45,19.64,1538835782.9
10.48,19.66,1538835783.0
10.47,19.67,1538835783.1
10.45,19.64,1538835783.2
10.43,19.63,1538835783.3
10.42,19.61,1538835783.4
10.42,19.59,1538835783.5
10.41,19.56,1538835783.6
10.43,19.55,1538835783.7
10.44,19.59,1538835783.8
10.43,19.59,1538835783.9
10.42,19.59,1538835784.0
10.38,19.59,1538835784.1
10.37,19.58,1538835784.2
10.33,19.56,1538835784.3
10.28,19.52,1538835784.4
10.27,19.54,1538835784.5
10.27,19.54,1538835784.6
10.28,19.56,1538835784.7
10.28,19.56,1538835784.8
10.34,19.58,1538835784.9
10.40,19.60,1538835785.0
10.41,19.61,1538835785.1
10.45,19.61,1538835785.2
10.45,19.56,1538835785.3
10.40,19.54,1538835785.4
10.37,19.50,1538835785.5
10.34,19.49,1538835785.6
10.38,19.45,1538835785.7
10.33,19.44,1538835785.8
10.33,19.46,1538835785.9
10.33,19.49,1538835786.0
10.29,19.52,1538835786.1
10.24,19.52,1538835786.2
10.15,19.55,1538835786.3
10.07,19.55,1538835786.4
9.98,19.54,1538835786.5
9.85,19.52,1538835786.6
9.62,19.56,1538835786.7
9.32,19.64,1538835786.8
9.08,19.67,1538835786.9
8.85,19.70,1538835787.0
8.61,19.75,1538835787.1
8.43,19.80,1538835787.2
8.36,19.81,1538835787.3
8.34,19.75,1538835787.4
8.29,19.72,1538835787.5
8.19,19.71,1538835787.6
8.12,19.65,1538835787.7
8.04,19.57,1538835787.8
7.97,19.45,1538835787.9
7.90,19.37,1538835788.0
7.82,19.30,1538835788.1
7.77,19.26,1538835788.2
7.72,19.27,1538835788.3
7.72,19.26,1538835788.4
7.62,19.29,1538835788.5
7.56,19.32,1538835788.6
7.53,19.34,1538835788.7
7.50,19.33,1538835788.8
7.46,19.30,1538835788.9
7.37,19.35,1538835789.0
7.35,19.42,1538835789.1
7.29,19.50,1538835789.2
7.22,19.53,1538835789.3
7.15,19.52,1538835789.4
7.05,19.50,1538835789.5
6.94,19.42,1538835789.6
6.84,19.24,1538835789.7
6.71,19.01,1538835789.8
6.56,18.75,1538835789.9
6.41,18.50,1538835790.0
6.24,18.25,1538835790.1
6.05,17.99,1538835790.2
5.81,17.73,1538835790.3
5.57,17.49,1538835790.4
5.32,17.27,1538835790.5
5.06,17.03,1538835790.6
4.82,16.77,1538835790.7
4.63,16.52,1538835790.8
4.47,16.29,1538835790.9
4.35,16.09,1538835791.0
4.24,15.89,1538835791.1
4.14,15.73,1538835791.2
4.07,15.57,1538835791.3
4.00,15.36,1538835791.4
3.89,15.18,1538835791.5
3.78,14.93,1538835791.6
3.69,14.67,1538835791.7
3.63,14.37,1538835791.8
3.52,14.11,1538835791.9
3.39,13.84,1538835792.0
3.26,13.55,1538835792.1
3.10,13.29,1538835792.2
3.05,13.05,1538835792.3
3.01,12.86,1538835792.4
3.02,12.59,1538835792.5
3.05,12.33,1538835792.6
3.13,12.08,1538835792.7
3.26,11.83,1538835792.8
3.30,11.57,1538835792.9
3.33,11.27,1538835793.0
3.29,10.96,1538835793.1
3.34,10.72,1538835793.2
3.39,10.45,1538835793.3
3.51,10.24,1538835793.4
3.61,10.05,1538835793.5
3.74,9.86,1538835793.6
3.91,9.70,1538835793.7
4.04,9.48,1538835793.8
4.18,9.28,1538835793.9
4.26,9.03,1538835794.0
4.34,8.75,1538835794.1
4.41,8.46,1538835794.2
4.50,8.21,1538835794.3
4.64,8.00,1538835794.4
4.74,7.82,1538835794.5
4.83,7.67,1538835794.6
4.94,7.53,1538835794.7
5.06,7.43,1538835794.8
5.18,7.32,1538835794.9
5.31,7.20,1538835795.0
5.47,7.06,1538835795.1
5.67,6.88,1538835795.2
5.87,6.66,1538835795.3
6.11,6.47,1538835795.4
6.32,6.22,1538835795.5
6.51,5.95,1538835795.6
6.75,5.71,1538835795.7
7.00,5.46,1538835795.8
7.28,5.25,1538835795.9
7.53,5.05,1538835796.0
7.80,4.92,1538835796.1
8.07,4.82,1538835796.2
8.33,4.72,1538835796.3
8.56,4.62,1538835796.4
8.74,4.51,1538835796.5
8.89,4.39,1538835796.6
9.09,4.25,1538835796.7
9.36,4.14,1538835796.8
9.61,4.03,1538835796.9
9.88,3.96,1538835797.0
10.17,3.91,1538835797.1
10.51,3.86,1538835797.2
10.82,3.77,1538835797.3
11.10,3.67,1538835797.4
11.39,3.56,1538835797.5
11.70,3.43,1538835797.6
12.04,3.27,1538835797.7
12.39,3.11,1538835797.8
12.76,2.96,1538835797.9
13.08,2.83,1538835798.0
13.39,2.70,1538835798.1
13.68,2.58,1538835798.2
13.94,2.50,1538835798.3
14.19,2.47,1538835798.4
14.40,2.46,1538835798.5
14.67,2.41,1538835798.6
14.94,2.39,1538835798.7
15.20,2.38,1538835798.8
15.47,2.41,1538835798.9
15.73,2.40,1538835799.0
15.98,2.37,1538835799.1
16.24,2.37,1538835799.2
16.48,2.35,1538835799.3
16.76,2.37,1538835799.4
17.06,2.33,1538835799.5
17.37,2.33,1538835799.6
17.68,2.35,1538835799.7
18.00,2.40,1538835799.8
18.30,2.43,1538835799.9
18.58,2.44,1538835800.0
18.83,2.47,1538835800.1
19.06,2.54,1538835800.2
19.31,2.60,1538835800.3
19.53,2.65,1538835800.4
19.72,2.71,1538835800.5
19.91,2.80,1538835800.6
20.13,2.91,1538835800.7
20.34,2.96,1538835800.8
20.54,3.02,1538835800.9
20.73,3.08,1538835801.0
20.89,3.09,1538835801.1
21.06,3.10,1538835801.2
21.20,3.11,1538835801.3
21.34,3.16,1538835801.4
21.45,3.19,1538835801.5
21.53,3.18,1538835801.6
21.63,3.21,1538835801.7
21.69,3.21,1538835801.8
21.71,3.22,1538835801.9
21.70,3.19,1538835802.0
21.70,3.17,1538835802.1
21.70,3.17,1538835802.2
21.67,3.16,1538835802.3
21.60,3.20,1538835802.4
21.54,3.27,1538835802.5
21.51,3.31,1538835802.6
21.50,3.36,1538835802.7
21.51,3.41,1538835802.8
21.56,3.46,1538835802.9
21.62,3.45,1538835803.0
21.68,3.40,1538835803.1
21.77,3.38,1538835803.2
21.81,3.35,1538835803.3
21.83,3.35,1538835803.4
21.86,3.35,1538835803.5
21.91,3.36,1538835803.6
21.94,3.37,1538835803.7
21.92,3.38,1538835803.8
21.93,3.38,1538835803.9
21.95,3.38,1538835804.0
21.94,3.37,1538835804.1
21.93,3.36,1538835804.2
21.91,3.37,1538835804.3
21.92,3.35,1538835804.4
21.97,3.44,1538835804.5
22.06,3.71,1538835804.6
22.14,3.95,1538835804.7
22.20,4.04,1538835804.8
22.24,4.07,1538835804.9
22.29,4.10,1538835805.0
22.28,4.03,1538835805.1
22.21,3.81,1538835805.2
22.15,3.60,1538835805.3
22.15,3.55,1538835805.4
22.21,3.53,1538835805.5
22.25,3.53,1538835805.6
22.30,3.54,1538835805.7
22.35,3.54,1538835805.8
22.44,3.53,1538835805.9
22.50,3.54,1538835806.0
22.55,3.58,1538835806.1
22.59,3.63,1538835806.2
22.64,3.67,1538835806.3
22.71,3.69,1538835806.4
22.74,3.74,1538835806.5
22.77,3.80,1538835806.6
22.77,3.85,1538835806.7
22.82,3.89,1538835806.8
22.81,3.88,1538835806.9
22.82,3.88,1538835807.0
22.79,3.85,1538835807.1
22.75,3.80,1538835807.2
22.72,3.76,1538835807.3
22.70,3.72,1538835807.4
22.66,3.71,1538835807.5
22.63,3.71,1538835807.6
22.64,3.70,1538835807.7
22.64,3.68,1538835807.8
22.59,3.62,1538835807.9
22.48,3.57,1538835808.0
22.33,3.50,1538835808.1
22.22,3.40,1538835808.2
22.09,3.33,1538835808.3
21.95,3.27,1538835808.4
21.82,3.19,1538835808.5
21.70,3.10,1538835808.6
21.60,3.01,1538835808.7
21.49,2.96,1538835808.8
21.39,2.96,1538835808.9
21.35,2.89,1538835809.0
21.33,2.90,1538835809.1
21.30,2.92,1538835809.2
21.27,2.94,1538835809.3
21.24,2.93,1538835809.4
21.22,2.92,1538835809.5
21.14,2.99,1538835809.6
21.07,2.99,1538835809.7
21.08,2.99,1538835809.8
21.08,3.00,1538835809.9
21.07,3.02,1538835810.0
21.04,2.99,1538835810.1
21.04,2.96,1538835810.2
21.06,2.95,1538835810.3
21.03,2.92,1538835810.4
21.02,2.90,1538835810.5
21.02,2.92,1538835810.6
21.01,2.94,1538835810.7
21.04,2.93,1538835810.8
21.11,2.90,1538835810.9
21.18,2.90,1538835811.0
21.26,2.87,1538835811.1
21.35,2.73,1538835811.2
21.42,2.63,1538835811.3
21.45,2.57,1538835811.4
21.46,2.54,1538835811.5
21.49,2.53,1538835811.6
21.50,2.59,1538835811.7
21.49,2.75,1538835811.8
21.44,2.89,1538835811.9
21.38,3.00,1538835812.0
21.29,3.08,1538835812.1
21.20,3.13,1538835812.2
21.09,3.16,1538835812.3
21.01,3.19,1538835812.4
20.91,3.26,1538835812.5
20.81,3.39,1538835812.6
20.69,3.58,1538835812.7
20.57,3.80,1538835812.8
20.46,4.08,1538835812.9
20.35,4.35,1538835813.0
20.25,4.63,1538835813.1
20.16,4.86,1538835813.2
20.07,5.03,1538835813.3
19.96,5.15,1538835813.4
19.84,5.22,1538835813.5
19.76,5.24,1538835813.6
19.70,5.24,1538835813.7
19.64,5.25,1538835813.8
19.56,5.28,1538835813.9
19.51,5.29,1538835814.0
19.45,5.27,1538835814.1
19.37,5.29,1538835814.2
19.28,5.28,1538835814.3
19.21,5.28,1538835814.4
19.14,5.31,1538835814.5
19.10,5.35,1538835814.6
19.00,5.49,1538835814.7
18.86,5.63,1538835814.8
18.72,5.81,1538835814.9
18.56,6.02,1538835815.0
18.40,6.21,1538835815.1
18.25,6.40,1538835815.2
18.16,6.52,1538835815.3
18.09,6.62,1538835815.4
18.06,6.68,1538835815.5
18.05,6.70,1538835815.6
18.04,6.68,1538835815.7
18.06,6.65,1538835815.8
18.06,6.59,1538835815.9
18.05,6.54,1538835816.0
18.10,6.46,1538835816.1
18.18,6.37,1538835816.2
18.29,6.31,1538835816.3
18.38,6.25,1538835816.4
18.51,6.22,1538835816.5
18.72,6.18,1538835816.6
18.97,6.16,1538835816.7
19.23,6.17,1538835816.8
19.49,6.13,1538835816.9
19.74,6.05,1538835817.0
19.95,5.98,1538835817.1
20.07,5.90,1538835817.2
20.13,5.79,1538835817.3
20.14,5.72,1538835817.4
20.13,5.67,1538835817.5
20.11,5.66,1538835817.6
20.09,5.65,1538835817.7
20.09,5.65,1538835817.8
20.07,5.65,1538835817.9
20.03,5.65,1538835818.0
19.99,5.68,1538835818.1
19.96,5.69,1538835818.2
19.95,5.68,1538835818.3
19.96,5.74,1538835818.4
19.97,5.79,1538835818.5
19.96,5.85,1538835818.6
19.91,5.91,1538835818.7
19.82,5.98,1538835818.8
19.69,6.07,1538835818.9
19.58,6.11,1538835819.0
19.41,6.17,1538835819.1
19.26,6.23,1538835819.2
19.14,6.27,1538835819.3
19.02,6.30,1538835819.4
