2869,5
2.31,22.80,1538835010.6
2.30,22.84,1538835010.7
2.31,22.86,1538835010.8
2.32,22.87,1538835010.9
2.36,22.89,1538835011.0
2.40,22.90,1538835011.1
2.45,22.91,1538835011.2
2.48,22.89,1538835011.3
2.54,22.85,1538835011.4
2.57,22.84,1538835011.5
2.57,22.82,1538835011.6
2.54,22.78,1538835011.7
2.50,22.76,1538835011.8
2.45,22.79,1538835011.9
2.43,22.83,1538835012.0
2.40,22.82,1538835012.1
2.38,22.83,1538835012.2
2.39,22.84,1538835012.3
2.38,22.84,1538835012.4
2.38,22.82,1538835012.5
2.34,22.81,1538835012.6
2.34,22.85,1538835012.7
2.32,22.87,1538835012.8
2.30,22.86,1538835012.9
2.34,22.88,1538835013.0
2.34,22.90,1538835013.1
2.38,22.88,1538835013.2
2.41,22.86,1538835013.3
2.45,22.87,1538835013.4
2.47,22.91,1538835013.5
2.42,22.92,1538835013.6
2.38,22.93,1538835013.7
2.34,22.96,1538835013.8
2.31,22.95,1538835013.9
2.30,22.93,1538835014.0
2.32,22.89,1538835014.1
2.35,22.86,1538835014.2
2.37,22.85,1538835014.3
2.34,22.85,1538835014.4
2.36,22.84,1538835014.5
2.34,22.85,1538835014.6
2.35,22.87,1538835014.7
2.37,22.88,1538835014.8
2.40,22.87,1538835014.9
2.44,22.88,1538835015.0
2.44,22.88,1538835015.1
2.48,22.90,1538835015.2
2.48,22.90,1538835015.3
2.49,22.91,1538835015.4
2.52,22.90,1538835015.5
2.56,22.86,1538835015.6
2.58,22.82,1538835015.7
2.56,22.78,1538835015.8
2.54,22.77,1538835015.9
2.51,22.76,1538835016.0
2.48,22.76,1538835016.1
2.45,22.77,1538835016.2
2.44,22.80,1538835016.3
2.44,22.81,1538835016.4
2.45,22.82,1538835016.5
2.47,22.85,1538835016.6
2.47,22.86,1538835016.7
2.47,22.88,1538835016.8
2.45,22.91,1538835016.9
2.41,22.95,1538835017.0
2.42,22.95,1538835017.1
2.44,22.92,1538835017.2
2.47,22.90,1538835017.3
2.51,22.89,1538835017.4
2.53,22.87,1538835017.5
2.52,22.86,1538835017.6
2.47,22.86,1538835017.7
2.46,22.85,1538835017.8
2.44,22.82,1538835017.9
2.43,22.81,1538835018.0
2.45,22.80,1538835018.1
2.52,22.78,1538835018.2
2.58,22.78,1538835018.3
2.60,22.82,1538835018.4
2.61,22.88,1538835018.5
2.58,22.90,1538835018.6
2.57,22.92,1538835018.7
2.55,22.93,1538835018.8
2.54,22.93,1538835018.9
2.51,22.94,1538835019.0
2.49,22.93,1538835019.1
2.46,22.91,1538835019.2
2.46,22.90,1538835019.3
2.47,22.88,1538835019.4
2.47,22.85,1538835019.5
2.46,22.82,1538835019.6
2.49,22.81,1538835019.7
2.50,22.79,1538835019.8
2.51,22.79,1538835019.9
2.49,22.79,1538835020.0
2.48,22.78,1538835020.1
2.51,22.81,1538835020.2
2.51,22.83,1538835020.3
2.55,22.88,1538835020.4
2.56,22.92,1538835020.5
2.58,22.95,1538835020.6
2.59,23.02,1538835020.7
2.57,23.01,1538835020.8
2.55,22.97,1538835020.9
2.52,22.92,1538835021.0
2.51,22.89,1538835021.1
2.51,22.84,1538835021.2
2.49,22.80,1538835021.3
2.47,22.79,1538835021.4
2.48,22.81,1538835021.5
2.51,22.82,1538835021.6
2.53,22.85,1538835021.7
2.54,22.87,1538835021.8
2.56,22.89,1538835021.9
2.61,22.91,1538835022.0
2.64,22.92,1538835022.1
2.64,22.92,1538835022.2
2.62,22.88,1538835022.3
2.63,22.86,1538835022.4
2.64,22.83,1538835022.5
2.64,22.78,1538835022.6
2.66,22.77,1538835022.7
2.69,22.77,1538835022.8
2.74,22.81,1538835022.9
2.72,22.83,1538835023.0
2.68,22.84,1538835023.1
2.64,22.85,1538835023.2
2.61,22.83,1538835023.3
2.56,22.81,1538835023.4
2.51,22.79,1538835023.5
2.50,22.78,1538835023.6
2.51,22.79,1538835023.7
2.48,22.83,1538835023.8
2.48,22.88,1538835023.9
2.49,22.90,1538835024.0
2.46,22.90,1538835024.1
2.44,22.88,1538835024.2
2.44,22.88,1538835024.3
2.48,22.83,1538835024.4
2.50,22.76,1538835024.5
2.51,22.73,1538835024.6
2.58,22.76,1538835024.7
2.62,22.73,1538835024.8
2.66,22.71,1538835024.9
2.69,22.75,1538835025.0
2.70,22.78,1538835025.1
2.67,22.79,1538835025.2
2.67,22.79,1538835025.3
2.63,22.82,1538835025.4
2.60,22.80,1538835025.5
2.58,22.78,1538835025.6
2.56,22.77,1538835025.7
2.50,22.80,1538835025.8
2.41,22.80,1538835025.9
2.39,22.78,1538835026.0
2.37,22.76,1538835026.1
2.36,22.73,1538835026.2
2.35,22.68,1538835026.3
2.40,22.62,1538835026.4
2.45,22.61,1538835026.5
2.48,22.64,1538835026.6
2.50,22.68,1538835026.7
2.52,22.73,1538835026.8
2.52,22.78,1538835026.9
2.51,22.82,1538835027.0
2.49,22.82,1538835027.1
2.48,22.82,1538835027.2
2.48,22.85,1538835027.3
2.50,22.87,1538835027.4
2.50,22.89,1538835027.5
2.49,22.90,1538835027.6
2.48,22.92,1538835027.7
2.48,22.94,1538835027.8
2.43,22.96,1538835027.9
2.38,22.97,1538835028.0
2.35,22.99,1538835028.1
2.40,22.98,1538835028.2
2.47,22.96,1538835028.3
2.49,22.92,1538835028.4
2.50,22.91,1538835028.5
2.51,22.89,1538835028.6
2.55,22.86,1538835028.7
2.50,22.90,1538835028.8
2.47,22.92,1538835028.9
2.48,22.96,1538835029.0
2.50,22.93,1538835029.1
2.51,22.89,1538835029.2
2.47,22.89,1538835029.3
2.46,22.87,1538835029.4
2.41,22.87,1538835029.5
2.37,22.85,1538835029.6
2.31,22.90,1538835029.7
2.25,22.97,1538835029.8
2.22,23.03,1538835029.9
2.21,23.03,1538835030.0
2.19,23.02,1538835030.1
2.16,23.02,1538835030.2
2.18,22.98,1538835030.3
2.21,22.94,1538835030.4
2.23,22.91,1538835030.5
2.26,22.88,1538835030.6
2.30,22.87,1538835030.7
2.37,22.86,1538835030.8
2.40,22.86,1538835030.9
2.39,22.88,1538835031.0
2.41,22.89,1538835031.1
2.42,22.92,1538835031.2
2.41,22.93,1538835031.3
2.40,22.95,1538835031.4
2.41,22.95,1538835031.5
2.43,22.90,1538835031.6
2.43,22.87,1538835031.7
2.42,22.85,1538835031.8
2.44,22.85,1538835031.9
2.45,22.86,1538835032.0
