3950,5
1.43,3.27,1538835010.6
1.44,3.30,1538835010.7
1.44,3.33,1538835010.8
1.44,3.36,1538835010.9
1.44,3.40,1538835011.0
1.43,3.40,1538835011.1
1.47,3.39,1538835011.2
1.51,3.39,1538835011.3
1.54,3.39,1538835011.4
1.56,3.38,1538835011.5
1.54,3.36,1538835011.6
1.49,3.38,1538835011.7
1.44,3.37,1538835011.8
1.39,3.35,1538835011.9
1.34,3.34,1538835012.0
1.32,3.31,1538835012.1
1.31,3.29,1538835012.2
1.33,3.29,1538835012.3
1.38,3.30,1538835012.4
1.42,3.33,1538835012.5
1.47,3.33,1538835012.6
1.49,3.38,1538835012.7
1.49,3.39,1538835012.8
1.47,3.38,1538835012.9
1.45,3.36,1538835013.0
1.39,3.34,1538835013.1
1.33,3.35,1538835013.2
1.25,3.34,1538835013.3
1.28,3.34,1538835013.4
1.28,3.36,1538835013.5
1.29,3.37,1538835013.6
1.33,3.37,1538835013.7
1.37,3.35,1538835013.8
1.50,3.32,1538835013.9
1.64,3.30,1538835014.0
1.84,3.28,1538835014.1
2.04,3.27,1538835014.2
2.33,3.30,1538835014.3
2.71,3.31,1538835014.4
3.10,3.34,1538835014.5
3.51,3.34,1538835014.6
3.98,3.31,1538835014.7
4.48,3.30,1538835014.8
4.97,3.26,1538835014.9
5.46,3.23,1538835015.0
5.94,3.20,1538835015.1
6.42,3.21,1538835015.2
6.88,3.20,1538835015.3
7.34,3.19,1538835015.4
7.80,3.17,1538835015.5
8.25,3.15,1538835015.6
8.64,3.13,1538835015.7
8.96,3.11,1538835015.8
9.23,3.09,1538835015.9
9.43,3.08,1538835016.0
9.58,3.08,1538835016.1
9.66,3.11,1538835016.2
9.71,3.13,1538835016.3
9.74,3.15,1538835016.4
9.74,3.18,1538835016.5
9.75,3.20,1538835016.6
9.74,3.24,1538835016.7
9.71,3.21,1538835016.8
9.67,3.19,1538835016.9
9.65,3.18,1538835017.0
9.62,3.18,1538835017.1
9.60,3.17,1538835017.2
9.59,3.17,1538835017.3
9.62,3.21,1538835017.4
9.67,3.26,1538835017.5
9.68,3.32,1538835017.6
9.71,3.37,1538835017.7
9.73,3.42,1538835017.8
9.74,3.45,1538835017.9
9.73,3.44,1538835018.0
9.67,3.41,1538835018.1
9.68,3.37,1538835018.2
9.69,3.35,1538835018.3
9.69,3.33,1538835018.4
9.68,3.33,1538835018.5
9.68,3.35,1538835018.6
9.72,3.38,1538835018.7
9.69,3.38,1538835018.8
9.67,3.31,1538835018.9
9.64,3.29,1538835019.0
9.61,3.26,1538835019.1
9.58,3.21,1538835019.2
9.52,3.17,1538835019.3
9.53,3.15,1538835019.4
9.53,3.19,1538835019.5
9.51,3.19,1538835019.6
9.52,3.19,1538835019.7
9.53,3.19,1538835019.8
9.54,3.19,1538835019.9
9.54,3.20,1538835020.0
9.54,3.21,1538835020.1
9.58,3.24,1538835020.2
9.57,3.27,1538835020.3
9.57,3.29,1538835020.4
9.61,3.34,1538835020.5
9.63,3.35,1538835020.6
9.65,3.33,1538835020.7
9.67,3.29,1538835020.8
9.70,3.23,1538835020.9
9.70,3.19,1538835021.0
9.67,3.12,1538835021.1
9.65,3.09,1538835021.2
9.65,3.09,1538835021.3
9.63,3.09,1538835021.4
9.63,3.09,1538835021.5
9.65,3.11,1538835021.6
9.65,3.15,1538835021.7
9.64,3.16,1538835021.8
9.62,3.15,1538835021.9
9.62,3.21,1538835022.0
9.61,3.30,1538835022.1
9.60,3.34,1538835022.2
9.58,3.31,1538835022.3
9.59,3.31,1538835022.4
9.62,3.30,1538835022.5
9.61,3.23,1538835022.6
9.64,3.18,1538835022.7
9.70,3.15,1538835022.8
9.76,3.13,1538835022.9
9.78,3.13,1538835023.0
9.76,3.17,1538835023.1
9.76,3.17,1538835023.2
9.70,3.13,1538835023.3
9.63,3.09,1538835023.4
9.61,3.09,1538835023.5
9.62,3.09,1538835023.6
9.62,3.08,1538835023.7
9.65,3.10,1538835023.8
9.72,3.13,1538835023.9
9.77,3.15,1538835024.0
9.81,3.13,1538835024.1
9.80,3.11,1538835024.2
9.83,3.11,1538835024.3
9.84,3.09,1538835024.4
9.83,3.05,1538835024.5
9.82,3.04,1538835024.6
9.84,3.03,1538835024.7
9.88,3.01,1538835024.8
9.88,2.97,1538835024.9
9.89,2.98,1538835025.0
9.91,2.98,1538835025.1
9.89,2.97,1538835025.2
9.85,2.99,1538835025.3
9.82,3.02,1538835025.4
9.78,3.02,1538835025.5
9.73,3.01,1538835025.6
9.71,3.03,1538835025.7
9.70,3.12,1538835025.8
9.70,3.16,1538835025.9
9.68,3.16,1538835026.0
9.68,3.15,1538835026.1
9.69,3.17,1538835026.2
9.68,3.13,1538835026.3
9.69,3.07,1538835026.4
9.69,3.02,1538835026.5
9.74,3.01,1538835026.6
9.79,3.02,1538835026.7
9.85,3.01,1538835026.8
9.89,3.05,1538835026.9
9.89,3.09,1538835027.0
9.87,3.12,1538835027.1
9.83,3.13,1538835027.2
9.80,3.12,1538835027.3
9.74,3.15,1538835027.4
9.71,3.15,1538835027.5
9.68,3.12,1538835027.6
9.69,3.12,1538835027.7
9.70,3.10,1538835027.8
9.70,3.10,1538835027.9
9.76,3.08,1538835028.0
9.77,3.04,1538835028.1
9.78,3.04,1538835028.2
9.78,3.07,1538835028.3
9.77,3.10,1538835028.4
9.77,3.14,1538835028.5
9.74,3.19,1538835028.6
9.73,3.26,1538835028.7
9.73,3.29,1538835028.8
9.73,3.29,1538835028.9
9.73,3.28,1538835029.0
9.71,3.25,1538835029.1
9.71,3.23,1538835029.2
9.71,3.19,1538835029.3
9.68,3.11,1538835029.4
9.69,3.08,1538835029.5
9.73,3.04,1538835029.6
9.71,3.02,1538835029.7
9.70,2.98,1538835029.8
9.70,2.94,1538835029.9
9.73,2.96,1538835030.0
9.72,2.96,1538835030.1
9.67,2.97,1538835030.2
9.66,2.99,1538835030.3
9.66,3.02,1538835030.4
9.66,3.06,1538835030.5
9.67,3.08,1538835030.6
9.68,3.07,1538835030.7
9.70,3.07,1538835030.8
9.75,3.09,1538835030.9
9.78,3.11,1538835031.0
9.81,3.12,1538835031.1
9.83,3.11,1538835031.2
9.83,3.15,1538835031.3
9.86,3.12,1538835031.4
9.85,3.08,1538835031.5
9.83,3.06,1538835031.6
9.83,3.03,1538835031.7
9.82,3.04,1538835031.8
9.84,3.04,1538835031.9
9.81,3.10,1538835032.0
9.81,3.13,1538835032.1
9.83,3.14,1538835032.2
9.84,3.16,1538835032.3
9.86,3.15,1538835032.4
9.87,3.12,1538835032.5
9.85,3.06,1538835032.6
9.83,3.08,1538835032.7
9.80,3.13,1538835032.8
9.77,3.18,1538835032.9
9.74,3.23,1538835033.0
9.73,3.22,1538835033.1
9.74,3.20,1538835033.2
9.77,3.13,1538835033.3
9.89,3.06,1538835033.4
10.08,3.02,1538835033.5
10.38,3.00,1538835033.6
10.81,3.03,1538835033.7
11.36,3.09,1538835033.8
12.06,3.17,1538835033.9
12.86,3.26,1538835034.0
13.65,3.20,1538835034.1
14.45,3.14,1538835034.2
15.24,3.07,1538835034.3
16.00,3.01,1538835034.4
16.65,2.96,1538835034.5
17.14,2.87,1538835034.6
17.58,2.90,1538835034.7
17.94,2.92,1538835034.8
18.21,2.95,1538835034.9
18.50,2.96,1538835035.0
18.85,2.99,1538835035.1
19.22,2.97,1538835035.2
19.64,3.05,1538835035.3
20.05,3.11,1538835035.4
20.49,3.16,1538835035.5
20.82,3.24,1538835035.6
21.06,3.26,1538835035.7
21.26,3.31,1538835035.8
21.40,3.26,1538835035.9
21.51,3.22,1538835036.0
21.60,3.21,1538835036.1
21.70,3.16,1538835036.2
21.84,3.10,1538835036.3
22.00,3.03,1538835036.4
22.19,2.95,1538835036.5
22.40,2.87,1538835036.6
22.60,2.78,1538835036.7
22.82,2.71,1538835036.8
23.07,2.64,1538835036.9
23.35,2.55,1538835037.0
23.66,2.48,1538835037.1
23.98,2.39,1538835037.2
24.33,2.29,1538835037.3
24.65,2.16,1538835037.4
24.91,2.06,1538835037.5
25.10,1.95,1538835037.6
25.22,1.98,1538835037.7
25.20,2.00,1538835037.8
25.14,2.04,1538835037.9
25.06,2.12,1538835038.0
24.96,2.24,1538835038.1
24.93,2.44,1538835038.2
24.91,2.49,1538835038.3
25.00,2.61,1538835038.4
25.11,2.77,1538835038.5
25.14,2.85,1538835038.6
25.12,3.07,1538835038.7
24.96,3.33,1538835038.8
24.73,3.72,1538835038.9
24.35,4.14,1538835039.0
23.94,4.64,1538835039.1
23.56,5.28,1538835039.2
23.14,5.84,1538835039.3
22.70,6.41,1538835039.4
21.67,6.79,1538835039.5
21.00,7.38,1538835039.6
20.63,8.09,1538835039.7
20.27,8.87,1538835039.8
20.00,9.72,1538835039.9
19.84,10.61,1538835040.0
20.34,11.73,1538835040.1
20.61,12.70,1538835040.2
20.57,13.54,1538835040.3
20.59,14.36,1538835040.4
20.62,15.14,1538835040.5
20.60,15.94,1538835040.6
20.64,16.73,1538835040.7
20.74,17.51,1538835040.8
20.93,18.35,1538835040.9
21.17,19.18,1538835041.0
21.47,20.04,1538835041.1
21.91,20.79,1538835041.2
22.38,21.46,1538835041.3
22.86,22.06,1538835041.4
23.36,22.55,1538835041.5
23.91,22.97,1538835041.6
24.44,23.34,1538835041.7
24.99,23.64,1538835041.8
25.58,23.86,1538835041.9
26.25,24.08,1538835042.0
26.93,24.24,1538835042.1
27.59,24.34,1538835042.2
28.20,24.37,1538835042.3
28.83,24.43,1538835042.4
29.45,24.51,1538835042.5
30.00,24.56,1538835042.6
30.57,24.68,1538835042.7
31.13,24.81,1538835042.8
31.77,24.99,1538835042.9
32.36,25.14,1538835043.0
32.96,25.35,1538835043.1
33.55,25.56,1538835043.2
34.08,25.67,1538835043.3
34.64,25.76,1538835043.4
35.21,25.83,1538835043.5
35.79,25.96,1538835043.6
36.34,26.05,1538835043.7
36.94,26.13,1538835043.8
37.55,26.24,1538835043.9
38.08,26.35,1538835044.0
38.54,26.45,1538835044.1
38.97,26.46,1538835044.2
39.40,26.44,1538835044.3
39.83,26.42,1538835044.4
40.30,26.40,1538835044.5
40.88,26.33,1538835044.6
41.56,26.15,1538835044.7
42.33,25.89,1538835044.8
43.03,25.56,1538835044.9
43.74,25.13,1538835045.0
44.38,24.58,1538835045.1
44.89,23.97,1538835045.2
45.30,23.38,1538835045.3
45.57,22.87,1538835045.4
45.82,22.38,1538835045.5
45.94,21.96,1538835045.6
46.02,21.63,1538835045.7
46.08,21.39,1538835045.8
46.11,21.25,1538835045.9
46.14,21.19,1538835046.0
46.14,21.16,1538835046.1
46.15,21.15,1538835046.2
46.14,21.18,1538835046.3
46.13,21.22,1538835046.4
46.12,21.23,1538835046.5
46.15,21.19,1538835046.6
46.16,21.16,1538835046.7
46.16,21.14,1538835046.8
46.22,21.16,1538835046.9
46.33,21.21,1538835047.0
46.40,21.24,1538835047.1
46.41,21.25,1538835047.2
46.41,21.23,1538835047.3
46.40,21.21,1538835047.4
46.34,21.17,1538835047.5
46.27,21.13,1538835047.6
46.22,21.12,1538835047.7
46.13,21.09,1538835047.8
46.12,21.11,1538835047.9
46.13,21.16,1538835048.0
46.13,21.16,1538835048.1
46.12,21.14,1538835048.2
46.09,21.13,1538835048.3
46.14,21.17,1538835048.4
46.21,21.21,1538835048.5
46.27,21.23,1538835048.6
46.32,21.27,1538835048.7
46.35,21.32,1538835048.8
46.39,21.34,1538835048.9
46.39,21.33,1538835049.0
46.34,21.34,1538835049.1
46.29,21.33,1538835049.2
46.24,21.34,1538835049.3
46.22,21.34,1538835049.4
46.21,21.35,1538835049.5
46.18,21.37,1538835049.6
46.16,21.37,1538835049.7
46.12,21.35,1538835049.8
46.09,21.30,1538835049.9
46.04,21.27,1538835050.0
46.02,21.23,1538835050.1
46.01,21.21,1538835050.2
45.99,21.19,1538835050.3
45.98,21.22,1538835050.4
45.98,21.27,1538835050.5
46.00,21.29,1538835050.6
46.00,21.31,1538835050.7
46.00,21.33,1538835050.8
46.01,21.36,1538835050.9
46.03,21.35,1538835051.0
46.04,21.30,1538835051.1
46.04,21.28,1538835051.2
46.00,21.28,1538835051.3
45.98,21.28,1538835051.4
45.98,21.26,1538835051.5
45.95,21.26,1538835051.6
45.95,21.28,1538835051.7
46.03,21.35,1538835051.8
46.12,21.39,1538835051.9
46.14,21.41,1538835052.0
46.10,21.45,1538835052.1
46.10,21.47,1538835052.2
46.09,21.47,1538835052.3
46.00,21.43,1538835052.4
45.94,21.41,1538835052.5
45.98,21.39,1538835052.6
46.05,21.37,1538835052.7
46.10,21.36,1538835052.8
46.14,21.36,1538835052.9
46.17,21.36,1538835053.0
46.18,21.37,1538835053.1
46.14,21.40,1538835053.2
46.11,21.40,1538835053.3
46.07,21.40,1538835053.4
46.03,21.38,1538835053.5
46.01,21.38,1538835053.6
46.00,21.39,1538835053.7
46.03,21.36,1538835053.8
46.05,21.36,1538835053.9
46.07,21.35,1538835054.0
46.09,21.35,1538835054.1
46.09,21.33,1538835054.2
46.08,21.29,1538835054.3
46.06,21.26,1538835054.4
46.04,21.23,1538835054.5
46.02,21.23,1538835054.6
45.99,21.26,1538835054.7
46.00,21.29,1538835054.8
46.02,21.28,1538835054.9
46.03,21.29,1538835055.0
46.02,21.32,1538835055.1
46.04,21.33,1538835055.2
46.07,21.30,1538835055.3
46.04,21.27,1538835055.4
46.04,21.26,1538835055.5
46.07,21.27,1538835055.6
46.11,21.28,1538835055.7
46.10,21.30,1538835055.8
46.07,21.33,1538835055.9
46.05,21.37,1538835056.0
46.01,21.38,1538835056.1
46.00,21.35,1538835056.2
45.99,21.30,1538835056.3
46.00,21.31,1538835056.4
46.00,21.31,1538835056.5
46.03,21.27,1538835056.6
46.07,21.27,1538835056.7
46.05,21.29,1538835056.8
46.01,21.32,1538835056.9
46.01,21.28,1538835057.0
46.04,21.25,1538835057.1
46.06,21.24,1538835057.2
46.02,21.21,1538835057.3
46.03,21.21,1538835057.4
46.08,21.23,1538835057.5
46.09,21.25,1538835057.6
46.13,21.25,1538835057.7
46.15,21.27,1538835057.8
46.18,21.32,1538835057.9
46.21,21.34,1538835058.0
46.19,21.31,1538835058.1
46.18,21.29,1538835058.2
46.13,21.27,1538835058.3
46.09,21.24,1538835058.4
46.04,21.19,1538835058.5
46.03,21.16,1538835058.6
46.02,21.18,1538835058.7
46.01,21.22,1538835058.8
45.99,21.26,1538835058.9
45.99,21.27,1538835059.0
45.99,21.29,1538835059.1
45.93,21.31,1538835059.2
45.86,21.29,1538835059.3
45.83,21.26,1538835059.4
45.85,21.24,1538835059.5
45.85,21.27,1538835059.6
45.88,21.29,1538835059.7
45.99,21.30,1538835059.8
46.09,21.34,1538835059.9
46.11,21.36,1538835060.0
46.12,21.36,1538835060.1
46.12,21.37,1538835060.2
46.11,21.37,1538835060.3
46.06,21.41,1538835060.4
46.05,21.41,1538835060.5
46.06,21.41,1538835060.6
46.06,21.39,1538835060.7
46.05,21.36,1538835060.8
46.06,21.34,1538835060.9
46.05,21.29,1538835061.0
46.04,21.28,1538835061.1
46.00,21.26,1538835061.2
45.99,21.24,1538835061.3
45.97,21.24,1538835061.4
45.96,21.22,1538835061.5
45.95,21.20,1538835061.6
45.92,21.19,1538835061.7
45.94,21.22,1538835061.8
45.95,21.27,1538835061.9
45.96,21.30,1538835062.0
45.96,21.35,1538835062.1
45.94,21.40,1538835062.2
45.97,21.42,1538835062.3
45.97,21.42,1538835062.4
45.99,21.40,1538835062.5
45.97,21.38,1538835062.6
46.00,21.35,1538835062.7
46.02,21.32,1538835062.8
46.05,21.30,1538835062.9
46.05,21.29,1538835063.0
46.06,21.26,1538835063.1
46.10,21.24,1538835063.2
46.10,21.22,1538835063.3
46.09,21.24,1538835063.4
46.08,21.25,1538835063.5
46.07,21.26,1538835063.6
46.03,21.29,1538835063.7
45.99,21.33,1538835063.8
45.97,21.34,1538835063.9
45.96,21.34,1538835064.0
45.94,21.35,1538835064.1
45.93,21.37,1538835064.2
45.91,21.39,1538835064.3
45.89,21.40,1538835064.4
45.87,21.39,1538835064.5
45.84,21.39,1538835064.6
45.84,21.38,1538835064.7
45.87,21.35,1538835064.8
45.90,21.31,1538835064.9
45.91,21.33,1538835065.0
45.93,21.34,1538835065.1
45.99,21.34,1538835065.2
45.99,21.35,1538835065.3
45.97,21.37,1538835065.4
45.94,21.38,1538835065.5
45.93,21.34,1538835065.6
45.92,21.32,1538835065.7
45.85,21.33,1538835065.8
45.86,21.31,1538835065.9
45.88,21.28,1538835066.0
45.88,21.25,1538835066.1
45.87,21.24,1538835066.2
45.88,21.26,1538835066.3
45.90,21.29,1538835066.4
45.86,21.32,1538835066.5
45.83,21.39,1538835066.6
45.86,21.47,1538835066.7
45.91,21.49,1538835066.8
45.90,21.48,1538835066.9
45.91,21.48,1538835067.0
45.98,21.46,1538835067.1
46.05,21.41,1538835067.2
46.07,21.37,1538835067.3
46.07,21.33,1538835067.4
46.12,21.33,1538835067.5
46.10,21.31,1538835067.6
46.10,21.28,1538835067.7
46.07,21.31,1538835067.8
46.07,21.31,1538835067.9
46.06,21.34,1538835068.0
46.05,21.36,1538835068.1
46.08,21.38,1538835068.2
46.03,21.41,1538835068.3
46.02,21.40,1538835068.4
46.00,21.41,1538835068.5
46.01,21.43,1538835068.6
46.03,21.43,1538835068.7
46.04,21.42,1538835068.8
46.06,21.42,1538835068.9
46.09,21.42,1538835069.0
46.08,21.43,1538835069.1
46.08,21.45,1538835069.2
46.10,21.47,1538835069.3
46.08,21.47,1538835069.4
46.05,21.43,1538835069.5
46.06,21.41,1538835069.6
46.09,21.39,1538835069.7
46.08,21.35,1538835069.8
46.04,21.32,1538835069.9
46.05,21.31,1538835070.0
46.06,21.34,1538835070.1
46.00,21.35,1538835070.2
45.97,21.34,1538835070.3
45.94,21.34,1538835070.4
45.96,21.33,1538835070.5
45.96,21.32,1538835070.6
45.97,21.34,1538835070.7
46.04,21.35,1538835070.8
46.08,21.39,1538835070.9
46.13,21.44,1538835071.0
46.13,21.46,1538835071.1
46.15,21.49,1538835071.2
46.18,21.50,1538835071.3
46.16,21.50,1538835071.4
46.13,21.49,1538835071.5
46.09,21.48,1538835071.6
46.07,21.50,1538835071.7
46.04,21.52,1538835071.8
46.04,21.53,1538835071.9
46.06,21.53,1538835072.0
46.09,21.54,1538835072.1
46.10,21.55,1538835072.2
46.11,21.52,1538835072.3
46.11,21.49,1538835072.4
46.08,21.48,1538835072.5
46.05,21.48,1538835072.6
46.00,21.49,1538835072.7
45.98,21.48,1538835072.8
45.97,21.49,1538835072.9
45.93,21.51,1538835073.0
45.95,21.51,1538835073.1
45.99,21.52,1538835073.2
46.10,21.53,1538835073.3
46.13,21.52,1538835073.4
46.16,21.51,1538835073.5
46.22,21.49,1538835073.6
46.22,21.47,1538835073.7
46.19,21.44,1538835073.8
46.11,21.42,1538835073.9
46.07,21.40,1538835074.0
46.01,21.41,1538835074.1
45.97,21.42,1538835074.2
45.94,21.45,1538835074.3
45.94,21.48,1538835074.4
45.94,21.47,1538835074.5
45.94,21.49,1538835074.6
45.97,21.53,1538835074.7
46.01,21.56,1538835074.8
46.04,21.58,1538835074.9
46.05,21.60,1538835075.0
46.10,21.61,1538835075.1
46.11,21.61,1538835075.2
46.10,21.59,1538835075.3
46.05,21.58,1538835075.4
45.99,21.56,1538835075.5
45.95,21.55,1538835075.6
45.92,21.55,1538835075.7
45.93,21.54,1538835075.8
45.88,21.51,1538835075.9
45.86,21.48,1538835076.0
45.86,21.46,1538835076.1
45.89,21.43,1538835076.2
45.88,21.39,1538835076.3
45.85,21.37,1538835076.4
45.88,21.38,1538835076.5
45.87,21.36,1538835076.6
45.88,21.33,1538835076.7
45.82,21.29,1538835076.8
45.78,21.26,1538835076.9
45.74,21.27,1538835077.0
45.75,21.28,1538835077.1
45.86,21.32,1538835077.2
45.92,21.35,1538835077.3
45.99,21.38,1538835077.4
46.05,21.43,1538835077.5
46.13,21.44,1538835077.6
46.19,21.46,1538835077.7
46.16,21.48,1538835077.8
46.15,21.51,1538835077.9
46.19,21.52,1538835078.0
46.23,21.48,1538835078.1
46.24,21.43,1538835078.2
46.23,21.38,1538835078.3
46.20,21.34,1538835078.4
46.16,21.33,1538835078.5
46.10,21.33,1538835078.6
46.09,21.34,1538835078.7
46.11,21.36,1538835078.8
46.14,21.38,1538835078.9
46.13,21.38,1538835079.0
46.17,21.38,1538835079.1
46.21,21.39,1538835079.2
46.21,21.39,1538835079.3
46.18,21.36,1538835079.4
46.16,21.32,1538835079.5
46.21,21.28,1538835079.6
46.18,21.22,1538835079.7
46.14,21.18,1538835079.8
46.12,21.15,1538835079.9
46.08,21.16,1538835080.0
46.03,21.15,1538835080.1
45.99,21.18,1538835080.2
46.00,21.24,1538835080.3
46.02,21.25,1538835080.4
46.02,21.29,1538835080.5
46.02,21.31,1538835080.6
46.06,21.35,1538835080.7
46.07,21.36,1538835080.8
46.07,21.37,1538835080.9
46.08,21.41,1538835081.0
46.08,21.40,1538835081.1
46.12,21.42,1538835081.2
46.10,21.43,1538835081.3
46.08,21.42,1538835081.4
46.06,21.41,1538835081.5
46.04,21.38,1538835081.6
46.03,21.38,1538835081.7
46.01,21.38,1538835081.8
46.01,21.37,1538835081.9
46.01,21.37,1538835082.0
46.02,21.36,1538835082.1
46.00,21.36,1538835082.2
45.99,21.35,1538835082.3
46.00,21.31,1538835082.4
