810,1
0.66,23.83,1538831681.7
0.68,23.82,1538831681.8
0.74,23.87,1538831681.9
0.81,23.98,1538831682.0
0.87,24.02,1538831682.1
0.92,24.00,1538831682.2
0.96,23.95,1538831682.3
0.97,23.93,1538831682.4
0.94,23.93,1538831682.5
0.91,23.89,1538831682.6
0.94,23.85,1538831682.7
0.92,23.83,1538831682.8
0.94,23.86,1538831682.9
0.93,23.85,1538831683.0
0.94,23.83,1538831683.1
0.96,23.85,1538831683.2
0.94,23.86,1538831683.3
0.93,23.88,1538831683.4
0.89,23.89,1538831683.5
0.90,23.92,1538831683.6
0.94,23.95,1538831683.7
0.95,23.95,1538831683.8
0.94,23.96,1538831683.9
0.93,23.97,1538831684.0
0.92,23.96,1538831684.1
0.88,23.95,1538831684.2
0.81,23.93,1538831684.3
0.77,23.94,1538831684.4
0.75,23.95,1538831684.5
0.69,23.94,1538831684.6
0.64,23.92,1538831684.7
0.66,23.90,1538831684.8
0.70,23.89,1538831684.9
0.71,23.86,1538831685.0
0.74,23.85,1538831685.1
0.79,23.83,1538831685.2
0.86,23.82,1538831685.3
0.88,23.82,1538831685.4
0.85,23.82,1538831685.5
0.86,23.86,1538831685.6
0.87,23.89,1538831685.7
0.90,23.92,1538831685.8
0.94,23.95,1538831685.9
0.96,23.96,1538831686.0
1.02,23.98,1538831686.1
1.06,23.95,1538831686.2
1.02,23.94,1538831686.3
0.97,23.90,1538831686.4
0.91,23.87,1538831686.5
0.85,23.86,1538831686.6
0.80,23.85,1538831686.7
0.77,23.84,1538831686.8
0.83,23.81,1538831686.9
0.87,23.82,1538831687.0
0.87,23.82,1538831687.1
0.85,23.79,1538831687.2
0.87,23.78,1538831687.3
0.90,23.78,1538831687.4
0.88,23.77,1538831687.5
0.90,23.79,1538831687.6
0.94,23.81,1538831687.7
0.99,23.84,1538831687.8
1.02,23.84,1538831687.9
0.98,23.84,1538831688.0
0.96,23.83,1538831688.1
0.94,23.84,1538831688.2
0.95,23.87,1538831688.3
0.95,23.91,1538831688.4
0.93,23.97,1538831688.5
0.93,24.01,1538831688.6
0.92,24.06,1538831688.7
0.85,24.03,1538831688.8
0.78,24.00,1538831688.9
0.72,23.96,1538831689.0
0.69,23.93,1538831689.1
0.67,23.91,1538831689.2
0.70,23.89,1538831689.3
0.73,23.92,1538831689.4
0.74,23.93,1538831689.5
0.77,23.95,1538831689.6
0.78,23.96,1538831689.7
0.78,23.97,1538831689.8
0.81,23.98,1538831689.9
0.90,24.00,1538831690.0
1.00,24.04,1538831690.1
1.10,24.11,1538831690.2
1.21,24.09,1538831690.3
1.36,24.00,1538831690.4
1.53,23.93,1538831690.5
1.68,23.86,1538831690.6
1.90,23.82,1538831690.7
2.21,23.67,1538831690.8
2.54,23.62,1538831690.9
2.91,23.64,1538831691.0
3.31,23.67,1538831691.1
3.77,23.72,1538831691.2
4.26,23.73,1538831691.3
4.69,23.75,1538831691.4
5.19,23.77,1538831691.5
5.71,23.77,1538831691.6
6.23,23.78,1538831691.7
6.71,23.75,1538831691.8
7.17,23.69,1538831691.9
7.68,23.71,1538831692.0
8.16,23.72,1538831692.1
8.66,23.76,1538831692.2
9.15,23.73,1538831692.3
9.64,23.77,1538831692.4
10.11,23.82,1538831692.5
10.52,23.82,1538831692.6
10.89,23.80,1538831692.7
11.21,23.75,1538831692.8
11.49,23.72,1538831692.9
11.75,23.67,1538831693.0
11.96,23.62,1538831693.1
12.16,23.60,1538831693.2
12.32,23.58,1538831693.3
12.44,23.55,1538831693.4
12.52,23.51,1538831693.5
12.56,23.44,1538831693.6
12.58,23.39,1538831693.7
12.58,23.35,1538831693.8
12.55,23.37,1538831693.9
12.51,23.43,1538831694.0
12.48,23.46,1538831694.1
12.48,23.47,1538831694.2
12.47,23.48,1538831694.3
12.44,23.47,1538831694.4
12.45,23.42,1538831694.5
12.45,23.38,1538831694.6
12.46,23.42,1538831694.7
12.43,23.47,1538831694.8
12.45,23.51,1538831694.9
12.48,23.57,1538831695.0
12.45,23.68,1538831695.1
12.46,23.75,1538831695.2
12.54,23.79,1538831695.3
12.62,23.86,1538831695.4
12.66,23.95,1538831695.5
12.72,24.05,1538831695.6
12.84,24.13,1538831695.7
12.97,24.21,1538831695.8
12.95,24.26,1538831695.9
12.95,24.31,1538831696.0
12.99,24.34,1538831696.1
12.99,24.30,1538831696.2
12.99,24.18,1538831696.3
12.98,24.06,1538831696.4
13.05,23.95,1538831696.5
13.08,23.83,1538831696.6
13.10,23.69,1538831696.7
13.10,23.59,1538831696.8
13.05,23.50,1538831696.9
13.01,23.45,1538831697.0
13.02,23.39,1538831697.1
13.00,23.32,1538831697.2
12.98,23.27,1538831697.3
12.99,23.27,1538831697.4
13.03,23.32,1538831697.5
13.02,23.38,1538831697.6
12.95,23.48,1538831697.7
12.95,23.62,1538831697.8
12.94,23.79,1538831697.9
12.92,23.88,1538831698.0
12.86,23.98,1538831698.1
12.84,24.09,1538831698.2
12.85,24.23,1538831698.3
12.82,24.35,1538831698.4
12.82,24.48,1538831698.5
12.78,24.64,1538831698.6
12.78,24.81,1538831698.7
12.77,24.95,1538831698.8
12.74,25.05,1538831698.9
12.70,25.16,1538831699.0
12.61,25.21,1538831699.1
12.58,25.31,1538831699.2
12.56,25.31,1538831699.3
12.54,25.31,1538831699.4
12.54,25.32,1538831699.5
12.55,25.32,1538831699.6
12.61,25.34,1538831699.7
12.62,25.31,1538831699.8
12.65,25.33,1538831699.9
12.67,25.32,1538831700.0
12.67,25.26,1538831700.1
12.72,25.23,1538831700.2
12.75,25.18,1538831700.3
12.80,25.13,1538831700.4
12.88,25.12,1538831700.5
12.92,25.12,1538831700.6
12.97,25.14,1538831700.7
12.91,25.13,1538831700.8
12.87,25.16,1538831700.9
12.83,25.16,1538831701.0
12.74,25.15,1538831701.1
12.68,25.11,1538831701.2
12.61,25.14,1538831701.3
12.60,25.19,1538831701.4
12.58,25.19,1538831701.5
12.58,25.20,1538831701.6
12.60,25.23,1538831701.7
12.62,25.29,1538831701.8
12.62,25.32,1538831701.9
12.62,25.31,1538831702.0
12.65,25.27,1538831702.1
12.66,25.27,1538831702.2
12.65,25.26,1538831702.3
12.63,25.26,1538831702.4
12.68,25.26,1538831702.5
12.72,25.25,1538831702.6
12.71,25.28,1538831702.7
12.74,25.29,1538831702.8
12.72,25.28,1538831702.9
12.74,25.24,1538831703.0
12.71,25.19,1538831703.1
12.68,25.15,1538831703.2
12.67,25.12,1538831703.3
12.64,25.08,1538831703.4
12.67,25.10,1538831703.5
12.68,25.15,1538831703.6
12.68,25.21,1538831703.7
12.70,25.28,1538831703.8
12.70,25.32,1538831703.9
12.72,25.36,1538831704.0
12.74,25.35,1538831704.1
12.75,25.31,1538831704.2
12.77,25.24,1538831704.3
12.78,25.22,1538831704.4
12.79,25.24,1538831704.5
12.80,25.26,1538831704.6
12.79,25.24,1538831704.7
12.78,25.23,1538831704.8
12.77,25.25,1538831704.9
12.79,25.25,1538831705.0
12.82,25.23,1538831705.1
12.82,25.21,1538831705.2
12.84,25.22,1538831705.3
12.85,25.23,1538831705.4
12.88,25.22,1538831705.5
12.84,25.19,1538831705.6
12.82,25.20,1538831705.7
12.84,25.20,1538831705.8
12.85,25.19,1538831705.9
12.84,25.24,1538831706.0
12.83,25.27,1538831706.1
12.88,25.30,1538831706.2
12.90,25.33,1538831706.3
12.92,25.37,1538831706.4
12.95,25.41,1538831706.5
12.97,25.42,1538831706.6
13.01,25.43,1538831706.7
13.05,25.41,1538831706.8
13.06,25.36,1538831706.9
13.03,25.34,1538831707.0
13.02,25.33,1538831707.1
13.01,25.29,1538831707.2
12.97,25.32,1538831707.3
12.95,25.31,1538831707.4
12.97,25.28,1538831707.5
12.99,25.28,1538831707.6
13.00,25.28,1538831707.7
13.02,25.29,1538831707.8
13.06,25.34,1538831707.9
13.11,25.46,1538831708.0
13.14,25.53,1538831708.1
13.18,25.53,1538831708.2
13.14,25.53,1538831708.3
13.19,25.51,1538831708.4
13.14,25.34,1538831708.5
13.02,25.16,1538831708.6
12.82,25.05,1538831708.7
12.55,24.99,1538831708.8
12.26,24.95,1538831708.9
11.81,24.90,1538831709.0
11.38,24.98,1538831709.1
10.89,25.00,1538831709.2
10.33,24.94,1538831709.3
9.76,24.83,1538831709.4
9.20,24.75,1538831709.5
8.67,24.57,1538831709.6
8.15,24.29,1538831709.7
7.79,24.07,1538831709.8
7.36,24.14,1538831709.9
7.29,24.06,1538831710.0
7.30,23.96,1538831710.1
7.37,23.93,1538831710.2
7.48,23.94,1538831710.3
7.54,23.98,1538831710.4
7.74,23.76,1538831710.5
7.66,23.74,1538831710.6
7.55,23.69,1538831710.7
7.43,23.63,1538831710.8
7.26,23.57,1538831710.9
7.04,23.48,1538831711.0
6.79,23.30,1538831711.1
6.43,23.05,1538831711.2
