3171,1
0.68,3.70,1538831681.9
0.70,3.65,1538831682.0
0.74,3.61,1538831682.1
0.79,3.56,1538831682.2
0.85,3.53,1538831682.3
0.86,3.49,1538831682.4
0.86,3.47,1538831682.5
0.86,3.45,1538831682.6
0.84,3.45,1538831682.7
0.82,3.45,1538831682.8
0.81,3.46,1538831682.9
0.84,3.48,1538831683.0
0.88,3.51,1538831683.1
0.90,3.53,1538831683.2
0.92,3.53,1538831683.3
0.98,3.49,1538831683.4
1.02,3.46,1538831683.5
1.03,3.46,1538831683.6
1.04,3.44,1538831683.7
1.00,3.44,1538831683.8
0.96,3.45,1538831683.9
0.92,3.49,1538831684.0
0.88,3.49,1538831684.1
0.85,3.48,1538831684.2
0.81,3.47,1538831684.3
0.81,3.45,1538831684.4
0.80,3.44,1538831684.5
0.79,3.45,1538831684.6
0.78,3.50,1538831684.7
0.77,3.54,1538831684.8
0.76,3.58,1538831684.9
0.76,3.63,1538831685.0
0.75,3.66,1538831685.1
0.81,3.64,1538831685.2
0.84,3.60,1538831685.3
0.83,3.56,1538831685.4
0.80,3.54,1538831685.5
0.85,3.48,1538831685.6
0.88,3.46,1538831685.7
0.84,3.49,1538831685.8
0.80,3.53,1538831685.9
0.79,3.55,1538831686.0
0.89,3.55,1538831686.1
0.80,3.63,1538831686.2
0.78,3.65,1538831686.3
0.78,3.63,1538831686.4
0.80,3.61,1538831686.5
0.85,3.57,1538831686.6
0.83,3.56,1538831686.7
0.89,3.49,1538831686.8
0.92,3.43,1538831686.9
0.91,3.45,1538831687.0
0.97,3.43,1538831687.1
0.99,3.48,1538831687.2
0.94,3.47,1538831687.3
0.94,3.45,1538831687.4
0.93,3.48,1538831687.5
0.95,3.47,1538831687.6
0.95,3.46,1538831687.7
1.09,3.35,1538831687.8
1.26,3.27,1538831687.9
1.25,3.31,1538831688.0
1.20,3.33,1538831688.1
1.26,3.32,1538831688.2
1.32,3.30,1538831688.3
1.26,3.37,1538831688.4
1.19,3.44,1538831688.5
1.28,3.37,1538831688.6
1.37,3.29,1538831688.7
1.30,3.30,1538831688.8
1.17,3.37,1538831688.9
1.08,3.42,1538831689.0
0.96,3.47,1538831689.1
0.83,3.56,1538831689.2
0.72,3.65,1538831689.3
0.68,3.67,1538831689.4
0.64,3.64,1538831689.5
0.65,3.58,1538831689.6
0.73,3.52,1538831689.7
0.82,3.46,1538831689.8
0.94,3.39,1538831689.9
1.03,3.44,1538831690.0
1.13,3.58,1538831690.1
1.37,3.82,1538831690.2
1.51,3.96,1538831690.3
1.61,4.03,1538831690.4
1.77,4.11,1538831690.5
2.02,4.11,1538831690.6
2.35,4.00,1538831690.7
2.62,3.80,1538831690.8
2.99,3.68,1538831690.9
3.44,3.65,1538831691.0
3.90,3.66,1538831691.1
4.38,3.67,1538831691.2
4.88,3.69,1538831691.3
5.39,3.73,1538831691.4
5.95,3.74,1538831691.5
6.53,3.72,1538831691.6
7.09,3.60,1538831691.7
7.65,3.41,1538831691.8
8.16,3.22,1538831691.9
8.68,3.07,1538831692.0
9.28,2.96,1538831692.1
9.90,2.86,1538831692.2
10.56,2.79,1538831692.3
11.31,2.77,1538831692.4
12.11,2.78,1538831692.5
12.88,2.75,1538831692.6
13.57,2.69,1538831692.7
14.29,2.66,1538831692.8
15.01,2.66,1538831692.9
15.67,2.61,1538831693.0
16.30,2.57,1538831693.1
16.88,2.46,1538831693.2
17.45,2.35,1538831693.3
18.11,2.26,1538831693.4
18.69,2.16,1538831693.5
19.25,2.02,1538831693.6
19.82,1.85,1538831693.7
20.45,1.77,1538831693.8
21.06,1.67,1538831693.9
21.58,1.53,1538831694.0
22.20,1.42,1538831694.1
22.74,1.36,1538831694.2
23.19,1.33,1538831694.3
23.55,1.31,1538831694.4
23.84,1.34,1538831694.5
24.02,1.44,1538831694.6
24.11,1.54,1538831694.7
24.19,1.61,1538831694.8
24.24,1.67,1538831694.9
24.26,1.74,1538831695.0
24.27,1.80,1538831695.1
