FIPS,Lng,Lat,Duration,Density
26125,-83.38421,42.660452,21.471083333333333,28
6037,-118.261862,34.196398,18.079527777777777,66
6081,-122.371542,37.414664,22.578694444444444,29
34027,-74.547427,40.858581,27.54077777777778,5
5005,-92.330438,36.28071,11.111611111111111,2
36093,-74.043583,42.817542,28.37913888888889,2
12117,-81.13198,28.690079,22.77886111111111,2
25023,-70.741942,41.987196,31.674138888888887,4
34023,-74.407585,40.439593,27.486916666666666,6
36103,-72.692218,40.943554,29.39161111111111,15
40143,-95.941731,36.120121,7.0626388888888885,10
1083,-86.9814,34.810239,15.356416666666666,1
34035,-74.61993,40.565522,27.270805555555555,9
18067,-86.114118,40.483537,17.631194444444446,3
39155,-80.767656,41.308936,22.161666666666665,4
23005,-70.330375,43.808348,32.86644444444445,7
12086,-80.499045,25.610494,26.205277777777777,5
4015,-113.749689,35.717705,12.960694444444444,1
44007,-71.578242,41.870488,30.748027777777775,7
42049,-80.096386,42.117952,22.96163888888889,4
26161,-83.844634,42.252327,20.777416666666667,20
25025,-71.020173,42.33196,31.23783333333333,21
26049,-83.706372,43.021077,21.25475,32
18089,-87.374337,41.472239,17.757472222222223,3
26159,-86.305697,42.283986,18.91563888888889,12
44005,-71.284063,41.502732,30.973666666666666,2
12103,-82.739518,27.903122,22.97277777777778,2
17177,-89.665994,42.349726,17.804972222222222,1
26081,-85.547446,43.032497,20.00811111111111,26
12031,-81.648113,30.335245,20.982,2
34005,-74.663006,39.875786,27.402749999999997,3
55087,-88.464988,44.418226,20.00861111111111,1
26163,-83.261953,42.284664,21.104305555555555,48
50027,-72.591515,43.588143,30.842111111111112,1
17031,-87.645455,41.894294,17.738527777777776,17
42017,-75.10706,40.336887,26.925194444444443,4
12011,-80.476658,26.19352,25.58811111111111,16
17043,-88.086038,41.852058,17.421333333333333,4
6087,-122.007205,37.012488,21.839666666666666,21
51600,-77.299025,38.853183,25.18888888888889,5
42003,-79.98092,40.46892,22.327722222222224,11
48167,-94.894865,29.228706,9.380583333333332,1
39035,-81.724217,41.760392,21.744833333333332,4
51650,-76.297149,37.04803,25.864361111111112,2
Windsor CAN,-83.026772,42.317432,21.30863888888889,62
25027,-71.940282,42.311693,30.655694444444446,8
39049,-83.008258,39.969447,19.345916666666668,13
33011,-71.723101,42.911643,31.448027777777778,13
18141,-86.288159,41.617699,18.62325,9
34039,-74.308696,40.659871,27.58188888888889,6
26139,-86.655342,42.942346,19.736055555555556,5
39061,-84.544187,39.196927,18.320555555555554,4
36017,-75.604905,42.489732,27.574083333333334,1
48231,-96.083807,33.123438,6.111888888888888,1
25017,-71.396507,42.479477,31.178972222222225,21
9003,-72.732916,41.806053,29.74113888888889,17
8069,-105.482131,40.663091,10.465083333333334,3
19103,-91.588812,41.668737,15.203805555555554,1
55043,-90.695368,42.870062,17.14975,1
9013,-72.340977,41.858076,29.968333333333334,3
36067,-76.196117,43.00653,26.598805555555554,1
25013,-72.635648,42.136198,29.837388888888892,4
12099,-80.448673,26.645763,25.155444444444445,6
12085,-80.398211,27.079954,24.77813888888889,1
Pickering CAN,-79.086761,43.838413,25.34377777777778,3
36055,-77.664656,43.464475,25.562944444444447,9
26099,-82.910869,42.671467,21.754277777777776,15
34007,-74.961251,39.802352,27.19708333333333,5
33005,-72.248217,42.925455,30.645305555555556,5
34041,-75.009542,40.853524,27.0245,3
42131,-76.00878,41.525137,26.90641666666667,1
34031,-74.300308,41.033763,27.69872222222222,2
42133,-76.728446,39.921839,25.512277777777776,1
9009,-72.900204,41.349717,29.31175,9
36089,-75.074311,44.488113,28.78811111111111,1
48201,-95.393037,29.857273,8.428944444444445,17
12009,-80.700384,28.298276,23.17077777777778,4
18097,-86.135794,39.782976,16.77461111111111,6
9007,-72.524227,41.434525,29.858027777777775,5
9005,-73.235428,41.791897,29.519916666666667,6
26115,-83.487106,41.916097,20.648527777777776,5
36001,-73.974014,42.588271,28.796388888888888,4
6085,-121.690622,37.220777,21.66252777777778,14
55133,-88.306707,43.019308,18.684333333333335,20
36059,-73.589384,40.729687,28.533694444444446,31
42091,-75.370201,40.209999,26.65522222222222,4
39095,-83.468867,41.682321,20.386111111111113,6
45045,-82.372077,34.892645,19.691277777777778,5
34021,-74.703724,40.282503,27.065277777777776,15
6067,-121.340441,38.450011,21.950972222222223,12
Longueuil CAN,-73.510712,45.536945,30.356,23
34033,-75.357356,39.573828,27.209722222222222,1
33001,-71.425366,43.519109,32.07136111111111,4
42101,-75.133346,40.009376,26.74238888888889,13
36047,-73.950777,40.635133,28.227444444444444,10
54045,-81.940853,37.830591,21.21438888888889,1
51179,-77.459043,38.418933,25.044416666666667,1
36051,-77.76978,42.727485,25.463222222222225,2
45019,-79.94248,32.800458,22.109472222222223,5
45073,-83.061522,34.748759,19.281055555555557,1
