FIPS,Lng,Lat,Duration,Density
26125,-83.38421,42.660452,522424.2,51
6037,-118.261862,34.196398,2937393.6,152
26163,-83.261953,42.284664,484854.5,78
27053,-93.475185,45.006064,1031889.3,32
24510,-76.610516,39.300214,858339.1,15
6081,-122.371542,37.414664,3250704.4,43
17031,-87.645455,41.894294,441285,60
34027,-74.547427,40.858581,1059400.6,10
17111,-88.452245,42.324298,519524.3,2
12103,-82.739518,27.903122,1162163.2,9
5005,-92.330438,36.28071,655253,2
34017,-74.078627,40.731384,1085872,16
36119,-73.745912,41.15277,1138763.2,7
36093,-74.043583,42.817542,1097050.4,4
12117,-81.13198,28.690079,1143114.9,3
25023,-70.741942,41.987196,1309970,7
18105,-86.523325,39.160751,135517.4,4
34023,-74.407585,40.439593,1061777.7,8
36103,-72.692218,40.943554,1196780.1,21
27037,-93.062481,44.670893,980833.3,9
34025,-74.152446,40.287056,1085292.5,6
40143,-95.941731,36.120121,952075.2,21
1083,-86.9814,34.810239,389748,4
26121,-86.751892,43.289258,525233.7,3
12086,-80.499045,25.610494,1481458.6,25
9005,-73.235428,41.791897,1190592.8,13
4021,-111.367257,32.91891,2457043.9,28
33011,-71.723101,42.911643,1287022.5,33
34035,-74.61993,40.565522,1039607.4,12
25017,-71.396507,42.479477,1319443.4,30
18067,-86.114118,40.483537,248693.8,4
26049,-83.706372,43.021077,544246.7,48
39155,-80.767656,41.308936,545728.9,7
26145,-84.05541,43.328267,559445.7,18
11001,-77.017094,38.904149,810653.3,30
48201,-95.393037,29.857273,1362045,72
23005,-70.330375,43.808348,1425673.8,8
4015,-113.749689,35.717705,2498557,3
44007,-71.578242,41.870488,1312963.2,13
42049,-80.096386,42.117952,640203.3,5
4013,-112.495534,33.346541,2525179.5,66
26161,-83.844634,42.252327,466516,28
25025,-71.020173,42.33196,1345431.3,46
18089,-87.374337,41.472239,394880.6,6
36055,-77.664656,43.464475,862784.2,24
26159,-86.305697,42.283986,416382.7,18
44005,-71.284063,41.502732,1270857.2,3
17177,-89.665994,42.349726,590185.6,1
42015,-76.502124,41.791495,879643.1,1
26081,-85.547446,43.032497,484889.7,41
12031,-81.648113,30.335245,963093.2,13
34005,-74.663006,39.875786,1032362.9,4
42081,-77.055253,41.343624,833729.1,1
17043,-88.086038,41.852058,465879.7,13
55087,-88.464988,44.418226,706528.8,2
50027,-72.591515,43.588143,1246271.3,1
25013,-72.635648,42.136198,1227260.8,7
42095,-75.307447,40.752791,988640.3,4
42029,-75.749732,39.973965,943491.4,6
25027,-71.940282,42.311693,1279785.3,20
42101,-75.133346,40.009376,992835.9,36
12011,-80.476658,26.19352,1427426.4,35
6087,-122.007205,37.012488,3314605.5,23
51600,-77.299025,38.853183,787721.9,8
42003,-79.98092,40.46892,575582.1,22
48167,-94.894865,29.228706,1353196.8,6
39035,-81.724217,41.760392,520781.6,20
51650,-76.297149,37.04803,895027.9,2
Windsor CAN,-83.026772,42.317432,495260.1,134
9011,-72.103452,41.47863,1253385.5,6
39049,-83.008258,39.969447,309320.1,26
33013,-71.68013,43.299485,1301175.2,13
18141,-86.288159,41.617699,354964.7,14
34039,-74.308696,40.659871,1064635,8
39061,-84.544187,39.196927,164401.3,8
36017,-75.604905,42.489732,969081.8,1
48231,-96.083807,33.123438,1103269.2,1
9003,-72.732916,41.806053,1233849.3,28
39025,-84.149614,39.052084,196015.3,1
8069,-105.482131,40.663091,1673826.7,3
24003,-76.560511,38.993374,878559.7,7
19103,-91.588812,41.668737,650512.2,1
55043,-90.695368,42.870062,692923.1,1
9013,-72.340977,41.858076,1262035.7,6
36067,-76.196117,43.00653,948568.8,3
12099,-80.448673,26.645763,1340525.4,16
12085,-80.398211,27.079954,1329490,4
12095,-81.323295,28.514435,1134690.7,28
Markham CAN,-79.337021,43.856098,750452,26
26099,-82.910869,42.671467,530039.7,36
34007,-74.961251,39.802352,1014183.4,7
25005,-71.087062,41.748576,1277447.5,5
33005,-72.248217,42.925455,1241181.9,3
48141,-106.241391,31.766403,2037626.7,23
34041,-75.009542,40.853524,1021470.3,5
26061,-88.652066,46.998305,982786.6,8
42131,-76.00878,41.525137,934197.2,1
34031,-74.300308,41.033763,1086386.6,6
42133,-76.728446,39.921839,854686.1,1
9009,-72.900204,41.349717,1201520.1,15
36089,-75.074311,44.488113,1104057.3,5
6055,-122.325995,38.507351,3188261.1,7
12009,-80.700384,28.298276,1183827.6,11
18097,-86.135794,39.782976,180257.4,14
9007,-72.524227,41.434525,1232759.6,8
26115,-83.487106,41.916097,444376.8,9
33015,-71.099437,42.98936,1337059.3,12
36001,-73.974014,42.588271,1111528.9,6
6085,-121.690622,37.220777,3317280.1,30
26165,-85.570046,44.331375,609885.2,6
55133,-88.306707,43.019308,571998.4,32
36059,-73.589384,40.729687,1121999.5,50
42091,-75.370201,40.209999,967551.4,9
39099,-80.770396,41.01088,523974,6
39173,-83.622682,41.360183,387950.6,2
45045,-82.372077,34.892645,543258.4,9
42115,-75.800969,41.819665,936384.2,1
34021,-74.703724,40.282503,1023756,20
6067,-121.340441,38.450011,3106352.6,26
Longueuil CAN,-73.510712,45.536945,1191698.8,43
6001,-121.913304,37.648081,3197671.8,24
42123,-79.313173,41.843669,667586.3,2
17161,-90.572203,41.468404,573768,2
34033,-75.357356,39.573828,1038363.8,1
48439,-97.291291,32.77204,1216053,19
33017,-71.035927,43.293177,1345305,7
36061,-73.970174,40.776557,1094845.6,28
36047,-73.950777,40.635133,1098987.8,20
54045,-81.940853,37.830591,348449.8,1
37009,-81.49877,36.436305,500026.6,1
51179,-77.459043,38.418933,765779.8,1
36037,-78.192778,43.00091,814939.5,3
45019,-79.94248,32.800458,856395.9,8
45073,-83.061522,34.748759,538665.4,2
51740,-76.356269,36.85943,907872.8,4
51041,-77.585847,37.378434,778200.8,8
12019,-81.858147,29.987116,991818.3,1
5119,-92.316515,34.773988,726403,12
42045,-75.398786,39.91667,976027.5,14
53053,-122.144709,47.040716,3285788.6,31
28047,-89.083376,30.416536,901810.6,3
10003,-75.644132,39.575915,955339.3,5
24045,-75.632206,38.367389,934065.1,2
36085,-74.137063,40.563855,1083169.1,8
53029,-122.670503,48.158436,3381207.2,7
36063,-78.792143,43.456731,813902,3
36005,-73.852939,40.848711,1106783,31
51760,-77.476009,37.531399,781778.5,22
51027,-82.038151,37.26812,419188.3,1
18059,-85.772904,39.822604,171568.5,2
42047,-78.653938,41.427334,693665.1,1
51121,-80.387314,37.174885,553646.7,1
51059,-77.276117,38.833743,788474,4
51730,-77.392368,37.20473,788155.6,2
45091,-81.183189,34.97019,613740.4,6
45007,-82.638086,34.519549,573020.3,4
48453,-97.69127,30.239513,1414261.7,19
48157,-95.771015,29.526602,1399941.6,14
37183,-78.650624,35.789846,742219,20
48113,-96.778424,32.766987,1169600.7,45
1089,-86.55108,34.764238,362328.8,11
8031,-104.880625,39.761849,1575172,34
48071,-94.668875,29.703933,1290951.1,2
18095,-85.722454,40.166203,202006.5,1
28149,-90.851791,32.357005,804420.5,1
48029,-98.520147,29.448671,1519436.7,40
12001,-82.357221,29.67574,981259.7,4
18157,-86.893943,40.38926,270506.8,5
28121,-89.946552,32.262057,763356.7,5
35001,-106.669065,35.054002,1868840.8,6
30081,-114.119065,46.079298,2626755,2
40071,-97.143755,36.814842,1018474.6,2
6013,-121.951543,37.919479,3191801.7,27
53035,-122.649636,47.639687,3327223.9,39
9001,-73.366757,41.228103,1171647.7,9
53033,-121.832375,47.493554,3293648.7,25
39133,-81.196932,41.16864,507911.5,3
51830,-76.706717,37.269293,850064.1,2
51137,-78.00998,38.250439,729588.2,1
51087,-77.300333,37.437521,795696.2,4
40109,-97.409401,35.554611,1104861.5,23
6029,-118.729506,35.346629,2956105.6,5
19013,-92.306059,42.472888,753554.7,6
25021,-71.179875,42.169703,1364142.5,17
18069,-85.478598,40.826394,267249.9,2
1095,-86.321668,34.309564,433487.2,3
47103,-86.593388,35.142532,326011.6,1
34013,-74.246136,40.787217,1084480.1,22
36069,-77.303277,42.856695,864240.9,11
37135,-79.119355,36.062499,700085.1,5
28099,-89.119274,32.752518,676959,1
51680,-79.195458,37.399016,632109.6,1
51107,-77.638857,39.08113,770082.2,3
12127,-81.161813,29.057617,1120520.5,5
28127,-89.917707,31.902503,790864.3,1
13121,-84.468182,33.790034,498366.6,28
