FIPS,Lng,Lat,Duration,Density
26125,-83.38421,42.660452,8.879472222222223,28
6037,-118.261862,34.196398,41.70619444444444,66
6081,-122.371542,37.414664,44.252250000000004,29
34027,-74.547427,40.858581,3.416472222222222,5
5005,-92.330438,36.28071,17.136083333333335,2
36093,-74.043583,42.817542,5.630666666666667,2
12117,-81.13198,28.690079,13.93061111111111,2
25023,-70.741942,41.987196,7.0705,4
34023,-74.407585,40.439593,2.6845277777777774,6
36103,-72.692218,40.943554,4.749111111111111,15
40143,-95.941731,36.120121,18.963,10
1083,-86.9814,34.810239,12.206555555555555,1
34035,-74.61993,40.565522,3.004472222222222,9
18067,-86.114118,40.483537,10.006722222222221,3
39155,-80.767656,41.308936,5.414777777777778,4
23005,-70.330375,43.808348,8.35838888888889,7
12086,-80.499045,25.610494,17.509416666666667,5
4015,-113.749689,35.717705,36.587361111111115,1
44007,-71.578242,41.870488,6.103694444444444,7
42049,-80.096386,42.117952,5.910138888888889,4
26161,-83.844634,42.252327,8.553722222222223,20
25025,-71.020173,42.33196,6.729777777777778,21
26049,-83.706372,43.021077,9.253666666666666,32
18089,-87.374337,41.472239,10.747166666666667,3
26159,-86.305697,42.283986,10.519555555555556,12
44005,-71.284063,41.502732,6.329333333333333,2
12103,-82.739518,27.903122,15.342083333333333,2
17177,-89.665994,42.349726,13.203027777777779,1
26081,-85.547446,43.032497,10.431916666666668,26
12031,-81.648113,30.335245,11.810055555555556,2
34005,-74.663006,39.875786,2.3166944444444444,3
55087,-88.464988,44.418226,14.442555555555554,1
26163,-83.261953,42.284664,8.362527777777778,48
50027,-72.591515,43.588143,7.688694444444444,1
17031,-87.645455,41.894294,11.2165,17
42017,-75.10706,40.336887,2.402361111111111,4
12011,-80.476658,26.19352,16.89225,16
17043,-88.086038,41.852058,11.535277777777777,4
6087,-122.007205,37.012488,44.35022222222222,21
51600,-77.299025,38.853183,1.1786944444444445,5
42003,-79.98092,40.46892,4.195027777777778,11
48167,-94.894865,29.228706,23.023694444444445,1
39035,-81.724217,41.760392,6.184083333333334,4
51650,-76.297149,37.04803,3.9456666666666664,2
Windsor CAN,-83.026772,42.317432,8.56686111111111,62
25027,-71.940282,42.311693,6.096666666666667,8
39049,-83.008258,39.969447,6.634027777777778,13
33011,-71.723101,42.911643,7.244166666666667,13
18141,-86.288159,41.617699,9.865944444444445,9
34039,-74.308696,40.659871,2.9104444444444444,6
26139,-86.655342,42.942346,10.93061111111111,5
39061,-84.544187,39.196927,8.24125,4
36017,-75.604905,42.489732,4.835638888888889,1
48231,-96.083807,33.123438,20.527416666666667,1
25017,-71.396507,42.479477,6.670916666666667,21
9003,-72.732916,41.806053,5.26125,17
8069,-105.482131,40.663091,27.130055555555554,3
19103,-91.588812,41.668737,14.407305555555556,1
55043,-90.695368,42.870062,14.643444444444444,1
9013,-72.340977,41.858076,5.409305555555555,3
36067,-76.196117,43.00653,5.328972222222222,1
25013,-72.635648,42.136198,5.597944444444444,4
12099,-80.448673,26.645763,16.603472222222223,6
12085,-80.398211,27.079954,16.08738888888889,1
Pickering CAN,-79.086761,43.838413,8.345888888888888,3
36055,-77.664656,43.464475,5.839888888888889,9
26099,-82.910869,42.671467,9.0125,15
34007,-74.961251,39.802352,2.0106944444444443,5
33005,-72.248217,42.925455,6.840416666666667,5
34041,-75.009542,40.853524,3.164805555555555,3
42131,-76.00878,41.525137,3.5641666666666665,1
34031,-74.300308,41.033763,3.504166666666667,2
42133,-76.728446,39.921839,0.9126944444444444,1
9009,-72.900204,41.349717,4.66925,9
36089,-75.074311,44.488113,7.646083333333333,1
48201,-95.393037,29.857273,22.569138888888887,17
12009,-80.700384,28.298276,14.194722222222222,4
18097,-86.135794,39.782976,9.256166666666665,6
9007,-72.524227,41.434525,5.2611944444444445,5
9005,-73.235428,41.791897,5.150055555555555,6
26115,-83.487106,41.916097,7.947916666666667,5
36001,-73.974014,42.588271,5.469694444444444,4
6085,-121.690622,37.220777,44.14919444444445,14
55133,-88.306707,43.019308,12.977805555555555,20
36059,-73.589384,40.729687,3.8531388888888887,31
42091,-75.370201,40.209999,2.144833333333333,4
39095,-83.468867,41.682321,7.622805555555555,6
45045,-82.372077,34.892645,8.775916666666667,5
34021,-74.703724,40.282503,2.4053888888888886,15
6067,-121.340441,38.450011,42.20388888888889,12
Longueuil CAN,-73.510712,45.536945,8.703444444444445,23
34033,-75.357356,39.573828,1.6357777777777778,1
33001,-71.425366,43.519109,8.031027777777778,4
42101,-75.133346,40.009376,2.034111111111111,13
36047,-73.950777,40.635133,3.4250555555555557,10
54045,-81.940853,37.830591,6.9006944444444445,1
51179,-77.459043,38.418933,1.801222222222222,1
36051,-77.76978,42.727485,5.147944444444444,2
45019,-79.94248,32.800458,9.162972222222221,5
45073,-83.061522,34.748759,9.778888888888888,1
51041,-77.585847,37.378434,3.2152499999999997,2
53053,-122.144709,47.040716,42.77836111111111,16
28047,-89.083376,30.416536,16.911416666666668,3
10003,-75.644132,39.575915,1.3043333333333333,3
36085,-74.137063,40.563855,2.957138888888889,4
36063,-78.792143,43.456731,6.611305555555556,2
51087,-77.300333,37.437521,2.941611111111111,4
36005,-73.852939,40.848711,3.519888888888889,12
51121,-80.387314,37.174885,4.977027777777778,1
48453,-97.69127,30.239513,24.445388888888886,9
51760,-77.476009,37.531399,2.8182777777777774,5
37183,-78.650624,35.789846,5.292305555555555,11
1089,-86.55108,34.764238,11.572833333333332,5
18095,-85.722454,40.166203,9.37586111111111,1
11001,-77.017094,38.904149,0.9150555555555555,15
