01001,14899.6,1
01033,15806.4,1
01060,15859.8,1
01089,15117,1
01106,14598.5,1
01267,16679,1
01432,18637.4,1
01450,19008.9,1
01453,18032.8,1
01460,18336.7,1
01475,19710.3,1
01510,17777.8,1
01532,17352.3,1
01535,16641.6,1
01545,17127.3,1
01568,17499.6,1
01581,17471.7,1
01588,17248.6,1
01604,16873.5,1
01606,17152.4,1
01609,17045,1
01740,17922.1,1
01742,18915.7,1
01746,18095,1
01752,17690.4,1
01772,17490.7,1
01776,18453.8,1
01778,18048.7,1
01803,19052.4,2
01810,19878.9,1
01821,19565.6,1
01830,20190.9,1
01843,19528.6,1
01867,19515.8,1
01876,19324.9,1
01886,18686.2,2
01902,20244.6,2
01907,20336.2,1
01913,20635.8,1
01915,20214.3,1
01938,20921.2,1
01944,20674.9,1
02019,18113.3,1
02038,18064.1,1
02043,20081.7,1
02061,20279.9,1
02081,19005.7,1
02090,18966.4,1
02115,19215.1,1
02120,19092.8,1
02125,19200.6,1
02127,19095.6,1
02134,18667.1,1
02135,18805.8,1
02136,19216.6,1
02138,19006.7,2
02140,19145.7,1
02143,19258.1,1
02169,19450.7,1
02176,19780.4,1
02190,19821.3,1
02215,18989.5,1
02324,19479.9,1
02332,20761.8,1
02343,19999.2,1
02356,19324,1
02360,21123.6,1
02459,18450.2,1
02472,18692.5,1
02478,18910.4,1
02493,18450.4,1
02747,18547.7,1
02780,18764.1,1
02841,17780.5,1
02842,17815.2,1
02857,16479.1,1
02876,17634.6,1
02908,17361.9,2
03031,20326.1,1
03042,22025.2,1
03049,19871.4,1
03052,20747.9,1
03053,21009.7,1
03054,20511.7,1
03055,20209.3,1
03060,19739.1,1
03062,19922.4,1
03064,19970.7,1
03071,19955,1
03076,20070.4,1
03079,20067.9,1
03087,20195.9,1
03102,20947.4,1
03103,20678.6,2
03104,21071,1
03110,20995.8,1
03229,21987,1
03235,23158.5,1
03244,21178.5,1
03249,24417.7,1
03260,22618.7,1
03301,21978.3,4
03303,22533.8,1
03431,19439.9,1
03444,20339.2,1
03608,19536.7,1
03609,19444.9,1
03766,21765.4,1
03801,21694.2,1
03809,24123.4,1
03820,22159.5,2
03824,22423,1
03835,23542,1
03857,22143.4,1
03894,24684.6,2
03904,22011,1
04038,24871.6,1
04039,25301,1
04073,23662.2,1
04084,25668.2,1
04101,24323.9,2
04103,24588.1,1
04106,24365.9,1
04210,26040,1
04239,28712.2,1
04344,27876.3,1
04345,27112.1,1
04358,28518.8,1
04364,27817.6,1
04412,31544.7,1
04416,32545.1,1
04468,32184.4,1
04530,26439.4,1
04901,29242.4,1
04937,29125.9,1
04938,29907.8,1
04963,29093.3,1
04967,29722.3,1
04974,31195.1,1
04976,29894.3,1
05001,21567,1
05061,23263.2,1
05065,22208.7,1
05701,20743.4,1
05819,24860.8,1
06001,14002.6,2
06010,12979.1,1
06031,13933.8,1
06032,13567.7,1
06033,13553.8,1
06035,14586.8,1
06037,12855.6,1
06042,13828.1,1
06062,12884.5,1
06070,14415.7,2
06074,14093.1,1
06082,14422.9,1
06084,14514.4,1
06095,13783.9,1
06096,14101,1
06098,13834.9,1
06106,13592.8,1
06107,13372.6,1
06112,13699.2,1
06260,16314.8,1
06268,14884.2,1
06320,14167.6,1
06339,15014.2,1
06340,14258,1
06371,13608.9,1
06410,12579.7,1
06415,14478.5,1
06417,13191.1,1
06437,12541.5,1
06450,12331.9,1
06457,12900.7,2
06484,10965,1
06488,11554.8,1
06489,12943.3,1
06516,11205.8,1
06519,11401.3,1
06610,10885.1,1
06705,12202.8,1
06708,11809.9,1
06716,12717.9,1
06757,12351.2,1
06793,12468.4,1
06795,12322.6,1
06798,11874.4,1
06804,10810.1,1
06851,9778.1,1
06896,10752.9,1
06905,9098.4,1
07003,6091.1,1
07013,6432.3,1
07017,6008.8,1
07042,6512.1,1
07050,6060.5,1
07052,6233,1
07059,5765.1,1
07060,5565.4,1
07065,5312,1
07076,5608.9,1
07080,5059.9,1
07087,6252.2,1
07104,6223.7,2
07105,5889.2,1
07302,5972.5,1
07430,7829.8,1
07438,8121.2,1
07446,7594.5,2
07462,9248.4,1
07465,8346.1,1
07501,6550.1,1
07601,6738.6,1
07645,7394.7,1
07657,6595.8,1
07825,6893.9,1
07834,7098.3,1
07836,6361.3,2
07840,6516,1
07860,7774.9,1
07876,6534.3,1
07882,5635.3,1
07920,5530.8,1
07934,5755.7,1
08016,2490.5,2
08035,2458,1
08043,2597.3,1
08053,2420.8,1
08057,1903.5,1
08060,2656.8,2
08069,3481,1
08080,2882.9,1
08081,3255.9,1
08088,3485.8,1
08109,1752.6,1
08110,1549.3,1
08234,5258,1
08302,4750.7,1
08312,3531.7,1
08501,3359.2,1
08520,3670.9,2
08534,2959.7,1
08536,3398.1,1
08558,3725.1,1
08610,2778.9,1
08611,2555.1,1
08618,2739,1
08619,2879.6,1
08690,2960.5,1
08691,3371.1,2
08805,5439.5,1
08807,5010.4,1
08816,4630.3,1
08820,5186.9,1
08822,4291.8,1
08830,4935,1
08840,4852.2,1
08844,4435.3,1
08846,5146.9,1
08854,4848.8,1
08873,4401.7,1
08876,4869.7,2
08882,4739.2,1
08902,4134.1,1
10002,7039.5,1
10019,6687.9,1
10026,7326.4,1
10028,7559,1
10029,7326.3,3
10033,6820.9,1
10035,7400.7,1
10039,6817.5,1
10075,7808.8,1
10128,7597.7,1
10282,6507.2,1
10301,6016.5,2
10309,5052.2,1
10312,5168.5,1
10456,7232.7,1
10461,7700,1
10463,7218.2,1
10467,7498.8,2
10468,7339,2
10471,7124.1,1
10475,7735.2,1
10512,10397.6,1
10562,8735.5,2
10579,9777.4,1
10598,9067,1
10701,7425.6,1
10705,7565,1
10804,7785.9,1
10954,7634.3,1
10956,8149.6,1
10962,7579.4,1
10994,7821.4,1
11020,8254.8,1
11050,9045.7,1
11101,7566,2
11106,7668.2,2
11201,7046.3,2
11207,7527.7,1
11208,7481.7,1
11209,6247,1
11213,7646.1,1
11217,7197.3,2
11223,6805.5,1
11231,6685.3,1
11235,6561.7,2
11364,8057.6,1
11365,7945.4,1
11367,8068.2,2
11373,7855.9,1
11417,7358.7,1
11418,7860.8,1
11432,8147.4,3
11501,8895.4,1
11510,8720.6,1
11514,8717.6,1
11545,9088.9,1
11565,8172.5,1
11568,8750.3,2
11572,8698.8,1
11590,9027.2,1
11691,7946,1
11706,9780.7,1
11714,9376.8,1
11716,10403.6,1
11722,10101.6,1
11724,9668.8,1
11726,9465.2,1
11733,11208.8,1
11743,10241.3,1
11746,9559.7,2
11754,10219,1
11756,9122.6,1
11757,9471.7,1
11758,9241.5,1
11763,10666.7,1
11764,11538.6,1
11768,10665,1
11769,10240.9,1
11776,11275.7,1
11777,11496.2,1
11778,11727.6,1
11779,10406.5,1
11783,9038.7,1
11787,10381.2,1
11788,9971.5,1
11791,9214.8,1
11795,9721,1
11801,9108.9,1
11803,9189,1
11932,13009.8,1
11934,11401.6,1
11946,12127,1
11951,11536.6,1
11953,11427.2,1
11963,13389.7,1
11971,13322.4,1
11978,11881,1
12020,15934.6,1
12037,13808.7,1
12053,15498.3,1
12065,15249.3,1
12110,14696.8,1
12180,15159.5,1
12186,14960.3,1
