FIPS,Lng,Lat,Duration,Density
26125,-83.38421,42.660452,34.24583333333333,28
6037,-118.261862,34.196398,1.803638888888889,66
6081,-122.371542,37.414664,7.386416666666666,29
34027,-74.547427,40.858581,41.61363888888889,5
5005,-92.330438,36.28071,25.501916666666666,2
36093,-74.043583,42.817542,42.16116666666667,2
12117,-81.13198,28.690079,37.92336111111111,2
25023,-70.741942,41.987196,45.45616666666667,4
34023,-74.407585,40.439593,41.87722222222222,6
36103,-72.692218,40.943554,43.640861111111114,15
40143,-95.941731,36.120121,21.452944444444444,10
1083,-86.9814,34.810239,30.30886111111111,1
34035,-74.61993,40.565522,41.66111111111111,9
18067,-86.114118,40.483537,32.021499999999996,3
39155,-80.767656,41.308936,36.06802777777778,4
23005,-70.330375,43.808348,46.648472222222225,7
12086,-80.499045,25.610494,41.34977777777778,5
4015,-113.749689,35.717705,6.527277777777778,1
44007,-71.578242,41.870488,44.90394444444445,7
42049,-80.096386,42.117952,36.74366666666667,4
26161,-83.844634,42.252327,33.552166666666665,20
25025,-71.020173,42.33196,45.01986111111111,21
26049,-83.706372,43.021077,34.0295,32
18089,-87.374337,41.472239,30.532222222222224,3
26159,-86.305697,42.283986,31.690388888888886,12
44005,-71.284063,41.502732,45.18411111111111,2
12103,-82.739518,27.903122,38.11727777777778,2
17177,-89.665994,42.349726,29.319944444444445,1
26081,-85.547446,43.032497,32.78286111111111,26
12031,-81.648113,30.335245,36.1265,2
34005,-74.663006,39.875786,41.793055555555554,3
55087,-88.464988,44.418226,31.52358333333333,1
26163,-83.261953,42.284664,33.97991666666667,48
50027,-72.591515,43.588143,44.624138888888886,1
17031,-87.645455,41.894294,30.47736111111111,17
42017,-75.10706,40.336887,41.3155,4
12011,-80.476658,26.19352,40.73261111111111,16
17043,-88.086038,41.852058,29.945527777777777,4
6087,-122.007205,37.012488,6.759805555555555,21
51600,-77.299025,38.853183,40.14133333333333,5
42003,-79.98092,40.46892,36.71802777777778,11
48167,-94.894865,29.228706,23.791333333333334,1
39035,-81.724217,41.760392,35.419333333333334,4
51650,-76.297149,37.04803,40.816805555555554,2
Windsor CAN,-83.026772,42.317432,34.31169444444445,62
25027,-71.940282,42.311693,44.44602777777778,8
39049,-83.008258,39.969447,33.73622222222222,13
33011,-71.723101,42.911643,45.23005555555556,13
18141,-86.288159,41.617699,31.398,9
34039,-74.308696,40.659871,42.077111111111115,6
26139,-86.655342,42.942346,32.51080555555556,5
39061,-84.544187,39.196927,32.710861111111114,4
36017,-75.604905,42.489732,41.35611111111111,1
48231,-96.083807,33.123438,22.017138888888887,1
25017,-71.396507,42.479477,44.961,21
9003,-72.732916,41.806053,43.814,17
8069,-105.482131,40.663091,17.278222222222222,3
19103,-91.588812,41.668737,26.71877777777778,1
55043,-90.695368,42.870062,28.664722222222224,1
9013,-72.340977,41.858076,44.04119444444444,3
36067,-76.196117,43.00653,40.380833333333335,1
25013,-72.635648,42.136198,43.619416666666666,4
12099,-80.448673,26.645763,40.29994444444444,6
12085,-80.398211,27.079954,39.92263888888889,1
Pickering CAN,-79.086761,43.838413,38.27733333333333,3
36055,-77.664656,43.464475,39.34497222222222,9
26099,-82.910869,42.671467,34.69102777777778,15
34007,-74.961251,39.802352,41.58738888888889,5
33005,-72.248217,42.925455,44.42733333333333,5
34041,-75.009542,40.853524,41.27297222222222,3
42131,-76.00878,41.525137,40.979277777777774,1
34031,-74.300308,41.033763,41.909166666666664,2
42133,-76.728446,39.921839,39.90258333333333,1
9009,-72.900204,41.349717,43.52988888888889,9
36089,-75.074311,44.488113,42.034388888888884,1
48201,-95.393037,29.857273,22.960722222222223,17
12009,-80.700384,28.298276,38.31527777777778,4
18097,-86.135794,39.782976,31.164916666666667,6
9007,-72.524227,41.434525,43.930888888888894,5
9005,-73.235428,41.791897,43.592777777777776,6
26115,-83.487106,41.916097,34.12025,5
36001,-73.974014,42.588271,42.57841666666666,4
6085,-121.690622,37.220777,6.47025,14
55133,-88.306707,43.019308,30.51672222222222,20
36059,-73.589384,40.729687,42.782944444444446,31
42091,-75.370201,40.209999,41.04552777777778,4
39095,-83.468867,41.682321,33.81666666666667,6
45045,-82.372077,34.892645,35.17927777777778,5
34021,-74.703724,40.282503,41.45558333333334,15
6067,-121.340441,38.450011,7.015666666666667,12
Longueuil CAN,-73.510712,45.536945,43.28955555555555,23
34033,-75.357356,39.573828,41.60002777777778,1
33001,-71.425366,43.519109,45.853388888888894,4
42101,-75.133346,40.009376,41.132694444444446,13
36047,-73.950777,40.635133,42.733805555555556,10
54045,-81.940853,37.830591,35.60469444444444,1
51179,-77.459043,38.418933,39.996861111111116,1
36051,-77.76978,42.727485,39.24525,2
45019,-79.94248,32.800458,37.59747222222222,5
45073,-83.061522,34.748759,34.76905555555556,1
51041,-77.585847,37.378434,39.686527777777776,2
53053,-122.144709,47.040716,19.219305555555554,16
28047,-89.083376,30.416536,29.036916666666666,3
10003,-75.644132,39.575915,41.26858333333333,3
36085,-74.137063,40.563855,42.124500000000005,4
36063,-78.792143,43.456731,38.495527777777774,2
51087,-77.300333,37.437521,39.80822222222223,4
36005,-73.852939,40.848711,42.41163888888889,12
51121,-80.387314,37.174885,36.446583333333336,1
48453,-97.69127,30.239513,20.470916666666668,9
51760,-77.476009,37.531399,39.58738888888889,5
37183,-78.650624,35.789846,38.38308333333333,11
1089,-86.55108,34.764238,30.464499999999997,5
18095,-85.722454,40.166203,31.943388888888887,1
11001,-77.017094,38.904149,40.33430555555555,15
28149,-90.851791,32.357005,26.779333333333334,1
