FIPS,Lng,Lat,Duration,Density
26125,-83.38421,42.660452,8.740583333333333,28
6037,-118.261862,34.196398,31.55922222222222,66
6081,-122.371542,37.414664,36.058388888888885,29
34027,-74.547427,40.858581,13.529416666666666,5
5005,-92.330438,36.28071,6.532666666666667,2
36093,-74.043583,42.817542,14.91913888888889,2
12117,-81.13198,28.690079,10.907361111111111,2
25023,-70.741942,41.987196,17.647972222222222,4
34023,-74.407585,40.439593,13.500250000000001,6
36103,-72.692218,40.943554,15.32475,15
40143,-95.941731,36.120121,9.365111111111112,10
1083,-86.9814,34.810239,1.6414444444444445,1
34035,-74.61993,40.565522,13.203944444444444,9
18067,-86.114118,40.483537,5.39175,3
39155,-80.767656,41.308936,8.701666666666666,4
23005,-70.330375,43.808348,18.93402777777778,7
12086,-80.499045,25.610494,14.333777777777778,5
4015,-113.749689,35.717705,26.440388888888886,1
44007,-71.578242,41.870488,16.681166666666666,7
42049,-80.096386,42.117952,9.50163888888889,4
26161,-83.844634,42.252327,8.241388888888888,20
25025,-71.020173,42.33196,17.305416666666666,21
26049,-83.706372,43.021077,8.941333333333333,32
18089,-87.374337,41.472239,6.711694444444444,3
26159,-86.305697,42.283986,7.66925,12
44005,-71.284063,41.502732,16.906805555555554,2
12103,-82.739518,27.903122,11.101277777777778,2
17177,-89.665994,42.349726,9.060666666666666,1
26081,-85.547446,43.032497,8.761722222222222,26
12031,-81.648113,30.335245,9.115111111111112,2
34005,-74.663006,39.875786,13.132416666666666,3
55087,-88.464988,44.418226,10.69288888888889,1
26163,-83.261953,42.284664,8.223638888888889,48
50027,-72.591515,43.588143,17.38211111111111,1
17031,-87.645455,41.894294,7.473888888888889,17
42017,-75.10706,40.336887,12.954888888888888,4
12011,-80.476658,26.19352,13.716611111111112,16
17043,-88.086038,41.852058,7.7146944444444445,4
6087,-122.007205,37.012488,35.31936111111111,21
51600,-77.299025,38.853183,10.08625,5
42003,-79.98092,40.46892,8.790166666666666,11
48167,-94.894865,29.228706,13.339166666666667,1
39035,-81.724217,41.760392,8.284833333333333,4
51650,-76.297149,37.04803,10.761722222222222,2
Windsor CAN,-83.026772,42.317432,8.427972222222223,62
25027,-71.940282,42.311693,16.672305555555557,8
39049,-83.008258,39.969447,5.893888888888889,13
33011,-71.723101,42.911643,17.819805555555558,13
18141,-86.288159,41.617699,6.732777777777778,9
34039,-74.308696,40.659871,13.515027777777778,6
26139,-86.655342,42.942346,8.489666666666666,5
39061,-84.544187,39.196927,4.419194444444445,4
36017,-75.604905,42.489732,14.114083333333333,1
48231,-96.083807,33.123438,9.545027777777777,1
25017,-71.396507,42.479477,17.246555555555556,21
9003,-72.732916,41.806053,15.79313888888889,17
8069,-105.482131,40.663091,19.136555555555557,3
19103,-91.588812,41.668737,8.762305555555555,1
55043,-90.695368,42.870062,9.957416666666665,1
9013,-72.340977,41.858076,15.984944444444444,3
36067,-76.196117,43.00653,13.138805555555555,1
25013,-72.635648,42.136198,16.173583333333333,4
12099,-80.448673,26.645763,13.283944444444444,6
12085,-80.398211,27.079954,12.906638888888889,1
Pickering CAN,-79.086761,43.838413,12.463111111111111,3
36055,-77.664656,43.464475,12.102944444444445,9
26099,-82.910869,42.671467,8.873611111111112,15
34007,-74.961251,39.802352,12.826416666666667,5
33005,-72.248217,42.925455,17.185305555555555,5
34041,-75.009542,40.853524,12.957638888888889,3
42131,-76.00878,41.525137,13.212166666666667,1
34031,-74.300308,41.033763,13.63186111111111,2
42133,-76.728446,39.921839,11.48675,1
9009,-72.900204,41.349717,15.24488888888889,9
36089,-75.074311,44.488113,15.32811111111111,1
48201,-95.393037,29.857273,12.392138888888889,17
12009,-80.700384,28.298276,11.299277777777778,4
18097,-86.135794,39.782976,4.543027777777778,6
9007,-72.524227,41.434525,15.857916666666666,5
9005,-73.235428,41.791897,15.646555555555555,6
26115,-83.487106,41.916097,7.809027777777778,5
36001,-73.974014,42.588271,15.336388888888889,4
6085,-121.690622,37.220777,35.14222222222222,14
55133,-88.306707,43.019308,9.22813888888889,20
36059,-73.589384,40.729687,14.466833333333334,31
42091,-75.370201,40.209999,12.729888888888889,4
39095,-83.468867,41.682321,7.505444444444444,6
45045,-82.372077,34.892645,5.5064166666666665,5
34021,-74.703724,40.282503,13.145888888888889,15
6067,-121.340441,38.450011,34.99186111111111,12
Longueuil CAN,-73.510712,45.536945,17.393972222222224,23
34033,-75.357356,39.573828,12.451500000000001,1
33001,-71.425366,43.519109,18.606666666666666,4
42101,-75.133346,40.009376,12.823,13
36047,-73.950777,40.635133,14.169805555555556,10
54045,-81.940853,37.830591,6.333166666666667,1
51179,-77.459043,38.418933,9.941777777777778,1
36051,-77.76978,42.727485,12.003222222222222,2
45019,-79.94248,32.800458,8.55813888888889,5
45073,-83.061522,34.748759,5.454000000000001,1
51041,-77.585847,37.378434,9.631444444444444,2
53053,-122.144709,47.040716,36.92066666666666,16
28047,-89.083376,30.416536,7.631944444444445,3
10003,-75.644132,39.575915,12.120055555555554,3
36085,-74.137063,40.563855,13.667333333333334,4
36063,-78.792143,43.456731,11.662388888888888,2
51087,-77.300333,37.437521,9.75313888888889,4
36005,-73.852939,40.848711,14.095527777777779,12
51121,-80.387314,37.174885,6.391500000000001,1
48453,-97.69127,30.239513,13.463000000000001,9
51760,-77.476009,37.531399,9.532305555555556,5
37183,-78.650624,35.789846,8.328,11
1089,-86.55108,34.764238,1.9959444444444443,5
18095,-85.722454,40.166203,5.252750000000001,1
11001,-77.017094,38.904149,10.523333333333333,15
28149,-90.851791,32.357005,7.0464166666666666,1
48029,-98.520147,29.448671,14.708805555555555,19
18157,-86.893943,40.38926,5.5400277777777776,4
42045,-75.398786,39.91667,12.470666666666666,10
53035,-122.649636,47.639687,37.110416666666666,22
53033,-121.832375,47.493554,35.75597222222222,14
4013,-112.495534,33.346541,25.80775,31
19013,-92.306059,42.472888,9.904638888888888,4
1095,-86.321668,34.309564,2.7456388888888887,1
47103,-86.593388,35.142532,1.4465833333333333,1
34013,-74.246136,40.787217,13.590111111111112,8
2020,-149.274354,61.177549,71.73141666666668,1
36069,-77.303277,42.856695,12.273805555555555,11
6029,-118.729506,35.346629,31.689472222222225,3
37135,-79.119355,36.062499,7.813027777777778,3
28099,-89.119274,32.752518,5.824027777777777,1
East York CAN,-79.341667,43.6912,12.300500000000001,16
51610,-77.174639,38.883787,10.175805555555556,5
51685,-77.448681,38.768991,9.951416666666667,5
51510,-77.082026,38.818343,10.396999999999998,4
51540,-78.485381,38.037658,8.487694444444445,1
48157,-95.771015,29.526602,12.989638888888889,6
36109,-76.473712,42.453281,13.188388888888888,2
36081,-73.837929,40.658557,14.20686111111111,13
48027,-97.481921,31.04211,12.540833333333333,5
17161,-90.572203,41.468404,8.337111111111112,2
8073,-103.507555,38.99374,16.226583333333334,1
24021,-77.397627,39.470427,10.230416666666667,3
34017,-74.078627,40.731384,13.612666666666666,4
39153,-81.534936,41.121851,7.949138888888889,2
4021,-111.367257,32.91891,25.874444444444446,14
6095,-121.939594,38.267226,35.53636111111111,5
26145,-84.05541,43.328267,9.625916666666667,14
Vaughan CAN,-79.508278,43.837208,12.088472222222222,11
41017,-121.225575,43.915118,34.54511111111111,4
Mississauga CAN,-79.640579,43.59531,11.807055555555555,17
26069,-82.849447,44.329482,10.84736111111111,1
6073,-116.776117,33.023604,30.779,46
13067,-84.574166,33.93994,3.707277777777778,10
42077,-75.590627,40.614241,12.251999999999999,1
24037,-76.534271,38.222666,11.23125,1
6013,-121.951543,37.919479,35.72391666666667,14
41003,-123.426317,44.490623,37.22505555555556,5
26061,-88.652066,46.998305,14.195722222222221,5
18057,-86.020586,40.04987,4.906944444444444,4
38035,-97.450851,47.926003,18.06072222222222,1
38095,-99.248158,48.682183,19.83961111111111,1
50017,-72.369687,44.003392,17.968944444444443,2
24027,-76.924406,39.252264,10.743027777777778,7
37063,-78.877919,36.036589,8.045444444444444,7
29510,-90.244582,38.635699,4.779777777777778,12
20079,-97.436707,38.050144,11.362277777777777,1
20209,-94.763087,39.115384,8.63275,19
20059,-95.278962,38.558019,9.314222222222222,1
12095,-81.323295,28.514435,10.602194444444445,8
19113,-91.597674,42.077951,9.358333333333333,2
6079,-120.44754,35.385227,33.44263888888889,3
51083,-78.939614,36.766461,8.603916666666667,1
32003,-115.013819,36.214236,27.602055555555555,13
39017,-84.565397,39.439915,4.933916666666666,2
45067,-79.362131,34.080701,8.750527777777778,2
33015,-71.099437,42.98936,18.00486111111111,8
Whitby CAN,-78.942932,43.897545,12.544805555555556,4
51085,-77.490992,37.760166,9.4565,4
55131,-88.232917,43.391156,9.479166666666666,6
29183,-90.674915,38.781102,5.231916666666667,5
9001,-73.366757,41.228103,14.840694444444445,7
13245,-82.074998,33.361487,6.2443888888888885,6
20121,-94.832963,38.566772,9.161805555555556,1
24003,-76.560511,38.993374,11.004666666666667,5
